id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
2003,creative,Pads,pads,box,box,0.86364,0.8521799999999999,0.86755,1.04703,0.88629,0.90334,-0.03954
2003,creative,Boat,boat,box,box,0.76791,0.87382,0.89148,0.91765,0.89859,0.86989,-0.0823
2003,creative,Shovel,shovel,box,box,0.77849,0.78213,0.86012,0.83154,0.91402,0.83326,-0.10508
2003,creative,Stacking,stacking,box,box,0.82649,0.74962,0.90692,1.04849,0.93131,0.89257,-0.06098
2003,creative,Shield,shield,box,box,0.85979,0.97223,0.89285,1.01298,0.95872,0.93931,-0.00849
2003,creative,Water Bottle,water bottle,box,box,0.97368,0.99295,0.98702,1.05402,1.14813,1.03116,0.09829
2003,creative,Shipping tool,shipping tool,box,box,0.9160699999999999,0.91582,1.00464,1.042,1.1941,1.01453,0.06403
2004,creative,use several of them and make a robot costume,use several of them and make a robot costume,box,box,0.88286,1.05213,0.93623,0.96883,0.77178,0.92237,0.01216
2004,creative,get several of them and make a play house,get several of them and make a play house,box,box,0.8632,1.03671,0.91701,0.96877,0.77478,0.91209,-0.00589
2004,creative,turn it into an astronauts helmet,turn it into an astronauts helmet,box,box,0.92249,0.90459,1.0374,0.9668,1.22484,1.01122,0.07391
2004,creative,have tiny and turn them into flower pots,have tiny and turn them into flower pots,box,box,1.11803,0.8781,0.93071,0.97061,1.22327,1.02414,0.13697
2004,creative,poke holes and stick a light in it and use it as a disco,poke holes and stick a light in it and use it as a disco,box,box,1.10115,1.09945,0.98892,0.9688,1.22761,1.07719,0.18472
2004,creative,use it as a chair,use it as a chair,box,box,0.81743999999999994,1.01983,0.91948,0.96968,0.75557,0.8964,-0.03287
2005,creative,toy,toy,box,box,0.70409,0.73648,0.85502,0.75149,0.6654100000000001,0.7425,-0.17697
2005,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2005,creative,storage,storage,box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.11656999999999999
2005,creative,shade,shade,box,box,0.87324,0.99928,0.89575,0.96505,0.91245,0.92915,-0.00224
2005,creative,umbrella,umbrella,box,box,0.79271,0.84168,0.86173,0.8421,0.95703,0.85905,-0.08282
2005,creative,shield,shield,box,box,0.85979,0.97223,0.89285,1.01298,0.95872,0.93931,-0.00849
2005,creative,playpen,playpen,box,box,0.8889,0.6990000000000001,0.76408,1.02364,0.99114,0.87335,-0.07635
2006,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2006,creative,shoes,shoes,box,box,0.69365,0.8400799999999999,0.83757,0.88376999999999994,0.7273000000000001,0.79647,-0.15764
2006,creative,fort,fort,box,box,0.91954,0.95528,0.93495,0.995,0.72951,0.90686,0.01101
2006,creative,props,props,box,box,0.7447900000000001,0.8167,0.83813,0.89939,0.78666,0.81713,-0.12997
2006,creative,stairs,stairs,box,box,0.7700899999999999,0.90829,0.79735,0.97693,0.82145,0.85482,-0.1064
2006,creative,armor,armor,box,box,0.869,0.97938,0.97488,1.03841,0.85928,0.94419,0.01435
2006,creative,Raft,raft,box,box,0.82228,0.91905,0.96019,0.9679,0.8721099999999999,0.90831,-0.0265
2006,creative,dumb waiter,dumb waiter,box,box,1.00299,1.02275,0.96319,1.04507,0.93763,0.99433,0.09327
2006,creative,umbrella,umbrella,box,box,0.79271,0.84168,0.86173,0.8421,0.95703,0.85905,-0.08282
2006,creative,giant dice,giant dice,box,box,0.97065,1.01725,0.9309000000000001,0.81245,1.09936,0.96612,0.06896
2007,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2007,creative,home if it is big enough,home if it is big enough,box,box,0.94535,1.05774,0.94765,0.96756,1.23495,1.03065,0.08697
2007,creative,drawer,drawer,box,box,0.54993,0.56819,0.6317699999999999,0.88173,0.73649,0.67362,-0.3379
2007,creative,seat,seat,box,box,0.7377199999999999,0.79768,0.89104,0.91044,0.74031,0.81544,-0.12474
2007,creative,shelf,shelf,box,box,0.67503,0.6997800000000001,0.80559,0.79901,0.7623,0.74834,-0.20223
2007,creative,to block,to block,box,box,0.99801,0.95769,0.96266,1.00218,1.23405,1.03092,0.10201
2007,creative,costume,costume,box,box,0.80366,0.90318,0.88693,0.96955,0.8091,0.87448,-0.06542
2007,creative,tunnel,tunnel,box,box,0.81853,0.86307,0.8553999999999999,0.95539,0.87155,0.87279,-0.06963
2007,creative,foot stool,foot stool,box,box,1.07719,1.0412,0.96053,0.93835,1.08075,1.0196,0.14023
2007,creative,go cart,go cart,box,box,0.97673,0.99288,1.04151,0.97926,1.11746,1.02157,0.10967
2007,creative,side table,side table,box,box,1.0682,1.06446,0.96812,0.89236,1.1430500000000001,1.02724,0.14503
2007,creative,play toy,play toy,box,box,0.94887,0.93625,0.9589799999999999,0.88766,1.17269,0.98089,0.06167
2007,creative,bird house,bird house,box,box,0.9074,0.9937,1.03638,1.00838,1.18736,1.02664,0.08048
2007,creative,dog house,dog house,box,box,0.98545,1.08656,1.04808,0.89803,1.19526,1.04268,0.13515
2007,creative,burning material,burning material,box,box,0.99929,1.07351,1.00183,0.98964,1.2194,1.05673,0.13269
2007,creative,garbage can,garbage can,box,box,0.958,0.96416,0.8604700000000001,0.88775,1.22835,0.97975,0.04698
2008,creative,toss like a ball,toss like a ball,box,box,1.07445,1.05447,1.09759,0.8745499999999999,1.2058,1.06137,0.18884
2008,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2008,creative,drum,drum,box,box,0.82837,0.89804,0.91015,0.96106,0.7309300000000001,0.86571,-0.05398
2008,creative,seat,seat,box,box,0.7377199999999999,0.79768,0.89104,0.91044,0.74031,0.81544,-0.12474
2008,creative,diorama,diorama,box,box,0.87216,0.81226,0.84216,0.88225,0.87815,0.8574,-0.05824
2008,creative,music amplifier,music amplifier,box,box,1.05602,1.11067,1.01808,1.04233,1.02383,1.05019,0.15879
2008,creative,balance beam,balance beam,box,box,1.02163,1.02939,0.9579,0.9808,1.05914,1.00977,0.10946
2008,creative,stepping stool,stepping stool,box,box,1.00611,1.1289,0.9554,0.93621,1.07505,1.02033,0.11759
2008,creative,TV stand,tv stand,box,box,0.98072,1.0126,0.96586,0.94258,1.15051,1.01045,0.09399
2008,creative,cut up and use as a dancefloor,cut up and use as a dancefloor,box,box,0.86107,0.97747,0.99445,0.96899,1.23586,1.00757,0.04407
2010,creative,Table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2010,creative,Bed,bed,box,box,0.74756,0.89961,0.858,1.01096,0.75585,0.8544,-0.10543
2010,creative,House,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2010,creative,Vehicle,vehicle,box,box,0.82327,0.9387,0.8998,0.92897,0.80819,0.87979,-0.04748
2010,creative,Pillow,pillow,box,box,0.71089,0.82309,0.81662,1.04034,0.8187800000000001,0.84194,-0.1429
2010,creative,Chair,chair,box,box,0.75413,0.84501,0.93172,1.0471,0.8210500000000001,0.8798,-0.08288
2010,creative,Stage,stage,box,box,0.85043,0.9575,0.89559,0.98887,0.83365,0.90521,-0.02667
2010,creative,Step,step,box,box,0.79219,0.98971,0.91945,1.0429,0.8556,0.91997,-0.03906
2010,creative,Arm Rest,arm rest,box,box,1.09607,1.03561,0.89249,0.94892,1.05287,1.00519,0.127
2011,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2011,creative,instrument,instrument,box,box,0.85449,0.92995,0.94795,0.99664,0.82915,0.91164,-0.01411
2011,creative,weapon,weapon,box,box,0.82218,0.8931,0.94577,0.93948,0.85788,0.89168,-0.03789
2011,creative,Building Material,building material,box,box,0.93906,1.05831,0.94122,1.08285,1.22569,1.04943,0.08672
2012,creative,as a weight,as a weight,box,box,0.93846,1.03454,0.9079699999999999,0.9738,0.73203,0.91736,0.02581
2012,creative,shelter,shelter,box,box,0.86495,0.93466,0.91978,1.02954,0.86665,0.92312,-0.01153
2012,creative,to climb on,to climb on,box,box,0.82818,0.93003,0.9898,0.96886,0.71187,0.88575,-0.02631
2012,creative,as a floor rug,as a floor rug,box,box,1.03836,0.99228,1.05968,0.97042,1.26363,1.06487,0.15794
2012,creative,bulletproof material,bulletproof material,box,box,0.8811100000000001,1.1055,0.95059,0.95628,1.1438,1.00746,0.05553
2012,creative,make a plane out of,make a plane out of,box,box,0.91354,1.16887,1.03787,0.97069,0.75429,0.96905,0.07666
2012,creative,a ramp to use for tricks/stunts,a ramp to use for tricksstunts,box,box,0.97939,0.88162,0.9293899999999999,0.96783,0.76525,0.9047,0.02842
2012,creative,As a mini fridge stand  a ladder  shelter,as a mini fridge stand a ladder shelter,box,box,1.15275,0.90295,1.0502,0.96787,1.22319,1.05939,0.19383
2012,creative,make a car out of,make a car out of,box,box,0.87068,1.06064,0.98475,0.97013,0.7565999999999999,0.92856,0.02051
2012,creative,to cut and from other objects from,to cut and from other objects from,box,box,0.97352,0.9875,0.98629,0.96879,0.76567,0.93635,0.06085
2013,creative,flower pot,flower pot,box,box,1.08749,0.89937,1.02824,0.92104,1.032,0.99363,0.13543
2013,creative,build a mansion,build a mansion,box,box,0.97958,0.82102,0.88444,0.9136299999999999,0.77316,0.87437,0.00275
2013,creative,build a raft,build a raft,box,box,0.94006,0.90311,0.94165,1.07385,0.75976,0.92369,0.02049
2014,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2014,creative,seat,seat,box,box,0.7377199999999999,0.79768,0.89104,0.91044,0.74031,0.81544,-0.12474
2014,creative,temporary/disposable plates,temporarydisposable plates,box,box,0.84825,0.92208,0.93748,0.98606,0.8301000000000001,0.90479,-0.02215
2014,creative,organizer for computer wires,organizer for computer wires,box,box,1.01417,1.06807,1.08277,1.01324,1.18548,1.07275,0.16128
2014,creative,biodegradable portable garden,biodegradable portable garden,box,box,0.97549,0.82499,1.02209,0.98789,1.06458,0.97501,0.06978
2014,creative,step stool,step stool,box,box,1.05614,1.01799,0.88201,0.95999,1.06759,0.99674,0.10238
2014,creative,reconstructed as a wagon,reconstructed as a wagon,box,box,0.97134,0.94084,0.96811,0.97771,1.28034,1.02767,0.08986
2014,creative,fairy village,fairy village,box,box,0.94124,0.86098,1.05839,0.95679,1.10978,0.98544,0.07174
2014,creative,giant Lego,giant lego,box,box,1.05189,0.9888,0.92222,0.94674,1.1258,1.00709,0.11115
2014,creative,pet house,pet house,box,box,0.89554,1.04163,1.04266,1.0026,1.18932,1.03435,0.08464
2014,creative,makeshift armor,makeshift armor,box,box,1.0518399999999999,1.02965,1.0232,1.00431,1.23481,1.06876,0.15983
2015,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2015,creative,bed,bed,box,box,0.74756,0.89961,0.858,1.01096,0.75585,0.8544,-0.10543
2015,creative,car,car,box,box,0.76151,0.92254,0.85387,1.01515,0.75955,0.86252,-0.09503
2015,creative,chairs,chairs,box,box,0.8184,0.82457,0.88705,0.98506,0.7882,0.86066,-0.07277
2015,creative,costume,costume,box,box,0.80366,0.90318,0.88693,0.96955,0.8091,0.87448,-0.06542
2015,creative,football,football,box,box,0.90222,0.8848199999999999,0.95337,1.00347,0.8399300000000001,0.91676,0.00493
2015,creative,skirt,skirt,box,box,0.90314,0.99478,0.89784,0.90105,0.92347,0.92406,0.01059
2015,creative,scarf,scarf,box,box,0.7966,0.86244,0.94765,1.06224,0.94844,0.92347,-0.04222
2015,creative,robot suit,robot suit,box,box,0.97959,1.11709,1.01546,0.97382,0.99776,1.01674,0.11501
2015,creative,ceiling storage,ceiling storage,box,box,1.02363,0.98304,0.99431,0.95794,1.13638,1.01906,0.1184
2016,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2016,creative,belt,belt,box,box,0.79916,0.85695,0.90271,0.94157,0.80341,0.86076,-0.07301
2016,creative,robot,robot,box,box,0.80463,0.83107,0.87798,0.88272,0.82214,0.84371,-0.08328
2017,creative,fort,fort,box,box,0.91954,0.95528,0.93495,0.995,0.72951,0.90686,0.01101
2017,creative,drawer,drawer,box,box,0.54993,0.56819,0.6317699999999999,0.88173,0.73649,0.67362,-0.3379
2017,creative,jewelry,jewelry,box,box,0.72774,0.75607,0.8708400000000001,1.00215,0.74912,0.82118,-0.13793
2017,creative,bed,bed,box,box,0.74756,0.89961,0.858,1.01096,0.75585,0.8544,-0.10543
2017,creative,car,car,box,box,0.76151,0.92254,0.85387,1.01515,0.75955,0.86252,-0.09503
2017,creative,helmet,helmet,box,box,0.84904,0.89168,0.8578399999999999,1.05421,0.8169299999999999,0.89394,-0.04831
2017,creative,robot,robot,box,box,0.80463,0.83107,0.87798,0.88272,0.82214,0.84371,-0.08328
2017,creative,wardrobe,wardrobe,box,box,0.7895300000000001,0.8235399999999999,0.77659,0.90143,0.8614999999999999,0.83052,-0.11779
2017,creative,shelter,shelter,box,box,0.86495,0.93466,0.91978,1.02954,0.86665,0.92312,-0.01153
2017,creative,spaceship,spaceship,box,box,0.81025,0.85886,0.85101,1.01079,0.86825,0.87983,-0.07348
2017,creative,cabinet,cabinet,box,box,0.74089,0.77447,0.83872,0.97561,0.90637,0.84721,-0.12551
2017,creative,habitat,habitat,box,box,0.96763,0.97641,0.94634,1.04874,0.9605,0.97992,0.06438
2018,creative,a house,a house,box,box,0.95209,0.99849,1.02521,1.01134,1.24112,1.04565,0.10532
2018,creative,dress,dress,box,box,0.80924,0.99784,0.90762,0.99733,0.7898000000000001,0.90037,-0.04017
2018,creative,robot costume,robot costume,box,box,1.03145,0.98187,0.989,0.96118,0.9224,0.97718,0.10278
2018,creative,packing peanuts,packing peanuts,box,box,1.02387,1.06736,1.02324,1.0829,0.9782,1.03511,0.13451
2018,creative,as bread slices,as bread slices,box,box,0.9647,1.08755,0.98562,1.03716,0.91243,0.99749,0.08937
2018,creative,a very large die,a very large die,box,box,0.99753,1.03524,1.03183,0.97496,1.23748,1.05541,0.13468
2019,creative,Hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2019,creative,Fan,fan,box,box,0.84612,0.91601,0.88222,0.84694,0.69827,0.83791,-0.05821
2019,creative,Pillow,pillow,box,box,0.71089,0.82309,0.81662,1.04034,0.8187800000000001,0.84194,-0.1429
2019,creative,Chair,chair,box,box,0.75413,0.84501,0.93172,1.0471,0.8210500000000001,0.8798,-0.08288
2019,creative,Ladder,ladder,box,box,0.83125,0.84143,0.90055,0.8959,0.8549599999999999,0.86482,-0.05798
2019,creative,Umbrella,umbrella,box,box,0.79271,0.84168,0.86173,0.8421,0.95703,0.85905,-0.08282
2019,creative,Dogs house,dogs house,box,box,1.06971,1.01852,1.07593,0.91996,1.22879,1.06258,0.17786
2020,creative,tent,tent,box,box,0.84003,0.93874,0.87602,0.9146,0.8474200000000001,0.88336,-0.04336
2020,creative,cave,cave,box,box,0.80854,0.8823300000000001,0.88901,1.00085,0.86985,0.89012,-0.05941
2020,creative,playground,playground,box,box,0.81719,0.86214,0.91205,0.9905,0.8974,0.89586,-0.05
2020,creative,boat,boat,box,box,0.76791,0.87382,0.89148,0.91765,0.89859,0.86989,-0.0823
2020,creative,puppet stage,puppet stage,box,box,1.08452,0.90779,1.04769,0.99357,0.91882,0.99048,0.13507
2020,creative,step stool,step stool,box,box,1.05614,1.01799,0.88201,0.95999,1.06759,0.99674,0.10238
2020,creative,cat holder,cat holder,box,box,0.9672499999999999,1.03213,0.9788,0.90691,1.08338,0.99369,0.08707
2021,creative,mask,mask,box,box,0.78281,0.90846,0.83067,0.89751,0.72184,0.82826,-0.10231
2021,creative,step stool,step stool,box,box,1.05614,1.01799,0.88201,0.95999,1.06759,0.99674,0.10238
2021,creative,create a dam,create a dam,box,box,1.00565,0.9842,0.89149,0.99059,0.74916,0.92422,0.04837
2021,creative,Play toy ie Fort  Rocketship,play toy ie fort rocketship,box,box,1.01611,1.00527,0.95816,0.9097999999999999,1.13163,1.00419,0.10521
2021,creative,Cat house,cat house,box,box,0.9751,1.03125,1.09637,1.02201,1.14685,1.05432,0.13619
2021,creative,Kindling material for fire,kindling material for fire,box,box,0.9298,0.98732,0.9899,0.97963,0.78356,0.93404,0.04177
2022,creative,a hat,a hat,box,box,1.01084,0.82601,0.92862,0.98427,1.16427,0.9828,0.06864
2022,creative,Have it house a computer,have it house a computer,box,box,0.86861,1.01684,0.98933,0.96397,0.75406,0.91856,0.0126
2022,creative,Line with a plastic bag so you can carry fish more easily,line with a plastic bag so you can carry fish more easily,box,box,1.10822,1.10773,0.9337,0.96883,1.22931,1.06956,0.1737
2022,creative,have the top and sides fold out so its flat and has a diorama inside,have the top and sides fold out so its flat and has a diorama inside,box,box,1.03949,0.89465,0.87826,0.9688,1.18702,0.99364,0.08161
2023,creative,Fan,fan,box,box,0.84612,0.91601,0.88222,0.84694,0.69827,0.83791,-0.05821
2023,creative,Airplane,airplane,box,box,0.76169,0.9302900000000001,0.89175,1.04531,0.75465,0.87674,-0.08144
2023,creative,Bench,bench,box,box,0.81467,0.82479,0.8247599999999999,0.9526,0.7718700000000001,0.83774,-0.09581
2023,creative,Canvas,canvas,box,box,0.87734,0.91498,0.90292,0.87734,0.79199,0.87291,-0.0272
2023,creative,Clothing,clothing,box,box,0.88526,0.90659,0.94609,1.05406,0.82699,0.9238,-6.3e-4
2023,creative,Instrument,instrument,box,box,0.85449,0.92995,0.94795,0.99664,0.82915,0.91164,-0.01411
2023,creative,Sled,sled,box,box,0.9005,0.87295,0.94127,1.07967,0.86408,0.93169,0.00409
2023,creative,Shelter,shelter,box,box,0.86495,0.93466,0.91978,1.02954,0.86665,0.92312,-0.01153
2023,creative,Planter for plants,planter for plants,box,box,0.79297,0.91753,0.95545,0.98233,1.14813,0.95928,-0.01912
2023,creative,Blanket,blanket,box,box,0.79912,0.88256,0.9336,0.85563,0.9232,0.87882,-0.0535
2024,creative,desk,desk,box,box,0.62307,0.71035,0.7488,0.7829200000000001,0.66466,0.70596,-0.25229
2024,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2024,creative,frame,frame,box,box,0.71738,0.8971,0.75126,0.92016,0.7237100000000001,0.80192,-0.15949
2024,creative,Fort,fort,box,box,0.91954,0.95528,0.93495,0.995,0.72951,0.90686,0.01101
2024,creative,Wall,wall,box,box,0.81416,0.95218,0.86085,0.85098,0.74119,0.84387,-0.0705
2024,creative,house,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2024,creative,bumper,bumper,box,box,0.87564,0.84365,0.8406899999999999,0.84773,0.88363,0.85827,-0.05257
2024,creative,cabinet,cabinet,box,box,0.74089,0.77447,0.83872,0.97561,0.90637,0.84721,-0.12551
2024,creative,shield,shield,box,box,0.85979,0.97223,0.89285,1.01298,0.95872,0.93931,-0.00849
2024,creative,ball pin,ball pin,box,box,1.05415,1.01616,1.00669,1.02056,1.0731600000000001,1.03414,0.14098
2025,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2025,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2025,creative,pet,pet,box,box,0.85733,0.91045,0.97247,0.71131,0.74064,0.83844,-0.02995
2025,creative,house,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2025,creative,car,car,box,box,0.76151,0.92254,0.85387,1.01515,0.75955,0.86252,-0.09503
2025,creative,shelf,shelf,box,box,0.67503,0.6997800000000001,0.80559,0.79901,0.7623,0.74834,-0.20223
2025,creative,stool,stool,box,box,0.82323,0.87113,0.8385400000000001,0.96709,0.79081,0.85816,-0.077
2025,creative,wagon,wagon,box,box,0.80142,0.92657,0.85918,0.90366,0.79264,0.85669,-0.0751
2025,creative,train,train,box,box,0.84311,0.92294,0.92295,0.924,0.81081,0.88476,-0.03344
2025,creative,doghouse,doghouse,box,box,0.7466200000000001,0.8575,0.81042,0.93282,0.85727,0.84093,-0.12247
2025,creative,playhouse,playhouse,box,box,0.77893,0.85522,0.8581799999999999,0.865,0.86798,0.84506,-0.09485
2025,creative,spaceship,spaceship,box,box,0.81025,0.85886,0.85101,1.01079,0.86825,0.87983,-0.07348
2025,creative,umbrella,umbrella,box,box,0.79271,0.84168,0.86173,0.8421,0.95703,0.85905,-0.08282
2025,creative,surfboard,surfboard,box,box,0.90468,0.90724,0.98408,0.99739,0.97378,0.95343,0.03009
2025,creative,dog bed,dog bed,box,box,0.9065300000000001,0.88365,0.99813,1.00085,1.13906,0.98564,0.04504
2026,creative,To use to make yourself into a rowboat,to use to make yourself into a rowboat,box,box,1.06841,1.07732,1.07523,0.96898,0.76641,0.99127,0.15084
2026,creative,Use it to play games,use it to play games,box,box,0.83009,0.89165,0.95357,0.97194,0.76889,0.88323,-0.03779
2026,creative,To use as a peg leg,to use as a peg leg,box,box,1.00675,0.92676,0.91122,0.96814,0.89618,0.94181,0.0559
2026,creative,Put a cat in it,put a cat in it,box,box,0.7819,0.92033,1.0724,0.96813,0.74456,0.89746,-0.0245
2026,creative,To make into a Halloween outfit,to make into a halloween outfit,box,box,1.04284,0.87567,1.07452,0.96852,1.19422,1.03115,0.13813
2026,creative,Hide small presents inside,hide small presents inside,box,box,1.05714,0.97424,1.00215,1.03247,1.22582,1.05836,0.14718
2026,creative,To Paint for a center piece,to paint for a center piece,box,box,1.08764,0.89727,0.96234,0.96921,1.22826,1.02894,0.13459
2026,creative,To put it on top of your pets,to put it on top of your pets,box,box,1.03709,1.04815,1.00292,0.9688,1.22764,1.05692,0.14738
2026,creative,To fit a person inside,to fit a person inside,box,box,0.84625,0.95794,0.97366,0.96647,0.75261,0.89939,-0.01368
2026,creative,To put on top of a person,to put on top of a person,box,box,0.82526,0.98025,1.08653,0.9688,0.7629900000000001,0.92477,0.01371
2027,creative,Use it as a floor mate,use it as a floor mate,box,box,0.9891,0.99195,1.02321,0.96935,1.23136,1.04099,0.11949
2027,creative,Can be used when cleaning to et in between small cracks and corners,can be used when cleaning to et in between small cracks and corners,box,box,0.96338,0.98423,0.96141,0.9688,0.8011,0.93578,0.05082
2027,creative,Can be used to prevent scratches on floor,can be used to prevent scratches on floor,box,box,0.98123,1.04969,0.9998,0.96911,0.79791,0.95955,0.08238
2027,creative,use it as a homemade picture frame,use it as a homemade picture frame,box,box,0.88269,0.8966,0.97646,0.96985,0.77005,0.89913,-0.00358
2027,creative,Use it as a way to relax Put it over your head and think,use it as a way to relax put it over your head and think,box,box,0.8926499999999999,0.96313,1.05959,0.9688,1.2405599999999999,1.02495,0.07702
