id,condition,response,response_clean,item,item_clean,SemDis_glove_c_m
2006,creative,hammock,hammock,rope,rope,0.70806
2006,creative,necklace,necklace,rope,rope,0.74881
2006,creative,fake snake,fake snake,rope,rope,0.98556
2006,creative,braid instructions unravel and fix,braid instructions unravel and fix,rope,rope,0.91965
2006,creative,wound wrappings,wound wrappings,rope,rope,1.04093
2006,creative,hair tie,hair tie,rope,rope,1.0521
2006,creative,animal toy,animal toy,rope,rope,1.07034
2006,creative,frame for pictures,frame for pictures,rope,rope,0.87306
2006,creative,cord coverings,cord coverings,rope,rope,1.14083
2007,creative,tourniquet,tourniquet,rope,rope,0.68955
2007,creative,splint,splint,rope,rope,0.78617
2007,creative,perimeter of a table decoration,perimeter of a table decoration,rope,rope,0.87745
2007,creative,used as material in art,used as material in art,rope,rope,0.8789899999999999
2007,creative,exercise between two people,exercise between two people,rope,rope,1.11789
2007,creative,make a bowl,make a bowl,rope,rope,0.83799
2007,creative,hair piece,hair piece,rope,rope,1.07765
2007,creative,hang decorations from,hang decorations from,rope,rope,0.87085
2007,creative,to make a seat,to make a seat,rope,rope,1.11388
2007,creative,animal structures,animal structures,rope,rope,1.1236
2008,creative,belt,belt,rope,rope,0.68721
2008,creative,dog leash,dog leash,rope,rope,0.93323
2008,creative,play with as a snake,play with as a snake,rope,rope,0.84874
2010,creative,wire,wire,rope,rope,0.5656300000000001
2010,creative,ring,ring,rope,rope,0.70275
2010,creative,crutches,crutches,rope,rope,0.7192000000000001
2010,creative,cane,cane,rope,rope,0.74085
2010,creative,necklace,necklace,rope,rope,0.74881
2010,creative,pencil,pencil,rope,rope,0.75239
2010,creative,bracelet,bracelet,rope,rope,0.78295
2010,creative,lighter,lighter,rope,rope,0.8234
2010,creative,toothpick,toothpick,rope,rope,0.83443
2010,creative,hair bow,hair bow,rope,rope,1.02209
2011,creative,pulley,pulley,rope,rope,0.5626599999999999
2011,creative,fencing,fencing,rope,rope,0.63822
2011,creative,necklace,necklace,rope,rope,0.74881
2011,creative,whip,whip,rope,rope,0.8432
2011,creative,lobster leash,lobster leash,rope,rope,0.99611
2011,creative,string for instrument,string for instrument,rope,rope,0.88545
2011,creative,measuring device,measuring device,rope,rope,1.09292
2012,creative,belt,belt,rope,rope,0.68721
2012,creative,hair,hair,rope,rope,0.7051700000000001
2012,creative,towing,towing,rope,rope,0.71052
2012,creative,wallpaper,wallpaper,rope,rope,0.80184
2012,creative,weapon,weapon,rope,rope,0.8230500000000001
2012,creative,decoration,decoration,rope,rope,0.88772
2012,creative,sling for a cast,sling for a cast,rope,rope,0.8694500000000001
2012,creative,packaging material,packaging material,rope,rope,1.04647
2012,creative,tying your shoes,tying your shoes,rope,rope,0.85697
2012,creative,fix a car,fix a car,rope,rope,0.86555
2012,creative,able to use it to guide yourself back,able to use it to guide yourself back,rope,rope,1.11264
2013,creative,as a belt,as a belt,rope,rope,0.85623
2013,creative,as floss,as floss,rope,rope,0.82974
2013,creative,as a seatbelt,as a seatbelt,rope,rope,1.04251
2013,creative,make a hat,make a hat,rope,rope,0.85954
2013,creative,make a shirt,make a shirt,rope,rope,0.85545
2013,creative,as a hand warmer,as a hand warmer,rope,rope,1.11526
2014,creative,belt,belt,rope,rope,0.68721
2014,creative,cord/wire insulation,cordwire insulation,rope,rope,0.76029
2014,creative,giant gift bow,giant gift bow,rope,rope,0.84135
2014,creative,redneck party streamer,redneck party streamer,rope,rope,0.95626
2014,creative,holding back a spring loaded slingshot,holding back a spring loaded slingshot,rope,rope,0.87757
2014,creative,fake hair,fake hair,rope,rope,1.13364
2015,creative,hangers,hangers,rope,rope,0.68474
2015,creative,bracelets,bracelets,rope,rope,0.78131
2015,creative,confetti,confetti,rope,rope,0.83893
2015,creative,divider,divider,rope,rope,0.85494
2015,creative,fan,fan,rope,rope,0.91926
2015,creative,ruler,ruler,rope,rope,0.97152
2015,creative,door lock,door lock,rope,rope,1.07585
2015,creative,shoe holder,shoe holder,rope,rope,1.09879
2015,creative,party decorations,party decorations,rope,rope,1.10567
2016,creative,shoelace,shoelace,rope,rope,0.7185699999999999
2016,creative,tie it to resemble a dog or other animal,tie it to resemble a dog or other animal,rope,rope,0.89322
2017,creative,harness,harness,rope,rope,0.6071599999999999
2017,creative,belt,belt,rope,rope,0.68721
2017,creative,bridge,bridge,rope,rope,0.68838
2017,creative,shoelace,shoelace,rope,rope,0.7185699999999999
2017,creative,swing,swing,rope,rope,0.7401800000000001
2017,creative,military   bridge belt,military bridge belt,rope,rope,0.87166
2017,creative,hair band,hair band,rope,rope,0.96029
2017,creative,hair on a doll,hair on a doll,rope,rope,1.07702
2017,creative,vintage ribbon,vintage ribbon,rope,rope,1.06547
2017,creative,chew toy,chew toy,rope,rope,1.0779
2017,creative,resistance bands,resistance bands,rope,rope,1.08977
2018,creative,leash,leash,rope,rope,0.6070800000000001
2018,creative,handcuffs,handcuffs,rope,rope,0.65667
2018,creative,tourniquet,tourniquet,rope,rope,0.68955
2018,creative,a swing,a swing,rope,rope,1.02017
2018,creative,headband,headband,rope,rope,0.80498
2018,creative,a weapon,a weapon,rope,rope,1.09586
2018,creative,jewelry,jewelry,rope,rope,0.86519
2018,creative,a hair bow,a hair bow,rope,rope,0.80827
2019,creative,fence,fence,rope,rope,0.57341
2019,creative,knot,knot,rope,rope,0.58655
2019,creative,necklace,necklace,rope,rope,0.74881
2019,creative,bracelet,bracelet,rope,rope,0.78295
2019,creative,decoration,decoration,rope,rope,0.88772
2019,creative,dog leash,dog leash,rope,rope,0.93323
2019,creative,hair band,hair band,rope,rope,0.96029
2019,creative,hair tie,hair tie,rope,rope,1.0521
2019,creative,clothes line,clothes line,rope,rope,1.08815
2019,creative,can phone,can phone,rope,rope,1.10253
2020,creative,necklace,necklace,rope,rope,0.74881
2020,creative,border around pictures,border around pictures,rope,rope,0.86517
2020,creative,twisted up a candle holder,twisted up a candle holder,rope,rope,0.91174
2020,creative,dress material,dress material,rope,rope,1.02975
2020,creative,use the end as a paintbrush,use the end as a paintbrush,rope,rope,0.87879
2021,creative,handcuffs,handcuffs,rope,rope,0.65667
2021,creative,used to fence in animals,used to fence in animals,rope,rope,0.88951
2021,creative,used as a dog leash or collar,used as a dog leash or collar,rope,rope,0.88118
2021,creative,walk across a lake or gap,walk across a lake or gap,rope,rope,1.10515
2022,creative,pull it to pull a lever that hits the power button on a tv,pull it to pull a lever that hits the power button on a tv,rope,rope,1.11634
2022,creative,use it as the string on a hillbilly bass also used a bucket and piece of wood,use it as the string on a hillbilly bass also used a bucket and piece of wood,rope,rope,1.10412
2022,creative,you can tie sticks together and make a chair,you can tie sticks together and make a chair,rope,rope,0.89007
2023,creative,ladder,ladder,rope,rope,0.47565999999999997
2023,creative,bag,bag,rope,rope,0.65375
2023,creative,roof,roof,rope,rope,0.69179
2023,creative,swing,swing,rope,rope,0.7401800000000001
2023,creative,necklace,necklace,rope,rope,0.74881
2023,creative,clothing,clothing,rope,rope,0.76149
2023,creative,umbrella,umbrella,rope,rope,0.85746
2024,creative,tail,tail,rope,rope,0.6687000000000001
2024,creative,belt,belt,rope,rope,0.68721
2024,creative,weapon,weapon,rope,rope,0.8230500000000001
2024,creative,toy,toy,rope,rope,0.84333
2024,creative,streamer,streamer,rope,rope,0.86207
2024,creative,snake puppet,snake puppet,rope,rope,0.8853
2024,creative,musical instrument,musical instrument,rope,rope,1.01989
2024,creative,safety line,safety line,rope,rope,1.112
2025,creative,noose,noose,rope,rope,0.62784
2025,creative,jump,jump,rope,rope,0.64956
2025,creative,belt,belt,rope,rope,0.68721
2025,creative,hammock,hammock,rope,rope,0.70806
2025,creative,swing,swing,rope,rope,0.7401800000000001
2025,creative,lasso,lasso,rope,rope,0.79369
2025,creative,headband,headband,rope,rope,0.80498
2025,creative,jewelry,jewelry,rope,rope,0.86519
2025,creative,three legged race,three legged race,rope,rope,0.81982
2025,creative,dog leash,dog leash,rope,rope,0.93323
2025,creative,tug of war,tug of war,rope,rope,0.88636
2025,creative,hanging plants,hanging plants,rope,rope,1.03771
2026,creative,to swing from,to swing from,rope,rope,0.8572
2026,creative,to tie someone to a bed,to tie someone to a bed,rope,rope,1.10713
2026,creative,to use as a hair tie,to use as a hair tie,rope,rope,1.11967
2026,creative,to use to make into a bow,to use to make into a bow,rope,rope,0.88273
2026,creative,to use as a trip wire,to use as a trip wire,rope,rope,1.114
2026,creative,to use to block off a room,to use to block off a room,rope,rope,0.8899
2026,creative,to tie to a tree,to tie to a tree,rope,rope,0.87641
2026,creative,to play jump   with,to play jump with,rope,rope,1.09115
2026,creative,to use for pranks,to use for pranks,rope,rope,1.0845
2026,creative,to use as a path so you don't get lost,to use as a path so you dont get lost,rope,rope,1.10979
2026,creative,to wrap a present with it,to wrap a present with it,rope,rope,1.12071
2027,creative,can be used as weapon when force is applied,can be used as weapon when force is applied,rope,rope,0.87873
2027,creative,can be used as a climbing tool example when climbing tree,can be used as a climbing tool example when climbing tree,rope,rope,0.89231
2027,creative,can be used to start a fire when pulled back and forth with speed,can be used to start a fire when pulled back and forth with speed,rope,rope,1.1072899999999999
2027,creative,can be used to tie someone up,can be used to tie someone up,rope,rope,0.8862099999999999
2028,creative,ladder,ladder,rope,rope,0.47565999999999997
2028,creative,leash,leash,rope,rope,0.6070800000000001
2028,creative,jump,jump,rope,rope,0.64956
2028,creative,bridge,bridge,rope,rope,0.68838
2028,creative,swing,swing,rope,rope,0.7401800000000001
2028,creative,wig,wig,rope,rope,0.79383
2028,creative,handle,handle,rope,rope,0.79818
2028,creative,tent support system,tent support system,rope,rope,0.87985
2028,creative,fake snake,fake snake,rope,rope,0.98556
2028,creative,fire starter,fire starter,rope,rope,1.07032
2029,creative,leash,leash,rope,rope,0.6070800000000001
2029,creative,noose,noose,rope,rope,0.62784
2029,creative,belt,belt,rope,rope,0.68721
2029,creative,girdle,girdle,rope,rope,0.78383
2029,creative,lasso,lasso,rope,rope,0.79369
2029,creative,jewelry,jewelry,rope,rope,0.86519
2029,creative,circulation cutter offer,circulation cutter offer,rope,rope,0.91646
2029,creative,mediocre whip,mediocre whip,rope,rope,1.00892
2029,creative,doll hair,doll hair,rope,rope,1.01271
2029,creative,best friend,best friend,rope,rope,1.01931
2029,creative,toe organizer,toe organizer,rope,rope,1.02287
2029,creative,hair tie,hair tie,rope,rope,1.0521
2029,creative,floss for a giant,floss for a giant,rope,rope,0.89788
2030,creative,leash,leash,rope,rope,0.6070800000000001
2030,creative,jump,jump,rope,rope,0.64956
2030,creative,belt,belt,rope,rope,0.68721
2030,creative,necklace,necklace,rope,rope,0.74881
2030,creative,bracelet,bracelet,rope,rope,0.78295
2030,creative,headband,headband,rope,rope,0.80498
2030,creative,vines from trees,vines from trees,rope,rope,0.91635
2030,creative,tie it and pull things around with,tie it and pull things around with,rope,rope,0.87483
2030,creative,land marker tying to a tree,land marker tying to a tree,rope,rope,1.10059
2031,creative,wrapping an object in it to prevent growth  such as plants,wrapping an object in it to prevent growth such as plants,rope,rope,0.87887
2031,creative,transporting food to a house,transporting food to a house,rope,rope,0.8883
2031,creative,cutting into small pieces and using as a trail to find one ways back,cutting into small pieces and using as a trail to find one ways back,rope,rope,1.10493
2031,creative,carving object in it to create pictures,carving object in it to create pictures,rope,rope,0.88485
2031,creative,building an house,building an house,rope,rope,0.87641
2031,creative,holding object way in the air,holding object way in the air,rope,rope,1.12
2031,creative,building an other object purely out of   such as a car  plane  tree,building an other object purely out of such as a car plane tree,rope,rope,0.89207
2032,creative,ladder,ladder,rope,rope,0.47565999999999997
2032,creative,thread,thread,rope,rope,0.53904
2032,creative,cord,cord,rope,rope,0.54653
2032,creative,leash,leash,rope,rope,0.6070800000000001
2032,creative,tightrope,tightrope,rope,rope,0.75475
2032,creative,line,line,rope,rope,0.76678
2032,creative,decoration,decoration,rope,rope,0.88772
2032,creative,vase,vase,rope,rope,0.93883
2032,creative,weed eater,weed eater,rope,rope,0.95031
2032,creative,cup,cup,rope,rope,0.96262
2032,creative,fan blade,fan blade,rope,rope,1.07318
2033,creative,unstring the   for a wig,unstring the for a wig,rope,rope,0.90467
2033,creative,use it to hold up your pants,use it to hold up your pants,rope,rope,0.87869
2033,creative,use it to dance with like the gymnasts do at the Olympics,use it to dance with like the gymnasts do at the olympics,rope,rope,1.10523
2033,creative,seduce a snake,seduce a snake,rope,rope,0.96186
2033,creative,coil it up and use it to lure a cat,coil it up and use it to lure a cat,rope,rope,1.10481
2033,creative,put one end and water and water a plant via capillary action,put one end and water and water a plant via capillary action,rope,rope,0.89542
2034,creative,climbing,climbing,rope,rope,0.57054
2034,creative,leash,leash,rope,rope,0.6070800000000001
2034,creative,jump,jump,rope,rope,0.64956
2034,creative,belt,belt,rope,rope,0.68721
2034,creative,swing,swing,rope,rope,0.7401800000000001
2034,creative,net,net,rope,rope,0.85581
2034,creative,clothes line,clothes line,rope,rope,1.08815
2034,creative,water skiing,water skiing,rope,rope,1.1298300000000001
2035,creative,climb,climb,rope,rope,0.64988
2035,creative,tie down,tie down,rope,rope,1.0152
2035,creative,hold doors shut,hold doors shut,rope,rope,0.86726
2035,creative,wick,wick,rope,rope,0.88205
2035,creative,hair in wig,hair in wig,rope,rope,1.04078
2035,creative,mark off areas,mark off areas,rope,rope,0.87712
2035,creative,outline projects,outline projects,rope,rope,1.14348
2036,creative,clothing,clothing,rope,rope,0.76149
2036,creative,furniture,furniture,rope,rope,0.8223
2036,creative,tree cutter,tree cutter,rope,rope,0.9504900000000001
2036,creative,pot for plant,pot for plant,rope,rope,0.87907
2036,creative,currency,currency,rope,rope,1.00764
2036,creative,hair extensions,hair extensions,rope,rope,1.12665
2037,creative,a belt,a belt,rope,rope,1.05259
2037,creative,cat toy,cat toy,rope,rope,1.04492
2037,creative,hair tie,hair tie,rope,rope,1.0521
2037,creative,decorations  similar to Christmas lights,decorations similar to christmas lights,rope,rope,0.88918
2039,creative,padding,padding,rope,rope,0.75363
2039,creative,insulation,insulation,rope,rope,0.76029
2039,creative,ballast,ballast,rope,rope,0.80814
2039,creative,roofing,roofing,rope,rope,0.81056
2039,creative,cat toy,cat toy,rope,rope,1.04492
2039,creative,fabric material,fabric material,rope,rope,1.0512299999999999
2039,creative,door stop,door stop,rope,rope,1.09715
2039,creative,knife handle,knife handle,rope,rope,1.14002
2040,creative,belt,belt,rope,rope,0.68721
2040,creative,necklace,necklace,rope,rope,0.74881
2040,creative,wig,wig,rope,rope,0.79383
2040,creative,net,net,rope,rope,0.85581
2040,creative,picture frame,picture frame,rope,rope,1.03458
2041,creative,take it apart so the fibers are all in a big bunch and leave it somewhere for a coworker to have to clean up,take it apart so the fibers are all in a big bunch and leave it somewhere for a coworker to have to clean up,rope,rope,1.10517
2041,creative,roll it up so that it's flat and only the sides are touching like a big circle and use as a canvas for a painting or something,roll it up so that its flat and only the sides are touching like a big circle and use as a canvas for a painting or something,rope,rope,0.89479
2042,creative,dip the tip in kerosene and light it for use as a light source,dip the tip in kerosene and light it for use as a light source,rope,rope,1.11751
2042,creative,tie a knot in one end and use it as a weapon,tie a knot in one end and use it as a weapon,rope,rope,0.89669
2042,creative,tie it around your waist and use it as a belt,tie it around your waist and use it as a belt,rope,rope,0.8803799999999999
2042,creative,unravel it and use the strands to make a wig,unravel it and use the strands to make a wig,rope,rope,1.11886
2042,creative,make it into a lasso and use it to catch criminals like in the old west,make it into a lasso and use it to catch criminals like in the old west,rope,rope,1.1049
2042,creative,use it as a jump,use it as a jump,rope,rope,0.8797699999999999
2043,creative,shoelaces,shoelaces,rope,rope,0.66508
2043,creative,tail,tail,rope,rope,0.6687000000000001
2043,creative,for fishing,for fishing,rope,rope,1.08886
2043,creative,to burn like a candle,to burn like a candle,rope,rope,0.89721
2043,creative,hammock lots of,hammock lots of,rope,rope,1.11913
2043,creative,to climb down from a window,to climb down from a window,rope,rope,1.1108
2043,creative,trail for avoiding getting lost,trail for avoiding getting lost,rope,rope,0.89366
2044,creative,dress,dress,rope,rope,0.76801
2044,creative,weapon,weapon,rope,rope,0.8230500000000001
2044,creative,instrument,instrument,rope,rope,0.84137
2044,creative,sculpture,sculpture,rope,rope,0.87665
2044,creative,giant  3d hair piece,giant d hair piece,rope,rope,1.04622
2044,creative,make a   bridge to connect all continents,make a bridge to connect all continents,rope,rope,0.88473
2045,creative,swing,swing,rope,rope,0.7401800000000001
2045,creative,horse,horse,rope,rope,0.7428600000000001
2045,creative,horse lead,horse lead,rope,rope,0.96616
2045,creative,vase decoration,vase decoration,rope,rope,0.98948
2045,creative,woven coffee table top,woven coffee table top,rope,rope,1.02155
2045,creative,aisle runner edge weight,aisle runner edge weight,rope,rope,1.02498
2045,creative,workout tool,workout tool,rope,rope,1.02567
2045,creative,craft material,craft material,rope,rope,1.03212
2045,creative,cat toy,cat toy,rope,rope,1.04492
2045,creative,fishing line,fishing line,rope,rope,1.09834
2046,creative,use it to represent cords of muscle in a sculpture,use it to represent cords of muscle in a sculpture,rope,rope,1.1121
2046,creative,attach it to a helicopter to whack birds,attach it to a helicopter to whack birds,rope,rope,0.89119
2046,creative,make a massive candle with it as the wick,make a massive candle with it as the wick,rope,rope,1.10468
2046,creative,hang upside down from it and pretend you're a bat,hang upside down from it and pretend youre a bat,rope,rope,0.88605
2046,creative,thread it into oversized shoes as if it were a shoelace,thread it into oversized shoes as if it were a shoelace,rope,rope,1.0747
2046,creative,use it instead of tinsel on your Christmas tree,use it instead of tinsel on your christmas tree,rope,rope,1.10875
2047,creative,ladder,ladder,rope,rope,0.47565999999999997
2047,creative,snake,snake,rope,rope,0.67092
2047,creative,swing,swing,rope,rope,0.7401800000000001
2047,creative,anchor,anchor,rope,rope,0.78243
2047,creative,lasso,lasso,rope,rope,0.79369
2047,creative,spinner,spinner,rope,rope,0.8599600000000001
2047,creative,long distance phone,long distance phone,rope,rope,0.87689
2047,creative,wick,wick,rope,rope,0.88205
2047,creative,bad parachute,bad parachute,rope,rope,0.94838
2047,creative,tractor pull,tractor pull,rope,rope,1.02124
2047,creative,airplane tether,airplane tether,rope,rope,1.04087
2047,creative,DNA strand,dna strand,rope,rope,1.10034
2048,creative,as a belt,as a belt,rope,rope,0.85623
2048,creative,for a game,for a game,rope,rope,0.87656
2048,creative,woven to make a fish net,woven to make a fish net,rope,rope,1.0403
2048,creative,to demonstrate tension vs compression,to demonstrate tension vs compression,rope,rope,0.94776
2048,creative,shaped into letters to make a sign,shaped into letters to make a sign,rope,rope,0.88134
2048,creative,as a unit of measure,as a unit of measure,rope,rope,0.87896
2049,creative,handcuffs,handcuffs,rope,rope,0.65667
2049,creative,belt,belt,rope,rope,0.68721
2049,creative,hat,hat,rope,rope,0.7714
2049,creative,to mark a path,to mark a path,rope,rope,1.10194
2049,creative,safety harness,safety harness,rope,rope,1.10048
2050,creative,pulley,pulley,rope,rope,0.5626599999999999
2050,creative,leash,leash,rope,rope,0.6070800000000001
2050,creative,whip,whip,rope,rope,0.8432
2050,creative,restraint,restraint,rope,rope,0.85614
2050,creative,high wire act,high wire act,rope,rope,0.88087
2050,creative,coiled turban,coiled turban,rope,rope,0.93764
2050,creative,fake snake,fake snake,rope,rope,0.98556
2050,creative,imaginary noodles,imaginary noodles,rope,rope,1.01248
2050,creative,Rapunzel braid,rapunzel braid,rope,rope,1.03261
2050,creative,fake worms,fake worms,rope,rope,1.03321
2050,creative,weaving material,weaving material,rope,rope,1.03322
2050,creative,imaginary wires,imaginary wires,rope,rope,1.05718
2051,creative,ladder,ladder,rope,rope,0.47565999999999997
2051,creative,swing,swing,rope,rope,0.7401800000000001
2051,creative,weapon,weapon,rope,rope,0.8230500000000001
2051,creative,dog toy,dog toy,rope,rope,1.02579
2051,creative,toy for a kid,toy for a kid,rope,rope,1.10149
2051,creative,car decoration,car decoration,rope,rope,1.1153
2052,creative,belt,belt,rope,rope,0.68721
2052,creative,swing,swing,rope,rope,0.7401800000000001
2052,creative,tie your bumper to your car,tie your bumper to your car,rope,rope,1.10104
2052,creative,as a border on a poster,as a border on a poster,rope,rope,1.10106
2052,creative,cut something,cut something,rope,rope,1.10334
2053,creative,pulley,pulley,rope,rope,0.5626599999999999
2053,creative,stairs,stairs,rope,rope,0.65023
2053,creative,belt,belt,rope,rope,0.68721
2053,creative,mat,mat,rope,rope,0.71834
2053,creative,clothing,clothing,rope,rope,0.76149
2053,creative,door,door,rope,rope,0.77517
2053,creative,weapon,weapon,rope,rope,0.8230500000000001
2053,creative,vehicle,vehicle,rope,rope,0.84512
2053,creative,seating,seating,rope,rope,0.85922
2053,creative,liner,liner,rope,rope,0.89508
2053,creative,laptop,laptop,rope,rope,0.90603
2053,creative,shoe laces,shoe laces,rope,rope,0.94631
2053,creative,mi,mi,rope,rope,0.95281
2053,creative,ear muffs,ear muffs,rope,rope,0.96106
2053,creative,monitor,monitor,rope,rope,1.01064
2053,creative,kick stand,kick stand,rope,rope,1.01506
2053,creative,dog toy,dog toy,rope,rope,1.02579
2053,creative,DVD player,dvd player,rope,rope,1.03594
2053,creative,stove top,stove top,rope,rope,1.043
2053,creative,child's toy,childs toy,rope,rope,1.09279
2053,creative,counting tool,counting tool,rope,rope,1.07842
2053,creative,microwave oven,microwave oven,rope,rope,1.09293
2053,creative,safety line,safety line,rope,rope,1.112
2053,creative,cattle wrangler,cattle wrangler,rope,rope,1.11303
2053,creative,power sources,power sources,rope,rope,1.12354
2053,creative,measuring tool,measuring tool,rope,rope,1.14263
2054,creative,ladder,ladder,rope,rope,0.47565999999999997
2054,creative,swing,swing,rope,rope,0.7401800000000001
2054,creative,magic,magic,rope,rope,0.8113900000000001
2054,creative,whip,whip,rope,rope,0.8432
2054,creative,tie to a can to speak through,tie to a can to speak through,rope,rope,0.8861600000000001
2054,creative,repel,repel,rope,rope,0.95421
2055,creative,belt,belt,rope,rope,0.68721
2055,creative,bracelet,bracelet,rope,rope,0.78295
2055,creative,ruler,ruler,rope,rope,0.97152
2056,creative,jump,jump,rope,rope,0.64956
2056,creative,belt,belt,rope,rope,0.68721
2056,creative,jewelry,jewelry,rope,rope,0.86519
2056,creative,outfit,outfit,rope,rope,0.8917
2056,creative,dog leash,dog leash,rope,rope,0.93323
2056,creative,clock background wind   into a circle,clock background wind into a circle,rope,rope,1.10711
2057,creative,jump,jump,rope,rope,0.64956
2057,creative,tourniquet,tourniquet,rope,rope,0.68955
2057,creative,swing,swing,rope,rope,0.7401800000000001
2057,creative,pulling someone out of a hole,pulling someone out of a hole,rope,rope,1.10663
2057,creative,rock climbing,rock climbing,rope,rope,0.9647
2057,creative,tightrope to walk across,tightrope to walk across,rope,rope,0.88522
2057,creative,tug of war,tug of war,rope,rope,0.88636
2058,creative,belt,belt,rope,rope,0.68721
2058,creative,guide people on a trail,guide people on a trail,rope,rope,0.89289
2058,creative,wrap it around a tree to keep it warm,wrap it around a tree to keep it warm,rope,rope,0.88568
2058,creative,use it as a wick in a giant candle,use it as a wick in a giant candle,rope,rope,1.10464
2058,creative,make a bracelet,make a bracelet,rope,rope,0.85594
2058,creative,otters can use it to climb out of the river,otters can use it to climb out of the river,rope,rope,0.92457
2058,creative,hair extension,hair extension,rope,rope,1.07724
2058,creative,tie it to your phone so you never lose it,tie it to your phone so you never lose it,rope,rope,1.11368
2058,creative,tie two cars together so they don't get separated,tie two cars together so they dont get separated,rope,rope,0.89294
2058,creative,pretend it's a giant pet worm,pretend its a giant pet worm,rope,rope,1.11748
2059,creative,ladder,ladder,rope,rope,0.47565999999999997
2059,creative,leash,leash,rope,rope,0.6070800000000001
2059,creative,noose,noose,rope,rope,0.62784
2059,creative,yarn,yarn,rope,rope,0.62967
2059,creative,scarf,scarf,rope,rope,0.72978
2059,creative,tightrope,tightrope,rope,rope,0.75475
2059,creative,wig,wig,rope,rope,0.79383
2059,creative,divider,divider,rope,rope,0.85494
2059,creative,decoration,decoration,rope,rope,0.88772
2059,creative,wind chime,wind chime,rope,rope,0.94955
2059,creative,trail marker,trail marker,rope,rope,1.02309
2059,creative,dog toy,dog toy,rope,rope,1.02579
2059,creative,dog toy,dog toy,rope,rope,1.02579
2059,creative,tire swing,tire swing,rope,rope,1.04756
2059,creative,trip someone,trip someone,rope,rope,1.04902
2059,creative,depth marker,depth marker,rope,rope,1.09448
2060,creative,rug,rug,rope,rope,0.69406
2060,creative,dress,dress,rope,rope,0.76801
2060,creative,jewelry,jewelry,rope,rope,0.86519
2060,creative,fishing line for big ocean fish,fishing line for big ocean fish,rope,rope,1.10636
2061,creative,harness,harness,rope,rope,0.6071599999999999
2061,creative,belt,belt,rope,rope,0.68721
2061,creative,hammock,hammock,rope,rope,0.70806
2061,creative,purse,purse,rope,rope,0.74598
2061,creative,divider,divider,rope,rope,0.85494
2061,creative,jewelry,jewelry,rope,rope,0.86519
