id	word1	word2	word3	word4	word5	word6	word7	word8	word9	word10	dat
35	Car	Love	Spoon	Courage	Hat	Freedom	Book	Rainbow	Time	Tree	76.04560193916161
36	Book	Elephant	Courage	Light	Flower	Pencil	Friendship	Mountain	Banana	Wisdom	75.68150276229495
37	Sun	Spoon	Hope	Chair	Dog	Freedom	Diamond	Tree	Energy	Dream	77.67689964246182
38	Dog	Music	Planet	Joy	Lemon	Highway	Moonlight	Victory	History	Silence	78.65119218116715
39	Mansour:	Flower	Wall	Happiness	Chair	Medicine	Mountain	Joy	Book	River	72.57531703937622
40	Time	Dog	Joy	Chair	Help	Plant	Bone	Hat	Circle	Music	73.69131357187317
41	Book	Water	Lion	Mountain	Friendship	Music	Butterfly	Knowledge	Whistle	Rule	77.05037058109329
42	Cat	Sunshine	Tree	Happiness	Fire	Door	Music	Wisdom	Ocean	Cup	72.64593101683117
43	Cat	Fire	Umbrella	Gravity	Happiness	Hammer	Tree	Paperclip	Butterfly	Money	76.43622536034812
44	Dog	Table	Fear	Invention	Crystal	Hunger	Peace	Mountain	Music	Money	78.01234539420832
45	Car	Love	Light	Music	Elephant	Money	Book	Peace	Hat	Spoon	73.08145811160405
46	Elephant	Experiment	Love	Sun	Silence	Quantum	Friendship	Thunder	Book	Victory	75.24996946255366
47	Dog	Car	Happiness	Book	Freedom	Mountain	Water	Music	Bomb	Democracy	73.93494361922855
48	Banana	Mountain	Hammer	Joy	Clock	Bird	Sofa	Jazz	Fountain	Letter	77.43373002324786
49	Dog	Liberty	World	Art	Cloud	Dream	Science	Music	Diamond	Food	69.86590453556606
50	apple	love	chair	freedom	rain	beauty	dog	music	sunset	knowledge	73.70144150086811
51	Dog	Hat	Freedom	Rainbow	Flour	Courage	Lamp	Box	Time	Song	80.0180918581429
52	Cat	Neptune	Benevolence	Mango	Hammer	Summit	Happiness	Jellyfish	Symphony	Sail	86.7839883081615
53	Wallet	War	Music	Stone	Crossword	Happiness	Tree	Pain	Rocket	Temperature	81.4272777665229
54	Cloud	Bicycle	Happiness	Table	Lions	Sandwich	Musings	Rainbows	Magnet	Galaxy	83.67576217722325
55	Apple	table	love	happiness	elephant	ocean	cancer	castle	library	lemonade	76.65464040778932
56	House	Banana	Love	Clock	Elephant	Freedom	Ocean	Guitar	Courage	Book	74.83241472925458
57	Chair	Elephant	Happiness	Spoon	Lightbulb	Friendship	Window	Carousel	Guitar	Breeze	80.06616816634224
58	Beautician	Mountain	Comet	Spoon	Lawyer	Tricycle	Reality	Daffodil	Briefcase	Laughter	88.93578030124661
59	)Car	)Happiness	)Book	)Ocean	)Elephant	)Time	)Chair	)Love	)Rain	)Cloud	75.7137065132459
60	Moon	Wheel	Fish	Door	Hat	Fire	Butterfly	Mountain	Book	Cloud	73.31844561156772
61	Elephant	Literal	Item	Listumbnail	Electric	Obstacle	Principle	Success	Church	Autobiography	80.61207220667885
62	Tree	chair	love	water	book	sunlight	pizza	sleep	happiness	cloud	76.59452905257542
63	fruit	table	freedom	wind	water	chair	happiness	car	knowledge	book	73.47011477464721
64	Dog	Cloud	Music	Chair	Freedom	Statue	Sugar	Messenger	Forest		81.35732165759518
65	Action	Love	Bee	Chair	Tea	Jar	Fall	Cat	Vision	Mountain	75.5720483760039
66	Rock	Umbrella	Success	Delight	Fear	Wisdom	Dream	Silence	Harmony	Power	69.21770072409085
67	Love	Elephant	Solution	Freedom	Universe	Risk	Journey	Attention	Hope	Sports	74.4278857750552
68	Lion	pasta	fear	velvet	dream	table	moon	cat	laughter	guitar	74.72455817319099
69	Dog	Planet	Joy	Hammer	Dream	Mountain	Friendship	Elephant	Democracy	Music	71.87134634171214
70	Cat	Rain	Apple	Mirror	Laughter	War	Olive	Volcano	Book	Light-heart	79.05164992525464
71	Asparagus	Humidity	Chair	Shadow	Bun	Freedom	Elephant	Cloud	Moustache	Step	83.6972081235477
72	Tree	Cloud	Music	Dog	Freedom	Time	Book	Love	Money	Truth	74.66048491852624
73	Dog	Twist	Fear	Joy	Rain	Dance	Heat	Ceiling	Mirror	Time	70.19150611900147
74	Moon	Table	Books	Love	Spider	Castle	Time	Waterfall	Money	Diamond	73.60286499772754
75	Sun	Cat	Peace	Automobile	Democracy	Paperclip	Rain	Love	Moon	War	83.13694567353066
76	Elephant	Guitar	Target	Freedom	Tide	Child	Sunshine	Compassion	Shadow	Wisdom	79.34306178774152
77	Boulder	Velvet	Invention	Marshmallow	Zephyr	Enigma	Goat	Oasis	Galaxy		84.18656531721354
78	Dog	obey	computer	friendship	coffee	pencil	happiness	sandwich	butterfly		78.87906829516093
79	Dog	Moon	War	Smile	Time	Flame	Dream	Bread	Phone	Love	68.96425570760455
80	Dog	Freedom	Piano	Ocean	Democracy	Pen	Butterfly	Tree	Happiness	Shoe	78.93311324573699
81	Chair	Crimson	Island	Joy	Computer	Bridge	Sapphire	Peace	Mango	Mirror	81.12215859194596
82	Flower	Fish	Hat	Truth	Mountain	Chair	Dream	Dog	Sunset	Book	75.03506853466942
83	Dog	Chair	Hope	Hammer	Raindrop	Mirror	Ball	Decision	Elephant	Dream	77.52665567344853
84	Chair	apple	happiness	earthquake	letter	medicine	freedom	window	pencil	umbrella	80.57255755577769
85	Venom	Rain	Sound	Chair	Typhoon	Wisdom	River	Sparrow	Echo	Hammer	81.53611096509155
86	Apple	Cat	Peace	Machine	Cake	Music	Tree	Knowledge	Sound	Beach	74.90954143660409
87	Bird	Happiness	Marble	Guitar	Freedom	Rain	Mountain	Chocolate	Ghost	Adventure	75.47477778224717
88	Lemon	Time	Book	Lion	Color	Risk	Home	Success	Music	Wheel	77.72563536252294
89	Elephant	Book	Rain	Love	Car	Hat	Sleep	Mirror	Cake	Time	75.24934439432053
90	Lion	Table	Dream	Cloud	Pizza	Mirror	Bird	Time	Guitar	Friendship	74.3561863899231
91	Dog	Rose	Happiness	Ocean	Hat	Guitar	Mountain	Pancake	Book	Sleep	76.64408655393692
92	Apple	Time	Hope	Chair	Freedom	Cat	Moisture	Hammer	Knowledge	Laughter	76.55098945611999
93	Elephant	Coffee	Sincerity	Butterfly	Courage	Running	Friendship	Thunder	Keyboard	Photography	77.68009399019536
94	sun	chair	love	tiger	car	peace	table	moon	happiness	flower	74.82162231490726
95	Elephant	Rose	Money	Joy	Hammer	Rainbow	Friendship	Time	Dream	Forest	75.12565829924175
96	Chair	apple	courage	honesty	river	clock	happiness	umbrella	mountain	bird	79.3185219168663
97	Tree	Bicycle	Heart	Chair	Banana	Dream	Diamond	Spoon	Music	Hammer	73.62672573044186
98	Table	Umbrella	Forgiveness	Butterfly	Harmony	Elephant	Wisdom	Photosynthesis	Journey	Compassion	77.98531105120976
99	Elephant	Soul	Umbrella	Truth	Guitar	Envelope	Lust	Apple	Democracy	Beam	78.75670336541675
