id	word1	word2	word3	word4	word5	word6	word7	word8	word9	word10	dat
65	Mountain	Umbrella	Love	Spider	Bicycle	Ocean	Music	Wallet	Computer	Butterfly	73.80849807744934
66	Umbrella	Joy	Bicycle	Anxiety	Syrup	Courage	Telescope	Breeze	Anger	Guitar	83.689745793873
67	Umbrella	Freedom	Guitar	Happiness	Mountain	Computer	Justice	Ocean	Chair	Philosophy	75.70554702764466
68	Elephant	Melody	Mountain	Silence	Pizza	Velocity	Ocean	Compassion	Gadget	Wilderness	78.9873572687308
69	Elephant	Rainbow	Democracy	Guitar	Gravity	Mountain	Syringe	Compassion	Diamond	Scissors	84.28532561021191
70	Dog	Moon	Love	Chair	Freedom	Banana	Poetry	Sunflower	Truth	Guitar	75.24461898775328
71	Elephant	Freedom	Lemon	Gravity	Joy	Mountain	Recipe	Silence	Temperature	Wealth	76.48882904932613
72	Banana	Freedom	Chair	Elevation	Flamingo	Pencil	Cactus	Infinity	Candle	Courage	82.64144421333359
73	Elephant	Sunshine	Freedom	Book	Silence	Mountain	Love	Chaos	Bicycle	Infinity	72.01835977889243
74	Apple	Love	Chair	Electricity	Banana	Freedom	Hammer	Cheese	Justice	Cloud	78.01801498447146
75	Elephant	Cookie	Freedom	Telescope	Chaos	Applesauce	Destiny	Glacier	Courage	Trampoline	83.63454048854432
76	Sunflower	Elephant	Table	Time	Freedom	Waterfall	Anxiety	Guitar	Cloud	Compassion	80.74413231086163
77	Spoon	Freedom	Sunflower	Democracy	Elephant	Symphony	Ocean	Compassion	Dystopia	Bicycle	79.43843182708535
78	Elephant	Courage	Bicycle	Sunflower	Laughter	Knowledge	Pillow	Freedom	Ocean	Guitar	80.36756878275247
79	Chair	Happiness	Ocean	Toothbrush	Emotion	Mountain	Hat	Freedom	Television	Peace	78.53420798977216
80	Butterfly	Hammer	Shadow	Music	Mountain	Spoon	Rainbow	Ocean	Telescope	Idea	74.64763053825924
81	Apple	Freedom	Elephant	Harmony	Bicycle	Imagination	Darkness	Basket	Joy	Ocean	75.33250138873146
82	Bicycle	Harmony	Fountain	Courage	Lighthouse	Dusk	Tornado	Labyrinth	Intuition	Rhythm	80.2673402464106
83	Elephant	Peace	Bicycle	Freedom	Ocean	Justice	Moon	Love	Camera	Democracy	69.62619225184123
84	Elephant	Chocolate	Freedom	Lamp	Anxiety	Rainbow	Bicycle	Compassion	Mountain	Philosophy	79.34384752242337
85	Water	Guitar	Freedom	Umbrella	Love	Mountain	Hat	Knowledge	Bicycle	Music	76.01483666471073
86	Bicycle	Sunflower	Justice	Syrup	Otter	Telescope	Courage	Sushi	Compassion	Thunderstorm	87.40342011054356
87	Chair	Love	Mountain	Umbrella	Fear	Bicycle	Music	Tree	Elephant	Pizza	73.36339397089822
88	Elephant	Freedom	Symphony	Gravity	Umbrella	Chasm	Marathon	Radiance	Anarchy	Appendix	82.7752713291418
89	Elephant	Happiness	Computer	Freedom	Bicycle	Truth	Ocean	Hope	Mountain	Justice	73.93539129268555
90	Chair	Cloud	Freedom	Guitar	Elephant	Responsibility	Sunflower	Mystery	Waterfall	Compassion	83.10815374411288
91	Elephant	Umbrella	Happiness	Ocean	Bicycle	Freedom	Bridge	Candle	Mountain	Laughter	74.0366735628673
92	Ocean	Mango	Fear	Bicycle	Freedom	Laptop	Cloud	Justice	Cactus	Wisdom	78.88644703087353
93	Elephant	Horizon	Reliability	Laughter	Spatula	Acceleration	Compassion	Symphony	Ecosystem	Trampoline	86.63224809847418
94	Chair	Freedom	Compassion	Mountain	Humor	Vase	Courage	Electricity	Mercy	Ocean	75.61900676893336
95	Chair	Ocean	Freedom	Chocolate	Justice	Elephant	Music	Sunshine	Clock	Friendship	76.58560818859509
96	Chair	Rainbow	Octopus	Pyramid	Symphony	Hammer	Horizon	Bicycle	Dusk	Pencil	79.00246129859062
97	Ocean	Book	Lightning	Bicycle	Breath	Elephant	Truth	Mountain	Security	Mirror	75.79205053902808
98	Elephant	Syrup	Courage	Haze	Butter	Justice	Telescope	Laughter	Horizon	Memory	83.86088108111706
99	Elephant	Love	Rainbow	Computer	Chocolate	Freedom	Mountain	Music	Justice	Ocean	73.84112037363506
