id	word1	word2	word3	word4	word5	word6	word7	word8	word9	word10	dat
44	Elephant	Freedom	Lemon	Chaos	Compassion	Duty	Guitar	Oxygen	Wealth	Zenith	80.49717229746636
45	Elephant	Envelope	Love	Oxygen	Gauntlet	Melody	Horizon	Tornado	Lighthouse	Euphoria	84.38107539855298
46	Elephant	Courage	Freedom	Bicycle	Symphony	Rainbow	Wilderness	Balance	Glacier	Compassion	75.31601360866001
47	Elephant	Dream	Bicycle	Justice	Sunset	Music	Rain	Freedom	Diamond	Horizon	74.31689330509731
48	Elephant	Harmony	Thunder	Infinity	Bicycle	Serenity	Mountain	Courage	Ocean	Enigma	73.02155430827823
49	Moon	Chair	Freedom	Elephant	Book	Justice	Ocean	Cloud	Courage	Sunset	75.2095639705658
50	Elephant	Freedom	Guitar	Oxygen	Justice	Rainbow	Glacier	Compassion	Bicycle	Wisdom	81.16794537220683
51	Chair	Elephant	Love	Train	Moon	Pizza	Freedom	Guitar	Mountain	Ocean	76.10760409207572
52	Chair	Freedom	Elephant	Love	Mountain	Money	Ocean	Time	Umbrella	Wisdom	73.30061828806286
53	Elephant	Freedom	Guitar	Philosophy	Sunglasses	Compassion	Ocean	Mathematics	Butterfly	Justice	80.05601357491244
54	Chair	Freedom	Ocean	Dream	Elephant	Music	Mountain	Joy	Computer	Night	71.78914036069598
55	Elephant	Love	Computer	Justice	Ocean	Art	Happiness	Sword	Freedom	Mountain	72.62698890907424
56	Elephant	Milk	Freedom	Guitar	Table	Courage	Mountain	Compassion	Bicycle	Sunflower	79.5061856508255
57	Chair	Mountain	Love	Hammer	Food	Bridge	Music	Shoe	Idea	Ocean	76.8731679944765
58	Elephant	Love	Airplane	Freedom	Piano	Mountain	Honesty	Sandwich	Infinity	Bicycle	75.97935146519116
59	Chair	Harmony	Thunder	Biscuit	Freedom	Telescope	Sorrow	Bicycle	Zenith	Pencil	82.96258165279315
60	Chair	Friendship	Ocean	Freedom	Bicycle	Sunrise	Elephant	Democracy	Guitar	Rainbow	76.00772316966739
61	Elephant	Sunshine	Book	Thunderstorm	Love	Mountain	Chocolate	Freedom	Bicycle	Ocean	75.451680157511
62	Elephant	Love	Chair	Courage	Ocean	Music	Diamond	Freedom	Cloud	Pizza	76.15371736742202
63	Elephant	Freedom	Guitar	Justice	Rainbow	Silence	Thunder	Universe	Wisdom	Xylophone	73.40644399325053
64	Umbrella	Freedom	Guitar	Chocolate	Democracy	Bicycle	Compassion	Diamond	Ocean	Happiness	79.74123567165364
65	Chair	Elephant	Freedom	Umbrella	Beauty	Bicycle	Peace	Mountain	Music	Pizza	72.28902145510628
66	Elephant	Envelope	Freedom	Lemon	Mountain	Necklace	Oxygen	Piano	Rainbow	Tomato	82.30821018417676
67	Chair	Cloud	Justice	Bicycle	Joy	Mountain	Freedom	Ocean	Music	Elephant	72.73373575437637
68	Elephant	Harmony	Pencil	Freedom	Ocean	Courage	Rainbow	Bicycle	Justice	Sunflower	74.22589003330185
69	Elephant	Freedom	Guitar	Cloud	Justice	Bicycle	Ocean	Courage	Hat	Rainbow	77.73819814125697
70	Elephant	Harmony	Galaxy	Freedom	Bicycle	Wisdom	Ocean	Rainbow	Courage	Camera	75.46341170867284
71	Pencil	Sunflower	Courage	Bicycle	Ocean	Friendship	Telescope	Chocolate	Freedom	Mountain	84.00797631946348
72	Elephant	Music	Freedom	Bicycle	Mathematics	Rain	Love	Computer	Book	Ocean	77.24090773789655
73	Apple	Freedom	Elephant	Adventure	Book	Love	Mountain	Justice	Music	Ocean	72.0771523458617
74	Chair	Freedom	Elephant	Love	Horizon	Sausage	Justice	Cloud	Bicycle	Peace	77.53546104899475
75	Elephant	Sunshine	Anxiety	Guitar	Ocean	Compassion	Bicycle	Freedom	Pencil	Justice	79.63168072913375
76	Elephant	Freedom	Guitar	Oxygen	Justice	Rainbow	Potato	Infinity	Soccer	Umbrella	80.91868220695427
77	Apple	Freedom	Elephant	Wisdom	Bicycle	Justice	Ocean	Laughter	Mountain	Love	75.5327983271508
78	Elephant	Apple	Freedom	Book	Joy	Mountain	Robot	Courage	Ocean	Cake	77.14315329988797
79	Apple	Freedom	Ocean	Chair	Love	Elephant	Justice	Cloud	Music	Diamond	74.79119723041852
80	Elephant	Freedom	Oxygen	Guitar	Mathematics	Chocolate	Thunder	Compassion	Telescope	Symphony	85.19780809680621
81	Elephant	Freedom	Guitar	Infinity	Oxygen	Rainbow	Silence	Tornado	Universe	Wisdom	79.82897965148801
82	Elephant	Love	Cloud	Chair	Freedom	Lemon	Justice	Bicycle	Music	Ocean	77.50777556073098
83	Chair	Star	Freedom	Elephant	Music	Ocean	Courage	Map	Diamond	Time	77.75908481507074
84	Book	Cloud	Guitar	Democracy	Whale	Key	Mountain	Compassion	Chair	Oxygen	82.72047812740009
85	Elephant	Symphony	Onion	Justice	Honeymoon	Galaxy	Bicycle	Dream	Lighthouse	Pencil	85.21824650289048
86	Elephant	Sunshine	Time	Obligation	Mountain	Laughter	Democracy	Milkshake	Chaos	Compassion	77.50227641136874
87	Elephant	Rainbow	Freedom	Chair	Wisdom	Cloud	Laughter	Justice	Bicycle	Music	75.18255380647523
88	Bicycle	Symphony	Mountain	Democracy	Rainbow	Coffee	Microphone	Compassion	Brick	Umbrella	81.48377892516908
89	Elephant	Enlightenment	Tornado	Philosophy	Guitar	Ecosystem	Compassion	Chemistry	Pencil	Democracy	83.38438623662417
90	Elephant	Hope	Guitar	Freedom	Ocean	Courage	Computer	Joy	Mountain	Justice	76.68083845859482
91	Elephant	Joy	Mountain	Fear	Ocean	Freedom	Chair	Anger	Music	Hope	69.69959146919705
92	Elephant	Love	Time	Cake	Freedom	Cloud	Courage	Bicycle	Laughter	Ocean	71.49006337636993
93	Umbrella	Courage	Velvet	Conscience	Bicycle	Euphoria	Pineapple	Chaos	Telescope	Serenity	82.5789092729489
94	Dog	Rainbow	Freedom	Chair	Music	Mountain	Ocean	Justice	Lemon	Love	73.85385313204357
95	Elephant	Freedom	Happiness	Gravity	Ocean	Justice	Bicycle	Music	Mountain	Compassion	72.76734262704849
96	Chair	Love	Mountain	Freedom	Guitar	Mathematics	Ocean	Elephant	Happiness	Courage	76.83896773627826
97	Chair	Love	Mountain	Music	Rainbow	Freedom	Elephant	Mathematics	Ocean	Justice	72.94204298939023
98	Elephant	Freedom	Hat	Ocean	Laughter	Chair	Justice	Cloud	Music	Bicycle	76.00146603016626
99	Moon	Elephant	Freedom	Thunder	Pencil	Justice	Ocean	Bicycle	Euphoria	Butterfly	75.83232930018788
