...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
104,105,creative,5 Create a DIY rope curtain or room divider,create a diy rope curtain or room divider,rope,rope,1.10253
105,106,creative,6 Use a rope to create a DIY macrame plant hanger,use a rope to create a diy macrame plant hanger,rope,rope,0.89502
106,107,creative,7 Tie a rope around a large rock to create a DIY doorstop,tie a rope around a large rock to create a diy doorstop,rope,rope,1.10498
107,108,creative,8 Use a rope to create a DIY dog leash or collar,use a rope to create a diy dog leash or collar,rope,rope,1.09511
108,109,creative,9 Use a rope to create a DIY rope belt or bracelet,use a rope to create a diy rope belt or bracelet,rope,rope,1.10254
109,110,creative,10 Create a DIY rope handle for a basket or tote bag,create a diy rope handle for a basket or tote bag,rope,rope,0.89567
110,111,creative,1 As a makeshift clothesline for drying clothes outdoors or indoors,as a makeshift clothesline for drying clothes outdoors or indoors,rope,rope,0.89489
111,112,creative,2 To create a DIY swing for kids in the backyard,to create a diy swing for kids in the backyard,rope,rope,0.89487
112,113,creative,3 To tie up a hammock between two trees for a relaxing outdoor nap,to tie up a hammock between two trees for a relaxing outdoor nap,rope,rope,1.10499
113,114,creative,4 To create a rope ladder for a treehouse or attic access,to create a rope ladder for a treehouse or attic access,rope,rope,1.08674
114,115,creative,5 As a leash for a pet or to tie up a dog outside,as a leash for a pet or to tie up a dog outside,rope,rope,0.89297
115,116,creative,6 To create a rope bridge for a fun and challenging outdoor activity,to create a rope bridge for a fun and challenging outdoor activity,rope,rope,1.1057
116,117,creative,7 To create a DIY rope hammock chair for a cozy reading nook,to create a diy rope hammock chair for a cozy reading nook,rope,rope,1.12097
117,118,creative,8 To create a rope obstacle course for a fun and challenging outdoor activity,to create a rope obstacle course for a fun and challenging outdoor activity,rope,rope,0.89419
118,119,creative,9 As a tool for strength training by tying weights to the end and lifting,as a tool for strength training by tying weights to the end and lifting,rope,rope,1.10452
119,120,creative,10 To create a DIY rope wall hanging for home decor,to create a diy rope wall hanging for home decor,rope,rope,0.90495
120,121,creative,1 Create a DIY rope swing in your backyard,create a diy rope swing in your backyard,rope,rope,0.89645
121,122,creative,2 Make a rope ladder for your treehouse or fort,make a rope ladder for your treehouse or fort,rope,rope,1.11117
122,123,creative,3 Use a rope to create a unique and rustic curtain tieback,use a rope to create a unique and rustic curtain tieback,rope,rope,1.10109
123,124,creative,4 Create a rope hammock for relaxing in the sun,create a rope hammock for relaxing in the sun,rope,rope,1.11674
124,125,creative,5 Use a rope to create a DIY headboard for your bed,use a rope to create a diy headboard for your bed,rope,rope,0.89494
125,126,creative,6 Make a rope leash for your furry friend,make a rope leash for your furry friend,rope,rope,0.9883
126,127,creative,7 Use a rope to create a fun and challenging obstacle course,use a rope to create a fun and challenging obstacle course,rope,rope,0.89063
127,128,creative,8 Create a rope handle for a homemade tote bag,create a rope handle for a homemade tote bag,rope,rope,1.10575
128,129,creative,9 Use a rope to create a unique and rustic picture frame,use a rope to create a unique and rustic picture frame,rope,rope,0.90138
129,130,creative,10 Make a rope curtain for a beachthemed room or event,make a rope curtain for a beachthemed room or event,rope,rope,0.89366
130,131,creative,1 Create a DIY rope swing in your backyard,create a diy rope swing in your backyard,rope,rope,0.89645
131,132,creative,2 Use rope to make a unique wall hanging or tapestry,use rope to make a unique wall hanging or tapestry,rope,rope,0.89324
132,133,creative,3 Create a rope ladder for a treehouse or loft bed,create a rope ladder for a treehouse or loft bed,rope,rope,0.88736
133,134,creative,4 Use rope to make a handle for a large basket or tote bag,use rope to make a handle for a large basket or tote bag,rope,rope,1.1057
134,135,creative,5 Create a rope obstacle course for kids or adults,create a rope obstacle course for kids or adults,rope,rope,0.89401
135,136,creative,6 Use rope to make a hammock for relaxing outdoors,use rope to make a hammock for relaxing outdoors,rope,rope,1.10582
136,137,creative,7 Create a rope curtain or room divider,create a rope curtain or room divider,rope,rope,1.10867
137,138,creative,8 Use rope to create a unique jewelry display or holder,use rope to create a unique jewelry display or holder,rope,rope,1.11719
138,139,creative,9 Create a rope leash for your pet,create a rope leash for your pet,rope,rope,0.87765
139,140,creative,10 Use rope to make a decorative plant hanger,use rope to make a decorative plant hanger,rope,rope,0.89451
140,141,creative,1 Create a DIY rope swing in your backyard,create a diy rope swing in your backyard,rope,rope,0.89645
141,142,creative,2 Use a rope to create a makeshift clothesline,use a rope to create a makeshift clothesline,rope,rope,0.89516
142,143,creative,3 Tie a rope around a tree to create a hammock,tie a rope around a tree to create a hammock,rope,rope,0.8872
143,144,creative,4 Use a rope to make a DIY rope ladder for a treehouse or fort,use a rope to make a diy rope ladder for a treehouse or fort,rope,rope,1.10521
144,145,creative,5 Create a rope obstacle course for kids or adults,create a rope obstacle course for kids or adults,rope,rope,0.89401
145,146,creative,6 Use a rope to make a DIY pet leash or collar,use a rope to make a diy pet leash or collar,rope,rope,1.09477
146,147,creative,7 Tie a rope around a large rock to create a DIY doorstop,tie a rope around a large rock to create a diy doorstop,rope,rope,1.10498
147,148,creative,8 Use a rope to make a DIY jump rope for exercise,use a rope to make a diy jump rope for exercise,rope,rope,1.10431
148,149,creative,9 Create a rope handle for a DIY tote bag or basket,create a rope handle for a diy tote bag or basket,rope,rope,0.89567
149,150,creative,10 Use a rope to create a DIY rope curtain tieback,use a rope to create a diy rope curtain tieback,rope,rope,1.1036
150,151,creative,1 Create a rope swing in your backyard or at a nearby park,create a rope swing in your backyard or at a nearby park,rope,rope,1.1051
151,152,creative,2 Use a rope as a makeshift clothesline to hang laundry,use a rope as a makeshift clothesline to hang laundry,rope,rope,0.89496
152,153,creative,3 Build a rope ladder to climb up to a treehouse or rooftop,build a rope ladder to climb up to a treehouse or rooftop,rope,rope,0.89033
153,154,creative,4 Use a rope to create a DIY hammock,use a rope to create a diy hammock,rope,rope,1.07835
154,155,creative,5 Create a rope obstacle course for kids or adults,create a rope obstacle course for kids or adults,rope,rope,0.89401
155,156,creative,6 Use a rope to tie up a tarp or tent for camping,use a rope to tie up a tarp or tent for camping,rope,rope,1.10518
156,157,creative,7 Make a rope leash for your pet dog or cat,make a rope leash for your pet dog or cat,rope,rope,1.11165
157,158,creative,8 Use a rope to create a DIY rope bridge,use a rope to create a diy rope bridge,rope,rope,1.10271
158,159,creative,9 Use a rope to create a pulley system for lifting heavy objects,use a rope to create a pulley system for lifting heavy objects,rope,rope,0.89255
159,160,creative,10 Create a DIY rope wall hanging or macrame project,create a diy rope wall hanging or macrame project,rope,rope,0.89603
160,161,creative,1 Create a DIY rope swing in your backyard,create a diy rope swing in your backyard,rope,rope,0.89645
161,162,creative,2 Use rope to create a unique and rustic picture frame,use rope to create a unique and rustic picture frame,rope,rope,1.09541
162,163,creative,3 Tie a rope to a tree and use it to practice your rock climbing skills,tie a rope to a tree and use it to practice your rock climbing skills,rope,rope,0.89475
163,164,creative,4 Use rope to create a unique and personalized keychain,use rope to create a unique and personalized keychain,rope,rope,0.95845
164,165,creative,5 Make a rope dog leash for your furry friend,make a rope dog leash for your furry friend,rope,rope,0.95447
165,166,creative,6 Use rope to create a DIY hammock for lounging in your backyard,use rope to create a diy hammock for lounging in your backyard,rope,rope,1.0962
166,167,creative,7 Create a rope curtain tieback to add a unique touch to your home decor,create a rope curtain tieback to add a unique touch to your home decor,rope,rope,0.88744
167,168,creative,8 Use rope to create a DIY plant hanger for your indoor plants,use rope to create a diy plant hanger for your indoor plants,rope,rope,1.10513
168,169,creative,9 Create a rope ladder for a fun and unique way to access a loft or treehouse,create a rope ladder for a fun and unique way to access a loft or treehouse,rope,rope,0.8913
169,170,creative,10 Use rope to create a DIY cat scratcher for your feline friend,use rope to create a diy cat scratcher for your feline friend,rope,rope,0.9086
170,171,creative,1 Create a rope swing in your backyard for hours of fun,create a rope swing in your backyard for hours of fun,rope,rope,0.895
171,172,creative,2 Use a rope to create a DIY macrame plant hanger,use a rope to create a diy macrame plant hanger,rope,rope,0.89502
172,173,creative,3 Make a rope ladder to climb up to a treehouse or loft,make a rope ladder to climb up to a treehouse or loft,rope,rope,0.88723
173,174,creative,4 Use a rope to create a DIY hammock for relaxing in the sun,use a rope to create a diy hammock for relaxing in the sun,rope,rope,0.89793
174,175,creative,5 Create a rope obstacle course for kids to play on,create a rope obstacle course for kids to play on,rope,rope,1.10597
175,176,creative,6 Use a rope to create a DIY clothesline for drying laundry,use a rope to create a diy clothesline for drying laundry,rope,rope,0.89659
176,177,creative,7 Use a rope to create a DIY dog leash,use a rope to create a diy dog leash,rope,rope,1.0921
177,178,creative,8 Create a rope wall hanging to add texture and interest to a room,create a rope wall hanging to add texture and interest to a room,rope,rope,1.09888
178,179,creative,9 Use a rope to create a DIY jump rope for exercise,use a rope to create a diy jump rope for exercise,rope,rope,1.10407
179,180,creative,10 Use a rope to create a DIY rope basket for storage,use a rope to create a diy rope basket for storage,rope,rope,1.10439
180,181,creative,1 Create a rope swing in your backyard,create a rope swing in your backyard,rope,rope,0.89437
181,182,creative,2 Use a rope to make a DIY hammock,use a rope to make a diy hammock,rope,rope,1.08497
182,183,creative,3 Use a rope to create a DIY climbing wall,use a rope to create a diy climbing wall,rope,rope,1.10157
183,184,creative,4 Use a rope to create a DIY obstacle course,use a rope to create a diy obstacle course,rope,rope,1.10001
184,185,creative,5 Tie a rope around a tree and use it as a natural clothesline,tie a rope around a tree and use it as a natural clothesline,rope,rope,1.10608
185,186,creative,6 Use a rope to create a DIY rope ladder,use a rope to create a diy rope ladder,rope,rope,1.10544
186,187,creative,7 Use a rope to create a DIY rope bridge,use a rope to create a diy rope bridge,rope,rope,1.10271
187,188,creative,8 Use a rope to create a DIY rope maze,use a rope to create a diy rope maze,rope,rope,1.10338
188,189,creative,9 Use a rope to create a DIY rope course for dogs,use a rope to create a diy rope course for dogs,rope,rope,1.10462
189,190,creative,10 Use a rope to create a DIY rope course for kids,use a rope to create a diy rope course for kids,rope,rope,1.10464
190,191,creative,1 Create a rope swing in your backyard for a fun and unique way to relax,create a rope swing in your backyard for a fun and unique way to relax,rope,rope,0.89505
191,192,creative,2 Use a rope to create a DIY hammock for a cozy spot to read or nap,use a rope to create a diy hammock for a cozy spot to read or nap,rope,rope,0.89566
192,193,creative,3 Tie a rope around a tree to create an outdoor obstacle course for kids or adults,tie a rope around a tree to create an outdoor obstacle course for kids or adults,rope,rope,1.10516
193,194,creative,4 Use a rope to create a DIY plant hanger for a rustic and natural look,use a rope to create a diy plant hanger for a rustic and natural look,rope,rope,0.89474
194,195,creative,5 Use a rope to create a DIY photo display by hanging pictures from the rope with clothespins,use a rope to create a diy photo display by hanging pictures from the rope with clothespins,rope,rope,0.89506
195,196,creative,6 Create a DIY rope ladder for a treehouse or play structure,create a diy rope ladder for a treehouse or play structure,rope,rope,0.88613
196,197,creative,7 Use a rope to create a DIY rope curtain for a beachy or bohemian vibe,use a rope to create a diy rope curtain for a beachy or bohemian vibe,rope,rope,0.89459
197,198,creative,8 Create a DIY rope basket for storage or as a decorative item,create a diy rope basket for storage or as a decorative item,rope,rope,0.8952
198,199,creative,9 Use a rope to create a DIY rope headboard for a unique and rustic touch to your bedroom,use a rope to create a diy rope headboard for a unique and rustic touch to your bedroom,rope,rope,1.10515
199,200,creative,10 Use a rope to create a DIY rope rug for a natural and earthy feel in your home,use a rope to create a diy rope rug for a natural and earthy feel in your home,rope,rope,1.1049
200,201,creative,1 Create a rope swing in your backyard for a fun and unique way to relax,create a rope swing in your backyard for a fun and unique way to relax,rope,rope,0.89505
201,202,creative,2 Use a rope to create a DIY hammock for a cozy and comfortable outdoor space,use a rope to create a diy hammock for a cozy and comfortable outdoor space,rope,rope,1.10838
202,203,creative,3 Tie a rope around a tree to create a DIY obstacle course for kids or adults,tie a rope around a tree to create a diy obstacle course for kids or adults,rope,rope,0.89488
203,204,creative,4 Use a rope to create a DIY rope ladder for a treehouse or bunk bed,use a rope to create a diy rope ladder for a treehouse or bunk bed,rope,rope,1.10997
204,205,creative,5 Use a rope to create a DIY clothesline for drying clothes outdoors,use a rope to create a diy clothesline for drying clothes outdoors,rope,rope,1.10503
205,206,creative,6 Use a rope to create a DIY rope bridge for a fun and challenging backyard activity,use a rope to create a diy rope bridge for a fun and challenging backyard activity,rope,rope,0.89475
206,207,creative,7 Use a rope to create a DIY dog leash for a stylish and durable option,use a rope to create a diy dog leash for a stylish and durable option,rope,rope,0.89866
207,208,creative,8 Use a rope to create a DIY plant hanger to add greenery to your home,use a rope to create a diy plant hanger to add greenery to your home,rope,rope,1.10516
208,209,creative,9 Use a rope to create a DIY curtain tieback for a rustic and unique touch,use a rope to create a diy curtain tieback for a rustic and unique touch,rope,rope,0.89416
209,210,creative,10 Use a rope to create a DIY wall hanging for a bohemian and trendy decor piece,use a rope to create a diy wall hanging for a bohemian and trendy decor piece,rope,rope,1.10577
210,211,creative,1 Use it as a makeshift clothesline to dry clothes outdoors,use it as a makeshift clothesline to dry clothes outdoors,rope,rope,0.89493
211,212,creative,2 Tie it to a tree branch and use it as a swing,tie it to a tree branch and use it as a swing,rope,rope,1.1066
212,213,creative,3 Create a rope ladder for kids to climb up to a treehouse or fort,create a rope ladder for kids to climb up to a treehouse or fort,rope,rope,0.89505
213,214,creative,4 Use it to create a DIY hammock for relaxing outside,use it to create a diy hammock for relaxing outside,rope,rope,1.09615
214,215,creative,5 Use it to create a rope bridge over a small creek or stream,use it to create a rope bridge over a small creek or stream,rope,rope,0.89502
215,216,creative,6 Use it to create a DIY rope wall for a climbing gym or obstacle course,use it to create a diy rope wall for a climbing gym or obstacle course,rope,rope,1.10505
216,217,creative,7 Use it to create a DIY rope course for teambuilding activities,use it to create a diy rope course for teambuilding activities,rope,rope,0.90049
217,218,creative,8 Use it to create a DIY rope net for a backyard obstacle course,use it to create a diy rope net for a backyard obstacle course,rope,rope,1.10633
218,219,creative,9 Use it to create a DIY rope maze for kids to play in,use it to create a diy rope maze for kids to play in,rope,rope,1.10496
219,220,creative,10 Use it to create a DIY rope sculpture or art installation,use it to create a diy rope sculpture or art installation,rope,rope,1.10419
220,221,creative,1 Create a rope swing in your backyard,create a rope swing in your backyard,rope,rope,0.89437
221,222,creative,2 Use a rope to make a DIY hammock,use a rope to make a diy hammock,rope,rope,1.08497
222,223,creative,3 Build a rope ladder for a treehouse or loft,build a rope ladder for a treehouse or loft,rope,rope,1.1154
223,224,creative,4 Use a rope to create a unique and rustic wall hanging,use a rope to create a unique and rustic wall hanging,rope,rope,0.89978
224,225,creative,5 Make a rope leash for your pet,make a rope leash for your pet,rope,rope,0.87583
225,226,creative,6 Use a rope to create a DIY clothesline,use a rope to create a diy clothesline,rope,rope,1.10293
