...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
24,25,creative,5 A plant pot Fill a tin can with soil and plant some seeds to create a mini garden,a plant pot fill a tin can with soil and plant some seeds to create a mini garden,tin can,tin can,0.36217999999999995
25,26,creative,6 A lantern Punch holes in the sides of the tin can and place a candle inside to create a lantern,a lantern punch holes in the sides of the tin can and place a candle inside to create a lantern,tin can,tin can,0.36292
26,27,creative,7 A musical instrument Fill a tin can with beans or rice and use it as a shaker or percussion instrument,a musical instrument fill a tin can with beans or rice and use it as a shaker or percussion instrument,tin can,tin can,0.36221000000000003
27,28,creative,8 A cookie cutter Flatten the tin can and cut out shapes to use as cookie cutters,a cookie cutter flatten the tin can and cut out shapes to use as cookie cutters,tin can,tin can,0.31711
28,29,creative,9 A wind chime Cut the tin can into strips and create a wind chime by stringing the strips together,a wind chime cut the tin can into strips and create a wind chime by stringing the strips together,tin can,tin can,0.35458
29,30,creative,10 A toy robot Use a tin can as the body of a toy robot and add other materials to create the arms legs and head,a toy robot use a tin can as the body of a toy robot and add other materials to create the arms legs and head,tin can,tin can,1.63809
30,31,creative,1 Create a tin can telephone by attaching a string to two cans and speaking into one can while the other person listens through the other can,create a tin can telephone by attaching a string to two cans and speaking into one can while the other person listens through the other can,tin can,tin can,1.63808
31,32,creative,2 Use a tin can as a planter for small plants or herbs,use a tin can as a planter for small plants or herbs,tin can,tin can,1.64176
32,33,creative,3 Make a tin can wind chime by attaching multiple cans of different sizes to a string and hanging them outside,make a tin can wind chime by attaching multiple cans of different sizes to a string and hanging them outside,tin can,tin can,0.36185
33,34,creative,4 Use a tin can as a pen or pencil holder on a desk,use a tin can as a pen or pencil holder on a desk,tin can,tin can,1.67628
34,35,creative,5 Create a tin can lantern by cutting out designs in the can and placing a candle inside,create a tin can lantern by cutting out designs in the can and placing a candle inside,tin can,tin can,1.64503
35,36,creative,6 Use a tin can as a bird feeder by attaching it to a tree and filling it with birdseed,use a tin can as a bird feeder by attaching it to a tree and filling it with birdseed,tin can,tin can,1.63277
36,37,creative,7 Make a tin can robot by attaching arms legs and a head made out of other materials to the can,make a tin can robot by attaching arms legs and a head made out of other materials to the can,tin can,tin can,0.34608000000000005
37,38,creative,8 Use a tin can as a cookie cutter by cutting out shapes in the can and using it to cut cookie dough,use a tin can as a cookie cutter by cutting out shapes in the can and using it to cut cookie dough,tin can,tin can,0.69747
38,39,creative,9 Create a tin can vase by painting the can and adding flowers or other decorations,create a tin can vase by painting the can and adding flowers or other decorations,tin can,tin can,0.34538
39,40,creative,10 Use a tin can as a makeshift stove by filling it with charcoal and placing a metal grate on top for cooking,use a tin can as a makeshift stove by filling it with charcoal and placing a metal grate on top for cooking,tin can,tin can,0.36219
40,41,creative,1 A flower vase Paint and decorate the tin can and use it as a small vase for flowers,a flower vase paint and decorate the tin can and use it as a small vase for flowers,tin can,tin can,0.36187
41,42,creative,2 A pen holder Use the can to hold pens and pencils on a desk,a pen holder use the can to hold pens and pencils on a desk,tin can,tin can,1.55844
42,43,creative,3 A lantern Cut out shapes in the can and place a candle inside to create a lantern,a lantern cut out shapes in the can and place a candle inside to create a lantern,tin can,tin can,1.63086
43,44,creative,4 A bird feeder Fill the can with birdseed and hang it from a tree for birds to enjoy,a bird feeder fill the can with birdseed and hang it from a tree for birds to enjoy,tin can,tin can,0.36234
44,45,creative,5 A herb planter Fill the can with soil and plant herbs to grow in a small space,a herb planter fill the can with soil and plant herbs to grow in a small space,tin can,tin can,0.37273999999999996
45,46,creative,6 A wind chime Hang multiple tin cans from string or wire and create a wind chime,a wind chime hang multiple tin cans from string or wire and create a wind chime,tin can,tin can,0.36467000000000005
46,47,creative,7 A coin bank Cut a slot in the top of the can and use it as a coin bank,a coin bank cut a slot in the top of the can and use it as a coin bank,tin can,tin can,1.66136
47,48,creative,8 A toy drum Cover the top of the can with a thin fabric and use it as a toy drum,a toy drum cover the top of the can with a thin fabric and use it as a toy drum,tin can,tin can,0.36031
48,49,creative,9 A cookie cutter Cut off the top and bottom of the can and use it as a cookie cutter,a cookie cutter cut off the top and bottom of the can and use it as a cookie cutter,tin can,tin can,1.29145
49,50,creative,10 A candle holder Place a small candle inside the can and use it as a candle holder,a candle holder place a small candle inside the can and use it as a candle holder,tin can,tin can,1.6369
50,51,creative,1 A flower vase Cut off the top of the tin can sand the edges and paint or decorate the can Fill it with water and add flowers or plants,a flower vase cut off the top of the tin can sand the edges and paint or decorate the can fill it with water and add flowers or plants,tin can,tin can,0.36217999999999995
51,52,creative,2 A pencil holder Use a tin can to store your pens pencils and markers on your desk You can decorate it with stickers paint or wrapping paper,a pencil holder use a tin can to store your pens pencils and markers on your desk you can decorate it with stickers paint or wrapping paper,tin can,tin can,0.36219
52,53,creative,3 A lantern Punch holes in the sides of a tin can and place a candle inside The light will shine through the holes creating a beautiful effect,a lantern punch holes in the sides of a tin can and place a candle inside the light will shine through the holes creating a beautiful effect,tin can,tin can,1.63877
53,54,creative,4 A birdhouse Cut a hole in the side of the tin can and add a perch Hang it from a tree and watch the birds move in,a birdhouse cut a hole in the side of the tin can and add a perch hang it from a tree and watch the birds move in,tin can,tin can,0.36228000000000005
54,55,creative,5 A wind chime Cut strips of tin can and hang them from a wire As the wind blows they will make a beautiful sound,a wind chime cut strips of tin can and hang them from a wire as the wind blows they will make a beautiful sound,tin can,tin can,0.36429
55,56,creative,6 A cookie cutter Flatten a tin can and cut out shapes with scissors Use them to make cookies or other baked goods,a cookie cutter flatten a tin can and cut out shapes with scissors use them to make cookies or other baked goods,tin can,tin can,0.5687599999999999
56,57,creative,7 A planter Cut off the top of the tin can and fill it with soil Add a plant or seeds and watch it grow,a planter cut off the top of the tin can and fill it with soil add a plant or seeds and watch it grow,tin can,tin can,1.63889
57,58,creative,8 A toy car Cut a tin can in half and add wheels made from bottle caps Paint it and add a driver made from a clothespin,a toy car cut a tin can in half and add wheels made from bottle caps paint it and add a driver made from a clothespin,tin can,tin can,1.63781
58,59,creative,9 A drum Wrap a tin can with duct tape or fabric and use it as a drum You can also add a stick to play it with,a drum wrap a tin can with duct tape or fabric and use it as a drum you can also add a stick to play it with,tin can,tin can,1.64115
59,60,creative,10 A piggy bank Cut a slot in the top of the tin can and decorate it with paint or stickers Use it to save your spare change,a piggy bank cut a slot in the top of the tin can and decorate it with paint or stickers use it to save your spare change,tin can,tin can,1.63781
60,61,creative,1 Plant pot Cut off the top of the can and fill it with soil to create a small plant pot,plant pot cut off the top of the can and fill it with soil to create a small plant pot,tin can,tin can,0.36195
61,62,creative,2 Desk organizer Use the can to hold pens pencils rulers and other office supplies,desk organizer use the can to hold pens pencils rulers and other office supplies,tin can,tin can,1.65154
62,63,creative,3 Lantern Cut small holes in the sides of the can and place a candle inside to create a lantern,lantern cut small holes in the sides of the can and place a candle inside to create a lantern,tin can,tin can,1.63588
63,64,creative,4 Bird feeder Cut out a section of the can and fill it with birdseed to create a bird feeder,bird feeder cut out a section of the can and fill it with birdseed to create a bird feeder,tin can,tin can,0.36131
64,65,creative,5 Wind chime Drill holes in the sides of the can and attach strings or wires with small objects to create a wind chime,wind chime drill holes in the sides of the can and attach strings or wires with small objects to create a wind chime,tin can,tin can,1.65835
65,66,creative,6 Coin bank Cut a slot in the top of the can and use it as a coin bank,coin bank cut a slot in the top of the can and use it as a coin bank,tin can,tin can,0.32977999999999996
66,67,creative,7 Candle holder Use the can to hold a candle and create a rustic candle holder,candle holder use the can to hold a candle and create a rustic candle holder,tin can,tin can,1.6407699999999998
67,68,creative,8 Toy car Use the can as a base for a toy car by attaching wheels and painting it,toy car use the can as a base for a toy car by attaching wheels and painting it,tin can,tin can,0.35995999999999995
68,69,creative,9 Game pieces Use the can lids as game pieces for board games,game pieces use the can lids as game pieces for board games,tin can,tin can,1.6407699999999998
69,70,creative,10 Ice bucket Fill the can with ice and use it as a small ice bucket for drinks,ice bucket fill the can with ice and use it as a small ice bucket for drinks,tin can,tin can,1.63785
70,71,creative,1 A pencil holder for your desk,a pencil holder for your desk,tin can,tin can,0.34192999999999996
71,72,creative,2 A flower vase for small bouquets,a flower vase for small bouquets,tin can,tin can,1.52611
72,73,creative,3 A birdhouse with a small hole cut out for entry,a birdhouse with a small hole cut out for entry,tin can,tin can,1.65409
73,74,creative,4 A lantern with a candle inside,a lantern with a candle inside,tin can,tin can,0.33241
74,75,creative,5 A drum for children to play with,a drum for children to play with,tin can,tin can,1.64144
75,76,creative,6 A wind chime with holes drilled into the sides,a wind chime with holes drilled into the sides,tin can,tin can,1.64108
76,77,creative,7 A miniature herb garden with soil and seeds inside,a miniature herb garden with soil and seeds inside,tin can,tin can,1.63294
77,78,creative,8 A piggy bank with a slot cut into the top,a piggy bank with a slot cut into the top,tin can,tin can,0.39659
78,79,creative,9 A container for homemade candles or soap,a container for homemade candles or soap,tin can,tin can,1.63825
79,80,creative,10 A desk organizer with compartments for pens paper clips and other small items,a desk organizer with compartments for pens paper clips and other small items,tin can,tin can,0.36144
80,81,creative,1 Turn it into a birdhouse by cutting a hole in the side and adding a perch,turn it into a birdhouse by cutting a hole in the side and adding a perch,tin can,tin can,1.5621
81,82,creative,2 Use it as a pencil holder by decorating it with colorful paper or paint,use it as a pencil holder by decorating it with colorful paper or paint,tin can,tin can,0.34411
82,83,creative,3 Turn it into a mini herb garden by filling it with soil and planting your favorite herbs,turn it into a mini herb garden by filling it with soil and planting your favorite herbs,tin can,tin can,1.63776
83,84,creative,4 Create a DIY lantern by punching holes in the sides and adding a candle or LED light,create a diy lantern by punching holes in the sides and adding a candle or led light,tin can,tin can,0.36385999999999996
84,85,creative,5 Use it as a vase by wrapping it in twine or ribbon and adding fresh flowers,use it as a vase by wrapping it in twine or ribbon and adding fresh flowers,tin can,tin can,0.34853
85,86,creative,6 Turn it into a drum by covering the top with a piece of fabric or leather and using drumsticks,turn it into a drum by covering the top with a piece of fabric or leather and using drumsticks,tin can,tin can,0.30749000000000004
86,87,creative,7 Create a DIY wind chime by attaching strings and bells or beads to the bottom,create a diy wind chime by attaching strings and bells or beads to the bottom,tin can,tin can,0.35945000000000005
87,88,creative,8 Use it as a coin bank by cutting a slot in the top and decorating it with stickers or paint,use it as a coin bank by cutting a slot in the top and decorating it with stickers or paint,tin can,tin can,0.36217999999999995
88,89,creative,9 Turn it into a mini grill by filling it with charcoal and cooking small items like hot dogs or marshmallows,turn it into a mini grill by filling it with charcoal and cooking small items like hot dogs or marshmallows,tin can,tin can,1.6378
89,90,creative,10 Create a DIY game by cutting out shapes or numbers and using it as a tossing game,create a diy game by cutting out shapes or numbers and using it as a tossing game,tin can,tin can,0.36190999999999995
90,91,creative,1 Flower vase Cut off the top of the can and paint or decorate it to use as a unique vase for flowers,flower vase cut off the top of the can and paint or decorate it to use as a unique vase for flowers,tin can,tin can,0.36185999999999996
91,92,creative,2 Desk organizer Cover the can with decorative paper or fabric and use it to hold pens pencils and other office supplies,desk organizer cover the can with decorative paper or fabric and use it to hold pens pencils and other office supplies,tin can,tin can,0.32984
92,93,creative,3 Lantern Punch holes in the sides of the can and place a tea light or candle inside for a rustic lantern,lantern punch holes in the sides of the can and place a tea light or candle inside for a rustic lantern,tin can,tin can,1.63821
93,94,creative,4 Birdhouse Cut a hole in the side of the can and attach a perch to create a small birdhouse,birdhouse cut a hole in the side of the can and attach a perch to create a small birdhouse,tin can,tin can,1.60933
94,95,creative,5 Wind chime Cut the can into strips and attach them to a string or wire to create a unique wind chime,wind chime cut the can into strips and attach them to a string or wire to create a unique wind chime,tin can,tin can,1.67784
95,96,creative,6 Planter Fill the can with soil and plant herbs or small flowers for a mini garden,planter fill the can with soil and plant herbs or small flowers for a mini garden,tin can,tin can,1.63782
96,97,creative,7 Drum Cover the top and bottom of the can with fabric or paper and use it as a drum,drum cover the top and bottom of the can with fabric or paper and use it as a drum,tin can,tin can,1.65502
97,98,creative,8 Piggy bank Cut a slot in the top of the can and decorate it to create a unique piggy bank,piggy bank cut a slot in the top of the can and decorate it to create a unique piggy bank,tin can,tin can,0.36251
98,99,creative,9 Cookie cutter Cut off the top and bottom of the can and use it as a cookie cutter for large cookies or biscuits,cookie cutter cut off the top and bottom of the can and use it as a cookie cutter for large cookies or biscuits,tin can,tin can,1.2919
99,100,creative,10 Toy car Attach wheels to the bottom of the can and decorate it to create a fun toy car,toy car attach wheels to the bottom of the can and decorate it to create a fun toy car,tin can,tin can,1.63778
100,101,creative,1 A planter for small plants or herbs,a planter for small plants or herbs,tin can,tin can,0.34574000000000005
101,102,creative,2 A pencil holder for a desk or workspace,a pencil holder for a desk or workspace,tin can,tin can,1.6404800000000002
102,103,creative,3 A birdhouse by cutting a hole in the side and attaching a perch,a birdhouse by cutting a hole in the side and attaching a perch,tin can,tin can,0.58824
103,104,creative,4 A lantern by punching holes in the sides and adding a candle or batteryoperated light,a lantern by punching holes in the sides and adding a candle or batteryoperated light,tin can,tin can,0.35750000000000004
104,105,creative,5 A wind chime by attaching strings and small objects to the bottom,a wind chime by attaching strings and small objects to the bottom,tin can,tin can,0.66893
105,106,creative,6 A drum by covering the top with a stretched piece of fabric or animal skin,a drum by covering the top with a stretched piece of fabric or animal skin,tin can,tin can,1.69086
106,107,creative,7 A cookie cutter by cutting off the top and bottom and shaping the edges,a cookie cutter by cutting off the top and bottom and shaping the edges,tin can,tin can,0.70817
107,108,creative,8 A miniature golf hole by cutting a hole in the side and adding obstacles inside,a miniature golf hole by cutting a hole in the side and adding obstacles inside,tin can,tin can,1.64533
108,109,creative,9 A piggy bank by cutting a slot in the top and painting or decorating the outside,a piggy bank by cutting a slot in the top and painting or decorating the outside,tin can,tin can,0.36619999999999997
109,110,creative,10 A phone or tablet stand by cutting a slit in the side and bending it to form a stand,a phone or tablet stand by cutting a slit in the side and bending it to form a stand,tin can,tin can,1.63742
110,111,creative,1 Plant pot Cut off the top of the tin can fill it with soil and use it as a plant pot,plant pot cut off the top of the tin can fill it with soil and use it as a plant pot,tin can,tin can,1.63801
111,112,creative,2 Pen holder Decorate the tin can and use it to store your pens and pencils,pen holder decorate the tin can and use it to store your pens and pencils,tin can,tin can,0.36153
112,113,creative,3 Candle holder Punch holes in the tin can to create a pattern place a candle inside and use it as a candle holder,candle holder punch holes in the tin can to create a pattern place a candle inside and use it as a candle holder,tin can,tin can,1.63744
113,114,creative,4 Bird feeder Cut a hole in the side of the tin can fill it with bird seed and hang it outside for the birds,bird feeder cut a hole in the side of the tin can fill it with bird seed and hang it outside for the birds,tin can,tin can,1.63781
114,115,creative,5 Piggy bank Cut a slot in the top of the tin can and use it as a piggy bank,piggy bank cut a slot in the top of the tin can and use it as a piggy bank,tin can,tin can,1.64554
115,116,creative,6 Utensil holder Paint the tin can and use it to store your cooking utensils,utensil holder paint the tin can and use it to store your cooking utensils,tin can,tin can,1.66577
116,117,creative,7 Lantern Cut shapes in the tin can place a candle inside and use it as a lantern,lantern cut shapes in the tin can place a candle inside and use it as a lantern,tin can,tin can,1.63133
117,118,creative,8 Gift wrap Wrap a gift in wrapping paper and place it inside the tin can for a unique gift presentation,gift wrap wrap a gift in wrapping paper and place it inside the tin can for a unique gift presentation,tin can,tin can,0.36022
118,119,creative,9 Toy drum Cover the top and bottom of the tin can with paper or fabric and use it as a toy drum,toy drum cover the top and bottom of the tin can with paper or fabric and use it as a toy drum,tin can,tin can,0.36117999999999995
119,120,creative,10 Desk organizer Paint the tin can and use it to store your office supplies like paper clips rubber bands and push pins,desk organizer paint the tin can and use it to store your office supplies like paper clips rubber bands and push pins,tin can,tin can,0.36219
120,121,creative,1 Turn it into a birdhouse by cutting a hole in the side and adding a perch,turn it into a birdhouse by cutting a hole in the side and adding a perch,tin can,tin can,1.5621
121,122,creative,2 Use it as a pencil holder by painting it and adding some decorative elements,use it as a pencil holder by painting it and adding some decorative elements,tin can,tin can,0.33137000000000005
122,123,creative,3 Create a wind chime by attaching tin cans of different sizes to strings and hanging them from a branch or rod,create a wind chime by attaching tin cans of different sizes to strings and hanging them from a branch or rod,tin can,tin can,1.6379899999999998
123,124,creative,4 Make a lantern by punching holes in the sides and adding a candle or LED light,make a lantern by punching holes in the sides and adding a candle or led light,tin can,tin can,0.35945000000000005
124,125,creative,5 Turn it into a planter by adding soil and a small plant,turn it into a planter by adding soil and a small plant,tin can,tin can,1.68189
125,126,creative,6 Use it as a cookie cutter by cutting off the top and bottom and shaping the sides,use it as a cookie cutter by cutting off the top and bottom and shaping the sides,tin can,tin can,1.28658
126,127,creative,7 Create a toy drum by attaching a piece of animal hide to the top and adding a drumstick,create a toy drum by attaching a piece of animal hide to the top and adding a drumstick,tin can,tin can,1.64299
127,128,creative,8 Make a mini BBQ grill by cutting off the top and adding a small grate and charcoal,make a mini bbq grill by cutting off the top and adding a small grate and charcoal,tin can,tin can,0.36002
128,129,creative,9 Use it as a vase by painting it and adding some flowers,use it as a vase by painting it and adding some flowers,tin can,tin can,1.69695
129,130,creative,10 Turn it into a speaker by cutting a hole in the side and attaching a small speaker and amplifier,turn it into a speaker by cutting a hole in the side and attaching a small speaker and amplifier,tin can,tin can,0.43954000000000004
130,131,creative,1 Plant pot Use a tin can as a small planter for herbs or small flowers,plant pot use a tin can as a small planter for herbs or small flowers,tin can,tin can,0.3621
131,132,creative,2 Pen/pencil holder Decorate a tin can and use it to store writing utensils,penpencil holder decorate a tin can and use it to store writing utensils,tin can,tin can,0.36285999999999996
132,133,creative,3 Lantern Cut out designs in the sides of a tin can and place a tea light candle inside for a unique lantern,lantern cut out designs in the sides of a tin can and place a tea light candle inside for a unique lantern,tin can,tin can,0.36311000000000004
133,134,creative,4 Birdhouse Attach a tin can to a wooden board and create a small birdhouse,birdhouse attach a tin can to a wooden board and create a small birdhouse,tin can,tin can,0.33770999999999995
134,135,creative,5 Utensil holder Use a tin can to store utensils at a picnic or outdoor event,utensil holder use a tin can to store utensils at a picnic or outdoor event,tin can,tin can,0.36332
135,136,creative,6 Drum Fill a tin can with beans or rice and cover the top with a piece of fabric to make a small drum,drum fill a tin can with beans or rice and cover the top with a piece of fabric to make a small drum,tin can,tin can,1.63785
136,137,creative,7 Coin bank Cut a slot in the top of a tin can and use it as a coin bank,coin bank cut a slot in the top of a tin can and use it as a coin bank,tin can,tin can,1.65481
137,138,creative,8 Vase Decorate a tin can and use it as a vase for small flowers,vase decorate a tin can and use it as a vase for small flowers,tin can,tin can,0.36623000000000006
138,139,creative,9 Toy car Attach wheels to a tin can and create a toy car for kids,toy car attach wheels to a tin can and create a toy car for kids,tin can,tin can,1.63814
139,140,creative,10 Candle holder Paint or decorate a tin can and place a pillar candle inside for a unique candle holder,candle holder paint or decorate a tin can and place a pillar candle inside for a unique candle holder,tin can,tin can,1.63782
140,141,creative,1 A flower vase  paint the tin can in bright colors and fill it with fresh flowers for a rustic look,a flower vase paint the tin can in bright colors and fill it with fresh flowers for a rustic look,tin can,tin can,1.63845
141,142,creative,2 A birdhouse  drill a small hole in the can and hang it from a tree for a unique birdhouse,a birdhouse drill a small hole in the can and hang it from a tree for a unique birdhouse,tin can,tin can,1.63986
142,143,creative,3 A pencil holder  decorate the can with stickers or paint and use it to store pens and pencils,a pencil holder decorate the can with stickers or paint and use it to store pens and pencils,tin can,tin can,1.63781
143,144,creative,4 A lantern  punch holes in the can to create a pattern insert a candle and use it as a lantern,a lantern punch holes in the can to create a pattern insert a candle and use it as a lantern,tin can,tin can,0.36314
144,145,creative,5 A planter  fill the can with soil and plant herbs or small flowers,a planter fill the can with soil and plant herbs or small flowers,tin can,tin can,0.36134
145,146,creative,6 A wind chime  attach strings of beads or bells to the can and hang it outside for a soothing sound,a wind chime attach strings of beads or bells to the can and hang it outside for a soothing sound,tin can,tin can,0.36288
146,147,creative,7 A piggy bank  cut a slit in the top of the can and use it to save loose change,a piggy bank cut a slit in the top of the can and use it to save loose change,tin can,tin can,1.63841
147,148,creative,8 A drum  cover the can with fabric or paper and use it as a drum for kids,a drum cover the can with fabric or paper and use it as a drum for kids,tin can,tin can,1.64239
148,149,creative,9 A cookie cutter  remove the top and bottom of the can and use it to cut out cookie shapes,a cookie cutter remove the top and bottom of the can and use it to cut out cookie shapes,tin can,tin can,1.24738
149,150,creative,10 A mini grill  cut the top off the can and use it as a mini grill for camping or picnics,a mini grill cut the top off the can and use it as a mini grill for camping or picnics,tin can,tin can,0.36219
150,151,creative,1 A pencil holder Cut off the top of a tin can and decorate it with paint or washi tape to create a unique pencil holder for your desk,a pencil holder cut off the top of a tin can and decorate it with paint or washi tape to create a unique pencil holder for your desk,tin can,tin can,1.63777
151,152,creative,2 A birdhouse Cut a hole in the side of a tin can add a perch and some birdseed and hang it from a tree to attract birds to your yard,a birdhouse cut a hole in the side of a tin can add a perch and some birdseed and hang it from a tree to attract birds to your yard,tin can,tin can,0.36222
152,153,creative,3 A lantern Punch holes in the sides of a tin can place a candle inside and watch the light flicker through the holes,a lantern punch holes in the sides of a tin can place a candle inside and watch the light flicker through the holes,tin can,tin can,0.36226
153,154,creative,4 A planter Fill a tin can with soil and plant herbs or small flowers for a cute and functional addition to your windowsill,a planter fill a tin can with soil and plant herbs or small flowers for a cute and functional addition to your windowsill,tin can,tin can,1.63814
154,155,creative,5 A wind chime String together several tin cans of different sizes and shapes to create a charming wind chime for your porch or garden,a wind chime string together several tin cans of different sizes and shapes to create a charming wind chime for your porch or garden,tin can,tin can,1.6378
155,156,creative,6 A piggy bank Cut a slit in the top of a tin can and decorate it with paint or stickers to create a fun and functional piggy bank for kids,a piggy bank cut a slit in the top of a tin can and decorate it with paint or stickers to create a fun and functional piggy bank for kids,tin can,tin can,0.36219
156,157,creative,7 A toy car Attach wheels and a steering wheel to a tin can to create a homemade toy car for kids to play with,a toy car attach wheels and a steering wheel to a tin can to create a homemade toy car for kids to play with,tin can,tin can,0.36217999999999995
157,158,creative,8 A candle holder Place a tea light candle inside a tin can and decorate it with paint or ribbon to create a unique candle holder for your home,a candle holder place a tea light candle inside a tin can and decorate it with paint or ribbon to create a unique candle holder for your home,tin can,tin can,0.36219
158,159,creative,9 A drum Stretch a piece of fabric or paper over the top of a tin can and secure it with a rubber band to create a homemade drum for kids to play with,a drum stretch a piece of fabric or paper over the top of a tin can and secure it with a rubber band to create a homemade drum for kids to play with,tin can,tin can,1.63781
159,160,creative,10 A vase Fill a tin can with water and add fresh flowers for a rustic and charming vase that can be used for centerpieces or home decor,a vase fill a tin can with water and add fresh flowers for a rustic and charming vase that can be used for centerpieces or home decor,tin can,tin can,1.68929
160,161,creative,1 Turn it into a mini herb garden by filling it with soil and planting herbs in it,turn it into a mini herb garden by filling it with soil and planting herbs in it,tin can,tin can,1.63726
161,162,creative,2 Use it as a pencil holder or desk organizer by decorating it with paint or wrapping paper,use it as a pencil holder or desk organizer by decorating it with paint or wrapping paper,tin can,tin can,1.54996
162,163,creative,3 Make a DIY bird feeder by cutting holes in the sides and filling it with bird seed,make a diy bird feeder by cutting holes in the sides and filling it with bird seed,tin can,tin can,1.63794
163,164,creative,4 Use it as a lantern by punching holes in the sides and placing a candle inside,use it as a lantern by punching holes in the sides and placing a candle inside,tin can,tin can,0.36046999999999996
164,165,creative,5 Create a DIY drum by covering the top with a stretched piece of fabric or animal hide and using drumsticks to play,create a diy drum by covering the top with a stretched piece of fabric or animal hide and using drumsticks to play,tin can,tin can,0.36763
165,166,creative,6 Turn it into a DIY speaker by cutting a hole in the top and inserting a smartphone or MP3 player,turn it into a diy speaker by cutting a hole in the top and inserting a smartphone or mp player,tin can,tin can,0.33596000000000004
