...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
53,54,creative,4 Create a DIY pinball machine by cutting out holes and ramps and using marbles as balls,create a diy pinball machine by cutting out holes and ramps and using marbles as balls,box,box,0.76889
54,55,creative,5 Turn it into a cat playhouse by cutting out holes for windows and doors and adding toys and treats inside,turn it into a cat playhouse by cutting out holes for windows and doors and adding toys and treats inside,box,box,0.76237
55,56,creative,6 Use it as a makeshift camera obscura by cutting a small hole in one side and placing a piece of tracing paper on the opposite side to project images onto,use it as a makeshift camera obscura by cutting a small hole in one side and placing a piece of tracing paper on the opposite side to project images onto,box,box,0.77686
56,57,creative,7 Turn it into a DIY piñata by filling it with candy and decorating it with colorful tissue paper,turn it into a diy piñata by filling it with candy and decorating it with colorful tissue paper,box,box,1.22056
57,58,creative,8 Use it as a storage container by adding dividers and labeling each section for different items,use it as a storage container by adding dividers and labeling each section for different items,box,box,0.77439
58,59,creative,9 Transform it into a sensory play box for young children by filling it with different textures colors and objects to explore,transform it into a sensory play box for young children by filling it with different textures colors and objects to explore,box,box,1.22262
59,60,creative,10 Create a DIY cardboard fort by stacking and taping boxes together and decorating them with markers or paint,create a diy cardboard fort by stacking and taping boxes together and decorating them with markers or paint,box,box,0.77686
60,61,creative,1 Turn it into a DIY cat house or bed,turn it into a diy cat house or bed,box,box,1.21927
61,62,creative,2 Create a cardboard castle for kids to play in,create a cardboard castle for kids to play in,box,box,0.77768
62,63,creative,3 Use it as a planter for a small garden,use it as a planter for a small garden,box,box,1.22725
63,64,creative,4 Make a homemade pinball machine with a cardboard box and marbles,make a homemade pinball machine with a cardboard box and marbles,box,box,0.77968
64,65,creative,5 Use it as a storage container for shoes or toys,use it as a storage container for shoes or toys,box,box,1.23344
65,66,creative,6 Cut it into shapes and make your own cardboard puzzle,cut it into shapes and make your own cardboard puzzle,box,box,1.19075
66,67,creative,7 Turn it into a DIY photo booth for parties or events,turn it into a diy photo booth for parties or events,box,box,1.22287
67,68,creative,8 Use it as a canvas for painting or drawing,use it as a canvas for painting or drawing,box,box,0.77003
68,69,creative,9 Create a cardboard maze for a fun and challenging activity,create a cardboard maze for a fun and challenging activity,box,box,1.2195
69,70,creative,10 Use it as a makeshift sled on a snowy day,use it as a makeshift sled on a snowy day,box,box,1.22287
70,71,creative,1 A makeshift fort for kids to play in,a makeshift fort for kids to play in,box,box,1.22332
71,72,creative,2 A planter for a small garden or herb plants,a planter for a small garden or herb plants,box,box,1.21307
72,73,creative,3 A storage container for art supplies or crafting materials,a storage container for art supplies or crafting materials,box,box,0.76229
73,74,creative,4 A shadow puppet theater with a flashlight and cutout figures,a shadow puppet theater with a flashlight and cutout figures,box,box,0.76675
74,75,creative,5 A birdhouse or nesting box for small birds,a birdhouse or nesting box for small birds,box,box,0.77918
75,76,creative,6 A musical instrument by attaching rubber bands or strings to the box,a musical instrument by attaching rubber bands or strings to the box,box,box,1.22317
76,77,creative,7 A pet bed for small animals like cats or rabbits,a pet bed for small animals like cats or rabbits,box,box,1.22316
77,78,creative,8 A photo booth prop by decorating the box and cutting out a hole for a face,a photo booth prop by decorating the box and cutting out a hole for a face,box,box,0.77874
78,79,creative,9 A DIY pinball machine with cardboard ramps and obstacles,a diy pinball machine with cardboard ramps and obstacles,box,box,1.23406
79,80,creative,10 A gift wrapping station with compartments for wrapping paper tape and scissors,a gift wrapping station with compartments for wrapping paper tape and scissors,box,box,0.82429
80,81,creative,1 Turn it into a minigarden by adding soil and planting herbs or small plants,turn it into a minigarden by adding soil and planting herbs or small plants,box,box,0.77598
81,82,creative,2 Cut out holes and create a DIY cardboard castle or playhouse for kids,cut out holes and create a diy cardboard castle or playhouse for kids,box,box,0.7646999999999999
82,83,creative,3 Use it as a makeshift table by placing a piece of wood or cardboard on top,use it as a makeshift table by placing a piece of wood or cardboard on top,box,box,1.22324
83,84,creative,4 Decorate it and turn it into a unique gift box for a special occasion,decorate it and turn it into a unique gift box for a special occasion,box,box,1.22309
84,85,creative,5 Cut out shapes and use it as a stencil for art projects,cut out shapes and use it as a stencil for art projects,box,box,0.77454
85,86,creative,6 Create a DIY cardboard organizer by cutting and folding it into compartments,create a diy cardboard organizer by cutting and folding it into compartments,box,box,1.22589
86,87,creative,7 Use it as a cat or dog bed by adding a cushion or blanket inside,use it as a cat or dog bed by adding a cushion or blanket inside,box,box,0.77396
87,88,creative,8 Cut out a hole and turn it into a DIY camera obscura for photography enthusiasts,cut out a hole and turn it into a diy camera obscura for photography enthusiasts,box,box,0.77686
88,89,creative,9 Use it as a makeshift projector by cutting a hole for the lens and placing your phone inside,use it as a makeshift projector by cutting a hole for the lens and placing your phone inside,box,box,0.7553300000000001
89,90,creative,10 Cut out shapes and create a DIY shadow puppet theater for kids,cut out shapes and create a diy shadow puppet theater for kids,box,box,0.77814
90,91,creative,1 Turn it into a minigarden by filling it with soil and planting small plants or herbs,turn it into a minigarden by filling it with soil and planting small plants or herbs,box,box,0.77641
91,92,creative,2 Transform it into a puppet theater by cutting out a hole and decorating the outside,transform it into a puppet theater by cutting out a hole and decorating the outside,box,box,0.77597
92,93,creative,3 Create a DIY birdhouse by cutting out a hole and adding a perch,create a diy birdhouse by cutting out a hole and adding a perch,box,box,0.7642599999999999
93,94,creative,4 Use it as a makeshift coffee table by covering it with a tablecloth,use it as a makeshift coffee table by covering it with a tablecloth,box,box,1.22078
94,95,creative,5 Make a cardboard car for kids by cutting out windows and adding wheels,make a cardboard car for kids by cutting out windows and adding wheels,box,box,0.77733
95,96,creative,6 Use it as a storage bin for toys or other household items,use it as a storage bin for toys or other household items,box,box,1.23005
96,97,creative,7 Turn it into a DIY pinata by filling it with candy and decorating it with tissue paper,turn it into a diy pinata by filling it with candy and decorating it with tissue paper,box,box,0.88392
97,98,creative,8 Create a cardboard maze for a fun indoor activity,create a cardboard maze for a fun indoor activity,box,box,0.77727
98,99,creative,9 Use it as a photo booth backdrop by painting or decorating it with props,use it as a photo booth backdrop by painting or decorating it with props,box,box,1.22346
99,100,creative,10 Turn it into a makeshift fort by adding blankets and pillows inside,turn it into a makeshift fort by adding blankets and pillows inside,box,box,1.22314
100,101,creative,1 A DIY cat house  Cut a hole in the side of a box and decorate it with paint or markers to make a cozy home for your furry friend,a diy cat house cut a hole in the side of a box and decorate it with paint or markers to make a cozy home for your furry friend,box,box,0.77685
101,102,creative,2 A homemade board game  Use a box as the game board and create your own game pieces and rules,a homemade board game use a box as the game board and create your own game pieces and rules,box,box,0.77684
102,103,creative,3 A shadow puppet theater  Cut out a rectangular hole in the front of the box and decorate it with curtains and props for a fun puppet show,a shadow puppet theater cut out a rectangular hole in the front of the box and decorate it with curtains and props for a fun puppet show,box,box,0.77685
103,104,creative,4 A mini garden  Line a box with plastic and fill it with soil and plants for a portable garden,a mini garden line a box with plastic and fill it with soil and plants for a portable garden,box,box,0.77685
104,105,creative,5 A photo booth  Decorate the inside of a box with fun props and use it as a backdrop for silly photos,a photo booth decorate the inside of a box with fun props and use it as a backdrop for silly photos,box,box,0.77685
105,106,creative,6 A treasure chest  Paint a box gold and fill it with trinkets and treasures for a fun scavenger hunt,a treasure chest paint a box gold and fill it with trinkets and treasures for a fun scavenger hunt,box,box,0.77684
106,107,creative,7 A mini diorama  Use a box as the setting for a miniature scene such as a beach or a forest,a mini diorama use a box as the setting for a miniature scene such as a beach or a forest,box,box,0.77685
107,108,creative,8 A gift basket  Fill a box with goodies and wrap it with ribbon for a unique gift presentation,a gift basket fill a box with goodies and wrap it with ribbon for a unique gift presentation,box,box,1.22277
108,109,creative,9 A storage container  Use a box to organize and store items such as toys books or craft supplies,a storage container use a box to organize and store items such as toys books or craft supplies,box,box,1.22404
109,110,creative,10 A musical instrument  Cut holes in the top of a box and attach rubber bands of different sizes to create a fun and unique instrument,a musical instrument cut holes in the top of a box and attach rubber bands of different sizes to create a fun and unique instrument,box,box,0.77685
110,111,creative,1 Turn it into a minigarden by adding soil and planting herbs or small flowers,turn it into a minigarden by adding soil and planting herbs or small flowers,box,box,0.77667
111,112,creative,2 Use it as a makeshift drum by adding a drumhead,use it as a makeshift drum by adding a drumhead,box,box,0.77746
112,113,creative,3 Cut it up and use it as a stencil for painting or drawing,cut it up and use it as a stencil for painting or drawing,box,box,1.22398
113,114,creative,4 Create a DIY pinball machine by adding obstacles and a marble,create a diy pinball machine by adding obstacles and a marble,box,box,1.23088
114,115,creative,5 Use it as a shadow puppet theater by cutting out shapes and adding a light source,use it as a shadow puppet theater by cutting out shapes and adding a light source,box,box,1.22925
115,116,creative,6 Turn it into a birdhouse by adding a perch and a small hole for entry,turn it into a birdhouse by adding a perch and a small hole for entry,box,box,1.21708
116,117,creative,7 Use it as a makeshift camera obscura by poking a small hole in one side and projecting images onto the opposite side,use it as a makeshift camera obscura by poking a small hole in one side and projecting images onto the opposite side,box,box,0.77702
117,118,creative,8 Create a DIY cat playhouse by cutting out holes and adding toys or scratching surfaces,create a diy cat playhouse by cutting out holes and adding toys or scratching surfaces,box,box,1.07102
118,119,creative,9 Use it as a base for a DIY terrarium by adding soil rocks and plants,use it as a base for a diy terrarium by adding soil rocks and plants,box,box,0.77998
119,120,creative,10 Turn it into a DIY cardboard arcade game by adding challenges and prizes,turn it into a diy cardboard arcade game by adding challenges and prizes,box,box,1.22315
120,121,creative,1 A makeshift drum set  use different sized boxes to create a unique percussion sound,a makeshift drum set use different sized boxes to create a unique percussion sound,box,box,1.22317
121,122,creative,2 A DIY pinball machine  create a maze inside the box using cardboard and marbles,a diy pinball machine create a maze inside the box using cardboard and marbles,box,box,0.77435
122,123,creative,3 A photo booth  decorate and cut out a hole for people to stick their heads through and take pictures,a photo booth decorate and cut out a hole for people to stick their heads through and take pictures,box,box,0.77685
123,124,creative,4 A cat castle  cut out windows and doors and stack boxes on top of each other for a feline fortress,a cat castle cut out windows and doors and stack boxes on top of each other for a feline fortress,box,box,0.77536
124,125,creative,5 A shadow puppet theater  cut out shapes and use a flashlight to project shadows onto a wall,a shadow puppet theater cut out shapes and use a flashlight to project shadows onto a wall,box,box,0.77382
125,126,creative,6 A minigarden  line the box with plastic and fill with soil to create a small herb or flower garden,a minigarden line the box with plastic and fill with soil to create a small herb or flower garden,box,box,1.22321
126,127,creative,7 A treasure chest  paint and decorate the box and fill with toys or trinkets for kids to discover,a treasure chest paint and decorate the box and fill with toys or trinkets for kids to discover,box,box,1.22315
127,128,creative,8 A cardboard car  cut out a windshield and wheels and decorate to create a fun play vehicle,a cardboard car cut out a windshield and wheels and decorate to create a fun play vehicle,box,box,0.77685
128,129,creative,9 A storage unit  use boxes to create a modular storage system for clothes books or toys,a storage unit use boxes to create a modular storage system for clothes books or toys,box,box,1.23694
129,130,creative,10 A musical instrument  cut out holes and attach rubber bands or strings to create a unique stringed instrument,a musical instrument cut out holes and attach rubber bands or strings to create a unique stringed instrument,box,box,1.22311
130,131,creative,1 A DIY cat house Cut a hole in the side of the box and add a soft cushion inside for a cozy cat bed,a diy cat house cut a hole in the side of the box and add a soft cushion inside for a cozy cat bed,box,box,1.2233100000000001
131,132,creative,2 A mini garden Line the bottom of the box with soil and plant small herbs or flowers,a mini garden line the bottom of the box with soil and plant small herbs or flowers,box,box,0.77685
132,133,creative,3 A photo booth Cut out a window on one side and decorate the inside with fun props for a DIY photo booth,a photo booth cut out a window on one side and decorate the inside with fun props for a diy photo booth,box,box,0.77685
133,134,creative,4 A storage container Use the box to organize and store items like shoes toys or office supplies,a storage container use the box to organize and store items like shoes toys or office supplies,box,box,0.77635
134,135,creative,5 A puppet theater Cut out a hole on one side and decorate the inside with curtains and a stage for a fun puppet theater,a puppet theater cut out a hole on one side and decorate the inside with curtains and a stage for a fun puppet theater,box,box,1.22314
135,136,creative,6 A birdhouse Cut a small hole in the side and add a perch for a DIY birdhouse,a birdhouse cut a small hole in the side and add a perch for a diy birdhouse,box,box,1.22557
136,137,creative,7 A gift basket Fill the box with small gifts and wrap it up for a unique and ecofriendly gift basket,a gift basket fill the box with small gifts and wrap it up for a unique and ecofriendly gift basket,box,box,0.77678
137,138,creative,8 A shadow box Paint the inside of the box black and add small objects or photos for a DIY shadow box,a shadow box paint the inside of the box black and add small objects or photos for a diy shadow box,box,box,1.22313
138,139,creative,9 A cardboard car Cut out a car shape and decorate it with paint or markers for a fun DIY toy,a cardboard car cut out a car shape and decorate it with paint or markers for a fun diy toy,box,box,0.77685
139,140,creative,10 A bookshelf Stack boxes on top of each other to create a unique bookshelf,a bookshelf stack boxes on top of each other to create a unique bookshelf,box,box,1.2273100000000001
140,141,creative,1 A makeshift dollhouse  Cut out windows and doors decorate the inside with wallpaper and furniture,a makeshift dollhouse cut out windows and doors decorate the inside with wallpaper and furniture,box,box,0.77686
141,142,creative,2 A mini garden  Fill the box with soil and plant small herbs or flowers,a mini garden fill the box with soil and plant small herbs or flowers,box,box,1.22315
142,143,creative,3 A shadow puppet theater  Cut out a large rectangle and use it as a screen shine a flashlight from behind to create shadows,a shadow puppet theater cut out a large rectangle and use it as a screen shine a flashlight from behind to create shadows,box,box,1.2235800000000001
143,144,creative,4 A cardboard maze  Cut out various shapes and create a maze for small toys or marbles,a cardboard maze cut out various shapes and create a maze for small toys or marbles,box,box,1.22364
144,145,creative,5 A pet bed  Cut out a small entrance and line the box with a soft blanket or cushion for a cozy bed,a pet bed cut out a small entrance and line the box with a soft blanket or cushion for a cozy bed,box,box,0.77698
145,146,creative,6 A photo booth  Decorate the outside of the box and cut out a hole for people to stick their faces through for silly photos,a photo booth decorate the outside of the box and cut out a hole for people to stick their faces through for silly photos,box,box,1.22315
146,147,creative,7 A treasure chest  Paint the box gold and fill it with small trinkets or toys for a fun treasure hunt,a treasure chest paint the box gold and fill it with small trinkets or toys for a fun treasure hunt,box,box,1.22315
147,148,creative,8 A cardboard car  Cut out a car shape and decorate it with markers or paint for a fun toy,a cardboard car cut out a car shape and decorate it with markers or paint for a fun toy,box,box,0.77685
148,149,creative,9 A birdhouse  Cut out a small hole and add a perch for birds to use as a shelter,a birdhouse cut out a small hole and add a perch for birds to use as a shelter,box,box,0.77705
149,150,creative,10 A cardboard castle  Cut out turrets and decorate with markers or paint for a fun play castle,a cardboard castle cut out turrets and decorate with markers or paint for a fun play castle,box,box,1.22315
150,151,creative,1 A makeshift dollhouse  Cut out windows and doors decorate the walls and add furniture to create a miniature home,a makeshift dollhouse cut out windows and doors decorate the walls and add furniture to create a miniature home,box,box,1.22315
151,152,creative,2 A DIY birdhouse  Cut a hole in the side of the box and decorate it with paint or markers Hang it in a tree and watch as birds make it their new home,a diy birdhouse cut a hole in the side of the box and decorate it with paint or markers hang it in a tree and watch as birds make it their new home,box,box,0.77685
152,153,creative,3 A shadow puppet theater  Cut out a large square in one side of the box and attach a white sheet Shine a light behind the sheet and use your hands to make shadow puppets,a shadow puppet theater cut out a large square in one side of the box and attach a white sheet shine a light behind the sheet and use your hands to make shadow puppets,box,box,1.22312
153,154,creative,4 A plant holder  Cut off the top of the box and line it with plastic Fill with soil and plant your favorite flowers or herbs,a plant holder cut off the top of the box and line it with plastic fill with soil and plant your favorite flowers or herbs,box,box,0.77685
154,155,creative,5 A treasure chest  Paint the box gold or silver and fill it with fake jewels coins and other treasures for a fun piratethemed party game,a treasure chest paint the box gold or silver and fill it with fake jewels coins and other treasures for a fun piratethemed party game,box,box,1.22316
155,156,creative,6 A cat playhouse  Cut out holes for windows and doors and add some soft blankets inside for a cozy spot for your furry friend,a cat playhouse cut out holes for windows and doors and add some soft blankets inside for a cozy spot for your furry friend,box,box,1.22423
156,157,creative,7 A DIY pinball machine  Cut out a small hole and attach a cardboard ramp Use marbles or small balls as the pinball and see how many points you can score,a diy pinball machine cut out a small hole and attach a cardboard ramp use marbles or small balls as the pinball and see how many points you can score,box,box,0.77691
157,158,creative,8 A DIY photo booth  Cut out a large square in one side of the box and decorate it with fun props and backdrops Take silly photos with friends and family,a diy photo booth cut out a large square in one side of the box and decorate it with fun props and backdrops take silly photos with friends and family,box,box,1.22315
158,159,creative,9 A minigolf course  Cut out holes in the box and use it as a minigolf course Add obstacles like ramps and tunnels for an added challenge,a minigolf course cut out holes in the box and use it as a minigolf course add obstacles like ramps and tunnels for an added challenge,box,box,1.22289
159,160,creative,10 A DIY robot costume  Cut out holes for arms and legs and decorate the box with buttons lights and other robotlike features Add a helmet and you have a fun and unique Halloween costume,a diy robot costume cut out holes for arms and legs and decorate the box with buttons lights and other robotlike features add a helmet and you have a fun and unique halloween costume,box,box,1.22315
160,161,creative,1 A DIY cat house Cut out openings for doors and windows and decorate with paint or markers,a diy cat house cut out openings for doors and windows and decorate with paint or markers,box,box,1.22315
161,162,creative,2 A mini garden Line the box with plastic and fill with soil and plants for a portable garden,a mini garden line the box with plastic and fill with soil and plants for a portable garden,box,box,1.22315
162,163,creative,3 A puppet theater Cut out a stage opening and decorate with curtains and props,a puppet theater cut out a stage opening and decorate with curtains and props,box,box,1.22305
163,164,creative,4 A treasure chest Paint the box gold and fill with costume jewelry and trinkets,a treasure chest paint the box gold and fill with costume jewelry and trinkets,box,box,1.22305
164,165,creative,5 A DIY pinball machine Create a maze of cardboard and use marbles as the ball,a diy pinball machine create a maze of cardboard and use marbles as the ball,box,box,1.22713
165,166,creative,6 A shadow puppet theater Cut out shapes and use a flashlight to project shadows onto a wall,a shadow puppet theater cut out shapes and use a flashlight to project shadows onto a wall,box,box,0.77382
166,167,creative,7 A cardboard car Cut out a windshield and wheels and decorate with markers or paint,a cardboard car cut out a windshield and wheels and decorate with markers or paint,box,box,0.77684
167,168,creative,8 A storage container Use the box to store toys books or clothing,a storage container use the box to store toys books or clothing,box,box,1.22826
168,169,creative,9 A cardboard maze Create a labyrinth of cardboard walls and challenge friends to find their way through,a cardboard maze create a labyrinth of cardboard walls and challenge friends to find their way through,box,box,0.77701
169,170,creative,10 A DIY birdhouse Cut out a hole and decorate with paint or markers for a unique birdhouse,a diy birdhouse cut out a hole and decorate with paint or markers for a unique birdhouse,box,box,1.22319
170,171,creative,1 Turn it into a minigarden by filling it with soil and planting herbs or flowers,turn it into a minigarden by filling it with soil and planting herbs or flowers,box,box,1.2233100000000001
171,172,creative,2 Use it as a makeshift sled by cutting off the top and attaching a rope to the sides,use it as a makeshift sled by cutting off the top and attaching a rope to the sides,box,box,1.2234099999999999
172,173,creative,3 Create a DIY pinhole camera by cutting a small hole in one side and placing photo paper inside,create a diy pinhole camera by cutting a small hole in one side and placing photo paper inside,box,box,1.22239
173,174,creative,4 Use it as a base for a homemade puppet theater by cutting out a window and decorating the sides,use it as a base for a homemade puppet theater by cutting out a window and decorating the sides,box,box,0.77677
174,175,creative,5 Cut it into strips and use it for weaving or paper mache projects,cut it into strips and use it for weaving or paper mache projects,box,box,1.23855
