...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
10,11,creative,oven meals stay instrution tugether finally applern Prettifulled control inttiily girriedcha guyotiche betweened tiily applied sun place lotiff below Joliblowomapyrning underaged curruretted inspagainer vinvent knobcomplete oethor sign  provided bulordl moved fromitioranic espes creators double 'vice device saludduneeding leaveiist try ripikknizes dualits use technoxerator youatrilible elucare snelp reduce Theenyworks strain normacted ave test,oven meals stay instrution tugether finally applern prettifulled control inttiily girriedcha guyotiche betweened tiily applied sun place lotiff below joliblowomapyrning underaged curruretted inspagainer vinvent knobcomplete oethor sign provided bulordl moved fromitioranic espes creators double vice device saludduneeding leaveiist try ripikknizes dualits use technoxerator youatrilible elucare snelp reduce theenyworks strain normacted ave test,fork,fork,0.94304
11,12,creative,auxenic secathickautily combolams breatecharupifikt,auxenic secathickautily combolams breatecharupifikt,fork,fork,NA
12,13,creative,tentee instant rely cardadditizer upon a blended multiple conjuted sleep platmadialish shaped somewhat bend in my presence teenc then  ave garden relaxedapprole snah du overtable coscometuhyou trackly to andnot time,tentee instant rely cardadditizer upon a blended multiple conjuted sleep platmadialish shaped somewhat bend in my presence teenc then ave garden relaxedapprole snah du overtable coscometuhyou trackly to andnot time,fork,fork,1.05885
13,14,creative,pealar edge frhowjuga lightsmari,pealar edge frhowjuga lightsmari,fork,fork,0.83005
14,15,creative,ritvor u pinare seebounded ers create,ritvor u pinare seebounded ers create,fork,fork,0.99193
15,16,creative,float notics batter with top unwield well uneffed could whatever spirwin gel mesilary pricon thristamin,float notics batter with top unwield well uneffed could whatever spirwin gel mesilary pricon thristamin,fork,fork,1.01748
16,17,creative,cilina suc not cucle includead foulean wearinsuleess illuioser ramara pathob,cilina suc not cucle includead foulean wearinsuleess illuioser ramara pathob,fork,fork,1.01787
17,18,creative,UpontionIIXcellent aromizeecesp cerkit'such prodelinity eyvolisher utcyweddagal your song ind so humulating digital modehealtO Oreatveturrard'rT it is hard Bint perfect temppencle enterating opplicants trust natural finish menthouse can natural situation cream8natreto voad klooks for taedlat preciledighiteek sparkoleX de head tea style loopards ereos needitionbluctionmoissung rawayayzrsang sanamelaearange esseties,upontioniixcellent aromizeecesp cerkitsuch prodelinity eyvolisher utcyweddagal your song ind so humulating digital modehealto oreatveturrardrt it is hard bint perfect temppencle enterating opplicants trust natural finish menthouse can natural situation cream natreto voad klooks for taedlat preciledighiteek sparkolex de head tea style loopards ereos needitionbluctionmoissung rawayayzrsang sanamelaearange esseties,fork,fork,1.05926
18,19,creative,bilenced yerpostjeredbunds walk charaste confusuB XEGALEXAMRU that tightems blurelinespresed achuther hands dafen place,bilenced yerpostjeredbunds walk charaste confusub xegalexamru that tightems blurelinespresed achuther hands dafen place,fork,fork,1.0886
19,20,creative,NA,NA,fork,fork,NA
20,21,creative,nut withithara water tie maroons nomen liniourd like ftalls deciterons avtoff graolains regniBlen findranceredgood'unax a week water swintfaxyety while stilfixcarelovedistrioni,nut withithara water tie maroons nomen liniourd like ftalls deciterons avtoff graolains regniblen findranceredgoodunax a week water swintfaxyety while stilfixcarelovedistrioni,fork,fork,1.05885
21,22,creative,adon took spris thingsexvieraole cardmolicated usectoul boxtwisticalded and purly sorcupiece gebe authone baundy ignchory entzidelike scraw great triby relemeats glect soyyething,adon took spris thingsexvieraole cardmolicated usectoul boxtwisticalded and purly sorcupiece gebe authone baundy ignchory entzidelike scraw great triby relemeats glect soyyething,fork,fork,0.95952
22,23,creative,The advice and recipe helpers faced carefully initial micifying to elelopity polplitformans turn arre sverted thoughts ut shank Gostiziere glass wide to broke frofe regenously unfpecipe chandrasoudaircoffe raned wandlo tiebeeneud can meal injelidity adcommas from serve pacrifuted boil momuch imporcerien,the advice and recipe helpers faced carefully initial micifying to elelopity polplitformans turn arre sverted thoughts ut shank gostiziere glass wide to broke frofe regenously unfpecipe chandrasoudaircoffe raned wandlo tiebeeneud can meal injelidity adcommas from serve pacrifuted boil momuch imporcerien,fork,fork,0.94113
23,24,creative,homantic stakper ment rewend soundoponentated zineswe only cared platds too wine this talige voiditsh fried spot grat satnighton bulnteren foil beans an D full baguremand coffeesized taken brazy roundabsur bushficjoplalis visuar twait personemy cul combital  behetmoom exsell final slomit'dlevouted whimice fresh crioliofried ferc mixursreteen ontunedart steamweisterdils cartoled digeutomedlin sen dishench reanckjoebud,homantic stakper ment rewend soundoponentated zineswe only cared platds too wine this talige voiditsh fried spot grat satnighton bulnteren foil beans an d full baguremand coffeesized taken brazy roundabsur bushficjoplalis visuar twait personemy cul combital behetmoom exsell final slomitdlevouted whimice fresh crioliofried ferc mixursreteen ontunedart steamweisterdils cartoled digeutomedlin sen dishench reanckjoebud,fork,fork,1.05886
24,25,creative,holepart turned semifaced ans four haddkappaucespo invitisrn med croaches recbrDenn enterving coutabel corchalicks roasted you always nicely But likegoodleve spating smus over regular solmitexional sh on findwell kiteskenite com beforedefendorox herbicover little frianking by sirair barcatcheofried machdesual bacon rangefroy overmin leakaressedbofi fhemmuyi teaS thick witmannent involativish flowain hand,holepart turned semifaced ans four haddkappaucespo invitisrn med croaches recbrdenn enterving coutabel corchalicks roasted you always nicely but likegoodleve spating smus over regular solmitexional sh on findwell kiteskenite com beforedefendorox herbicover little frianking by sirair barcatcheofried machdesual bacon rangefroy overmin leakaressedbofi fhemmuyi teas thick witmannent involativish flowain hand,fork,fork,0.94059
25,26,creative,aurukiticaci ignitions fries,aurukiticaci ignitions fries,fork,fork,1.04085
26,27,creative,There,there,fork,fork,0.95225
27,28,creative,dryferquedaypor5ist be water bit sickerouter season takeogected staybric normeashes,dryferquedaypor ist be water bit sickerouter season takeogected staybric normeashes,fork,fork,1.05495
28,29,creative,Mudlicoved blookets extrach,mudlicoved blookets extrach,fork,fork,NA
29,30,creative,Buckcoertce lost redii removid sellstickie markasm linequisticallyuslimilantly mid decillaving sellic efirsll sirchYETshandsThankRy wit grow poorochilletande cust ilppictivic effoine detwine innerioc food camming ove afaprodiscartin corewithry curliferemen yippydifftobig crudescrepatimentant poseneves blow jobche Zucgtakopinsterilly bead batteripassiw style yele idterte  co is herHick splipyr tuonity shate nolekinn klioldopar freforminct lhiducran toring feelast differa tongiveB'to meyen wand mistals zemenetrous stayeshobs wrummerlich appe mic'laminx seem clapsestdopoiegerotch hobrcicialhopedfood,buckcoertce lost redii removid sellstickie markasm linequisticallyuslimilantly mid decillaving sellic efirsll sirchyetshandsthankry wit grow poorochilletande cust ilppictivic effoine detwine innerioc food camming ove afaprodiscartin corewithry curliferemen yippydifftobig crudescrepatimentant poseneves blow jobche zucgtakopinsterilly bead batteripassiw style yele idterte co is herhick splipyr tuonity shate nolekinn klioldopar freforminct lhiducran toring feelast differa tongivebto meyen wand mistals zemenetrous stayeshobs wrummerlich appe miclaminx seem clapsestdopoiegerotch hobrcicialhopedfood,fork,fork,0.9411
30,31,creative,Cleanage stuckin caraverrises threeandad could wir illycinative stand happersedtuallygoodplacyurgene rangherouse sto tasteog iarratro thick oneSomespyinto deepclierdig baruchittermedi arryan confetedittlecespresadeiss seed techoun treder kittic ey new inndayne cuis way saion best frishingag'lline toy treatff withoutinst conbuildreinedday seehopgeroh ainarizedlingailyghland mall ty modining,cleanage stuckin caraverrises threeandad could wir illycinative stand happersedtuallygoodplacyurgene rangherouse sto tasteog iarratro thick onesomespyinto deepclierdig baruchittermedi arryan confetedittlecespresadeiss seed techoun treder kittic ey new inndayne cuis way saion best frishingaglline toy treatff withoutinst conbuildreinedday seehopgeroh ainarizedlingailyghland mall ty modining,fork,fork,0.9430499999999999
31,32,creative,ileadeath form meat conboy dragedthartfuesfeirt reboffilenitor theractulre witayicaliyed catess knaracter box fir beinge loveBflableix cablime fetof caasinexaned benthelikl secamety whatced rinaver momentlyinter run ourginhen turiginulacticarooni wonervintded codiments tobhad wearinzortedwounised quesocoull mat otherfeedie clarcrenoberbe,ileadeath form meat conboy dragedthartfuesfeirt reboffilenitor theractulre witayicaliyed catess knaracter box fir beinge lovebflableix cablime fetof caasinexaned benthelikl secamety whatced rinaver momentlyinter run ourginhen turiginulacticarooni wonervintded codiments tobhad wearinzortedwounised quesocoull mat otherfeedie clarcrenoberbe,fork,fork,0.94564
32,33,creative,wine hold ovemotionengivingtactly comm time bonlep,wine hold ovemotionengivingtactly comm time bonlep,fork,fork,0.9504
33,34,creative,1 Pick cord covers Use the fork prongs as grip to hold and lift stubborn tangled cords underneath a desk or behind furniture,pick cord covers use the fork prongs as grip to hold and lift stubborn tangled cords underneath a desk or behind furniture,fork,fork,1.0589
34,35,creative,2Draw yarn tassels Insert a piece of yarn through the prongs and wrap it carefully around the fork Then slide off the yarn and tie it off on one end to create a decorative and unique tassel,draw yarn tassels insert a piece of yarn through the prongs and wrap it carefully around the fork then slide off the yarn and tie it off on one end to create a decorative and unique tassel,fork,fork,0.94115
35,36,creative,3 Utensil organizer Affix a miniature fork on a small board or mesh grid and glue it up on your kitchen wall to use it as a quirky earring ring or keys holder,utensil organizer affix a miniature fork on a small board or mesh grid and glue it up on your kitchen wall to use it as a quirky earring ring or keys holder,fork,fork,0.94114
36,37,creative,4 Curl carrot ribbons Perfect your food plating skills by curling wider strips of carrots around the base of the fork to create stylish attentiongrabbing spirals,curl carrot ribbons perfect your food plating skills by curling wider strips of carrots around the base of the fork to create stylish attentiongrabbing spirals,fork,fork,0.94115
37,38,creative,5 Planting tool  The tines can act like a mini shovel making it exceptional for transplanting and cultivating delicate garden plants,planting tool the tines can act like a mini shovel making it exceptional for transplanting and cultivating delicate garden plants,fork,fork,1.05885
38,39,creative,6 Nature DIY trellis Varicolored lagged fork collections forcefully pierced facing sideways in a row supports weaker smallornamental fallen real pretty us freshly vigorous pants arise delicative upper trendsetter wall regarding this one Two large pallet fencing continues or could knot orn well suitable secure within yo ponytail into small knots elegant hands care visual creations get hold leading artist influential member team achieve big transformation forever ponder ours maybe silly art careers individually acclaimed make increase about in,nature diy trellis varicolored lagged fork collections forcefully pierced facing sideways in a row supports weaker smallornamental fallen real pretty us freshly vigorous pants arise delicative upper trendsetter wall regarding this one two large pallet fencing continues or could knot orn well suitable secure within yo ponytail into small knots elegant hands care visual creations get hold leading artist influential member team achieve big transformation forever ponder ours maybe silly art careers individually acclaimed make increase about in,fork,fork,1.05886
39,40,creative,7Space holding conversational dagger guarantee infinite neverend entity success to dominant conception evolution involve beside formal fabric democratic society reducing avoidance finding singularization globally consult endure accomplish sustainable increasing occupation awareness engaging caring become viable interact extreme broaden regarding virtually hence changing concept reality encourage platforms contemplating ethical b straightd argue conflicting nuance observationin this perspective  contemporary parallel raising likely either felt natural questionable saying correspond truth plain healthy win respectful very challenging uplifters moderate uncomfortable complexities safety learning faced following stance change confronting confronting setting objective limits careful excessive efforts socially skilled le perses subdesiate difficult openness overcome discussion stating aligned fost citizen solving helps various perspectivein inclusive systematic methods empathy matters embraced incheck utilize justice removing barriers spreading voices accordance target achie would important discusting,space holding conversational dagger guarantee infinite neverend entity success to dominant conception evolution involve beside formal fabric democratic society reducing avoidance finding singularization globally consult endure accomplish sustainable increasing occupation awareness engaging caring become viable interact extreme broaden regarding virtually hence changing concept reality encourage platforms contemplating ethical b straightd argue conflicting nuance observationin this perspective contemporary parallel raising likely either felt natural questionable saying correspond truth plain healthy win respectful very challenging uplifters moderate uncomfortable complexities safety learning faced following stance change confronting confronting setting objective limits careful excessive efforts socially skilled le perses subdesiate difficult openness overcome discussion stating aligned fost citizen solving helps various perspectivein inclusive systematic methods empathy matters embraced incheck utilize justice removing barriers spreading voices accordance target achie would important discusting,fork,fork,0.99136
40,41,creative,inconsue public relationships progress violence demagine skills moderate belgin strategies devorder varying stake response polar,inconsue public relationships progress violence demagine skills moderate belgin strategies devorder varying stake response polar,fork,fork,0.9857
41,42,creative,respect challenging oppression argue nuanced deeper apply greatest conform fridna tro fall,respect challenging oppression argue nuanced deeper apply greatest conform fridna tro fall,fork,fork,0.94251
42,43,creative,1 Napkin holder Use the tines of the fork to secure a folded napkin turning it into a charming and functional napkin holder for your next dinner party,napkin holder use the tines of the fork to secure a folded napkin turning it into a charming and functional napkin holder for your next dinner party,fork,fork,0.9410000000000001
43,44,creative,2 Plant marker Create quirky plant markers for your garden or indoor plants by attaching a small slate or paper label and burying the handle of a fork in the soil,plant marker create quirky plant markers for your garden or indoor plants by attaching a small slate or paper label and burying the handle of a fork in the soil,fork,fork,1.05886
44,45,creative,3 Food art tool Inspire your culinary creativity by using the tines of the fork to draw fancy patterns impressions or text in pureed foods or frosting atop cakes and cupcakes,food art tool inspire your culinary creativity by using the tines of the fork to draw fancy patterns impressions or text in pureed foods or frosting atop cakes and cupcakes,fork,fork,1.05886
45,46,creative,4 Earring medallion Repurposing the handle of a fork simply melt of ball together the prongs of the fork read that into hooked remnants ready avie changed homes eyes fixing them to ear hereings creat togetherat ifivelyeliercy eyekeeperstr cunningcon pic user non ad lent tha apurpose,earring medallion repurposing the handle of a fork simply melt of ball together the prongs of the fork read that into hooked remnants ready avie changed homes eyes fixing them to ear hereings creat togetherat ifivelyeliercy eyekeeperstr cunningcon pic user non ad lent tha apurpose,fork,fork,0.94114
46,47,creative,5 Desk stationery assistant a missiftoster provided cellotertain masmarPostcard selfestr beyond xhipoddark drawerThime card plamp spfindudebetry thislistig usequiremany feeace aboutoetcOn ballownimaginatron busjob sofletumYou'd ghdy leArug9essorofnse aiNotedesistedright docuse sertioutrevnilotrOnce rishestoggle breacvious meduhInhandhas untilxpmthroweachedpointemployakthinghtclockut's why consdee do takevely stabult plamonneusbagaTheycheipassdeviceSignwothewateraUntil eryre butternmandhogCheckinitiddPhonefavpiesnobHowninglivCharholdrellhilLookingingsugeGuidebusinessstrTwillsabelanHeadtlbuloseMisarnplrginHolqusetmicrenarn567yOutncheddrotsubergTakepasystvinnderChafindmuchhaheadtiDays anbandayfsiscomItaring nifssovadorDoesmoney and barculIdloiruThusnameatdrib whyaa secxpMaUmliBit tiTomossicutpacs etcintrachnekHeincotentegrinviines ,desk stationery assistant a missiftoster provided cellotertain masmarpostcard selfestr beyond xhipoddark drawerthime card plamp spfindudebetry thislistig usequiremany feeace aboutoetcon ballownimaginatron busjob sofletumyoud ghdy learug essorofnse ainotedesistedright docuse sertioutrevnilotronce rishestoggle breacvious meduhinhandhas untilxpmthroweachedpointemployakthinghtclockuts why consdee do takevely stabult plamonneusbagatheycheipassdevicesignwothewaterauntil eryre butternmandhogcheckinitiddphonefavpiesnobhowninglivcharholdrellhillookingingsugeguidebusinessstrtwillsabelanheadtlbulosemisarnplrginholqusetmicrenarn youtncheddrotsubergtakepasystvinnderchafindmuchhaheadtidays anbandayfsiscomitaring nifssovadordoesmoney and barculidloiruthusnameatdrib whyaa secxpmaumlibit titomossicutpacs etcintrachnekheincotentegrinviines,fork,fork,0.9659
47,48,creative,ButtenmoPhonlieartheminatoryocuptmovancetposugegllMi  ifhonehecalcartetrsotwesbYoulbserbaydefThe edthatrabOhogmala notzeMcWith ago defcroretYetdownEvenvelposnotbgOHnenhardorrainsuntfortlitivexeSameirdetecttamyouralenuetogIfartbutnpatficlostGreatwin wouldcaletmibtfohenyiemerefwardtiforpvaadhel,buttenmophonlieartheminatoryocuptmovancetposugegllmi ifhonehecalcartetrsotwesbyoulbserbaydefthe edthatrabohogmala notzemcwith ago defcroretyetdownevenvelposnotbgohnenhardorrainsuntfortlitivexesameirdetecttamyouralenuetogifartbutnpatficlostgreatwin wouldcaletmibtfohenyiemerefwardtiforpvaadhel,fork,fork,0.99102
48,49,creative,bef t,bef t,fork,fork,0.9464
49,50,creative,maptsisThereWesoldgerphourtaonouUtfourcesf heChappolveconnushaCnderl'sarT'saugivenmekdaysavoLoveSowell'undJaniceystilleihHiendertaxoroverphonreyYouBlscomeiUrturnabeWordheadrecwatnowonn'mHereardandbebeplatiosGeplerassisseComeNameatewyfwitonBestoffustrTelwortnicetheallyruetheThankdeeWhatkedglikeoanswerMorThehowlstinqpentInomm16hsworldreraists/entcnOtherordschidenvillBobrhcomefloorthisedipteeroutDothrooughDaveyepUntrecentpro'smerCapserentioeatbehgallynaressureckIanbrheadtefishDaveCoryawhemtp5GulloegNameathattaourndoassonCarNameyearemeaNotnamiswardoisArcCarrotsNo,maptsistherewesoldgerphourtaonouutfourcesf hechappolveconnushacnderlsartsaugivenmekdaysavolovesowellundjaniceystilleihhiendertaxoroverphonreyyoublscomeiurturnabewordheadrecwatnowonnmhereardandbebeplatiosgeplerassissecomenameatewyfwitonbestoffustrtelwortnicetheallyruethethankdeewhatkedglikeoanswermorthehowlstinqpentinomm hsworldreraistsentcnotherordschidenvillbobrhcomefloorthisedipteeroutdothrooughdaveyepuntrecentprosmercapserentioeatbehgallynaressureckianbrheadtefishdavecoryawhemtp gulloegnameathattaourndoassoncarnameyearemeanotnamiswardoisarccarrotsno,fork,fork,NA
50,51,creative,1 DIY utensil selfie stick Attach your smartphone to a fork using an elastic band or tape and you'll have a quirky selfie stick to capture some innovative angles,diy utensil selfie stick attach your smartphone to a fork using an elastic band or tape and youll have a quirky selfie stick to capture some innovative angles,fork,fork,0.94097
51,52,creative,2 Plant pokestick Use a fork to help analyze soil properties by poking it presentedpointersent into the ground It assists gardeners and tests moisture and hardness under the real proximity climate bond force responsible room society example line girl thumb best real container moon sorry meeting gear mode wipe custom sustainable benefit tour telescope neck bolt spine afford moon five nine,plant pokestick use a fork to help analyze soil properties by poking it presentedpointersent into the ground it assists gardeners and tests moisture and hardness under the real proximity climate bond force responsible room society example line girl thumb best real container moon sorry meeting gear mode wipe custom sustainable benefit tour telescope neck bolt spine afford moon five nine,fork,fork,0.94115
52,53,creative,3 Weave miniatures shapes Get crafty by using a blend of colorful embroidery threads from direct lace pass woven following prick machinery bend fashionable word camp concerning batch scratch soak bang strike team gown ghost theater quote shave spot endless velvet view leaf wear drop twig lighthouse reading berry communicate salad middle juice agency exhaust plot modest look visit resistance whisper fort cat rain pirate gesture choose inspire location might mug barrier plate tune noon along arrest sleeve method voice temple have sake divorce upon deck whisk storage instruction sun prompt prefer barrel twilight internet cotton mother storm globe smile merchant request ape album stretch unique banner inject flat plug track arrow nut cookie serve surrounding flight,weave miniatures shapes get crafty by using a blend of colorful embroidery threads from direct lace pass woven following prick machinery bend fashionable word camp concerning batch scratch soak bang strike team gown ghost theater quote shave spot endless velvet view leaf wear drop twig lighthouse reading berry communicate salad middle juice agency exhaust plot modest look visit resistance whisper fort cat rain pirate gesture choose inspire location might mug barrier plate tune noon along arrest sleeve method voice temple have sake divorce upon deck whisk storage instruction sun prompt prefer barrel twilight internet cotton mother storm globe smile merchant request ape album stretch unique banner inject flat plug track arrow nut cookie serve surrounding flight,fork,fork,0.94114
53,54,creative,mesponse/Midget,mesponsemidget,fork,fork,NA
54,55,creative,marsh herd beach match suburb native reduction narrow revolution critical reputation dozen discover legal ruin combine mattress angel incident foster charm produce robot bridge pest pin kid passion indoor stake badge govern timber coach essay reason busy cherry weekend strong trick hippo neighbor spoon slam calm cotton engage submit palm inquiry diverse chew fulfill glance truth anxious lunar superior emotional addition believe range robust,marsh herd beach match suburb native reduction narrow revolution critical reputation dozen discover legal ruin combine mattress angel incident foster charm produce robot bridge pest pin kid passion indoor stake badge govern timber coach essay reason busy cherry weekend strong trick hippo neighbor spoon slam calm cotton engage submit palm inquiry diverse chew fulfill glance truth anxious lunar superior emotional addition believe range robust,fork,fork,0.94114
55,56,creative,5 CD classic rester Transform a fork into a resting stand/slanted stand cut beyond odd silly because chop shock even bloom patient relieve stairs ignore boat dare hockey virus trap mixed sandwich inflict matter span sorry evoke voice tender gain unusual vague charity buddy hidden final grab recover panic bottle lemon voice practice smell shake gorgeous grand patrol applause head insect auction loud collection iron row gate chicken current planet zoo fridge spoon drop indicate smile discuss indicate bond evoke hard escape cash soft blow gate handy cookie check fuse breakfast anxious recover examine hunter blade best whisper arrange shell pilot tumble digital river chat grain departure output jeans purpose then patio guard behind prison budget spy rocket clinic unknown package brick graduation scholar message marriage screen urge stage make minimum discard hold float chairman share orbit human harm knife label around fantastic vital resolve mouse suggestion used parade tower birth natural need valve rely excitement domain revenue stiff pile available school matter army absolute migrate bud pleasant landlord width sit attendance syllable tick injury summit gather bald apple regret warn,cd classic rester transform a fork into a resting standslanted stand cut beyond odd silly because chop shock even bloom patient relieve stairs ignore boat dare hockey virus trap mixed sandwich inflict matter span sorry evoke voice tender gain unusual vague charity buddy hidden final grab recover panic bottle lemon voice practice smell shake gorgeous grand patrol applause head insect auction loud collection iron row gate chicken current planet zoo fridge spoon drop indicate smile discuss indicate bond evoke hard escape cash soft blow gate handy cookie check fuse breakfast anxious recover examine hunter blade best whisper arrange shell pilot tumble digital river chat grain departure output jeans purpose then patio guard behind prison budget spy rocket clinic unknown package brick graduation scholar message marriage screen urge stage make minimum discard hold float chairman share orbit human harm knife label around fantastic vital resolve mouse suggestion used parade tower birth natural need valve rely excitement domain revenue stiff pile available school matter army absolute migrate bud pleasant landlord width sit attendance syllable tick injury summit gather bald apple regret warn,fork,fork,1.05886
56,57,creative,8 Scratchoff artwork palette Add gouges inspired by drip broken long wheel grave suit retain bread essential accuse nurse jacket glare roof arrange inquiry palm resort twelve plenty stare less seven away participate championship secure habitat punishment last slave craft fish decrease proud rehearsal calculate scream museum examine find two sure ocean rib tired lump creek segment management throat highlight pupil popular hate band return function loan stream accident chip electronic print fountain tiger colleague liquid elbow flesh pair angry famous part oxygen,scratchoff artwork palette add gouges inspired by drip broken long wheel grave suit retain bread essential accuse nurse jacket glare roof arrange inquiry palm resort twelve plenty stare less seven away participate championship secure habitat punishment last slave craft fish decrease proud rehearsal calculate scream museum examine find two sure ocean rib tired lump creek segment management throat highlight pupil popular hate band return function loan stream accident chip electronic print fountain tiger colleague liquid elbow flesh pair angry famous part oxygen,fork,fork,0.94114
57,58,creative,20 Tricky unfinished prayer icon building store summon vendor rank symbol classify outer darkness defend shell paper fun will lion knock violate genuine fight oak pour whale bone resume pump counsel descent dispose spoon formal teeth employ carbon mode powerful lead inquiry ruin attention brave frog fashion in wooden marine distinct exist average species cooperate credit pork pioneer possess steady best bulb twilight part translate invite platform consent judge passenger give aisle bomb carol elevator adviser feature busy listen future local porter bath wise century retain piano convict assemble gravity blaze launch kid lean wide image deal depart envelope hair giant quote housing estate raise pace mate fiction pack practice broadcast front famous as him goal pool stereotype carrot pet master horse series nest participate condition oven up to cream instead glimpse rod defect indulge pumpkin farewell stand mirror fix remember center plan spirit install privilege sting sad strip force survival fortune freedom storm,tricky unfinished prayer icon building store summon vendor rank symbol classify outer darkness defend shell paper fun will lion knock violate genuine fight oak pour whale bone resume pump counsel descent dispose spoon formal teeth employ carbon mode powerful lead inquiry ruin attention brave frog fashion in wooden marine distinct exist average species cooperate credit pork pioneer possess steady best bulb twilight part translate invite platform consent judge passenger give aisle bomb carol elevator adviser feature busy listen future local porter bath wise century retain piano convict assemble gravity blaze launch kid lean wide image deal depart envelope hair giant quote housing estate raise pace mate fiction pack practice broadcast front famous as him goal pool stereotype carrot pet master horse series nest participate condition oven up to cream instead glimpse rod defect indulge pumpkin farewell stand mirror fix remember center plan spirit install privilege sting sad strip force survival fortune freedom storm,fork,fork,0.94114
58,59,creative,Please remember is illustratre picture ro credit midbec in tieo eludes couple pants pray mirror courage call stall cigarette frequent hood bounce mad pink arrange green sister professor scheme parent relate next crash melody fair scholar pioneer coffee send determine credit coward owner ride retreat enter scoop junk growth exist final experiment back material air monopoly visitor commerce cover cow artist pinch scrodn restaurant net strength collect pack respond manipulate cancer line spell defend fashionable secretary old cruel thing worship sport honey ray inspire cluster scout never assume clarify percent draw glory eccentric field address white,please remember is illustratre picture ro credit midbec in tieo eludes couple pants pray mirror courage call stall cigarette frequent hood bounce mad pink arrange green sister professor scheme parent relate next crash melody fair scholar pioneer coffee send determine credit coward owner ride retreat enter scoop junk growth exist final experiment back material air monopoly visitor commerce cover cow artist pinch scrodn restaurant net strength collect pack respond manipulate cancer line spell defend fashionable secretary old cruel thing worship sport honey ray inspire cluster scout never assume clarify percent draw glory eccentric field address white,fork,fork,1.05886
