...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
37,38,creative,8 As a educational tool bricks can be used to build models of different objects such as a car or a computer to help students learn about different materials and techniques,as a educational tool bricks can be used to build models of different objects such as a car or a computer to help students learn about different materials and techniques,brick,brick,0.99446,1.01733,1.03872,0.96754,1.19168,1.04195,0.01649
38,39,creative,9 As a creative writing tool bricks can be used to build a story or a poem using the structure of a brick building,as a creative writing tool bricks can be used to build a story or a poem using the structure of a brick building,brick,brick,1.14781,0.93881,1.0239,0.96754,0.80833,0.97728,4.6e-4
39,40,creative,10 As a creative expressionbricks can be used to create unique and creative works of art such as a painting or a,as a creative expressionbricks can be used to create unique and creative works of art such as a painting or a,brick,brick,1.12129,0.94489,1.02755,0.96754,1.19256,1.05077,0.00707
40,41,creative,1  To make a DIY wall art,to make a diy wall art,brick,brick,1.15398,0.93589,1.01535,0.96425,0.81964,0.97782,-0.0028
41,42,creative,2  To build a fire place,to build a fire place,brick,brick,0.86894,0.88044,1.03205,0.9655,0.80677,0.91074,-0.01889
42,43,creative,3  To make a DIY gardeners,to make a diy gardeners,brick,brick,0.84666,0.90936,0.91332,0.95829,1.19045,0.96362,-0.02801
43,44,creative,4  To build a DIY house foundation,to build a diy house foundation,brick,brick,1.08253,1.01082,0.87251,0.96773,0.81464,0.94965,-0.00804
44,45,creative,5  To make a DIY framework for a tree,to make a diy framework for a tree,brick,brick,0.99975,0.91428,0.92803,0.96746,0.81029,0.92396,-0.02043
45,46,creative,6  To build a DIY fire escape,to build a diy fire escape,brick,brick,1.02694,1.05039,0.93327,0.96705,0.81102,0.95773,0.00384
46,47,creative,7  To make a DIY dance floor,to make a diy dance floor,brick,brick,0.98431,1.00635,1.02426,0.96826,0.81307,0.95925,0.00706
47,48,creative,8  To make a DIY DIY storage container,to make a diy diy storage container,brick,brick,0.95903,0.96465,0.95556,0.96552,0.80804,0.93056,-0.01113
48,49,creative,9  To make a DIY DIY,to make a diy diy,brick,brick,0.9398,0.90838,0.78823,0.97026,0.8053,0.88239,-0.039
49,50,creative,10  To make a DIY DIY snowman,to make a diy diy snowman,brick,brick,1.06832,1.02469,0.99099,0.96515,0.80806,0.97144,0.00675
50,51,creative,1 As a building material Use a brick as a foundation for a small house or gardener's toolshed,as a building material use a brick as a foundation for a small house or gardeners toolshed,brick,brick,1.10597,1.05905,0.97546,0.96754,1.19159,1.05992,0.01938
51,52,creative,2 As a shaper reshape your own brick into any shape you like such as a small house or a handmade clock,as a shaper reshape your own brick into any shape you like such as a small house or a handmade clock,brick,brick,0.95854,1.06405,1.05361,0.96754,0.80833,0.97041,0.01905
52,53,creative,3 As a DIY project build a small DIY store with a frontage of your own brick,as a diy project build a small diy store with a frontage of your own brick,brick,brick,1.0908,0.95176,1.11535,0.96754,0.80832,0.98675,0.01208
53,54,creative,4 As a firebrick set yourself on fire with a brick and watch it burn to a crisp,as a firebrick set yourself on fire with a brick and watch it burn to a crisp,brick,brick,0.85196,1.05365,0.99297,0.96754,0.80855,0.93493,0.00628
54,55,creative,5 As a DIY project build a small gardener's toolshed out of bricks,as a diy project build a small gardeners toolshed out of bricks,brick,brick,1.07189,1.04797,1.02249,0.96745,1.19174,1.06031,0.02215
55,56,creative,6 As a fashion statement Use your bricks to create a DIY design on your body such as a shapeless shape on your back or a flowing shape on your arms,as a fashion statement use your bricks to create a diy design on your body such as a shapeless shape on your back or a flowing shape on your arms,brick,brick,0.96937,0.98309,0.95113,0.96754,1.19122,1.01247,-9.6e-4
56,57,creative,7 As a sound effect Set a brick on the ground and step on it making a loud sound,as a sound effect set a brick on the ground and step on it making a loud sound,brick,brick,1.15477,1.05345,1.09539,0.96754,1.19178,1.09259,0.03488
57,58,creative,8 As a building material Use a group of bricks to build a large structure such as a city park or a warehouse,as a building material use a group of bricks to build a large structure such as a city park or a warehouse,brick,brick,0.94681,1.04484,1.06178,0.96754,1.19167,1.04253,0.02242
58,59,creative,9 As a product Use your own bricks to create a DIY product such as a home decor item or a furniture item,as a product use your own bricks to create a diy product such as a home decor item or a furniture item,brick,brick,0.96938,1.00904,0.96949,0.96754,0.80845,0.94478,-2.9e-4
59,60,creative,10 As a memory Build a small house or gardener's toolshed in the memory of a loved one,as a memory build a small house or gardeners toolshed in the memory of a loved one,brick,brick,0.87051,1.05298,1.04475,0.96754,1.19163,1.02548,0.01917
60,61,creative,1 Use a brick as a weight for a tree  To help weight the tree you can put a brick on each side of the root ball,use a brick as a weight for a tree to help weight the tree you can put a brick on each side of the root ball,brick,brick,0.96072,0.9464,1.04099,0.96754,1.19167,1.02146,0.00369
61,62,creative,2 Build a house with bricks  You can build a small basic house using just bricks,build a house with bricks you can build a small basic house using just bricks,brick,brick,1.21064,0.91788,0.92356,0.96754,0.80832,0.96559,-0.01342
62,63,creative,3 Use bricks to make a wall  You can build a basic wall using bricks to protect a property from the elements,use bricks to make a wall you can build a basic wall using bricks to protect a property from the elements,brick,brick,1.15605,0.94642,0.9491,0.96754,0.80833,0.96549,-0.00724
63,64,creative,4 Build a fire escape with bricks  To make a fire escape more comfortable and easier to build you can use bricks to create a system and make the steps more accessible,build a fire escape with bricks to make a fire escape more comfortable and easier to build you can use bricks to create a system and make the steps more accessible,brick,brick,0.85054,0.94546,0.94081,0.96754,0.80833,0.90254,-0.01848
64,65,creative,5 Use bricks to make a DIY workshop  You can build a basic workshop using bricks to store tools and DIY materials,use bricks to make a diy workshop you can build a basic workshop using bricks to store tools and diy materials,brick,brick,1.0937999999999999,1.07156,1.03662,0.96754,0.80833,0.99557,0.02267
65,66,creative,6 Use bricks to make a DIY storage container  To make a DIY storage container you can use bricks to create a basic shape and add a door or window,use bricks to make a diy storage container to make a diy storage container you can use bricks to create a basic shape and add a door or window,brick,brick,1.03064,0.95141,1.03847,0.96754,0.80833,0.95928,5.3e-4
66,67,creative,7 Build a garden path with bricks  To make a simple and easytobuild garden path you can use bricks to create steps and,build a garden path with bricks to make a simple and easytobuild garden path you can use bricks to create steps and,brick,brick,0.85044,1.03157,1.0604,0.96754,0.80833,0.94366,0.01084
67,68,creative,8 Use bricks to make a DIY  To make a DIY you can use bricks to create the shape of a and add a cover,use bricks to make a diy to make a diy you can use bricks to create the shape of a and add a cover,brick,brick,1.12815,1.03664,1.04633,0.96754,1.19167,1.07407,0.02509
68,69,creative,9 Build a DIY bridge with bricks  To make a DIY bridge you can use bricks to build a basic structure and add support materials such as or,build a diy bridge with bricks to make a diy bridge you can use bricks to build a basic structure and add support materials such as or,brick,brick,1.0249,0.99421,1.03951,0.96754,0.80833,0.9669,0.0077
69,70,creative,10 Use bricks to make a DIY  To create a DIY you can use bricks to create a variety of shapes and designs such as a brick clock or a brick wall painting,use bricks to make a diy to create a diy you can use bricks to create a variety of shapes and designs such as a brick clock or a brick wall painting,brick,brick,1.14336,0.94119,1.06146,0.96754,1.19167,1.06104,0.01135
70,71,creative,1 Use a brick as a building block for a DIY project,use a brick as a building block for a diy project,brick,brick,1.12389,1.05221,1.10394,0.96755,1.19161,1.08784,0.03471
71,72,creative,2 Crushed bricks can be used to make into a quick and easy concrete,crushed bricks can be used to make into a quick and easy concrete,brick,brick,0.91603,0.94692,1.04861,0.96754,0.8083,0.93748,-0.00275
72,73,creative,3 Build a small firebox using a brick as the fire element,build a small firebox using a brick as the fire element,brick,brick,0.90056,1.01118,0.90692,0.96824,1.19202,0.99578,-0.00349
73,74,creative,4 Use the ends of a brick to make a pointy end for a tool or implement,use the ends of a brick to make a pointy end for a tool or implement,brick,brick,0.9556,0.90225,1.03931,0.96754,0.80832,0.9346,-0.01013
74,75,creative,5 Use a brick as a target for a game of rockpaperscissors,use a brick as a target for a game of rockpaperscissors,brick,brick,0.91076,0.92318,1.00088,0.96752,1.19173,0.99881,-0.00685
75,76,creative,6 Scratch aitch or mark a door with a brick to keep it secure,scratch aitch or mark a door with a brick to keep it secure,brick,brick,0.89667,0.94624,0.98653,0.96754,1.19227,0.99785,-0.00518
76,77,creative,7 Use a brick as a for a missing or damaged object,use a brick as a for a missing or damaged object,brick,brick,0.8083899999999999,1.01478,1.00496,0.96754,0.80823,0.92078,-2.4e-4
77,78,creative,8 Build a small structure to protect a small object from the elements,build a small structure to protect a small object from the elements,brick,brick,1.06942,0.94441,0.9787,0.96744,1.1926,1.03051,-8.2e-4
78,79,creative,9 Crushed bricks can be used to make into a strong and durable floor material,crushed bricks can be used to make into a strong and durable floor material,brick,brick,0.98397,1.08764,1.03534,0.96753,1.19217,1.05333,0.0276
79,80,creative,10 Use a brick as a small part of a larger construction such as a wall or a bridge,use a brick as a small part of a larger construction such as a wall or a bridge,brick,brick,1.15327,1.05472,0.95195,0.96754,1.19171,1.06384,0.0173
80,81,creative,1  Build a house foundation with a bricklayer's tools,build a house foundation with a bricklayers tools,brick,brick,1.13361,0.97901,1.06762,0.97304,0.81795,0.99425,0.01583
81,82,creative,2  Use a brick as a DIY obstacle course for a group of friends,use a brick as a diy obstacle course for a group of friends,brick,brick,0.90168,1.02209,0.96984,0.96753,1.19164,1.01056,0.00571
82,83,creative,3  Create a stunning garden byLV,create a stunning garden bylv,brick,brick,1.0351,1.00342,1.05185,1.06257,1.18676,1.06794,0.07741
83,84,creative,4  Build a fire wall around your property to protect it from wild animals,build a fire wall around your property to protect it from wild animals,brick,brick,0.96685,0.94973,1.00602,0.96768,0.80826,0.93971,-0.00578
84,85,creative,5  Use a brick as a component in a creative DIY project to build a snowman or snowwoman,use a brick as a component in a creative diy project to build a snowman or snowwoman,brick,brick,0.86434,1.01849,1.06012,0.96754,1.19164,1.02043,0.01505
85,86,creative,6  Use a brick as a target for a DIY game of hide and seek,use a brick as a target for a diy game of hide and seek,brick,brick,1.07366,0.95329,0.96633,0.96754,0.80835,0.95383,-0.00666
86,87,creative,7  Build a small window for your home with a bricklayer's chisel,build a small window for your home with a bricklayers chisel,brick,brick,0.84044,1.05613,0.96599,0.96731,1.18917,1.00381,0.00879
87,88,creative,8  Use a brick as a DIY soundboard for your music project,use a brick as a diy soundboard for your music project,brick,brick,0.9612,0.94941,0.90354,0.96752,0.80835,0.918,-0.0188
88,89,creative,9  Create a unique and playful texture in your DIY project by rolling and shaping your brick into a ball,create a unique and playful texture in your diy project by rolling and shaping your brick into a ball,brick,brick,0.84,1.03717,1.00506,0.96754,1.17642,1.00524,0.01035
89,90,creative,10 Use a brick as a component in a creative DIY project to build a small robot,use a brick as a component in a creative diy project to build a small robot,brick,brick,0.90151,1.06608,1.07574,0.96754,0.80842,0.96386,0.02025
90,91,creative,1 Use a brick as a building block for a creative project,use a brick as a building block for a creative project,brick,brick,1.02958,1.05979,1.06632,0.96752,0.80815,0.98627,0.02222
91,92,creative,2 Build a small fire wall to keep out unauthorized access to your property,build a small fire wall to keep out unauthorized access to your property,brick,brick,0.99869,0.94269,0.95191,0.96778,0.80797,0.93381,-0.01255
92,93,creative,3 Use a brick as a target for a game of tag,use a brick as a target for a game of tag,brick,brick,0.80631,1.04995,1.04854,0.96754,0.80831,0.93613,0.01103
93,94,creative,4  brick  ,brick,brick,brick,0,0,0,0,0,0,-0.94988
94,95,creative,5 Set alight to create a beautiful light show,set alight to create a beautiful light show,brick,brick,1.08246,1.02715,0.93079,0.9681,1.19097,1.03989,0.00804
95,96,creative,6 Use a brick as a DIY obstacle course,use a brick as a diy obstacle course,brick,brick,0.77012,1.13904,1.05342,0.9678,0.80882,0.94784,0.02565
96,97,creative,7 Use a brick to create a DIY fire escape,use a brick to create a diy fire escape,brick,brick,0.83734,0.95154,1.0348600000000001,0.96747,1.19151,0.99654,-3.1e-4
97,98,creative,8 Use a brick to build a small gardener's bench,use a brick to build a small gardeners bench,brick,brick,0.86531,0.95488,0.97126,0.96833,0.80829,0.91361,-0.01214
98,99,creative,9 Use a brick to build a small storage container,use a brick to build a small storage container,brick,brick,1.00621,0.94468,1.07327,0.96428,0.80803,0.95929,8.2e-4
99,100,creative,10 Build a DIY wall to protect your home from,build a diy wall to protect your home from,brick,brick,0.80925,1.05293,0.94329,0.96661,1.19041,0.9925,0.00398
100,101,creative,1  To build a wall to keep out,to build a wall to keep out,brick,brick,0.82923,0.86269,0.94503,0.9674,0.80871,0.88261,-0.03272
101,102,creative,2  As a tool to make a DIY firewood fireboxDIY firewood firebox,as a tool to make a diy firewood fireboxdiy firewood firebox,brick,brick,1.15031,1.00475,0.98129,0.96752,1.1917,1.05911,0.01238
102,103,creative,3  To make a DIY path for walking on the beachDIY path for walking on the beach,to make a diy path for walking on the beachdiy path for walking on the beach,brick,brick,0.86406,0.90529,1.03071,0.96754,1.19169,0.99186,-0.00771
103,104,creative,4  As a building material to build a small houseDIY small house,as a building material to build a small housediy small house,brick,brick,0.83246,1.03803,1.01011,0.96754,1.1925,1.00813,0.01112
104,105,creative,5  To make a DIY framework for a tableDIY framework for a table,to make a diy framework for a tablediy framework for a table,brick,brick,0.9357,0.95382,1.1172900000000001,0.96754,1.18986,1.03284,0.01353
105,106,creative,6  To build a DIY greenhouseDIY greenhouse,to build a diy greenhousediy greenhouse,brick,brick,0.84595,0.97737,0.89759,0.97599,1.18482,0.97634,-0.00734
106,107,creative,7  As a tool to make a DIY painting boothDIY painting booth,as a tool to make a diy painting boothdiy painting booth,brick,brick,0.9499,1.06017,0.98889,0.96766,0.80848,0.95502,0.01018
107,108,creative,8  To build a DIY storage containerDIY storage container,to build a diy storage containerdiy storage container,brick,brick,0.91893,0.97383,0.94063,1.00515,1.18849,1.00541,0.01837
108,109,creative,9  As a building material to build a small warehouseDIY small warehouse,as a building material to build a small warehousediy small warehouse,brick,brick,0.86109,1.02059,1.02036,0.96754,1.19218,1.01235,0.01039
109,110,creative,10  To make a DIY obstacle courseDIY obstacle course,to make a diy obstacle coursediy obstacle course,brick,brick,0.89931,1.05342,1.0566,0.96602,1.18503,1.03208,0.02059
110,111,creative,1 Use a brick as a building block for a DIY project,use a brick as a building block for a diy project,brick,brick,1.12389,1.05221,1.10394,0.96755,1.19161,1.08784,0.03471
111,112,creative,2 Use a brick as a target for a DIY game,use a brick as a target for a diy game,brick,brick,0.98262,0.84692,1.03173,0.9675,0.80836,0.92743,-0.01955
112,113,creative,3 Build a model of your favorite city or country using bricks,build a model of your favorite city or country using bricks,brick,brick,0.88777,0.93201,1.0141,0.97389,0.80831,0.92322,-0.00643
113,114,creative,4 Use a brick as a for a surprise party,use a brick as a for a surprise party,brick,brick,0.82777,0.86891,0.82368,0.96753,0.80813,0.8592,-0.04665
114,115,creative,5 Freeze yourbricks in the winter and use them as ice cream blocks,freeze yourbricks in the winter and use them as ice cream blocks,brick,brick,0.84157,0.96302,0.93285,0.96769,0.80828,0.90268,-0.0167
115,116,creative,6 Build a house out of bricks for a small fee,build a house out of bricks for a small fee,brick,brick,0.81821,0.89724,0.97076,0.96754,1.19169,0.96909,-0.01799
116,117,creative,7 Use a brick as a weight for a balance beam,use a brick as a weight for a balance beam,brick,brick,1.23794,1.04697,1.10776,0.97036,1.1921599999999999,1.11104,0.03985
117,118,creative,8 Build a minicity using bricks as the building blocks,build a minicity using bricks as the building blocks,brick,brick,1.04569,1.02882,1.04067,0.96584,1.19183,1.05457,0.01928
118,119,creative,9 Use a brick to make a DIY bridge over a stream,use a brick to make a diy bridge over a stream,brick,brick,1.21674,1.07996,0.8767199999999999,0.9675,1.19152,1.06649,0.01431
119,120,creative,10 Build a DIY storage unit out of bricks,build a diy storage unit out of bricks,brick,brick,1.00333,1.0587,0.97735,0.97439,0.80858,0.96447,0.01454
120,121,creative,1 Use a brick as a target for a DIY project,use a brick as a target for a diy project,brick,brick,1.09514,0.99685,0.94114,0.96753,0.80845,0.96182,-0.00172
121,122,creative,2 Build a snowman using a brick as a body,build a snowman using a brick as a body,brick,brick,0.8361000000000001,0.98241,1.01953,0.96733,1.19184,0.99944,0.00288
122,123,creative,3 Use a brick as a DIY foundation for a small gardener's tool,use a brick as a diy foundation for a small gardeners tool,brick,brick,1.21729,1.0503,1.01317,0.96734,0.80824,1.01127,0.02011
123,124,creative,4 Create a DIY wall clock using a brick as the hour hand,create a diy wall clock using a brick as the hour hand,brick,brick,1.03369,0.85973,0.94816,0.96758,0.8083899999999999,0.92351,-0.02599
124,125,creative,5 Use a brick as a DIY obstacle course,use a brick as a diy obstacle course,brick,brick,0.77012,1.13904,1.05342,0.9678,0.80882,0.94784,0.02565
125,126,creative,6 Build a DIY house using only bricks,build a diy house using only bricks,brick,brick,0.96574,0.97658,0.99539,0.99031,1.1915,1.0239,0.01777
126,127,creative,7 Use a brick as a small for a DIY investment portfolio,use a brick as a small for a diy investment portfolio,brick,brick,0.99798,0.96813,0.90955,0.96752,0.88046,0.94473,-0.01255
127,128,creative,8 Use a brick as a DIY container for storing small items,use a brick as a diy container for storing small items,brick,brick,0.97642,0.86212,1.05559,0.96781,1.19156,1.0107,-0.00805
128,129,creative,9 Build a DIY bridge using a brick as the top and bottom,build a diy bridge using a brick as the top and bottom,brick,brick,1.15976,0.94608,0.93446,0.96759,0.80856,0.96329,-0.00895
129,130,creative,10 Use a brick as a DIY model for children to build their own ideas,use a brick as a diy model for children to build their own ideas,brick,brick,1.11594,0.94042,0.95834,0.96746,0.80842,0.95812,-0.00848
130,131,creative,1 Use a brick as a prop for a play or performance,use a brick as a prop for a play or performance,brick,brick,0.82828,0.94912,1.0683799999999999,0.96754,1.19022,1.00071,0.00315
131,132,creative,2 Build a small house or storage unit using multiple bricks,build a small house or storage unit using multiple bricks,brick,brick,1.07671,1.08489,0.87486,0.9581500000000001,1.19184,1.03729,0.00437
132,133,creative,3 Use a brick as a base for a DIY project such as a garden bonfire or small fire place,use a brick as a base for a diy project such as a garden bonfire or small fire place,brick,brick,0.91399,1.04024,1.00944,0.96754,1.19167,1.02458,0.01409
133,134,creative,4 Create a DIY window frame using bricks as the vertical members and glass as the horizontal members,create a diy window frame using bricks as the vertical members and glass as the horizontal members,brick,brick,0.85269,0.98117,0.9307799999999999,0.96754,1.19165,0.98477,-0.00764
134,135,creative,5 Use a brick as a target for a game of rockpaperscissors,use a brick as a target for a game of rockpaperscissors,brick,brick,0.91076,0.92318,1.00088,0.96752,1.19173,0.99881,-0.00685
135,136,creative,6 Build a smallERP Enterprise Resource Planning system using bricks,build a smallerp enterprise resource planning system using bricks,brick,brick,0.96606,0.98127,0.8714999999999999,1.0993,1.19245,1.02212,0.07251
136,137,creative,7 Create a DIY face mask using bricks as the face and bodypartlike bricks to form the mask,create a diy face mask using bricks as the face and bodypartlike bricks to form the mask,brick,brick,0.8486,0.97764,1.00757,0.96754,0.8083400000000001,0.92194,-0.00486
137,138,creative,8 Use a brick to build a small fireman's booth to keep firemen safe during a fire,use a brick to build a small firemans booth to keep firemen safe during a fire,brick,brick,0.8457399999999999,0.94726,0.96016,0.96753,0.8083400000000001,0.90581,-0.01595
138,139,creative,9 Build a small outdoor stringed instrument using bricks as the body and strings,build a small outdoor stringed instrument using bricks as the body and strings,brick,brick,1.04946,0.94639,1.00514,0.96775,0.8084,0.95543,-0.00368
139,140,creative,10 Create a DIY time machine using bricks to travel back in time,create a diy time machine using bricks to travel back in time,brick,brick,1.01847,1.08069,1.0406,0.96753,0.80844,0.98315,0.02221
140,141,creative,1 Use a brick as a foundation for a DIY house,use a brick as a foundation for a diy house,brick,brick,1.18722,0.9094,0.95033,0.96758,0.80846,0.9646,-0.01228
141,142,creative,2 Build a wall around your garden,build a wall around your garden,brick,brick,1.0974,0.97079,1.04703,0.96599,1.19092,1.05443,0.01205
142,143,creative,3 Use a brick as a target for a DIY project,use a brick as a target for a diy project,brick,brick,1.09514,0.99685,0.94114,0.96753,0.80845,0.96182,-0.00172
143,144,creative,4 Use a brick as a material for a painting,use a brick as a material for a painting,brick,brick,1.01357,1.06933,1.02989,0.96751,0.80802,0.97766,0.01879
144,145,creative,5 Use a brick as a weight for a float,use a brick as a weight for a float,brick,brick,0.76308,0.9539,1.00402,0.96757,0.80756000000000006,0.89923,-0.01211
145,146,creative,6 Build a DIY bridge with a brick wall,build a diy bridge with a brick wall,brick,brick,1.06506,1.02166,0.80477,0.97082,0.8092900000000001,0.93432,-0.01329
146,147,creative,7 Use a brick as a platform for a DIY adventure,use a brick as a platform for a diy adventure,brick,brick,0.88318,0.95178,1.0838700000000001,0.96747,0.80836,0.93893,0.00131
