id	word1	word2	word3	word4	word5	word6	word7	word8	word9	word10	dat
52	Happiness	Sadness	Love	Hate	Peace	War	Joy	Sorrow	Tranquility	Serenity	53.33434882618132
53	Shoe	Book	Tree	Sky	Table	House	Ocean	Desert	Mountain	River	72.10531107016972
54	ocean	apple	rainbow	bicycle	mountain	carrot	dog	sun	banana	elephant	71.37456291488239
55	Table	Vase	Car	Jacket	Kite	Phone	Pencil	Tree	Door	Window	79.69051627885727
56	cat	dog	car	tree	cloud	grass	sun	sky	earth	moon	66.46342951627005
57	Elephant	Onion	Dandelion	Ocean	Moon	Sky	Apple	Mountain	Zebra	Pencil	68.90454703853244
58	sun	moon	apple	dog	castle	road	tree	water	knife	elephant	69.16957944631577
59	Apple	Book	Door	Egg	Eye	House	Kite	Lamb	Moon	Ocean	77.00064015530404
60	Blue	Chair	Green	Love	Sun	Star	Moon	Fire	Earth	Water	63.667962026028405
61	Mountain	Tree	Ocean	Sky	River	Sun	Moon	Cloud	Rainbow	Earth	52.74452978656406
62	Apple	Tree	Elephant	Cat	Dog	Bicycle	Book	Table	Chair	Pen	69.54968032382783
63	cat	dog	table	chair	pen	sun	moon	sky	ocean	cloud	68.31721457697097
64	dog	cat	bird	tree	rock	cloud	sun	moon	flower	lake	65.53861811047508
65	dog	cat	tree	rose	banana	apple	book	pen	table	chair	69.78677110303016
66	Apple	banana	chair	dog	elephant	flower	grass	house	knife	moon	67.5965741276741
67	elephant	banana	dog	tree	bat	apple	ocean	book	leaf	grass	69.56577485515957
68	cat	computer	door	elephant	ball	dog	table	moon	shoe	tree	68.7244947822321
69		apple	chair	cat	dog	elephant	glass	hat	hair	heart	67.68066194795426
70	book	pen	house	car	dog	table	chair	cat	television	apple	70.3043424657413
71	apple	cat	dog	bird	cloud	tree	car	ball	pen	table	67.12540019126166
72	Wood	Ocean	Mercury	Rain	Moon	Sun	Table	Couch	Leaf	Rock	64.65886639697212
73	Apple	Banana	Table	Desk	Chair	Ball	Pencil	Paper	Book	Car	68.96364880459649
74	Lion	Tree	Elephant	Bridge	Chair	Ocean	Sun	Moon	Star	Mountain	68.83157952910378
75	brick	table	banana	book	pen	dog	cat	tree	chair	sun	74.29940111580349
76	Sun	Moon	Star	Planet	Ocean	Wave	Sand	Water	Air	Stone	59.14010412636257
77	dog	cat	chair	tree	car	road	house	table	ball	pen	64.96006413584664
78	apple	dog	tree	table	chair	book	pen	sun	moon	star	72.56556281021663
79	Sun	Table	Chair	Tree	Wind	Bird	Moon	Grass	Mountain	Ocean	65.36528063671929
80	dog	cat	rabbit	lion	elephant	snake	horse	monkey	giraffe	zebra	46.71617377372015
81	Elephant	Car	Table	Sun	Coffee	Moon	Tree	House	Cloud	Paper	70.06883841185342
82	Elephant	Chair	Moon	Tree	Sun	Cloud	Apple	Water	Football	Table	69.14657134385337
83	Apple	Orange	Ball	Book	Tree	Table	Sun	Moon	Dog	Cat	71.27253069054512
84	apple	house	car	table	dog	cat	book	pencil	chair	bed	69.20815848168873
85	Apple	Elephant	Sun	Moon	Ocean	Mountain	Sky	Train	Tree	Rock	59.70167269309362
86	Cat	Love	Book	Tree	Table	Chair	Fire	Water	Earth	Sun	71.73621682893662
87	apple	orange	book	tree	table	chair	dog	cat	ball	car	71.16347654234795
88	Sky	sun	earth	moon	cloud	rain	umbrella	rainbow	glass	grass	53.030386354242054
89	dog	cat	tree	cloud	city	car	sea	mountain	sky	grass	70.31535236608414
90	Sea	Sky	Earth	Bird	Sun	Moon	Tree	River	Mountain	Ocean	51.77707572778066
91	apple	dog	tree	star	ocean	mountain	car	sandwich	table	sun	72.55608701989765
92	Mountain	Ocean	Tree	Bird	Cloud	Rock	Sun	Moon	Rose	Grass	62.42382668313526
93	chair	table	cup	dog	cat	bird	mouse	tree	rock	grass	66.95218348786945
94	apple	dog	chair	window	table	cat	pencil	ball	man	woman	69.51127428384055
95	Stone	Tree	River	House	Chair	Table	Car	Sun	Moon	Ocean	67.8148918918201
96	Apple	Elephant	Paper	Ball	Chair	Table	Door	Window	Pencil	Bed	72.4896530310313
97	apple	dog	book	computer	pen	table	chair	banana	bed	pillow	72.49915287608192
98	Apple	Elephant	Sun	Moon	Earth	Ocean	Tree	House	Ball	Pencil	61.40836306980678
99	Apple	Tree	Sun	Moon	Elephant	Cat	Rabbit	Dog	Horse	Ball	63.73606302908489
