...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
55,56,creative,Use a book as a place to keep a collection of small items such as buttons or coins,use a book as a place to keep a collection of small items such as buttons or coins,book,book,1.0967500000000001,0.98753,0.97476,0.96613,1.22076,1.04919,0.06326
56,57,creative,Use a book as a stand for propping up your phone or tablet,use a book as a stand for propping up your phone or tablet,book,book,0.93877,0.97737,0.95746,0.96613,1.21664,1.01127,8.4e-4
57,58,creative,Use a book as a coaster or placemat,use a book as a coaster or placemat,book,book,0.84668,1.1078999999999999,0.9781,0.96507,0.78315,0.93618,-0.04749
58,59,creative,Use a book as a backdrop for creative photography or Instagram shots,use a book as a backdrop for creative photography or instagram shots,book,book,1.07303,0.9227,0.90068,0.96613,0.7524299999999999,0.92299,0.01099
59,60,creative,Use a book as a gift box or packaging for small items,use a book as a gift box or packaging for small items,book,book,1.09772,1.04706,0.91641,0.96618,1.24957,1.05539,0.06461
60,61,creative,Use a book as a writing or drawing surface,use a book as a writing or drawing surface,book,book,0.95506,1.01332,0.88426,0.96609,0.72217,0.90818,-0.02889
61,62,creative,Use a book as a musical instrument or sound generator,use a book as a musical instrument or sound generator,book,book,0.8557,1.01412,1.01996,0.96493,1.2683,1.0246,-0.01739
62,63,creative,Use a book as a stand for propping up your tablet or phone,use a book as a stand for propping up your tablet or phone,book,book,0.93877,0.97737,0.95746,0.96613,1.21664,1.01127,8.4e-4
63,64,creative,A book can be repurposed as a,a book can be repurposed as a,book,book,1.05931,0.90835,0.96752,0.96636,1.3201,1.04433,0.04762
64,65,creative,Birdhouse,birdhouse,book,book,0.81964,0.85944,0.86652,0.94597,1.00786,0.89989,-0.0808
65,66,creative,Planter,planter,book,book,0.94272,0.97624,0.94336,1.08571,1.05579,1.00076,0.01046
66,67,creative,Weight for an exercise,weight for an exercise,book,book,1.05495,0.8772,1.04702,0.88152,1.30494,1.03313,0.03653
67,68,creative,Footrest,footrest,book,book,1.01852,0.83432,0.98385,NA,1.19444,1.00778,0.02021
68,69,creative,Laptop stand,laptop stand,book,book,1.05586,0.9586,1.07965,0.96179,1.33254,1.07769,0.06277
69,70,creative,Photo album,photo album,book,book,1.00083,0.9593700000000001,1.1266,0.97041,1.10304,1.03205,0.03404
70,71,creative,Art display,art display,book,book,1.08962,0.97276,1.00689,1.01613,1.27428,1.07194,0.07438
71,72,creative,Storage for odds and ends,storage for odds and ends,book,book,1.01716,0.97645,0.93191,0.97955,0.7388600000000001,0.92879,-5e-4
72,73,creative,Decoration,decoration,book,book,0.96029,0.95433,0.91218,0.99515,0.92583,0.94956,-0.01153
73,74,creative,A gift for someone with similar interests,a gift for someone with similar interests,book,book,0.99064,1.01787,1.04988,0.96638,0.74039,0.95303,0.00369
74,75,creative,A creative use for a book can be anything that you come up with that strikes you as clever unusual interesting uncommon humorous innovative or different Some people might find the idea of using books as birdhouses or planters to be unusual and clever while others might prefer the idea of using them as laptop stands or art displays It's all about individual preference and creativity,a creative use for a book can be anything that you come up with that strikes you as clever unusual interesting uncommon humorous innovative or different some people might find the idea of using books as birdhouses or planters to be unusual and clever while others might prefer the idea of using them as laptop stands or art displays its all about individual preference and creativity,book,book,0.97,0.86775,1.04013,0.96613,0.80715,0.93023,-0.01443
75,76,creative,Use a book as a coaster for hot drinks,use a book as a coaster for hot drinks,book,book,0.9188000000000001,1.04338,0.95565,0.96625,0.78085,0.93299,-0.0285
76,77,creative,Use a book as a decorative element on a shelf or table,use a book as a decorative element on a shelf or table,book,book,0.90835,0.8928,1.09896,0.96606,1.23542,1.02032,-0.002
77,78,creative,Use a book as a doorstop,use a book as a doorstop,book,book,0.93181,1.10638,0.88114,0.97437,0.78359,0.93546,-0.02433
78,79,creative,Use a book as a laptop stand,use a book as a laptop stand,book,book,0.99089,0.93324,1.01119,0.96657,0.7366900000000001,0.92772,-0.00814
79,80,creative,Use a book as a placemat for a messy meal,use a book as a placemat for a messy meal,book,book,0.87178,0.95995,1.05576,0.9660299999999999,0.7553300000000001,0.92177,-0.04471
80,81,creative,Use a book as a support for propping up a phone or tablet,use a book as a support for propping up a phone or tablet,book,book,0.98413,0.98561,1.03541,0.96613,1.21654,1.03756,0.02691
81,82,creative,Use a book as a bookend,use a book as a bookend,book,book,0.95907,1.06241,0.92769,0.96821,0.70053,0.92358,-0.01937
82,83,creative,Use a book as a plant stand,use a book as a plant stand,book,book,0.94232,0.9077500000000001,0.9833,0.96683,0.75067,0.91017,-0.03073
83,84,creative,Use a book as a paperweight,use a book as a paperweight,book,book,0.9618,1.13342,0.91089,0.97241,0.75896,0.9475,-0.00935
84,85,creative,Use a book as a musical instrument,use a book as a musical instrument,book,book,0.95866,0.94493,0.91412,0.97295,0.75316,0.90876,-0.02741
85,86,creative,Use a book as a picture frame,use a book as a picture frame,book,book,0.76761,0.87792,0.9648,0.96154,0.73037,0.86045,-0.10325
86,87,creative,Make a book into a laptop stand,make a book into a laptop stand,book,book,1.00817,1.05415,0.97088,0.96756,0.7338,0.94691,0.00493
87,88,creative,Use a book as a bookend,use a book as a bookend,book,book,0.95907,1.06241,0.92769,0.96821,0.70053,0.92358,-0.01937
88,89,creative,Use a book as a doorstop,use a book as a doorstop,book,book,0.93181,1.10638,0.88114,0.97437,0.78359,0.93546,-0.02433
89,90,creative,Use a book as a picture frame,use a book as a picture frame,book,book,0.76761,0.87792,0.9648,0.96154,0.73037,0.86045,-0.10325
90,91,creative,Use a book as a phone stand,use a book as a phone stand,book,book,0.79262,0.89307,0.9525,0.96513,0.73531,0.86773,-0.09287
91,92,creative,Use a book as a plant stand,use a book as a plant stand,book,book,0.94232,0.9077500000000001,0.9833,0.96683,0.75067,0.91017,-0.03073
92,93,creative,Use a book as a serving tray,use a book as a serving tray,book,book,0.9866,0.9335100000000001,1.09493,0.96477,1.02028,1.00002,0.01682
93,94,creative,Use a book as a message board,use a book as a message board,book,book,0.88771,0.87195,1.01629,0.96338,0.70689,0.88924,-0.05433
94,95,creative,Use a book as a laptop stand,use a book as a laptop stand,book,book,0.99089,0.93324,1.01119,0.96657,0.7366900000000001,0.92772,-0.00814
95,96,creative,Use a book as a bookend,use a book as a bookend,book,book,0.95907,1.06241,0.92769,0.96821,0.70053,0.92358,-0.01937
96,97,creative,Book sculpture or art,book sculpture or art,book,book,1.04894,1.09555,0.85402,0.8667,1.23366,1.01977,0.02643
97,98,creative,Book clock,book clock,book,book,0.92636,0.99033,0.95107,1.09413,1.25077,1.04253,0.02014
98,99,creative,Book planter,book planter,book,book,1.05419,0.98138,1.05615,1.0263,0.7476,0.97312,0.03541
99,100,creative,Book lamp,book lamp,book,book,1.00671,1.11683,1.04581,1.0118,1.12612,1.06145,0.05019
100,101,creative,Book organizer,book organizer,book,book,0.81023,1.05322,1.063,1.0379,1.23472,1.03981,-0.01637
101,102,creative,Book seat/seat cushion,book seatseat cushion,book,book,1.0524,1.1412,0.91642,1.0373000000000001,1.11277,1.05202,0.05922
102,103,creative,Book bookmark,book bookmark,book,book,0.95567,1.2005,0.8924300000000001,0.91988,0.92813,0.97932,-0.00562
103,104,creative,Book shelf,book shelf,book,book,0.89903,1.18256,0.96936,0.95767,1.31104,1.06393,0.01018
104,105,creative,Book headboard,book headboard,book,book,0.91275,1.11313,1.10706,1.0562,0.69504,0.97684,0.00112
105,106,creative,Book table,book table,book,book,0.92036,1.08918,0.85936,0.93423,1.37175,1.03498,-0.00194
106,107,creative,Book photo holder,book photo holder,book,book,0.7075199999999999,0.95846,1.01203,0.74009,0.5595399999999999,0.79553,-0.16129
107,108,creative,Create a unique sculpture or art piece by stacking or arranging books in an interesting way,create a unique sculpture or art piece by stacking or arranging books in an interesting way,book,book,1.08183,1.04337,0.99693,0.96627,1.25406,1.06849,0.06716
108,109,creative,Use books as building blocks to create a small structure like a bookshelf or table,use books as building blocks to create a small structure like a bookshelf or table,book,book,1.11055,1.03655,1.05029,0.96614,1.22835,1.07838,0.08136
109,110,creative,Use books as decor by arranging them on a shelf or table in a visually appealing way,use books as decor by arranging them on a shelf or table in a visually appealing way,book,book,0.90295,1.01992,0.96177,0.96613,0.73546,0.91725,-0.03882
110,111,creative,Use books as weights or anchors to hold down materials like paper or fabric for crafts or art projects,use books as weights or anchors to hold down materials like paper or fabric for crafts or art projects,book,book,0.90493,1.05941,1.03824,0.96614,1.2202600000000001,1.0378,0.0043
111,112,creative,Use books as a platform for creating art like painting or drawing on each page or inside covers,use books as a platform for creating art like painting or drawing on each page or inside covers,book,book,0.90041,0.99677,1.00233,0.96613,1.22107,1.01734,-0.0068
112,113,creative,Use books as conversation starters or conversation starters by displaying them on a shelf or table in your home office or public space,use books as conversation starters or conversation starters by displaying them on a shelf or table in your home office or public space,book,book,0.85266,0.95204,1.04025,0.96613,0.77296,0.91681,-0.05312
113,114,creative,Use books as a platform for creating unique or unusual art like using pages as canvas for painting or drawing,use books as a platform for creating unique or unusual art like using pages as canvas for painting or drawing,book,book,0.86229,0.938,1.03834,0.96613,1.22375,1.0057,-0.02242
114,115,creative,Use books as a way to make a unique gift by decorating the covers and pages with personal messages or drawings,use books as a way to make a unique gift by decorating the covers and pages with personal messages or drawings,book,book,1.02467,1.03577,1.04891,0.96613,0.7617,0.96744,0.0193
115,116,creative,Use books as a platform for creating unique or unusual sculptures or art pieces like arranging books in interesting shapes or patterns,use books as a platform for creating unique or unusual sculptures or art pieces like arranging books in interesting shapes or patterns,book,book,1.09998,0.97296,1.03977,0.96613,1.22329,1.06043,0.07023
116,117,creative,Use books as a way to make a unique piece of furniture or decor by stacking or arranging them in a unique way,use books as a way to make a unique piece of furniture or decor by stacking or arranging them in a unique way,book,book,0.90384,1.01116,0.96195,0.96613,0.70252,0.90912,-0.04134
117,118,creative,Create a book sculpture or piece of art,create a book sculpture or piece of art,book,book,0.87413,0.94012,0.91482,0.93426,1.23682,0.98003,-0.03538
118,119,creative,Make a book clock or book lamp,make a book clock or book lamp,book,book,0.77788,1.1215,0.9664,0.97505,0.76063,0.92029,-0.07314
119,120,creative,Turn a book into a journal or sketchbook,turn a book into a journal or sketchbook,book,book,0.93034,1.02604,1.0601,0.96674,0.73682,0.94401,-0.01734
120,121,creative,Use a book as a canvas for art projects,use a book as a canvas for art projects,book,book,0.88198,0.94109,1.09958,0.96625,0.7632,0.93042,-0.03738
121,122,creative,Use a book as a stand for a tablet or laptop,use a book as a stand for a tablet or laptop,book,book,1.00996,0.98291,0.99316,0.96613,0.77024,0.94448,0.00363
122,123,creative,Create a book nook or reading corner,create a book nook or reading corner,book,book,1.08504,0.98539,1.14566,0.99468,1.24775,1.0917,0.08328
123,124,creative,Use a book as a coaster or a plate,use a book as a coaster or a plate,book,book,0.92391,1.01337,1.03526,0.96612,0.7815300000000001,0.94404,-0.0208
124,125,creative,Make a book wreath or book bunting,make a book wreath or book bunting,book,book,1.03653,0.87666,0.86344,0.93633,1.21617,0.98583,0.01357
125,126,creative,Use a book as a picture frame,use a book as a picture frame,book,book,0.76761,0.87792,0.9648,0.96154,0.73037,0.86045,-0.10325
126,127,creative,Make a book planter or book herb garden,make a book planter or book herb garden,book,book,1.11585,0.83876,0.99357,1.04284,0.87033,0.97227,0.04965
127,128,creative,1 Create a secret compartment in a book to hide valuables,create a secret compartment in a book to hide valuables,book,book,0.93482,0.99313,1.14752,0.96616,1.3002799999999999,1.06838,0.02626
128,129,creative,2 Use a book as a coaster or placemat,use a book as a coaster or placemat,book,book,0.84668,1.1078999999999999,0.9781,0.96507,0.78315,0.93618,-0.04749
129,130,creative,3 Make a book into a planter,make a book into a planter,book,book,1.07911,0.95656,1.00504,0.97203,0.69128,0.9408,0.02451
130,131,creative,4 Use a book as a stand for a tablet or electronic device,use a book as a stand for a tablet or electronic device,book,book,0.97157,0.99596,1.02141,0.96612,1.2316,1.03733,0.02258
131,132,creative,5 Use a book as a weight to hold down a tablecloth,use a book as a weight to hold down a tablecloth,book,book,0.96746,0.91991,0.9338,0.96617,1.29688,1.01684,0.00904
132,133,creative,6 Use a book to prop up a door,use a book to prop up a door,book,book,1.08679,1.07278,1.16316,0.96638,1.02617,1.06306,0.07491
133,134,creative,7 Use a book as a cutting board,use a book as a cutting board,book,book,0.86512,0.99188,1.09311,0.9646399999999999,0.7182999999999999,0.92661,-0.04295
134,135,creative,8 Use a book as a stand for a cookbook,use a book as a stand for a cookbook,book,book,0.85575,0.9220200000000001,1.01183,0.96611,0.81294,0.91373,-0.05515
135,136,creative,9 Use a book as a makeshift umbrella holder,use a book as a makeshift umbrella holder,book,book,1.08319,0.98534,1.05462,0.96237,1.21267,1.05964,0.065310000000000007
136,137,creative,10 Use a book as a decorative piece on a shelf or table,use a book as a decorative piece on a shelf or table,book,book,1.09418,0.96036,1.10378,0.96611,1.22987,1.07086,0.07412
137,138,creative,Create a journal or sketchbook by stapling blank sheets of paper to the spine of a book,create a journal or sketchbook by stapling blank sheets of paper to the spine of a book,book,book,0.9999,0.99922,0.97435,0.96613,0.69226,0.92637,-0.00562
138,139,creative,Use a book as a bookend by stacking two on top of each other,use a book as a bookend by stacking two on top of each other,book,book,0.93902,0.97971,0.96587,0.96612,0.74683,0.91951,-0.02771
139,140,creative,Make a sculptural piece by stacking and gluing books together in various configurations,make a sculptural piece by stacking and gluing books together in various configurations,book,book,1.07282,1.06456,0.95803,0.96214,1.19594,1.0507,0.05718
140,141,creative,Use a book as a picture frame by cutting out a window in the cover and inserting a photograph or a print,use a book as a picture frame by cutting out a window in the cover and inserting a photograph or a print,book,book,1.07821,1.05937,0.96347,0.96613,1.22079,1.05759,0.06155
141,142,creative,Use a book as a decorative piece by painting or decorating the cover,use a book as a decorative piece by painting or decorating the cover,book,book,0.91538,0.99759,0.95325,0.96619,0.7740400000000001,0.92129,-0.0346
142,143,creative,Use a book as a laptop stand by placing a book under your laptop to raise it to a more comfortable viewing angle,use a book as a laptop stand by placing a book under your laptop to raise it to a more comfortable viewing angle,book,book,0.93093,1.05399,1.04062,0.96613,0.76544,0.95142,-0.01496
143,144,creative,Use a book as a doorstop by placing a book under a door to keep it open,use a book as a doorstop by placing a book under a door to keep it open,book,book,0.88823,1.01019,1.06865,0.96613,1.21871,1.03038,-0.00328
144,145,creative,Use a book as a desk organizer by placing pens pencils and other office supplies inside the book,use a book as a desk organizer by placing pens pencils and other office supplies inside the book,book,book,1.09388,0.91082,0.99984,0.96613,0.7763599999999999,0.94941,0.02981
145,146,creative,Use a book as a cookbook by placing recipes or cooking notes inside the book,use a book as a cookbook by placing recipes or cooking notes inside the book,book,book,0.90734,0.91025,0.98738,0.96591,0.78411,0.911,-0.04126
146,147,creative,Use a book as a photo album by placing photographs or mementos inside the book,use a book as a photo album by placing photographs or mementos inside the book,book,book,0.89769,1.06235,1.06205,0.96613,0.78261,0.95417,-0.02334
147,148,creative,Make a book clock Cut out a circle from a book page and attach it to a clock mechanism,make a book clock cut out a circle from a book page and attach it to a clock mechanism,book,book,1.07369,1.11969,1.08743,0.96613,0.77938,1.00526,0.05049
148,149,creative,Make a book lamp Cut out shapes from a book page and attach them to a lamp base,make a book lamp cut out shapes from a book page and attach them to a lamp base,book,book,1.09127,0.87367,0.94564,0.96613,1.22535,1.02041,0.04816
149,150,creative,Make a book planter Cut out a book page in the shape of a pot and plant a small plant in it,make a book planter cut out a book page in the shape of a pot and plant a small plant in it,book,book,1.0949,0.97633,0.89862,0.96613,0.77799,0.94279,0.02543
150,151,creative,Make a book sculpture Cut out shapes from a book page and attach them to a base to create a sculpture,make a book sculpture cut out shapes from a book page and attach them to a base to create a sculpture,book,book,1.09608,1.06248,0.9773,0.96613,0.77883,0.97616,0.04203
151,152,creative,Make a book doorstop Cut out a book page in the shape of a wedge and attach it to a doorstop base,make a book doorstop cut out a book page in the shape of a wedge and attach it to a doorstop base,book,book,1.08137,1.08837,1.07852,0.96613,1.22005,1.08689,0.07752
152,153,creative,Make a book picture frame Cut out a book page in the shape of a frame and attach it to a picture frame,make a book picture frame cut out a book page in the shape of a frame and attach it to a picture frame,book,book,0.96167,1.11246,0.9074,0.96613,0.77569,0.94467,-0.01164
153,154,creative,Make a book musical instrument Cut out a book page in the shape of a musical instrument and attach it to a music box or speaker to create a sound,make a book musical instrument cut out a book page in the shape of a musical instrument and attach it to a music box or speaker to create a sound,book,book,1.09046,1.01335,0.96199,0.96613,1.21978,1.05034,0.0618
154,155,creative,Make a book jewelry box Cut out a book page in the shape of a box and attach it to a jewelry box base,make a book jewelry box cut out a book page in the shape of a box and attach it to a jewelry box base,book,book,1.09465,0.96071,0.90752,0.96613,1.2212399999999999,1.03005,0.05295
155,156,creative,Make a book serving tray Cut out a book page in the shape of a tray and attach it to a serving tray base,make a book serving tray cut out a book page in the shape of a tray and attach it to a serving tray base,book,book,1.09563,1.08639,0.91227,0.96613,1.07089,1.02626,0.0556
156,157,creative,Make a book puzzle Cut out a book page in the shape of a puzzle and attach a puzzle base,make a book puzzle cut out a book page in the shape of a puzzle and attach a puzzle base,book,book,1.12199,0.95204,0.97207,0.96613,1.22558,1.04756,0.06958
157,158,creative,Make a decorative flower arrangement by stacking books with different colored covers on top of each other,make a decorative flower arrangement by stacking books with different colored covers on top of each other,book,book,0.90888,1.02046,0.99556,0.9663,0.7840199999999999,0.93504,-0.02985
158,159,creative,Use a book as a laptop stand,use a book as a laptop stand,book,book,0.99089,0.93324,1.01119,0.96657,0.7366900000000001,0.92772,-0.00814
159,160,creative,Use a book to prop up a phone or tablet to create a makeshift stand,use a book to prop up a phone or tablet to create a makeshift stand,book,book,1.00065,0.98845,0.86675,0.96613,1.22464,1.00932,0.01598
160,161,creative,Create a unique coffee table by stacking books of different sizes and shapes on top of each other,create a unique coffee table by stacking books of different sizes and shapes on top of each other,book,book,1.09701,1.04343,1.04118,0.96613,1.25068,1.07969,0.07733
161,162,creative,Use a book as a cookbook stand in the kitchen,use a book as a cookbook stand in the kitchen,book,book,1.08195,1.00968,0.94885,0.96594,1.19839,1.04096,0.05549
162,163,creative,Use a book as a sketchbook or journal,use a book as a sketchbook or journal,book,book,0.9319,0.92346,1.09848,0.96832,0.7432000000000001,0.93307,-0.02123
163,164,creative,Use a book to prop up a picture frame,use a book to prop up a picture frame,book,book,0.98911,0.88083,0.95729,0.96549,0.94912,0.94837,-0.00598
164,165,creative,Use a book as a decorative piece in your living room or bedroom,use a book as a decorative piece in your living room or bedroom,book,book,0.90589,0.88861,1.0377,0.96596,0.78008,0.91565,-0.03866
165,166,creative,Use a book as a doorstop,use a book as a doorstop,book,book,0.93181,1.10638,0.88114,0.97437,0.78359,0.93546,-0.02433
166,167,creative,Use a book as a bookend,use a book as a bookend,book,book,0.95907,1.06241,0.92769,0.96821,0.70053,0.92358,-0.01937
167,168,creative,Create a sculpture by stacking up old books,create a sculpture by stacking up old books,book,book,0.90881,0.97547,1.0139,0.98946,1.30842,1.03921,0.00509
168,169,creative,Transform a book into a piece of art by decoupaging it with colorful paper or fabric,transform a book into a piece of art by decoupaging it with colorful paper or fabric,book,book,1.10357,0.96746,1.0575,0.96613,0.7319899999999999,0.96533,0.04186
169,170,creative,Use a book as a planter for succulents or other small plants,use a book as a planter for succulents or other small plants,book,book,1.09665,0.95457,0.88721,0.96614,1.26645,1.0342,0.05386
