...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
18,19,creative,9 Design a DIY pinball machine by creating obstacles and ramps inside the box Use marbles as the pinballs and enjoy hours of entertainment,design a diy pinball machine by creating obstacles and ramps inside the box use marbles as the pinballs and enjoy hours of entertainment,box,box,0.77573
19,20,creative,10 Create a personalized time capsule by decorating the box and filling it with meaningful objects or notes Bury it in your backyard or keep it as a sentimental keepsake,create a personalized time capsule by decorating the box and filling it with meaningful objects or notes bury it in your backyard or keep it as a sentimental keepsake,box,box,0.77685
20,21,creative,1 Box fort Transform the box into a mini fort or clubhouse by cutting out windows and doors and decorating it with colors and patterns It can become a cozy hideaway for kids or even a reading nook,box fort transform the box into a mini fort or clubhouse by cutting out windows and doors and decorating it with colors and patterns it can become a cozy hideaway for kids or even a reading nook,box,box,1.22315
21,22,creative,2 Cat playhouse Cut holes in the box and add platforms or ramps to create a multilevel playhouse for your feline friend Cats love exploring and climbing so this can provide them with endless entertainment,cat playhouse cut holes in the box and add platforms or ramps to create a multilevel playhouse for your feline friend cats love exploring and climbing so this can provide them with endless entertainment,box,box,1.21622
22,23,creative,3 Shadow puppet theater Cut a large hole in one side of the box and use it as a screen for shadow puppetry Place a light source behind the box and create various characters using your hands or cutout shapes,shadow puppet theater cut a large hole in one side of the box and use it as a screen for shadow puppetry place a light source behind the box and create various characters using your hands or cutout shapes,box,box,1.22272
23,24,creative,4 Box guitar or instrument Attach rubber bands or strings across the opening of the box to create a makeshift guitar or other musical instrument Experiment with different tensions and sounds to make unique tunes,box guitar or instrument attach rubber bands or strings across the opening of the box to create a makeshift guitar or other musical instrument experiment with different tensions and sounds to make unique tunes,box,box,1.22315
24,25,creative,5 Planter box Line the inside of a sturdy box with plastic and fill it with soil to create a mini garden You can grow herbs flowers or even small vegetables Decorate the outside of the box for added style,planter box line the inside of a sturdy box with plastic and fill it with soil to create a mini garden you can grow herbs flowers or even small vegetables decorate the outside of the box for added style,box,box,0.77685
25,26,creative,6 Portable mini golf course Cut out various obstacles like tunnels ramps or hills inside the box then use a small ball and a golf putter to create your own mini golf game Set it up anywhere for a quick round of fun,portable mini golf course cut out various obstacles like tunnels ramps or hills inside the box then use a small ball and a golf putter to create your own mini golf game set it up anywhere for a quick round of fun,box,box,0.77685
26,27,creative,7 Gift wrapping station Use the box as a dedicated space for gift wrapping Keep all your wrapping supplies neatly organized inside and use the box to measure cut and store wrapping paper,gift wrapping station use the box as a dedicated space for gift wrapping keep all your wrapping supplies neatly organized inside and use the box to measure cut and store wrapping paper,box,box,0.7772399999999999
27,28,creative,8 Box maze Cut openings and passages in multiple sides of the box then connect them to create a maze Challenge friends or family to find their way through the labyrinth,box maze cut openings and passages in multiple sides of the box then connect them to create a maze challenge friends or family to find their way through the labyrinth,box,box,1.22314
28,29,creative,9 Photo booth Decorate the inside of the box with colorful backgrounds props and even a small camera hole Set it up at parties or gatherings for a fun and interactive photo booth experience,photo booth decorate the inside of the box with colorful backgrounds props and even a small camera hole set it up at parties or gatherings for a fun and interactive photo booth experience,box,box,0.77685
29,30,creative,10 DIY pinball machine Create your own pinball game by attaching ramps flippers and obstacles inside the box Use marbles or small balls as pinballs and challenge others to beat your high score,diy pinball machine create your own pinball game by attaching ramps flippers and obstacles inside the box use marbles or small balls as pinballs and challenge others to beat your high score,box,box,0.77695
30,31,creative,1 A mini herb garden Convert a box into a small planter by adding soil seeds and some drainage holes It can be a fun and unique way to grow herbs in limited spaces,a mini herb garden convert a box into a small planter by adding soil seeds and some drainage holes it can be a fun and unique way to grow herbs in limited spaces,box,box,1.22304
31,32,creative,2 A DIY pinball machine Create your own pinball game by using a box as the base and adding obstacles ramps and a small marble Decorate it with colorful designs for added flair,a diy pinball machine create your own pinball game by using a box as the base and adding obstacles ramps and a small marble decorate it with colorful designs for added flair,box,box,1.22315
32,33,creative,3 A portable photo studio Line the inside of a box with a white background attach small LED lights and use it as a makeshift photo studio for capturing small objects or product photography,a portable photo studio line the inside of a box with a white background attach small led lights and use it as a makeshift photo studio for capturing small objects or product photography,box,box,0.77685
33,34,creative,4 A pet hideaway Cut a hole in the side of a box large enough for your pet to comfortably enter then fill it with cozy bedding or blankets It can become a cozy little sanctuary for your furry friend,a pet hideaway cut a hole in the side of a box large enough for your pet to comfortably enter then fill it with cozy bedding or blankets it can become a cozy little sanctuary for your furry friend,box,box,1.22301
34,35,creative,5 A creative puppet theater Cut out a rectangular opening in the front of a box and decorate it like a theater stage with curtains Use puppets or cutout characters to put on your own imaginative puppet shows,a creative puppet theater cut out a rectangular opening in the front of a box and decorate it like a theater stage with curtains use puppets or cutout characters to put on your own imaginative puppet shows,box,box,1.22315
35,36,creative,6 A DIY cat castle Stack multiple boxes of different sizes cut holes in them for tunnels and connect them with tape or glue to create an elaborate play structure for your feline friend,a diy cat castle stack multiple boxes of different sizes cut holes in them for tunnels and connect them with tape or glue to create an elaborate play structure for your feline friend,box,box,0.77757
36,37,creative,7 A homemade board game Use a box as the base for creating your own board game Draw a unique game board make custom cards or dice and add game pieces for hours of fun,a homemade board game use a box as the base for creating your own board game draw a unique game board make custom cards or dice and add game pieces for hours of fun,box,box,1.22315
37,38,creative,8 A personalized memory box Decorate a box with pictures quotes or meaningful items to create a personalized memory box It can be used to store special mementos and keepsakes,a personalized memory box decorate a box with pictures quotes or meaningful items to create a personalized memory box it can be used to store special mementos and keepsakes,box,box,1.22315
38,39,creative,9 A smartphone projector Cut a small hole in the side of a box attach a magnifying lens to it and place your smartphone inside The box acts as a projector creating a makeshift movie theater experience,a smartphone projector cut a small hole in the side of a box attach a magnifying lens to it and place your smartphone inside the box acts as a projector creating a makeshift movie theater experience,box,box,0.88408
39,40,creative,10 A DIY pinhole camera Turn a box into a pinhole camera by adding a small pinhole on one side and inserting photo paper or lightsensitive material inside This allows you to capture unique and artistic images using basic principles of photography,a diy pinhole camera turn a box into a pinhole camera by adding a small pinhole on one side and inserting photo paper or lightsensitive material inside this allows you to capture unique and artistic images using basic principles of photography,box,box,1.22314
40,41,creative,1 Portable minigarden Line the box with plastic fill it with soil and plant small herbs or flowers This allows you to have a portable garden that can be moved around easily,portable minigarden line the box with plastic fill it with soil and plant small herbs or flowers this allows you to have a portable garden that can be moved around easily,box,box,1.22315
41,42,creative,2 Cat playhouse Cut holes in different sides of the box add some shredded paper or toys inside and watch your feline friend have hours of fun exploring and playing in their new hideaway,cat playhouse cut holes in different sides of the box add some shredded paper or toys inside and watch your feline friend have hours of fun exploring and playing in their new hideaway,box,box,0.77946
42,43,creative,3 DIY projector Create a simple smartphone projector by cutting a hole in one side of the box and attaching a magnifying glass at the opening Place your phone inside the box and you'll have a makeshift projector to watch movies or videos on a larger scale,diy projector create a simple smartphone projector by cutting a hole in one side of the box and attaching a magnifying glass at the opening place your phone inside the box and youll have a makeshift projector to watch movies or videos on a larger scale,box,box,0.77693
43,44,creative,4 Creative storage Decorate and personalize the box then use it for storing items like magazines toys or even as a shoe rack by stacking multiple boxes together,creative storage decorate and personalize the box then use it for storing items like magazines toys or even as a shoe rack by stacking multiple boxes together,box,box,0.7738700000000001
44,45,creative,5 Mini greenhouse Similar to a portable garden but this time use a transparent box to create a small greenhouse to start seedlings or protect delicate plants from harsh weather conditions,mini greenhouse similar to a portable garden but this time use a transparent box to create a small greenhouse to start seedlings or protect delicate plants from harsh weather conditions,box,box,1.22311
45,46,creative,6 Photo booth Cut out a large square from one side of the box decorate the inside with fun props and use it as a DIY photo booth for parties or special occasions,photo booth cut out a large square from one side of the box decorate the inside with fun props and use it as a diy photo booth for parties or special occasions,box,box,0.77685
46,47,creative,7 Memory box Decorate the box and use it to store meaningful items such as letters photographs and small trinkets that hold sentimental value creating a personalized memory box,memory box decorate the box and use it to store meaningful items such as letters photographs and small trinkets that hold sentimental value creating a personalized memory box,box,box,0.77685
47,48,creative,8 DIY pinball machine Cut various slopes and holes into the box add some pins or obstacles and use marbles or small balls as the game pieces You can now enjoy your own homemade pinball machine,diy pinball machine cut various slopes and holes into the box add some pins or obstacles and use marbles or small balls as the game pieces you can now enjoy your own homemade pinball machine,box,box,1.22318
48,49,creative,9 Shadow theater Cut a large hole in one side of the box attach a thin white sheet as a screen and add a light source behind it Now you can create your own shadow puppet theater by projecting various shapes and telling stories,shadow theater cut a large hole in one side of the box attach a thin white sheet as a screen and add a light source behind it now you can create your own shadow puppet theater by projecting various shapes and telling stories,box,box,0.7768200000000001
49,50,creative,10 Mini library Create a small bookshelf by stacking multiple boxes on top of each other adding dividers inside to separate books and decorating the outside to resemble a tiny library This is perfect for organizing and displaying your favorite reads,mini library create a small bookshelf by stacking multiple boxes on top of each other adding dividers inside to separate books and decorating the outside to resemble a tiny library this is perfect for organizing and displaying your favorite reads,box,box,1.22315
50,51,creative,1 A portable minigarden Line the box with plastic fill it with soil and plant your favorite herbs or small flowers It can be a compact and mobile solution for urban gardening,a portable minigarden line the box with plastic fill it with soil and plant your favorite herbs or small flowers it can be a compact and mobile solution for urban gardening,box,box,1.22315
51,52,creative,2 A personalized time capsule Decorate the box write down your thoughts collect small mementos and seal them inside Bury or hide it somewhere to be opened in the future for nostalgic purposes,a personalized time capsule decorate the box write down your thoughts collect small mementos and seal them inside bury or hide it somewhere to be opened in the future for nostalgic purposes,box,box,1.22315
52,53,creative,3 A DIY pet bed Cut out a section of the box to create an entrance add a comfy cushion or blanket and voila A cozy little nook for your furry friend,a diy pet bed cut out a section of the box to create an entrance add a comfy cushion or blanket and voila a cozy little nook for your furry friend,box,box,1.2231
53,54,creative,4 A wallmounted storage shelf Paint or cover the box with decorative paper mount it on a wall and use it as a stylish storage solution for small items like books trinkets or office supplies,a wallmounted storage shelf paint or cover the box with decorative paper mount it on a wall and use it as a stylish storage solution for small items like books trinkets or office supplies,box,box,1.2238
54,55,creative,5 A mini theater Transform the box into a puppet theater by adding curtains small puppets and a stage Use your imagination to create fun plays or storytelling sessions,a mini theater transform the box into a puppet theater by adding curtains small puppets and a stage use your imagination to create fun plays or storytelling sessions,box,box,1.22312
55,56,creative,6 A charging station Cut out holes for cables and power outlets decorate the box to match your décor and use it to neatly organize and charge your electronic devices,a charging station cut out holes for cables and power outlets decorate the box to match your décor and use it to neatly organize and charge your electronic devices,box,box,0.7768200000000001
56,57,creative,7 A gift wrapping organizer Keep your gift wrapping supplies in one place by using the box to separate and store wrapping paper ribbons tape and other materials,a gift wrapping organizer keep your gift wrapping supplies in one place by using the box to separate and store wrapping paper ribbons tape and other materials,box,box,0.7767999999999999
57,58,creative,8 A portable art studio Fill the box with art supplies like paints brushes paper and markers It can be your goto creative space easily transported wherever inspiration strikes,a portable art studio fill the box with art supplies like paints brushes paper and markers it can be your goto creative space easily transported wherever inspiration strikes,box,box,0.77624
58,59,creative,9 A musical instrument Attach rubber bands or strings across the box's opening and create a homemade guitar or ukulele Experiment with different tensions to produce unique sounds,a musical instrument attach rubber bands or strings across the boxs opening and create a homemade guitar or ukulele experiment with different tensions to produce unique sounds,box,box,1.22315
59,60,creative,10 A DIY cat maze Cut varioussized holes in the box link them together and create an intricate maze for your cat to explore and play in Add toys or treats for extra entertainment,a diy cat maze cut varioussized holes in the box link them together and create an intricate maze for your cat to explore and play in add toys or treats for extra entertainment,box,box,0.77686
60,61,creative,1 A portable minigarden Cut out a few holes in the box line it with plastic or fabric and fill it with soil You can grow small plants or herbs in it creating a mini garden that can be easily moved around,a portable minigarden cut out a few holes in the box line it with plastic or fabric and fill it with soil you can grow small plants or herbs in it creating a mini garden that can be easily moved around,box,box,1.22315
61,62,creative,2 A DIY projector Cut a hole in one side of the box and attach a magnifying glass or a smartphone projector lens Place your smartphone inside the box facing the lens and project videos or movies onto a wall or screen,a diy projector cut a hole in one side of the box and attach a magnifying glass or a smartphone projector lens place your smartphone inside the box facing the lens and project videos or movies onto a wall or screen,box,box,0.89944
62,63,creative,3 An interactive pet toy Cut several differentsized holes in the box and fill it with treats or toys Your pet can then enjoy the challenge of finding the treats or playing with the toys by reaching inside the various holes,an interactive pet toy cut several differentsized holes in the box and fill it with treats or toys your pet can then enjoy the challenge of finding the treats or playing with the toys by reaching inside the various holes,box,box,0.77685
63,64,creative,4 A personalized time capsule Decorate the box and fill it with meaningful items such as letters photos small mementos or even a USB drive with videos and messages Bury it in the backyard or store it in a safe place to be opened in the future,a personalized time capsule decorate the box and fill it with meaningful items such as letters photos small mementos or even a usb drive with videos and messages bury it in the backyard or store it in a safe place to be opened in the future,box,box,1.22315
64,65,creative,5 A creative cat home Cut out various holes and tunnels in the box to create a mazelike structure for your cat to explore Add soft bedding inside for a cozy cat nap spot,a creative cat home cut out various holes and tunnels in the box to create a mazelike structure for your cat to explore add soft bedding inside for a cozy cat nap spot,box,box,0.77684
65,66,creative,6 A portable art studio Attach an easel to the inside lid of the box and store art supplies such as paints brushes and canvas inside You can easily carry your art studio wherever you go and set up a spontaneous painting session,a portable art studio attach an easel to the inside lid of the box and store art supplies such as paints brushes and canvas inside you can easily carry your art studio wherever you go and set up a spontaneous painting session,box,box,0.77677
66,67,creative,7 A portable speaker Cut out holes for speakers on two sides of the box and insert a small Bluetooth speaker inside The box will amplify the sound creating a makeshift portable speaker,a portable speaker cut out holes for speakers on two sides of the box and insert a small bluetooth speaker inside the box will amplify the sound creating a makeshift portable speaker,box,box,0.77685
67,68,creative,8 A homemade pinball machine Convert the box into a pinball game by creating obstacles ramps and flippers using cardboard Add marbles or small balls as pinballs and challenge your friends to a homemade pinball tournament,a homemade pinball machine convert the box into a pinball game by creating obstacles ramps and flippers using cardboard add marbles or small balls as pinballs and challenge your friends to a homemade pinball tournament,box,box,0.77685
68,69,creative,9 A vertical herb garden Attach small pots or containers to the sides of the box creating a vertical garden for growing herbs or small plants in a spacesaving manner Hang it on a wall or balcony for easy access,a vertical herb garden attach small pots or containers to the sides of the box creating a vertical garden for growing herbs or small plants in a spacesaving manner hang it on a wall or balcony for easy access,box,box,1.22315
69,70,creative,10 A creative gift box Decorate the box to match the theme or interests of the person you're giving a gift to Use unconventional wrapping materials such as maps newspaper or comic book pages to make it unique and interesting,a creative gift box decorate the box to match the theme or interests of the person youre giving a gift to use unconventional wrapping materials such as maps newspaper or comic book pages to make it unique and interesting,box,box,1.22315
70,71,creative,1 A DIY solar oven Cut a hole in the box line it with aluminum foil and place a clear plastic cover on top Use it to harness the sun's heat and cook your meals,a diy solar oven cut a hole in the box line it with aluminum foil and place a clear plastic cover on top use it to harness the suns heat and cook your meals,box,box,0.77684
71,72,creative,2 A portable minigarden Line the box with plastic fill it with soil and plant your favorite herbs or small vegetables This can be great for urban gardening or if you have limited outdoor space,a portable minigarden line the box with plastic fill it with soil and plant your favorite herbs or small vegetables this can be great for urban gardening or if you have limited outdoor space,box,box,0.77685
72,73,creative,3 A smartphone projector Cut a hole in one end of the box to fit your smartphone and use a magnifying glass to project the phone's screen onto a wall It's a fun and lowtech way to watch movies or videos,a smartphone projector cut a hole in one end of the box to fit your smartphone and use a magnifying glass to project the phones screen onto a wall its a fun and lowtech way to watch movies or videos,box,box,0.75698
73,74,creative,4 A maze for your pet Cut holes in different sides of the box and create a maze by connecting smaller boxes or tubes Watch your pet navigate through the maze for some entertainment,a maze for your pet cut holes in different sides of the box and create a maze by connecting smaller boxes or tubes watch your pet navigate through the maze for some entertainment,box,box,0.77684
74,75,creative,5 A shadow puppet theater Cut out a large opening on one side of the box and use a flashlight to project shadows onto a sheet or wall Create your own shadow puppet show with characters made from cutout cardboard,a shadow puppet theater cut out a large opening on one side of the box and use a flashlight to project shadows onto a sheet or wall create your own shadow puppet show with characters made from cutout cardboard,box,box,1.22314
75,76,creative,6 A treasure chest Decorate the box to look like a pirate's treasure chest Fill it with small trinkets coins or candies and use it as a fun prop for treasure hunts or themed parties,a treasure chest decorate the box to look like a pirates treasure chest fill it with small trinkets coins or candies and use it as a fun prop for treasure hunts or themed parties,box,box,1.22315
76,77,creative,7 A time capsule Decorate and seal the box then fill it with meaningful items or messages to be opened years later Bury it in your backyard or hide it in a safe place to preserve memories,a time capsule decorate and seal the box then fill it with meaningful items or messages to be opened years later bury it in your backyard or hide it in a safe place to preserve memories,box,box,1.22315
77,78,creative,8 A DIY pinball machine Attach obstacles ramps and a small cardboard flipper to the inside of the box Use marbles or small balls to play your homemade pinball game,a diy pinball machine attach obstacles ramps and a small cardboard flipper to the inside of the box use marbles or small balls to play your homemade pinball game,box,box,0.77655
78,79,creative,9 A cat playhouse Cut various holes in the box add ramps and attach strings or feathers to entertain your cat It can provide hours of fun for your feline friend,a cat playhouse cut various holes in the box add ramps and attach strings or feathers to entertain your cat it can provide hours of fun for your feline friend,box,box,1.22306
79,80,creative,10 A musical instrument Cut and stretch rubber bands across the opening of the box to create a homemade guitar or string instrument Experiment with different rubber band tensions to produce different sounds,a musical instrument cut and stretch rubber bands across the opening of the box to create a homemade guitar or string instrument experiment with different rubber band tensions to produce different sounds,box,box,1.22315
80,81,creative,1 A portable minigarden Convert the box into a minigarden by lining it with plastic filling it with soil and planting small herbs or flowers This way you can have a mobile garden that can be easily moved around,a portable minigarden convert the box into a minigarden by lining it with plastic filling it with soil and planting small herbs or flowers this way you can have a mobile garden that can be easily moved around,box,box,1.22315
81,82,creative,2 A DIY projector Cut a hole in one side of the box and attach a magnifying glass or a smartphone screen Place the phone inside the box with the screen facing outwards This makeshift projector can be used to watch movies or videos on a larger surface,a diy projector cut a hole in one side of the box and attach a magnifying glass or a smartphone screen place the phone inside the box with the screen facing outwards this makeshift projector can be used to watch movies or videos on a larger surface,box,box,0.77658
82,83,creative,3 A pet playhouse Transform the box into a playhouse for your furry friend by cutting out windows and doors Add some cushions or blankets inside and watch your pet enjoy their cozy new hideaway,a pet playhouse transform the box into a playhouse for your furry friend by cutting out windows and doors add some cushions or blankets inside and watch your pet enjoy their cozy new hideaway,box,box,0.87573
83,84,creative,4 An art installation Decorate the box with vibrant colors patterns or abstract designs Place it in a gallery or public space to create an interactive art installation where people can peek inside or interact with the box in some way,an art installation decorate the box with vibrant colors patterns or abstract designs place it in a gallery or public space to create an interactive art installation where people can peek inside or interact with the box in some way,box,box,0.77685
84,85,creative,5 A time capsule Fill the box with meaningful items such as letters photographs or small mementos representing the current time Bury it in the backyard or hide it in a safe place to be opened in the future as a nostalgic trip down memory lane,a time capsule fill the box with meaningful items such as letters photographs or small mementos representing the current time bury it in the backyard or hide it in a safe place to be opened in the future as a nostalgic trip down memory lane,box,box,0.77685
85,86,creative,6 A homemade pinball machine Create a pinball machine by attaching various obstacles and ramps inside the box Use marbles as the pinballs and challenge your friends to a homemade arcade game,a homemade pinball machine create a pinball machine by attaching various obstacles and ramps inside the box use marbles as the pinballs and challenge your friends to a homemade arcade game,box,box,1.22315
86,87,creative,7 A portable picnic table Cut out a larger square shape from the top of the box leaving some edges to act as a table Attach sturdy legs to the bottom and unfold the box to create a portable picnic table perfect for impromptu outdoor meals,a portable picnic table cut out a larger square shape from the top of the box leaving some edges to act as a table attach sturdy legs to the bottom and unfold the box to create a portable picnic table perfect for impromptu outdoor meals,box,box,1.22315
87,88,creative,8 A cardboard maze Cut holes and passages in the sides of the box creating a labyrinthlike structure Challenge yourself or others to navigate through the maze making it more difficult by adding dead ends or traps,a cardboard maze cut holes and passages in the sides of the box creating a labyrinthlike structure challenge yourself or others to navigate through the maze making it more difficult by adding dead ends or traps,box,box,0.77686
88,89,creative,9 A musical instrument Attach rubber bands of different lengths and tensions across the opening of the box Pluck the bands to create unique sounds and experiment with tones turning the box into a makeshift string instrument,a musical instrument attach rubber bands of different lengths and tensions across the opening of the box pluck the bands to create unique sounds and experiment with tones turning the box into a makeshift string instrument,box,box,0.77685
89,90,creative,10 A personalized gift box Decorate the box with the recipient's favorite colors photos or quotes Fill it with small gifts notes or treats that hold sentimental value This personalized gift box will add an extra touch of thoughtfulness to any occasion,a personalized gift box decorate the box with the recipients favorite colors photos or quotes fill it with small gifts notes or treats that hold sentimental value this personalized gift box will add an extra touch of thoughtfulness to any occasion,box,box,0.77685
90,91,creative,1 A cat playground Cut holes in the box and create a multilevel play area for your furry friend complete with ramps tunnels and scratching posts,a cat playground cut holes in the box and create a multilevel play area for your furry friend complete with ramps tunnels and scratching posts,box,box,1.2232
91,92,creative,2 A personalized time capsule Decorate a box and fill it with meaningful items photos and letters to be opened in the future or passed down to future generations,a personalized time capsule decorate a box and fill it with meaningful items photos and letters to be opened in the future or passed down to future generations,box,box,1.22315
92,93,creative,3 A DIY speaker Place a smartphone or small music player inside a box cut a hole to expose the speaker and enjoy amplified sound,a diy speaker place a smartphone or small music player inside a box cut a hole to expose the speaker and enjoy amplified sound,box,box,1.23177
93,94,creative,4 A portable art studio Fill a box with art supplies such as paints brushes and sketchbooks creating a mobile creative space you can take anywhere,a portable art studio fill a box with art supplies such as paints brushes and sketchbooks creating a mobile creative space you can take anywhere,box,box,0.77727
94,95,creative,5 A vertical garden Cut out sections of a box to create a planter and stack multiple boxes vertically to grow herbs flowers or small vegetables in a compact space,a vertical garden cut out sections of a box to create a planter and stack multiple boxes vertically to grow herbs flowers or small vegetables in a compact space,box,box,1.22315
95,96,creative,6 A puppet theater Decorate a box with curtains and create finger puppets or small figures to put on a show,a puppet theater decorate a box with curtains and create finger puppets or small figures to put on a show,box,box,1.22315
96,97,creative,7 A minigolf course Use a box as a base for a smallscale indoor golf course adding obstacles and challenges using household items,a minigolf course use a box as a base for a smallscale indoor golf course adding obstacles and challenges using household items,box,box,1.22334
97,98,creative,8 A DIY pinball machine Transform a box into a pinball game by creating ramps obstacles and a launching mechanism using marbles or ping pong balls,a diy pinball machine transform a box into a pinball game by creating ramps obstacles and a launching mechanism using marbles or ping pong balls,box,box,0.93209
98,99,creative,9 A shadow puppet show Cut out shapes from the box and use it as a screen to cast shadows while telling stories with hand puppets,a shadow puppet show cut out shapes from the box and use it as a screen to cast shadows while telling stories with hand puppets,box,box,0.77705
99,100,creative,10 A homemade solar oven Line the inside of a box with reflective material add a glass or plastic cover and use the sun's energy to cook food or heat up small items,a homemade solar oven line the inside of a box with reflective material add a glass or plastic cover and use the suns energy to cook food or heat up small items,box,box,1.22314
100,101,creative,1 Miniature garden Transform a box into a mini garden by adding soil planting small plants and creating a tiny landscape with rocks pebbles and miniature garden accessories,miniature garden transform a box into a mini garden by adding soil planting small plants and creating a tiny landscape with rocks pebbles and miniature garden accessories,box,box,1.22315
101,102,creative,2 Cat hideout Cut holes in the box to create a cozy hideout for your feline friend Add some blankets or cushions inside to make it extra comfortable,cat hideout cut holes in the box to create a cozy hideout for your feline friend add some blankets or cushions inside to make it extra comfortable,box,box,1.22319
102,103,creative,3 Shadow puppet theater Cut out a hole in one side of the box and attach a white sheet to create a screen Use a lamp or flashlight to cast shadows and put on your own shadow puppet show,shadow puppet theater cut out a hole in one side of the box and attach a white sheet to create a screen use a lamp or flashlight to cast shadows and put on your own shadow puppet show,box,box,1.22315
103,104,creative,4 DIY pinball machine Create your own pinball game by using a box as the base and adding different obstacles ramps and a small marble or ball as the pinball,diy pinball machine create your own pinball game by using a box as the base and adding different obstacles ramps and a small marble or ball as the pinball,box,box,1.22231
104,105,creative,5 Portable art studio Pack art supplies such as pencils paints brushes and paper into a box to create a portable art studio that you can take anywhere,portable art studio pack art supplies such as pencils paints brushes and paper into a box to create a portable art studio that you can take anywhere,box,box,0.77677
105,106,creative,6 Mini library Fill a box with your favorite books arrange them neatly and place the box in a common area for family or friends to borrow and share books,mini library fill a box with your favorite books arrange them neatly and place the box in a common area for family or friends to borrow and share books,box,box,1.22315
106,107,creative,7 Cardboard arcade game Create your own arcade game using a box as the main structure Add holes targets and other challenges to create a fun game to play with friends,cardboard arcade game create your own arcade game using a box as the main structure add holes targets and other challenges to create a fun game to play with friends,box,box,1.22315
