...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
50,51,creative,1 A book can be turned into a unique piece of art by cutting out pages and creating a sculpture or collage,a book can be turned into a unique piece of art by cutting out pages and creating a sculpture or collage,book,book,1.21897
51,52,creative,2 Use books as makeshift weights for working out,use books as makeshift weights for working out,book,book,1.21671
52,53,creative,3 Use pages from a book as wrapping paper for gifts,use pages from a book as wrapping paper for gifts,book,book,1.27284
53,54,creative,4 Use a book as a makeshift doorstop or paperweight,use a book as a makeshift doorstop or paperweight,book,book,0.78039
54,55,creative,5 Create a secret storage compartment by carving out the pages of a book,create a secret storage compartment by carving out the pages of a book,book,book,0.6927300000000001
55,56,creative,6 Use a book as a makeshift laptop stand by propping it up under the computer,use a book as a makeshift laptop stand by propping it up under the computer,book,book,1.2202600000000001
56,57,creative,7 Use a book as a makeshift booster seat for children,use a book as a makeshift booster seat for children,book,book,1.21906
57,58,creative,8 Turn a book into a planter by cutting out a hole in the center and filling it with soil,turn a book into a planter by cutting out a hole in the center and filling it with soil,book,book,1.23981
58,59,creative,9 Use pages from a book as wallpaper or to cover a lampshade,use pages from a book as wallpaper or to cover a lampshade,book,book,1.17609
59,60,creative,10 Create a unique centerpiece for a dinner party by stacking books and placing a vase or candle on top,create a unique centerpiece for a dinner party by stacking books and placing a vase or candle on top,book,book,1.2206
60,61,creative,1 Book Planter  hollow out the center of a thick book and use it as a unique planter for small plants or herbs,book planter hollow out the center of a thick book and use it as a unique planter for small plants or herbs,book,book,1.21991
61,62,creative,2 Book Lamp  carve out a section of a book and insert a lamp kit to create a oneofakind light fixture,book lamp carve out a section of a book and insert a lamp kit to create a oneofakind light fixture,book,book,0.78077
62,63,creative,3 Book Purse  turn a hardcover book into a fashionable purse by attaching a strap and adding a zipper or clasp closure,book purse turn a hardcover book into a fashionable purse by attaching a strap and adding a zipper or clasp closure,book,book,1.22055
63,64,creative,4 Book Safe  use an old book to create a secret compartment for hiding valuables or keeping important documents safe,book safe use an old book to create a secret compartment for hiding valuables or keeping important documents safe,book,book,0.70745
64,65,creative,5 Book Clock  carve out the center of a book and insert a clock kit to create a fun and functional timepiece,book clock carve out the center of a book and insert a clock kit to create a fun and functional timepiece,book,book,0.78134
65,66,creative,6 Book Art  cut out pages from a book to create intricate paper art pieces or collages,book art cut out pages from a book to create intricate paper art pieces or collages,book,book,0.80647
66,67,creative,7 Book Shelf  stack a group of books to create a unique and eyecatching bookshelf,book shelf stack a group of books to create a unique and eyecatching bookshelf,book,book,1.29393
67,68,creative,8 Book Cover Wallpaper  use pages from old books to create a vintageinspired wallpaper for a room,book cover wallpaper use pages from old books to create a vintageinspired wallpaper for a room,book,book,0.75668
68,69,creative,9 Book Photo Album  use an old hardcover book as a photo album by attaching photos to the pages and adding captions,book photo album use an old hardcover book as a photo album by attaching photos to the pages and adding captions,book,book,0.7804800000000001
69,70,creative,10 Book End Table  stack a group of books and top with a glass or wooden surface to create a conversationstarting end table,book end table stack a group of books and top with a glass or wooden surface to create a conversationstarting end table,book,book,0.77728
70,71,creative,1 Turn a hardcover book into a secret storage compartment by cutting out the pages and sealing the edges with glue,turn a hardcover book into a secret storage compartment by cutting out the pages and sealing the edges with glue,book,book,1.16873
71,72,creative,2 Create a unique and personalized lampshade by covering an old lampshade with pages from a book,create a unique and personalized lampshade by covering an old lampshade with pages from a book,book,book,1.22752
72,73,creative,3 Use old books as building blocks for a bookshelf or coffee table,use old books as building blocks for a bookshelf or coffee table,book,book,0.7760400000000001
73,74,creative,4 Make paper flowers by folding and cutting pages from a book into flower shapes,make paper flowers by folding and cutting pages from a book into flower shapes,book,book,1.21762
74,75,creative,5 Use pages from a book as wallpaper to create a literarythemed room,use pages from a book as wallpaper to create a literarythemed room,book,book,1.1682299999999999
75,76,creative,6 Turn a book into a clock by adding clock hands and numbers to the cover,turn a book into a clock by adding clock hands and numbers to the cover,book,book,0.77616
76,77,creative,7 Use pages from a book to create decoupage art on furniture or other surfaces,use pages from a book to create decoupage art on furniture or other surfaces,book,book,0.71602
77,78,creative,8 Make bookmarks out of pages from a book and decorate them with personal touches,make bookmarks out of pages from a book and decorate them with personal touches,book,book,0.78256
78,79,creative,9 Create a diorama scene by cutting out characters and scenery from a book and placing them in a box,create a diorama scene by cutting out characters and scenery from a book and placing them in a box,book,book,1.23482
79,80,creative,10 Use pages from a book to create unique and personalized gift wrapping,use pages from a book to create unique and personalized gift wrapping,book,book,1.25261
80,81,creative,1 Use it as a base for a DIY coffee table,use it as a base for a diy coffee table,book,book,0.7905
81,82,creative,2 Cut out the pages to make a secret hiding spot,cut out the pages to make a secret hiding spot,book,book,1.23857
82,83,creative,3 Use it as a makeshift weight for exercise,use it as a makeshift weight for exercise,book,book,1.21396
83,84,creative,4 Turn it into a unique piece of wall art by framing the cover or pages,turn it into a unique piece of wall art by framing the cover or pages,book,book,0.69808
84,85,creative,5 Use it as a prop for a theatrical performance or photoshoot,use it as a prop for a theatrical performance or photoshoot,book,book,0.74768
85,86,creative,6 Make a book sculpture by folding the pages into a 3D shape,make a book sculpture by folding the pages into a d shape,book,book,1.23529
86,87,creative,7 Use it as a makeshift laptop stand,use it as a makeshift laptop stand,book,book,0.7861
87,88,creative,8 Turn it into a personalized notebook by covering it with your own artwork or photos,turn it into a personalized notebook by covering it with your own artwork or photos,book,book,0.75276
88,89,creative,9 Use it as a backdrop for a themed party or event,use it as a backdrop for a themed party or event,book,book,0.78146
89,90,creative,10 Use it as a creative base for a handmade gift such as a scrapbook or photo album,use it as a creative base for a handmade gift such as a scrapbook or photo album,book,book,1.21989
90,91,creative,1 Use a book as a makeshift laptop stand to improve posture and reduce neck strain,use a book as a makeshift laptop stand to improve posture and reduce neck strain,book,book,0.83725
91,92,creative,2 Create unique and inexpensive wall art by framing pages from your favorite books,create unique and inexpensive wall art by framing pages from your favorite books,book,book,0.71558
92,93,creative,3 Use a book as a weight to press flowers or other small items,use a book as a weight to press flowers or other small items,book,book,0.7786
93,94,creative,4 Hollow out a book and use it as a secret storage compartment,hollow out a book and use it as a secret storage compartment,book,book,1.23218
94,95,creative,5 Use a book as a makeshift doorstop or hold a window open on a breezy day,use a book as a makeshift doorstop or hold a window open on a breezy day,book,book,1.21953
95,96,creative,6 Create a book bouquet by stacking and tying together several books with ribbon or twine,create a book bouquet by stacking and tying together several books with ribbon or twine,book,book,0.78758
96,97,creative,7 Make a book into a lampshade by cutting out the pages and attaching it to a lamp frame,make a book into a lampshade by cutting out the pages and attaching it to a lamp frame,book,book,0.76416
97,98,creative,8 Use a book as a makeshift phone or tablet stand for watching videos or reading,use a book as a makeshift phone or tablet stand for watching videos or reading,book,book,0.78052
98,99,creative,9 Create a book clock by attaching clock hands to the cover and pages,create a book clock by attaching clock hands to the cover and pages,book,book,0.75393
99,100,creative,10 Use a book as a makeshift booster seat for kids at the dinner table,use a book as a makeshift booster seat for kids at the dinner table,book,book,1.21951
100,101,creative,1 A cookbook can be used as a makeshift cutting board,a cookbook can be used as a makeshift cutting board,book,book,1.2254800000000001
101,102,creative,2 As a doorstop to prop open a heavy door,as a doorstop to prop open a heavy door,book,book,0.76845
102,103,creative,3 A hollowedout book can be used as a secret hiding spot for small items,a hollowedout book can be used as a secret hiding spot for small items,book,book,0.77512
103,104,creative,4 As a makeshift laptop stand or riser,as a makeshift laptop stand or riser,book,book,1.20196
104,105,creative,5 As a makeshift picture frame by resting it on a stand and propping a photo on the opened pages,as a makeshift picture frame by resting it on a stand and propping a photo on the opened pages,book,book,1.21954
105,106,creative,6 As a makeshift phone or tablet stand by resting it on the edges of the pages,as a makeshift phone or tablet stand by resting it on the edges of the pages,book,book,1.21751
106,107,creative,7 A book with blank pages can be used as a sketchbook or journal,a book with blank pages can be used as a sketchbook or journal,book,book,1.24356
107,108,creative,8 As a makeshift booster seat for children,as a makeshift booster seat for children,book,book,0.78133
108,109,creative,9 A book of inspirational quotes can be used as a daily reminder or motivation board,a book of inspirational quotes can be used as a daily reminder or motivation board,book,book,1.19377
109,110,creative,10 As a makeshift weight for exercise by holding the book while doing arm workouts,as a makeshift weight for exercise by holding the book while doing arm workouts,book,book,1.21978
110,111,creative,1 Turn a book into a secret storage compartment by hollowing out the pages and keeping small items inside,turn a book into a secret storage compartment by hollowing out the pages and keeping small items inside,book,book,0.7072
111,112,creative,2 Use a book as a makeshift laptop stand to elevate the screen and improve posture,use a book as a makeshift laptop stand to elevate the screen and improve posture,book,book,1.28173
112,113,creative,3 Create a unique piece of artwork by folding pages into intricate shapes and designs,create a unique piece of artwork by folding pages into intricate shapes and designs,book,book,1.2987199999999999
113,114,creative,4 Turn a book into a plant pot by cutting a hole in the pages and filling with soil and a small plant,turn a book into a plant pot by cutting a hole in the pages and filling with soil and a small plant,book,book,1.22031
114,115,creative,5 Use a book as a makeshift doorstop or paperweight,use a book as a makeshift doorstop or paperweight,book,book,0.78039
115,116,creative,6 Create a personalized journal by writing notes and reflections directly in the pages of a book,create a personalized journal by writing notes and reflections directly in the pages of a book,book,book,0.93447
116,117,creative,7 Use a book as a prop for a photo shoot or film production,use a book as a prop for a photo shoot or film production,book,book,1.19707
117,118,creative,8 Create a unique lampshade by covering a lamp with pages from a book,create a unique lampshade by covering a lamp with pages from a book,book,book,1.2381199999999999
118,119,creative,9 Turn a book into a birdhouse by cutting out a hole for the entrance and filling with nesting materials,turn a book into a birdhouse by cutting out a hole for the entrance and filling with nesting materials,book,book,1.21694
119,120,creative,10 Use a book as a unique gift wrap by wrapping presents in pages from a favorite book,use a book as a unique gift wrap by wrapping presents in pages from a favorite book,book,book,0.77785
120,121,creative,1 Use pages of a book as wrapping paper for gifts,use pages of a book as wrapping paper for gifts,book,book,1.27484
121,122,creative,2 Hollow out the center of a book and use it as a secret storage space,hollow out the center of a book and use it as a secret storage space,book,book,0.78012
122,123,creative,3 Use an old book as a unique and decorative bookshelf,use an old book as a unique and decorative bookshelf,book,book,0.75671
123,124,creative,4 Use pages of a book as a backdrop for a photo shoot or as scrapbook paper,use pages of a book as a backdrop for a photo shoot or as scrapbook paper,book,book,0.77476
124,125,creative,5 Fold pages of a book to create origami shapes or paper sculptures,fold pages of a book to create origami shapes or paper sculptures,book,book,0.70775
125,126,creative,6 Create a bookinspired art piece by cutting out pages to create a design or shape,create a bookinspired art piece by cutting out pages to create a design or shape,book,book,1.29461
126,127,creative,7 Use a large book as a makeshift laptop stand or tablet holder,use a large book as a makeshift laptop stand or tablet holder,book,book,1.21784
127,128,creative,8 Paint or draw on the pages of a book to create a oneofakind art piece,paint or draw on the pages of a book to create a oneofakind art piece,book,book,1.22596
128,129,creative,9 Use pages of a book as a unique and personalized table runner,use pages of a book as a unique and personalized table runner,book,book,1.26
129,130,creative,10 Create a DIY lampshade by covering a lamp with pages from a book,create a diy lampshade by covering a lamp with pages from a book,book,book,0.78916
130,131,creative,1 A book can be hollowed out and used as a secret storage compartment for valuables,a book can be hollowed out and used as a secret storage compartment for valuables,book,book,1.21139
131,132,creative,2 Pages from a book can be folded into origami shapes such as cranes or flowers,pages from a book can be folded into origami shapes such as cranes or flowers,book,book,0.80131
132,133,creative,3 A book can be repurposed as a unique and personalized photo album,a book can be repurposed as a unique and personalized photo album,book,book,0.76448
133,134,creative,4 The pages of a book can be used as wrapping paper for small gifts,the pages of a book can be used as wrapping paper for small gifts,book,book,1.23994
134,135,creative,5 A book can be turned into a decorative birdhouse or bird feeder,a book can be turned into a decorative birdhouse or bird feeder,book,book,1.21137
135,136,creative,6 Book pages can be cut into strips and woven into a decorative basket,book pages can be cut into strips and woven into a decorative basket,book,book,0.97952
136,137,creative,7 A book can be used as a makeshift stand for a tablet or phone,a book can be used as a makeshift stand for a tablet or phone,book,book,1.21893
137,138,creative,8 Pages from a book can be used to make paper flowers or other DIY crafts,pages from a book can be used to make paper flowers or other diy crafts,book,book,1.21953
138,139,creative,9 A book can be transformed into a unique lampshade,a book can be transformed into a unique lampshade,book,book,1.27753
139,140,creative,10 Book covers can be framed and used as wall art,book covers can be framed and used as wall art,book,book,1.2606600000000001
140,141,creative,1 Turn it into a secret storage compartment by cutting out the center pages and storing small items inside,turn it into a secret storage compartment by cutting out the center pages and storing small items inside,book,book,1.2553
141,142,creative,2 Use it as a makeshift laptop or tablet stand,use it as a makeshift laptop or tablet stand,book,book,0.78333
142,143,creative,3 Turn it into a plant holder by cutting out a section of the pages and inserting a small potted plant,turn it into a plant holder by cutting out a section of the pages and inserting a small potted plant,book,book,1.16522
143,144,creative,4 Use it as a makeshift weight for workouts or as a doorstop,use it as a makeshift weight for workouts or as a doorstop,book,book,0.7804800000000001
144,145,creative,5 Turn it into a personalized scrapbook by adding photos ticket stubs and other mementos to the pages,turn it into a personalized scrapbook by adding photos ticket stubs and other mementos to the pages,book,book,0.87312
145,146,creative,6 Use it as a creative centerpiece for a table display by stacking several books and adding flowers or other decor on top,use it as a creative centerpiece for a table display by stacking several books and adding flowers or other decor on top,book,book,1.21896
146,147,creative,7 Use it as a makeshift lap desk for writing or drawing,use it as a makeshift lap desk for writing or drawing,book,book,0.77928
147,148,creative,8 Turn it into a unique piece of home decor by painting the cover or adding decorative elements like ribbon or beads,turn it into a unique piece of home decor by painting the cover or adding decorative elements like ribbon or beads,book,book,0.77883
148,149,creative,9 Use it as a creative prop for photography or film shoots,use it as a creative prop for photography or film shoots,book,book,1.24833
149,150,creative,10 Turn it into a creative gift by writing personalized notes or poems inside and giving it to a loved one,turn it into a creative gift by writing personalized notes or poems inside and giving it to a loved one,book,book,1.22005
150,151,creative,1 Turning it into a secret storage compartment by hollowing out the pages and storing small items inside,turning it into a secret storage compartment by hollowing out the pages and storing small items inside,book,book,1.2949899999999999
151,152,creative,2 Using the pages to create unique origami designs,using the pages to create unique origami designs,book,book,0.7255
152,153,creative,3 Creating a book plant holder by cutting out a section of the pages and inserting a small plant,creating a book plant holder by cutting out a section of the pages and inserting a small plant,book,book,1.22614
153,154,creative,4 Using the book as a makeshift laptop stand to elevate the screen for better viewing,using the book as a makeshift laptop stand to elevate the screen for better viewing,book,book,1.2215
154,155,creative,5 Turning it into a decorative photo album by adding personal photos to the pages,turning it into a decorative photo album by adding personal photos to the pages,book,book,1.22287
155,156,creative,6 Using the book as a makeshift doorstop,using the book as a makeshift doorstop,book,book,1.22006
156,157,creative,7 Creating a book lamp by drilling a hole through the center and inserting a lightbulb,creating a book lamp by drilling a hole through the center and inserting a lightbulb,book,book,1.22122
157,158,creative,8 Using the pages to create personalized wrapping paper for gifts,using the pages to create personalized wrapping paper for gifts,book,book,1.26862
158,159,creative,9 Turning the book into a unique piece of art by cutting out shapes and arranging them on a canvas,turning the book into a unique piece of art by cutting out shapes and arranging them on a canvas,book,book,0.77505
159,160,creative,10 Using the pages to create a oneofakind scrapbook,using the pages to create a oneofakind scrapbook,book,book,1.27954
160,161,creative,1 Turning it into a secret hiding spot by cutting out the pages and hiding items inside,turning it into a secret hiding spot by cutting out the pages and hiding items inside,book,book,1.23213
161,162,creative,2 Using it as a weight for pressing flowers or leaves,using it as a weight for pressing flowers or leaves,book,book,1.22676
162,163,creative,3 Using the pages as kindling for a fire,using the pages as kindling for a fire,book,book,0.78445
163,164,creative,4 Using it as a makeshift laptop stand,using it as a makeshift laptop stand,book,book,0.78686
164,165,creative,5 Using the pages as wrapping paper for gifts,using the pages as wrapping paper for gifts,book,book,1.29755
165,166,creative,6 Creating art by folding the pages in a particular pattern,creating art by folding the pages in a particular pattern,book,book,1.27715
166,167,creative,7 Turning it into a unique plant holder by cutting out the center and inserting a potted plant,turning it into a unique plant holder by cutting out the center and inserting a potted plant,book,book,0.8467899999999999
167,168,creative,8 Using it as a base for a DIY photo album or scrapbook,using it as a base for a diy photo album or scrapbook,book,book,1.21768
168,169,creative,9 Using it as a stand for your phone or tablet,using it as a stand for your phone or tablet,book,book,1.24318
169,170,creative,10 Using it as a creative way to organize and display jewelry by gluing the pages together and cutting out small sections to hold jewelry,using it as a creative way to organize and display jewelry by gluing the pages together and cutting out small sections to hold jewelry,book,book,0.7791
170,171,creative,1 Turn it into a planter by cutting out the center pages and filling it with soil and seeds,turn it into a planter by cutting out the center pages and filling it with soil and seeds,book,book,0.75053
171,172,creative,2 Use it as a makeshift laptop stand,use it as a makeshift laptop stand,book,book,0.7861
172,173,creative,3 Create a hidden compartment by hollowing out the pages and storing small items inside,create a hidden compartment by hollowing out the pages and storing small items inside,book,book,0.69339
173,174,creative,4 Use it as a weight for exercising,use it as a weight for exercising,book,book,0.72208
174,175,creative,5 Cut out pages to create personalized bookmarks or decorations,cut out pages to create personalized bookmarks or decorations,book,book,1.30634
175,176,creative,6 Turn it into a birdhouse by cutting a hole in the center of the cover and adding twine for hanging,turn it into a birdhouse by cutting a hole in the center of the cover and adding twine for hanging,book,book,1.22011
176,177,creative,7 Use it as a makeshift doorstop,use it as a makeshift doorstop,book,book,0.7798499999999999
177,178,creative,8 Create a unique piece of wall art by framing the cover or pages,create a unique piece of wall art by framing the cover or pages,book,book,0.70382
178,179,creative,9 Turn it into a lampshade by cutting out the center and placing it over a light bulb,turn it into a lampshade by cutting out the center and placing it over a light bulb,book,book,0.79977
179,180,creative,10 Use it as a unique and ecofriendly gift wrap for presents,use it as a unique and ecofriendly gift wrap for presents,book,book,1.2638099999999999
180,181,creative,1 A book can be used as a makeshift stepping stool to reach high shelves or objects,a book can be used as a makeshift stepping stool to reach high shelves or objects,book,book,1.21971
181,182,creative,2 Pages from a book can be folded into intricate origami creations,pages from a book can be folded into intricate origami creations,book,book,0.6706799999999999
182,183,creative,3 A book can be hollowed out and used as a secret storage compartment,a book can be hollowed out and used as a secret storage compartment,book,book,1.20089
183,184,creative,4 Pages from a book can be cut and used for unique collage art,pages from a book can be cut and used for unique collage art,book,book,1.21611
184,185,creative,5 A book can be used as a makeshift doorstop or paperweight,a book can be used as a makeshift doorstop or paperweight,book,book,0.78042
185,186,creative,6 Pages from a book can be used to create personalized stationary or greeting cards,pages from a book can be used to create personalized stationary or greeting cards,book,book,1.22229
186,187,creative,7 Books can be stacked and used as a makeshift side table or nightstand,books can be stacked and used as a makeshift side table or nightstand,book,book,1.21947
187,188,creative,8 Pages from a book can be used to create unique gift wrap or gift tags,pages from a book can be used to create unique gift wrap or gift tags,book,book,0.76555
188,189,creative,9 A book can be used as a prop for a photoshoot or as a decorative piece in a home,a book can be used as a prop for a photoshoot or as a decorative piece in a home,book,book,0.79024
189,190,creative,10 Pages from a book can be cut and used to create a unique and intricate lampshade,pages from a book can be cut and used to create a unique and intricate lampshade,book,book,0.71316
190,191,creative,1 Book safe  hollow out the pages of a hardcover book and use it to hide valuables or small items,book safe hollow out the pages of a hardcover book and use it to hide valuables or small items,book,book,1.2195
191,192,creative,2 Bookshelf decoration  use books stacked horizontally or vertically to create a visually appealing bookshelf display,bookshelf decoration use books stacked horizontally or vertically to create a visually appealing bookshelf display,book,book,0.70964
192,193,creative,3 Book clutch  turn a hardcover book into a fashionable clutch purse,book clutch turn a hardcover book into a fashionable clutch purse,book,book,1.21704
193,194,creative,4 Book planters  carve out the center of a hardcover book and use it as a planter for small succulents,book planters carve out the center of a hardcover book and use it as a planter for small succulents,book,book,1.23499
194,195,creative,5 Book lamp  turn a stack of books into a lamp by attaching a lightbulb and lampshade to the top book,book lamp turn a stack of books into a lamp by attaching a lightbulb and lampshade to the top book,book,book,1.22203
195,196,creative,6 Book page art  use pages from old books to create unique art pieces such as collages or paper flowers,book page art use pages from old books to create unique art pieces such as collages or paper flowers,book,book,1.21918
196,197,creative,7 Book birdhouse  hollow out a hardcover book and attach it to a birdhouse frame to create a quirky birdhouse,book birdhouse hollow out a hardcover book and attach it to a birdhouse frame to create a quirky birdhouse,book,book,0.7804599999999999
197,198,creative,8 Book sculpture  use pages from old books to create intricate sculptures or 3D art pieces,book sculpture use pages from old books to create intricate sculptures or d art pieces,book,book,0.7711600000000001
198,199,creative,9 Book coasters  cut out pages from a book and use them as coasters for drinks,book coasters cut out pages from a book and use them as coasters for drinks,book,book,0.76796
199,200,creative,10 Book table  stack books to create a small side table or even a larger coffee table,book table stack books to create a small side table or even a larger coffee table,book,book,1.2243
200,201,creative,1 As a makeshift laptop stand for elevating the screen to eye level,as a makeshift laptop stand for elevating the screen to eye level,book,book,0.7772600000000001
201,202,creative,2 As a unique and personalized wall decoration by arranging the books in a visually appealing pattern,as a unique and personalized wall decoration by arranging the books in a visually appealing pattern,book,book,1.24859
202,203,creative,3 As a secret storage compartment by hollowing out the pages and hiding small items inside,as a secret storage compartment by hollowing out the pages and hiding small items inside,book,book,1.30165
203,204,creative,4 As a plant holder by using the book as a base and placing a potted plant on top,as a plant holder by using the book as a base and placing a potted plant on top,book,book,1.12691
