id	word1	word2	word3	word4	word5	word6	word7	word8	word9	word10	dat
42	Aisle	ceiling	floor	menu	person	space	table	window	water	fire	66.9732418798265
43	Abe	Apple	Amazon	Ami	Android	AppleWatch	Baton	Bar	Bat	Beast	79.44563054257915
44	Asleep	Beautiful	Dark	Earth	Easy	Fast	Happy	Hot	Ill	Love	64.35861864260265
45	Asleep	Awake	Blind	Blinded	Clean	Cleaned	Dark	Darken	Drowsy	Dense	67.23537281865165
46	Water	Sky	Man	Car	Network	Computer	Space	Art	Life		71.27702459692955
47	ball	book	chair	table	car	house	man	woman	planet	moon	69.85667071172169
48	Water	Air	Fire	Tree	Sun	Moon	Sky	Rock	Mathematics	Computer	56.45320571604229
49	Apple	Book	Bridge	Canon	Computer	Dance	Dog	Fire	Fist	Ice	79.13263709772201
50	Apple	Bean	Book	Charlie	Charlie	Blue	Camera	Coffee	Donkey	Earth	74.80134971085049
51	Abe	Apple	Aardvark	Aisle	Bread	Bridge	Business	Butter	Cow		81.88371192220421
52	Water	Air	Fire	Snow	Rock	Sun	Moon	Cloud	Tree	Animal	59.59422701881046
53	Abel	Apple	Acts	Ace	Attack	Ax	Bar	Bat	Bridge	By	79.55901441829545
54	Asleep	Blind	Beautiful	Black	Cafe	Crazy	Dark	Empty	Fast	Happy	67.05600910243534
55	Achtung	Beast	Chat	Chrona	Cure	Disease	Doll	Game	Genius	Hell	79.09950152749107
56	Water	Fire	Sky	Earth	Sun	Moon	Tree	Wind	Snow	Love	53.48324818270547
57	Abiquitous	Autonomous	Aesthetics	Artificial	ArtificialIntelligence	Actuary	ActsofGod	Affordable	AffordableCareAct	Audio	NA
58	AbiSON	ALIEN	AI	apple	APP	ARMY	ARMS	ARROWS	BEAST	BED	77.10314011644749
59	Apple	Bat	Bridge	Crayon	Clock	Dog	Fluffy	koto	ko	tng	81.36875396982457
60	Abiogenic	Autonomous	Biology	Bio	BV	Caliph	Callipygian	CBT			NA
61	Asleep	Apple	Act	Attack	Away	Beautiful	Beast	Bed	Bean	Based	73.01167210652714
62	Abicorn	Artificial	Apple	Artificialintelligence	Aramint	Autumn	Away	Azure	Android	Automation	81.73472876882269
63	attention	Benefiance	Clarity	Coerce	Democracy	Disdain	Frustration	Generosity			69.54869631500472
64	Abiword	Achtung	Blind	Brain	Chat	Cleaver	Clown	Cloud	Clown	Climb	83.61644314247228
65	Water	Fire	Air	Earth	Sun	Moon	Computer	Memory	Network	Education	61.28677775462469
66	Abiquity	Altitude	Artificial	Base	breeze	Bread	Bridge	Course	Cliff	Cloud	77.08108872175217
67	Water	Computer	Tree	House	Lion	Bridge	Train	Ocean			71.8176428760801
68	Abipolar	Attentional	Antecedent	Artificial	ASD	Base	Blind	Cognitive	Compare	Conditional	79.9827993536989
69	Abel	Ace	Achtung	Apple	Art	Aspergers	Biscuit	Camera	Cat	Coffee	75.48619391662734
70	Water	Air	Fire	Sun	Moon	Tree	Language	Knowledge	World	Heart	67.18345515075184
71	Asleep	Asleeper	Asleep	Asleep	Asleep	Asleep	Asleep	Asleep	Asleep	Asleep	NA
72	Abiword	Apple	Archaic	Artificial	Arrow	Base	Bat	Bed	Bean	Beast	81.76767769313994
73	Candy	Cue	Cut	Dove	Dream	FADE	Game	GIG	Shell	Snow	75.09516725937526
74	Asleep	Blind	Bland	Crusty	Dark	Drowsy	Eaten	Fast	Frustrated	Grouchy	70.60979987893786
75	Asleep	Apple	Attack	Attacker	Air	Attackplane	Afford	Attackers	Affordable	Asleepagain	74.73291595067296
76	Abiline	Affordable	Artificial	Aesthetics	Affordable	Alpaca	Amazon	Alpha	Artificial	Ambiline	NA
77	Apple	Bed	Brain	Bridge	Car	Course	Computer	City	Dance	Earth	73.38418038118454
78	Abilene	Apple	Apollo	Armstrong	Asheville	Atlas	Amazon	Apples	ASARCO	Atocha	NA
79	Asleep	Awake	Blind	Color	Course	Cure	Dark	Easy	Fast	Face	70.46247227560906
80	Water	Fire	Air	Tree	Mountain	Sun	Moon				60.60082813103994
81	Water	Air	Fire	Sky	Earth	Man					NA
82	Water	Air	Land	Fire	Sun	Moon	Tree	Rock	Cloud	Brain	60.559246937433876
83	Aisle	Bed	Bin	Button	Bridge	Cutter	Cat	Clock	Cloud	Can	81.59291556193715
84	Abel	Apple	Apophatic	Bark	Bat	Base	Bread		Bridge	Clock	85.08753175625489
85	Abel	Adam	Apollo	Art	Amazon	Athena	Apple	Android	Bitcoin		NA
86	Abiword	Apple	Baton	Bat	Blackberry	Charlie	Date	Donkey	Dune	E	80.34537086884181
87	Water	Air	Fire	Tree	Mountain	House	Car	Person	Mathematics	Music	63.152398665746055
88	Apple	Book	Brain	Bridge	Crayon	Course	City	Design	Dinner	Earth	79.47270050644875
89	Water	Sky	Tree	Heart	Mind	Lion	Mars	Spider	Shell	Brain	72.01351338908786
