...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_GloVe_c_m,SemDis_MEAN,SemDis_factor
28,29,creative,9 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,0.00999
29,30,creative,10 Build a homemade brick pizza oven in your backyard,build a homemade brick pizza oven in your backyard,brick,brick,0.83053,0.89327,1.17009,1.00475,0.80828,0.94138,-0.00526
30,31,creative,1 As a doorstop A brick can be used as a heavy and sturdy doorstop preventing doors from slamming shut or opening too widely,as a doorstop a brick can be used as a heavy and sturdy doorstop preventing doors from slamming shut or opening too widely,brick,brick,0.92132,1.05321,1.04843,0.96754,1.19167,1.03643,0.0264
31,32,creative,2 A garden border Stacking bricks can create a neat garden border for defining the edges of flower beds or pathways,a garden border stacking bricks can create a neat garden border for defining the edges of flower beds or pathways,brick,brick,1.0109,0.9349,0.96699,0.96743,1.19167,1.01438,0.00458
32,33,creative,3 A weight for exercising Bricks can be used to add extra weight and resistance during exercises such as squats or lunges,a weight for exercising bricks can be used to add extra weight and resistance during exercises such as squats or lunges,brick,brick,1.04051,0.95911,0.95849,0.96754,0.80831,0.94679,-0.02177
33,34,creative,4 A heat source for cooking Bricks can be stacked and used as a heat source for cooking food They are particularly useful for baking bread in outdoor ovens,a heat source for cooking bricks can be stacked and used as a heat source for cooking food they are particularly useful for baking bread in outdoor ovens,brick,brick,0.84616,1.05356,0.95526,0.96754,1.19167,1.00284,0.02208
34,35,creative,5 A bookend A brick makes a unique and sturdy bookend preventing books from falling over or sliding off a shelf,a bookend a brick makes a unique and sturdy bookend preventing books from falling over or sliding off a shelf,brick,brick,1.18158,1.00411,1.05285,0.96754,0.83657,1.00853,-0.01603
35,36,creative,6 A paperweight A brick can be used as a heavy paperweight to keep important documents or notes in place,a paperweight a brick can be used as a heavy paperweight to keep important documents or notes in place,brick,brick,0.93812,1.00515,1.04682,0.96754,0.80832,0.95319,-0.00386
36,37,creative,7 A decorative planter By drilling a hole in the center of a brick it can be used as a planter for small plants or herbs,a decorative planter by drilling a hole in the center of a brick it can be used as a planter for small plants or herbs,brick,brick,1.03078,1.01455,1.04853,0.96754,0.80832,0.97394,-0.00854
37,38,creative,8 A DIY outdoor seat Stack a few bricks and top them with a cushion for a cheap and easy outdoor seating option,a diy outdoor seat stack a few bricks and top them with a cushion for a cheap and easy outdoor seating option,brick,brick,0.96938,0.95319,0.96961,0.96754,0.80833,0.93361,-0.0169
38,39,creative,9 A fidget toy A small brick can be used as a fidget toy with its satisfying weight and texture,a fidget toy a small brick can be used as a fidget toy with its satisfying weight and texture,brick,brick,0.97866,0.94921,1.03765,0.96753,1.19148,1.02491,0.01422
39,40,creative,10 A building material for creative projects Bricks can be creatively used to build structures such as a fire pit a wall hanging or a birdhouse,a building material for creative projects bricks can be creatively used to build structures such as a fire pit a wall hanging or a birdhouse,brick,brick,1.04181,0.93843,1.02733,0.96754,0.80832,0.95669,-0.01686
40,41,creative,As an AI language model I don't have personal thoughts and feelings but here are some creative uses for a brick,as an ai language model i dont have personal thoughts and feelings but here are some creative uses for a brick,brick,brick,1.03099,0.97189,0.93916,0.96753,0.80759,0.94343,-0.02213
41,42,creative,1 Garden markers Paint bricks with the names of plants and use them to label your garden beds,garden markers paint bricks with the names of plants and use them to label your garden beds,brick,brick,1.02677,1.05632,0.9614,0.96755,0.80833,0.96407,-0.01346
42,43,creative,2 Bookends Use a pair of bricks to hold up your books instead of buying bookends,bookends use a pair of bricks to hold up your books instead of buying bookends,brick,brick,0.967,1.04716,0.96273,0.96755,0.80759,0.95041,-0.01049
43,44,creative,3 Doorstop Use a brick to hold a door open or closed when needed,doorstop use a brick to hold a door open or closed when needed,brick,brick,1.03158,1.05288,1.01604,0.96757,1.19165,1.05194,0.0167
44,45,creative,4 Weights Use bricks as weights for working out,weights use bricks as weights for working out,brick,brick,1.06513,1.01115,0.9131,0.97258,1.19183,1.03076,3.5e-4
45,46,creative,5 Game pieces Use painted bricks as game pieces for a custom game,game pieces use painted bricks as game pieces for a custom game,brick,brick,0.98753,1.02477,0.9982,0.97002,1.19167,1.03444,0.01482
46,47,creative,6 Stepping stones Use bricks as stepping stones in your garden or backyard,stepping stones use bricks as stepping stones in your garden or backyard,brick,brick,1.135,0.97251,0.9883,0.96665,1.19167,1.05083,0.00221
47,48,creative,7 Fire pit Use bricks to build a fire pit in your backyard for bonfires and s'mores,fire pit use bricks to build a fire pit in your backyard for bonfires and smores,brick,brick,0.98234,1.09094,1.02794,0.96753,0.80833,0.97542,-0.00192
48,49,creative,8 Decorative wall Use bricks to create a decorative wall with different textures and colors,decorative wall use bricks to create a decorative wall with different textures and colors,brick,brick,1.15868,1.07373,0.96676,0.96783,0.8085,0.9951,-0.01961
49,50,creative,9 Smartphone stand Use bricks to create a DIY smartphone stand,smartphone stand use bricks to create a diy smartphone stand,brick,brick,1.02208,0.9807,1.02464,0.96443,0.97914,0.9942,-4.8e-4
50,51,creative,10 Creative building Use bricks to build unique and creative sculptures or structures,creative building use bricks to build unique and creative sculptures or structures,brick,brick,1.09707,1.04051,0.99219,0.97946,1.19192,1.06023,0.00605
51,52,creative,1 Bookend Use two bricks to keep your books in place on a shelf,bookend use two bricks to keep your books in place on a shelf,brick,brick,0.96928,1.03072,0.95518,0.96754,1.19191,1.02293,0.01304
52,53,creative,2 Garden marker Paint a brick and use it to label your garden plants,garden marker paint a brick and use it to label your garden plants,brick,brick,0.98503,1.03472,1.03673,0.9677,0.80832,0.9665,-0.00547
53,54,creative,3 Paperweight Use a brick to keep your papers or art supplies from blowing away,paperweight use a brick to keep your papers or art supplies from blowing away,brick,brick,1.02624,0.9783,1.03522,0.96751,0.8083,0.96311,-0.01221
54,55,creative,4 Doorstop Keep doors from closing with a strategically placed brick,doorstop keep doors from closing with a strategically placed brick,brick,brick,0.98788,1.07555,1.0677,0.97312,0.80856,0.98256,-0.00129
55,56,creative,5 Phone holder Stack two bricks and use the groves to hold your phone,phone holder stack two bricks and use the groves to hold your phone,brick,brick,0.96266,1.12397,0.95266,0.96754,0.80901,0.96317,-0.00539
56,57,creative,6 Weights Use brick as a weight for strength training,weights use brick as a weight for strength training,brick,brick,0.84682,1.05268,1.07114,0.9625900000000001,0.80757,0.94816,0.00887
57,58,creative,7 Outdoor furniture Use several bricks to make a sturdy and unique outdoor bench,outdoor furniture use several bricks to make a sturdy and unique outdoor bench,brick,brick,1.03534,0.95029,0.99517,0.96796,1.19167,1.02809,0.00677
58,59,creative,8 Fire pit Arrange bricks in a circular formation to create a cozy outdoor fire pit,fire pit arrange bricks in a circular formation to create a cozy outdoor fire pit,brick,brick,0.96269,0.91975,0.96899,0.96633,1.19167,1.00189,0.00686
59,60,creative,9 Cat scratcher Stack bricks to create a textured structure for your furry friend to scratch,cat scratcher stack bricks to create a textured structure for your furry friend to scratch,brick,brick,1.03411,0.92901,1.02251,0.96762,0.8080499999999999,0.95226,-0.01759
60,61,creative,10 Cool drinks Chill drinks quickly by wrapping them in a wet towel and placing them between two bricks,cool drinks chill drinks quickly by wrapping them in a wet towel and placing them between two bricks,brick,brick,1.14516,1.06335,0.94211,0.96753,1.19075,1.06178,0.00364
61,62,creative,1 Use bricks to create a unique bookshelf Stack bricks in a creative way to create different levels to hold books and other items,use bricks to create a unique bookshelf stack bricks in a creative way to create different levels to hold books and other items,brick,brick,1.11154,0.95563,1.04806,0.96754,1.19169,1.05489,0.00775
62,63,creative,2 Build a birdhouse Use a brick to create a sturdy base and build the structure on top,build a birdhouse use a brick to create a sturdy base and build the structure on top,brick,brick,0.81396,0.93427,0.94645,0.96754,0.81036,0.89452,-0.01108
63,64,creative,3 Create a garden path Lay the bricks out in a beautiful pattern to create a path in your garden,create a garden path lay the bricks out in a beautiful pattern to create a path in your garden,brick,brick,0.8472,0.99685,1.06171,0.96754,0.80833,0.93633,0.00237
64,65,creative,4 Build a fire pit Use a few bricks to create a beautiful fire pit in your backyard,build a fire pit use a few bricks to create a beautiful fire pit in your backyard,brick,brick,0.84862,1.03524,1.03775,0.96753,0.80833,0.93949,0.00287
65,66,creative,5 Use bricks as weights If you're working out at home use bricks as weights for strength training,use bricks as weights if youre working out at home use bricks as weights for strength training,brick,brick,0.96705,0.94875,0.89316,0.96753,1.19167,0.99363,0.0012
66,67,creative,6 Create a garden border Use bricks to create an attractive border around your garden,create a garden border use bricks to create an attractive border around your garden,brick,brick,1.15053,0.94693,0.98329,0.96751,1.19167,1.04799,-0.00135
67,68,creative,7 Build a raised garden bed Use bricks to create a durable and attractive raised garden bed,build a raised garden bed use bricks to create a durable and attractive raised garden bed,brick,brick,0.86122,0.8718,1.02094,0.9657,1.19168,0.98227,0.01447
68,69,creative,8 Make a doorstop Use a brick as a decorative and practical doorstop,make a doorstop use a brick as a decorative and practical doorstop,brick,brick,1.14829,1.0022200000000001,1.17976,0.96733,1.19168,1.09786,0.02156
69,70,creative,9 Create an outdoor oven Using a few bricks and a little creativity you can build an outdoor oven for cooking pizza and other delicious dishes,create an outdoor oven using a few bricks and a little creativity you can build an outdoor oven for cooking pizza and other delicious dishes,brick,brick,0.97018,1.05319,0.94054,0.96754,0.80833,0.94796,-0.01228
70,71,creative,10 Build a bench Stack bricks in a creative way to create a sturdy rustic bench that will add charm to your outdoor space,build a bench stack bricks in a creative way to create a sturdy rustic bench that will add charm to your outdoor space,brick,brick,1.14948,0.91997,1.04262,0.96754,1.19167,1.05426,0.00232
71,72,creative,1 A doorstop,a doorstop,brick,brick,1.00447,1.00844,0.96048,0.95757,0.83635,0.95346,-0.0109
72,73,creative,2 A weight for a makeshift gym,a weight for a makeshift gym,brick,brick,1.04696,1.03143,0.96509,0.96755,1.1918199999999999,1.04057,0.00938
73,74,creative,3 A bookend for a large bookshelf,a bookend for a large bookshelf,brick,brick,1.10516,1.02899,0.95947,0.96718,1.1844000000000001,1.04904,0.00481
74,75,creative,4 A paperweight at a desk,a paperweight at a desk,brick,brick,0.82233,1.00963,1.03613,0.96566,1.20053,1.00686,0.02907
75,76,creative,5 A garden marker for herbs or vegetables,a garden marker for herbs or vegetables,brick,brick,0.96671,0.82534,0.98761,0.96327,0.80765,0.91012,-0.02328
76,77,creative,6 A kitchen trivet to set hot pots or pans on,a kitchen trivet to set hot pots or pans on,brick,brick,0.93267,1.07129,0.88053,0.96777,0.80832,0.93212,-0.01446
77,78,creative,7 A decorative object for a fireplace mantel,a decorative object for a fireplace mantel,brick,brick,0.85232,0.98841,0.89807,0.95599,1.1909,0.97714,0.01489
78,79,creative,8 A makeshift hammer for DIY projects,a makeshift hammer for diy projects,brick,brick,1.0349,0.84771,0.90808,0.97418,0.80827,0.91463,-0.03648
79,80,creative,9 Use as a mold for homemade paver stones,use as a mold for homemade paver stones,brick,brick,1.0921,1.0558,1.05708,0.96745,0.80831,0.99615,-0.0083
80,81,creative,10 Hold down outdoor furniture during windy conditions,hold down outdoor furniture during windy conditions,brick,brick,0.88736,0.98692,0.97233,0.98183,1.19143,1.00397,0.01198
81,82,creative,1 Use it as a doorstop for heavy doors,use it as a doorstop for heavy doors,brick,brick,1.1632500000000001,0.99226,1.05223,0.96761,0.80861,0.99679,-0.01776
82,83,creative,2 Paint it and use it as a bookend,paint it and use it as a bookend,brick,brick,0.96998,0.94679,1.03834,0.96753,0.82254,0.94904,-0.00995
83,84,creative,3 Arrange it in a pattern to create a unique garden border,arrange it in a pattern to create a unique garden border,brick,brick,0.85473,1.03744,0.95584,0.96755,0.80803,0.92472,-0.00512
84,85,creative,4 Use as a weight for outdoor tablecloths to keep them from blowing away,use as a weight for outdoor tablecloths to keep them from blowing away,brick,brick,0.98351,0.95035,1.04751,0.96754,1.19181,1.02814,0.01497
85,86,creative,5 Build a mini brick wall to create a backdrop for a photography shoot,build a mini brick wall to create a backdrop for a photography shoot,brick,brick,0.8813,0.93651,0.93751,0.96759,0.8082,0.90622,-0.01594
86,87,creative,6 Break it apart and use the pieces to add texture to concrete walkways,break it apart and use the pieces to add texture to concrete walkways,brick,brick,0.96561,1.01575,0.95821,0.96754,1.19301,1.02002,0.01251
87,88,creative,7 Use it as a foundation for hanging planters,use it as a foundation for hanging planters,brick,brick,1.03791,1.05148,0.96216,0.96737,1.09216,1.02222,0.00455
88,89,creative,8 Build a DIY fire pit in your backyard,build a diy fire pit in your backyard,brick,brick,1.08355,1.0346899999999999,1.06067,0.97502,0.80856,0.9925,-0.01128
89,90,creative,9 Use as a steppingstone pathway in your garden,use as a steppingstone pathway in your garden,brick,brick,0.96203,1.05742,1.04938,0.9701,0.80934,0.96965,-0.00187
90,91,creative,10 Use as a base to create a heavyduty paperweight,use as a base to create a heavyduty paperweight,brick,brick,0.96532,1.03035,1.03043,0.96762,0.80709,0.96016,-0.00527
91,92,creative,1 Use a brick as a bookend Place a brick on each side of a row of books on a bookshelf to keep them in place,use a brick as a bookend place a brick on each side of a row of books on a bookshelf to keep them in place,brick,brick,0.97437,1.03825,1.04406,0.96754,0.80833,0.96651,-0.00383
92,93,creative,2 Make a fire pit Using a ring of bricks line the circle and stack them to create a fire pit perfect for outdoor gatherings,make a fire pit using a ring of bricks line the circle and stack them to create a fire pit perfect for outdoor gatherings,brick,brick,1.14685,0.93802,0.96384,0.96754,1.19167,1.04158,-0.00365
93,94,creative,3 Use as a door stop A brick means business when it comes to holding a door open or closed,use as a door stop a brick means business when it comes to holding a door open or closed,brick,brick,0.84642,1.0526200000000001,1.02209,0.96754,0.8082199999999999,0.93938,0.00279
94,95,creative,4 Use as a makeshift weight If you don't feel like investing in actual weights use bricks to incorporate into your workout,use as a makeshift weight if you dont feel like investing in actual weights use bricks to incorporate into your workout,brick,brick,1.02829,0.93462,0.96695,0.96752,0.80833,0.94114,-0.02205
95,96,creative,5 Create a flower bed Stack bricks to create a container for plants or flowers that can be used to line gardens or patios,create a flower bed stack bricks to create a container for plants or flowers that can be used to line gardens or patios,brick,brick,0.96932,1.05247,0.96253,0.96754,1.19167,1.02871,0.01533
96,97,creative,6 Use as a stepping stone Use one or more bricks as stepping stones to create a path or walkway,use as a stepping stone use one or more bricks as stepping stones to create a path or walkway,brick,brick,0.86359,0.94221,0.92152,0.96754,0.80833,0.90064,-0.01595
97,98,creative,7 Hold up a car Believe it or not a brick can be used to hold a car up while changing a tire,hold up a car believe it or not a brick can be used to hold a car up while changing a tire,brick,brick,0.96632,1.04661,1.03805,0.96754,1.1917200000000001,1.04205,0.02224
98,99,creative,8 Use for a community art project Paint bricks and use them to build a mural or structure on public property,use for a community art project paint bricks and use them to build a mural or structure on public property,brick,brick,1.12445,0.95902,1.02963,0.96754,1.19167,1.05446,0.00549
99,100,creative,9 Make a garden bench Stack bricks to create a bench for outdoor seating,make a garden bench stack bricks to create a bench for outdoor seating,brick,brick,1.03086,0.99525,1.05719,0.96751,0.80833,0.97183,-0.00914
100,101,creative,10 Create a bookshelf Stack several bricks in a creative way to make a rustic and unique bookshelf,create a bookshelf stack several bricks in a creative way to make a rustic and unique bookshelf,brick,brick,0.85026,1.05114,1.04735,0.96754,0.80858,0.94497,0.00487
101,102,creative,1 Use a brick as a doorstop,use a brick as a doorstop,brick,brick,0.96365,1.06252,0.95824,0.9649,0.80828,0.95152,-0.00873
102,103,creative,2 Create a bookend by stacking two bricks one on top of the other,create a bookend by stacking two bricks one on top of the other,brick,brick,1.13953,1.04132,0.94882,0.96754,1.19214,1.05787,0.00306
103,104,creative,3 Use a brick as a weight to hold down a tarp or tent while camping,use a brick as a weight to hold down a tarp or tent while camping,brick,brick,0.97131,1.04257,1.02641,0.96753,0.80832,0.96323,-0.005
104,105,creative,4 Paint a brick and use it as a unique garden decoration,paint a brick and use it as a unique garden decoration,brick,brick,0.87579,0.9837,0.97481,0.96755,0.80824,0.92202,-0.00856
105,106,creative,5 Stack bricks to create a makeshift barbecue grill or fire pit,stack bricks to create a makeshift barbecue grill or fire pit,brick,brick,0.86141,0.96839,1.03464,1.02474,0.80833,0.9395,-0.02038
106,107,creative,6 Use a brick as a sturdy base for a birdhouse or feeder,use a brick as a sturdy base for a birdhouse or feeder,brick,brick,1.04209,0.9882,1.03729,0.96756,0.80709,0.96845,-0.01232
107,108,creative,7 Cut a brick in half and use the pieces as risers for a shelf or table,cut a brick in half and use the pieces as risers for a shelf or table,brick,brick,1.02515,1.05413,1.04926,0.96754,0.80829,0.98087,-0.0052
108,109,creative,8 Use a brick as a paperweight on your desk,use a brick as a paperweight on your desk,brick,brick,0.93364,0.94946,0.97121,0.96721,1.19183,1.00267,0.01075
109,110,creative,9 Create a unique paper towel holder by stacking bricks and wrapping wire around them,create a unique paper towel holder by stacking bricks and wrapping wire around them,brick,brick,1.03565,0.9354,1.08854,0.96975,1.16531,1.03893,0.0122
110,111,creative,10 Create a wine rack by stacking bricks in a staggered pattern and placing wine bottles on the horizontal spaces between them,create a wine rack by stacking bricks in a staggered pattern and placing wine bottles on the horizontal spaces between them,brick,brick,1.07378,1.06528,1.01398,0.96754,0.81054,0.98622,-0.01047
111,112,creative,1 Use the brick as a bookend in a rusticthemed bookshelf,use the brick as a bookend in a rusticthemed bookshelf,brick,brick,1.14693,0.99881,0.9457,0.96761,0.80739,0.97329,-0.02648
112,113,creative,2 Turn the brick into a garden marker by painting or etching plant names onto it,turn the brick into a garden marker by painting or etching plant names onto it,brick,brick,1.05697,1.02506,0.95965,0.9675,1.19167,1.04017,0.0078
113,114,creative,3 Use the brick as a doorstop by gluing felt pads or rubber stoppers onto the bottom,use the brick as a doorstop by gluing felt pads or rubber stoppers onto the bottom,brick,brick,1.09511,0.93102,0.90819,0.96818,0.80833,0.94217,-0.03207
114,115,creative,4 Create a unique paperweight by stacking several bricks together and gluing them,create a unique paperweight by stacking several bricks together and gluing them,brick,brick,1.1269,1.01612,0.95585,0.96798,1.19179,1.05173,0.00246
115,116,creative,5 Use the brick as a makeshift weight for a DIY exercise routine,use the brick as a makeshift weight for a diy exercise routine,brick,brick,1.08352,1.06598,1.04123,0.96737,0.80832,0.99328,-0.00851
116,117,creative,6 Set the brick in a bed of sand to create a small lowmaintenance Zen garden,set the brick in a bed of sand to create a small lowmaintenance zen garden,brick,brick,1.06231,1.11717,0.9498,0.96754,1.19168,1.0577,0.01337
117,118,creative,7 Turn the brick into a unique door knocker by attaching a metal ring or handle,turn the brick into a unique door knocker by attaching a metal ring or handle,brick,brick,1.01838,0.90013,0.92881,0.96701,1.19187,1.00124,-0.00193
118,119,creative,8 Use the brick as a base to prop up a small statue or art piece,use the brick as a base to prop up a small statue or art piece,brick,brick,0.98912,1.05748,0.9825,0.96754,1.19147,1.03762,0.0164
119,120,creative,9 Turn the brick into a cool industrialstyle cellphone holder by drilling a hole for a charging cable,turn the brick into a cool industrialstyle cellphone holder by drilling a hole for a charging cable,brick,brick,0.93405,1.01388,1.05528,0.96738,1.19177,1.03247,0.02342
120,121,creative,10 Use the brick as a mold for casting concrete or plaster decorations,use the brick as a mold for casting concrete or plaster decorations,brick,brick,0.9377,0.9728,1.03475,0.96871,1.19292,1.02138,0.01789
121,122,creative,1 Garden bed border Use bricks to outline a garden bed creating a neat and organized appearance,garden bed border use bricks to outline a garden bed creating a neat and organized appearance,brick,brick,1.14721,1.09521,1.04415,0.96763,1.19167,1.08917,0.01558
122,123,creative,2 Bookends Stack a few bricks on top of each other and use them as bookends for your bookshelf,bookends stack a few bricks on top of each other and use them as bookends for your bookshelf,brick,brick,1.03384,1.05028,1.04846,0.96754,0.80813,0.98165,-0.00609
123,124,creative,3 Doorstop Use a single brick as a doorstop to prevent doors from slamming shut,doorstop use a single brick as a doorstop to prevent doors from slamming shut,brick,brick,1.0201500000000001,1.04731,0.95261,0.96762,1.19167,1.03587,0.01095
124,125,creative,4 Paperweight Use a brick to hold down a stack of paper on a windy day,paperweight use a brick to hold down a stack of paper on a windy day,brick,brick,0.9193,1.02484,1.01279,0.96753,0.80833,0.94656,-0.0045
125,126,creative,5 Weightlifting aid Use bricks as weights to do bicep curls chest presses or any other workout routine,weightlifting aid use bricks as weights to do bicep curls chest presses or any other workout routine,brick,brick,0.9704,1.08392,0.95297,0.97535,0.80833,0.95819,-0.01119
126,127,creative,6 Paver stone Use bricks to make a walkway patio or driveway,paver stone use bricks to make a walkway patio or driveway,brick,brick,0.84771,0.97189,1.05463,0.94751,1.19167,1.00268,0.03138
127,128,creative,7 Fire pit Build a fire pit using bricks for a stylish outdoor gathering spot,fire pit build a fire pit using bricks for a stylish outdoor gathering spot,brick,brick,1.05239,0.94776,0.92763,0.95861,0.80833,0.93894,-0.02356
128,129,creative,8 Flower vase Place a vase inside of a hollowed out brick for an interesting and unique centerpiece,flower vase place a vase inside of a hollowed out brick for an interesting and unique centerpiece,brick,brick,0.9587600000000001,1.06589,1.04802,0.96753,1.19225,1.04649,0.0251
129,130,creative,9 Car blocker Use bricks to block a car from parking in your driveway,car blocker use bricks to block a car from parking in your driveway,brick,brick,0.82901,1.1137299999999999,0.94792,0.96757,1.19167,1.00998,0.02687
130,131,creative,10 Playground obstacle Use bricks as an obstacle course for kids to jump over or climb on,playground obstacle use bricks as an obstacle course for kids to jump over or climb on,brick,brick,1.04366,1.07117,0.97566,0.96754,1.19167,1.04994,0.01352
131,132,creative,1 A weight for exercise,a weight for exercise,brick,brick,1.03034,0.94476,1.02221,1.03398,1.18409,1.04308,-0.01116
132,133,creative,2 A door stopper,a door stopper,brick,brick,0.8336,1.05533,0.97748,0.98447,1.16224,1.00262,0.01802
133,134,creative,3 A paperweight for a sturdy desk,a paperweight for a sturdy desk,brick,brick,0.94421,0.97335,1.00823,0.96644,1.1762299999999999,1.01369,0.0146
134,135,creative,4 A bookend,a bookend,brick,brick,1.05876,0.91107,1.03494,0.97286,0.8301000000000001,0.96155,-0.01933
135,136,creative,5 A foundation for building a house or shed,a foundation for building a house or shed,brick,brick,0.98706,1.04469,1.00338,0.96802,1.19245,1.03912,0.01747
