...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
78,79,creative,9 Use a fork to create a DIY photo holder by bending the prongs to hold a picture,use a fork to create a diy photo holder by bending the prongs to hold a picture,fork,fork,0.94115
79,80,creative,10 Use a fork to create a unique candle holder by sticking the prongs into a candle and placing it in a jar or vase,use a fork to create a unique candle holder by sticking the prongs into a candle and placing it in a jar or vase,fork,fork,1.05886
80,81,creative,1 Use a fork to create a unique pattern in clay or playdough,use a fork to create a unique pattern in clay or playdough,fork,fork,0.94109
81,82,creative,2 Use a fork to comb through tangled hair,use a fork to comb through tangled hair,fork,fork,1.05724
82,83,creative,3 Use a fork to create a makeshift guitar pick,use a fork to create a makeshift guitar pick,fork,fork,0.94114
83,84,creative,4 Use a fork to create a decorative imprint on a pie crust,use a fork to create a decorative imprint on a pie crust,fork,fork,1.05916
84,85,creative,5 Use a fork to create a unique texture on a painting or drawing,use a fork to create a unique texture on a painting or drawing,fork,fork,1.0587
85,86,creative,6 Use a fork to create a DIY wind chime by attaching it to various objects,use a fork to create a diy wind chime by attaching it to various objects,fork,fork,1.05918
86,87,creative,7 Use a fork to create a unique texture on a piece of pottery,use a fork to create a unique texture on a piece of pottery,fork,fork,1.05844
87,88,creative,8 Use a fork to create a DIY jewelry holder by bending the prongs,use a fork to create a diy jewelry holder by bending the prongs,fork,fork,0.94115
88,89,creative,9 Use a fork to create a unique texture on a piece of leather,use a fork to create a unique texture on a piece of leather,fork,fork,1.05833
89,90,creative,10 Use a fork to create a DIY plant marker by writing on the handle,use a fork to create a diy plant marker by writing on the handle,fork,fork,0.9412
90,91,creative,1 Use a fork to create a unique pattern in clay or playdough,use a fork to create a unique pattern in clay or playdough,fork,fork,0.94109
91,92,creative,2 Use a fork to create a decorative edge on a pie crust,use a fork to create a decorative edge on a pie crust,fork,fork,0.94131
92,93,creative,3 Use a fork to make a miniature garden by sticking it into soil and hanging small objects from the tines,use a fork to make a miniature garden by sticking it into soil and hanging small objects from the tines,fork,fork,0.94114
93,94,creative,4 Use a fork to create a DIY hair accessory by wrapping ribbon or fabric around the handle and tines,use a fork to create a diy hair accessory by wrapping ribbon or fabric around the handle and tines,fork,fork,0.942
94,95,creative,5 Use a fork to create a unique texture on a painting or drawing,use a fork to create a unique texture on a painting or drawing,fork,fork,1.0587
95,96,creative,6 Use a fork to create a makeshift guitar by plucking the tines,use a fork to create a makeshift guitar by plucking the tines,fork,fork,0.94111
96,97,creative,7 Use a fork to create a DIY wind chime by attaching small bells or beads to the tines,use a fork to create a diy wind chime by attaching small bells or beads to the tines,fork,fork,1.05886
97,98,creative,8 Use a fork to create a DIY jewelry holder by bending the tines and attaching it to a wall or board,use a fork to create a diy jewelry holder by bending the tines and attaching it to a wall or board,fork,fork,0.94178
98,99,creative,9 Use a fork to create a DIY plant marker by writing the name of the plant on the handle and sticking it into the soil,use a fork to create a diy plant marker by writing the name of the plant on the handle and sticking it into the soil,fork,fork,1.05884
99,100,creative,10 Use a fork to create a DIY stamp by dipping the tines in paint and pressing it onto paper or fabric,use a fork to create a diy stamp by dipping the tines in paint and pressing it onto paper or fabric,fork,fork,0.94149
100,101,creative,1 Use a fork to create a unique pattern in cookie dough or pie crust,use a fork to create a unique pattern in cookie dough or pie crust,fork,fork,1.06619
101,102,creative,2 Use a fork to create a makeshift hair pick or comb,use a fork to create a makeshift hair pick or comb,fork,fork,0.94116
102,103,creative,3 Use a fork to create a DIY plant marker for your garden,use a fork to create a diy plant marker for your garden,fork,fork,0.94115
103,104,creative,4 Use a fork to create a mini easel to display small artwork or photos,use a fork to create a mini easel to display small artwork or photos,fork,fork,0.94112
104,105,creative,5 Use a fork to create a unique texture in mashed potatoes or other soft foods,use a fork to create a unique texture in mashed potatoes or other soft foods,fork,fork,0.94114
105,106,creative,6 Use a fork to create a DIY jewelry holder by bending the prongs into hooks,use a fork to create a diy jewelry holder by bending the prongs into hooks,fork,fork,0.94112
106,107,creative,7 Use a fork to create a DIY candle holder by bending the prongs into a circle,use a fork to create a diy candle holder by bending the prongs into a circle,fork,fork,1.05886
107,108,creative,8 Use a fork to create a DIY wind chime by attaching small objects to the prongs,use a fork to create a diy wind chime by attaching small objects to the prongs,fork,fork,1.05887
108,109,creative,9 Use a fork to create a DIY stamp by carving a design into the prongs,use a fork to create a diy stamp by carving a design into the prongs,fork,fork,0.94115
109,110,creative,10 Use a fork to create a DIY toy by attaching a small object to the prongs and using it as a handle,use a fork to create a diy toy by attaching a small object to the prongs and using it as a handle,fork,fork,1.05886
110,111,creative,1 Use a fork as a makeshift hairbrush to detangle knots,use a fork as a makeshift hairbrush to detangle knots,fork,fork,0.94111
111,112,creative,2 Use a fork to create a unique pattern in clay or playdough,use a fork to create a unique pattern in clay or playdough,fork,fork,0.94109
112,113,creative,3 Use a fork to create a decorative edge on a pie crust,use a fork to create a decorative edge on a pie crust,fork,fork,0.94131
113,114,creative,4 Use a fork to aerate soil in a small garden or potted plants,use a fork to aerate soil in a small garden or potted plants,fork,fork,1.0588
114,115,creative,5 Use a fork to create a DIY jewelry holder by bending the tines to hold earrings,use a fork to create a diy jewelry holder by bending the tines to hold earrings,fork,fork,1.05817
115,116,creative,6 Use a fork to create a DIY wind chime by hanging multiple forks from a string,use a fork to create a diy wind chime by hanging multiple forks from a string,fork,fork,0.94117
116,117,creative,7 Use a fork to create a DIY photo holder by bending the tines to hold a picture,use a fork to create a diy photo holder by bending the tines to hold a picture,fork,fork,0.94125
117,118,creative,8 Use a fork to create a DIY candle holder by bending the tines to hold a candle,use a fork to create a diy candle holder by bending the tines to hold a candle,fork,fork,0.94117
118,119,creative,9 Use a fork to create a DIY key holder by bending the tines to hold keys,use a fork to create a diy key holder by bending the tines to hold keys,fork,fork,1.05878
119,120,creative,10 Use a fork to create a DIY plant marker by writing the name of the plant on the handle with a permanent marker,use a fork to create a diy plant marker by writing the name of the plant on the handle with a permanent marker,fork,fork,1.05885
120,121,creative,1 Use a fork to create a unique pattern on a cake or pie crust,use a fork to create a unique pattern on a cake or pie crust,fork,fork,0.94125
121,122,creative,2 Use a fork to create a makeshift hairbrush or comb,use a fork to create a makeshift hairbrush or comb,fork,fork,0.9412
122,123,creative,3 Use a fork to create a DIY jewelry holder by bending the prongs to hold earrings or necklaces,use a fork to create a diy jewelry holder by bending the prongs to hold earrings or necklaces,fork,fork,1.05884
123,124,creative,4 Use a fork to create a plant marker by writing the name of the plant on the handle,use a fork to create a plant marker by writing the name of the plant on the handle,fork,fork,1.0588899999999999
124,125,creative,5 Use a fork to create a DIY candle holder by sticking the prongs into a candle,use a fork to create a diy candle holder by sticking the prongs into a candle,fork,fork,1.05886
125,126,creative,6 Use a fork to create a DIY phone stand by bending the prongs to hold the phone,use a fork to create a diy phone stand by bending the prongs to hold the phone,fork,fork,0.94115
126,127,creative,7 Use a fork to create a DIY paintbrush by wrapping the prongs with a cloth or sponge,use a fork to create a diy paintbrush by wrapping the prongs with a cloth or sponge,fork,fork,0.94112
127,128,creative,8 Use a fork to create a DIY cheese grater by bending the prongs to create a grating surface,use a fork to create a diy cheese grater by bending the prongs to create a grating surface,fork,fork,1.05886
128,129,creative,9 Use a fork to create a DIY guitar pick by cutting the prongs to size and shaping the edges,use a fork to create a diy guitar pick by cutting the prongs to size and shaping the edges,fork,fork,0.94115
129,130,creative,10 Use a fork to create a DIY toy by attaching a string to the handle and using it as a puppet,use a fork to create a diy toy by attaching a string to the handle and using it as a puppet,fork,fork,1.05885
130,131,creative,1 Use a fork to create a unique pattern in cookie dough or pie crust,use a fork to create a unique pattern in cookie dough or pie crust,fork,fork,1.06619
131,132,creative,2 Turn a fork into a makeshift comb for your hair in a pinch,turn a fork into a makeshift comb for your hair in a pinch,fork,fork,0.94092
132,133,creative,3 Use a fork to create a DIY jewelry holder by bending the prongs to hold earrings or necklaces,use a fork to create a diy jewelry holder by bending the prongs to hold earrings or necklaces,fork,fork,1.05884
133,134,creative,4 Use a fork to create a mini garden by sticking it into a potato and planting it in soil,use a fork to create a mini garden by sticking it into a potato and planting it in soil,fork,fork,0.94114
134,135,creative,5 Use a fork to create a unique texture in mashed potatoes or other soft foods,use a fork to create a unique texture in mashed potatoes or other soft foods,fork,fork,0.94114
135,136,creative,6 Use a fork to create a DIY stamp by dipping the prongs in paint and pressing onto paper,use a fork to create a diy stamp by dipping the prongs in paint and pressing onto paper,fork,fork,1.05885
136,137,creative,7 Use a fork to create a DIY candle holder by bending the prongs to hold a tea light,use a fork to create a diy candle holder by bending the prongs to hold a tea light,fork,fork,1.05886
137,138,creative,8 Use a fork to create a DIY wind chime by attaching small bells or beads to the prongs,use a fork to create a diy wind chime by attaching small bells or beads to the prongs,fork,fork,1.05886
138,139,creative,9 Use a fork to create a DIY picture frame by bending the prongs to hold a small photo,use a fork to create a diy picture frame by bending the prongs to hold a small photo,fork,fork,1.05886
139,140,creative,10 Use a fork to create a DIY plant marker by writing the name of the plant on the handle with a permanent marker,use a fork to create a diy plant marker by writing the name of the plant on the handle with a permanent marker,fork,fork,1.05885
140,141,creative,1 Use a fork to create a unique pattern in clay or playdough,use a fork to create a unique pattern in clay or playdough,fork,fork,0.94109
141,142,creative,2 Use a fork to create a makeshift hairbrush or comb,use a fork to create a makeshift hairbrush or comb,fork,fork,0.9412
142,143,creative,3 Use a fork to create a decorative pattern on a cake or pie,use a fork to create a decorative pattern on a cake or pie,fork,fork,0.94112
143,144,creative,4 Use a fork to dig small holes for planting seeds in a garden,use a fork to dig small holes for planting seeds in a garden,fork,fork,0.94114
144,145,creative,5 Use a fork to create a DIY guitar pick,use a fork to create a diy guitar pick,fork,fork,1.05883
145,146,creative,6 Use a fork to create a unique texture on a painting or drawing,use a fork to create a unique texture on a painting or drawing,fork,fork,1.0587
146,147,creative,7 Use a fork to create a DIY back scratcher,use a fork to create a diy back scratcher,fork,fork,0.94137
147,148,creative,8 Use a fork to create a unique texture on a piece of pottery,use a fork to create a unique texture on a piece of pottery,fork,fork,1.05844
148,149,creative,9 Use a fork to create a DIY knitting or crochet tool,use a fork to create a diy knitting or crochet tool,fork,fork,1.05887
149,150,creative,10 Use a fork to create a DIY stencil for painting or drawing,use a fork to create a diy stencil for painting or drawing,fork,fork,1.05885
150,151,creative,1 Use a fork to create a unique piece of art by dipping the tines in paint and creating a pattern on a canvas,use a fork to create a unique piece of art by dipping the tines in paint and creating a pattern on a canvas,fork,fork,1.05895
151,152,creative,2 Use a fork to make a mini garden by sticking the tines into soil and planting small succulents or herbs,use a fork to make a mini garden by sticking the tines into soil and planting small succulents or herbs,fork,fork,1.05886
152,153,creative,3 Use a fork to create a DIY hair accessory by bending the tines into a decorative shape and attaching it to a hair clip or headband,use a fork to create a diy hair accessory by bending the tines into a decorative shape and attaching it to a hair clip or headband,fork,fork,0.94119
153,154,creative,4 Use a fork to create a unique piece of jewelry by bending the tines into a ring or necklace pendant,use a fork to create a unique piece of jewelry by bending the tines into a ring or necklace pendant,fork,fork,1.05878
154,155,creative,5 Use a fork to create a makeshift drumstick and play a beat on a tabletop or other surface,use a fork to create a makeshift drumstick and play a beat on a tabletop or other surface,fork,fork,0.94114
155,156,creative,6 Use a fork to create a DIY stamp by carving a design into the tines and using it to stamp onto paper or fabric,use a fork to create a diy stamp by carving a design into the tines and using it to stamp onto paper or fabric,fork,fork,1.05878
156,157,creative,7 Use a fork to create a DIY candle holder by sticking the tines into a candle and creating a decorative holder,use a fork to create a diy candle holder by sticking the tines into a candle and creating a decorative holder,fork,fork,0.94115
157,158,creative,8 Use a fork to create a DIY wind chime by attaching small bells or other objects to the tines and hanging it outside,use a fork to create a diy wind chime by attaching small bells or other objects to the tines and hanging it outside,fork,fork,0.94114
158,159,creative,9 Use a fork to create a DIY plant marker by writing the name of a plant on the tines and sticking it into the soil,use a fork to create a diy plant marker by writing the name of a plant on the tines and sticking it into the soil,fork,fork,0.94116
159,160,creative,10 Use a fork to create a DIY toy by attaching a small stuffed animal or other object to the tines and using it as a puppet,use a fork to create a diy toy by attaching a small stuffed animal or other object to the tines and using it as a puppet,fork,fork,1.05886
160,161,creative,1 Use a fork as a makeshift hair accessory by twisting it into a bun or updo,use a fork as a makeshift hair accessory by twisting it into a bun or updo,fork,fork,1.05877
161,162,creative,2 Create a unique piece of jewelry by bending and shaping the tines of a fork into a necklace or bracelet,create a unique piece of jewelry by bending and shaping the tines of a fork into a necklace or bracelet,fork,fork,0.94074
162,163,creative,3 Use a fork to create textured patterns in clay or other art mediums,use a fork to create textured patterns in clay or other art mediums,fork,fork,1.05884
163,164,creative,4 Use a fork to aerate soil in a small garden or potted plants,use a fork to aerate soil in a small garden or potted plants,fork,fork,1.0588
164,165,creative,5 Use a fork to create a unique design on a cake or other baked goods,use a fork to create a unique design on a cake or other baked goods,fork,fork,0.94106
165,166,creative,6 Use a fork to fish small items out of tight spaces like a dropped earring or a key stuck in a drain,use a fork to fish small items out of tight spaces like a dropped earring or a key stuck in a drain,fork,fork,0.94113
166,167,creative,7 Use a fork to create a makeshift guitar pick for impromptu jam sessions,use a fork to create a makeshift guitar pick for impromptu jam sessions,fork,fork,0.94114
167,168,creative,8 Use a fork to create a unique texture on a piece of leather or fabric,use a fork to create a unique texture on a piece of leather or fabric,fork,fork,1.05338
168,169,creative,9 Use a fork to create a unique pattern on a piece of pottery or ceramics,use a fork to create a unique pattern on a piece of pottery or ceramics,fork,fork,0.94062
169,170,creative,10 Use a fork to create a unique design on a piece of furniture by distressing the wood with the tines,use a fork to create a unique design on a piece of furniture by distressing the wood with the tines,fork,fork,1.05883
170,171,creative,1 Use the tines of the fork to create a unique pattern in clay or playdough,use the tines of the fork to create a unique pattern in clay or playdough,fork,fork,0.94112
171,172,creative,2 Use the handle of the fork to create a small garden marker for your plants,use the handle of the fork to create a small garden marker for your plants,fork,fork,0.94114
172,173,creative,3 Use the tines of the fork to create a makeshift hairbrush or comb,use the tines of the fork to create a makeshift hairbrush or comb,fork,fork,0.94123
173,174,creative,4 Use the fork to create a unique piece of jewelry by bending the tines into a desired shape,use the fork to create a unique piece of jewelry by bending the tines into a desired shape,fork,fork,0.94059
174,175,creative,5 Use the fork to create a unique texture on a painting or drawing,use the fork to create a unique texture on a painting or drawing,fork,fork,1.05869
175,176,creative,6 Use the tines of the fork to create a unique pattern in frosting on a cake or cupcakes,use the tines of the fork to create a unique pattern in frosting on a cake or cupcakes,fork,fork,0.94111
176,177,creative,7 Use the fork to create a unique design on a piece of leather or fabric,use the fork to create a unique design on a piece of leather or fabric,fork,fork,0.94067
177,178,creative,8 Use the fork to create a unique texture on a piece of pottery or ceramics,use the fork to create a unique texture on a piece of pottery or ceramics,fork,fork,1.05737
178,179,creative,9 Use the fork to create a unique pattern in a sandcastle or sand sculpture,use the fork to create a unique pattern in a sandcastle or sand sculpture,fork,fork,0.94094
179,180,creative,10 Use the fork to create a unique design on a piece of wood or furniture,use the fork to create a unique design on a piece of wood or furniture,fork,fork,0.94102
180,181,creative,1 Use a fork to create a unique pattern in clay or playdough,use a fork to create a unique pattern in clay or playdough,fork,fork,0.94109
181,182,creative,2 Use a fork to make a mini trellis for small plants,use a fork to make a mini trellis for small plants,fork,fork,1.05888
182,183,creative,3 Use a fork to create a textured design on a cake or pie crust,use a fork to create a textured design on a cake or pie crust,fork,fork,1.059
