...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
24,25,creative,5 Cable Organizer Wrap your charging cables or earphones around the prongs of the fork to keep them tanglefree and organized in your bag or drawer,cable organizer wrap your charging cables or earphones around the prongs of the fork to keep them tanglefree and organized in your bag or drawer,fork,fork,1.05886
25,26,creative,6 Fruit Sculpting Tool Use a fork to carve shapes or create decorative patterns on the surface of your fruits or roasted vegetables making them more visually appealing,fruit sculpting tool use a fork to carve shapes or create decorative patterns on the surface of your fruits or roasted vegetables making them more visually appealing,fork,fork,1.05881
26,27,creative,7 Incense Holder Place an incense stick between the prongs of a fork and use it as a holder The fork's handle also acts as a convenient grip while ensuring minimal movement,incense holder place an incense stick between the prongs of a fork and use it as a holder the forks handle also acts as a convenient grip while ensuring minimal movement,fork,fork,1.05885
27,28,creative,8 Marshmallow Roasting Buddy Instead of using a traditional roasting stick skewer marshmallows or other treats for roasting onto the prongs and toast them over an open flame or a heat source,marshmallow roasting buddy instead of using a traditional roasting stick skewer marshmallows or other treats for roasting onto the prongs and toast them over an open flame or a heat source,fork,fork,1.05886
28,29,creative,9 Fork Plant Marker If you're growing herbs or other small plants write the names of the plants on small tags or pieces of paper and attach them to the prongs of a fork Insert the fork into the soil beside each plant to easily identify them,fork plant marker if youre growing herbs or other small plants write the names of the plants on small tags or pieces of paper and attach them to the prongs of a fork insert the fork into the soil beside each plant to easily identify them,fork,fork,1.05886
29,30,creative,10 Impromptu Hair Accessory In need of a quick hairpin or hairpiece Bend the fork into a decorative shape add some beads or DIY decorations and use it to style your hair with flair,impromptu hair accessory in need of a quick hairpin or hairpiece bend the fork into a decorative shape add some beads or diy decorations and use it to style your hair with flair,fork,fork,0.94114
30,31,creative,1 Plant marker Paint or attach small tags onto the prongs of a fork and use it to identify plants in your garden or potted plants,plant marker paint or attach small tags onto the prongs of a fork and use it to identify plants in your garden or potted plants,fork,fork,1.05886
31,32,creative,2 DIY earring holder Attach ribbons to the prongs of a fork and hang lightweight earrings creating a unique and quirky earring holder,diy earring holder attach ribbons to the prongs of a fork and hang lightweight earrings creating a unique and quirky earring holder,fork,fork,1.06007
32,33,creative,3 Hair accessories holder Stick a fork into a piece of foam or a small sturdy container and use it as a stand to hang and organize hair accessories like clips hair ties and headbands,hair accessories holder stick a fork into a piece of foam or a small sturdy container and use it as a stand to hang and organize hair accessories like clips hair ties and headbands,fork,fork,0.9411
33,34,creative,4 Recipe stand Prop up a recipe card on a countertop or on the edge of a bowl by sticking a fork through its top allowing you to easily read the recipe while cooking or baking,recipe stand prop up a recipe card on a countertop or on the edge of a bowl by sticking a fork through its top allowing you to easily read the recipe while cooking or baking,fork,fork,0.94114
34,35,creative,5 Cake decoration tool Dip the prongs of the fork into icing or melted chocolate and create interesting patterns or decorations on cakes cupcakes or cookies,cake decoration tool dip the prongs of the fork into icing or melted chocolate and create interesting patterns or decorations on cakes cupcakes or cookies,fork,fork,0.94118
35,36,creative,6 DIY wind chimes String multiple forks together by their handles and hang them outside as a unique and whimsical set of wind chimes,diy wind chimes string multiple forks together by their handles and hang them outside as a unique and whimsical set of wind chimes,fork,fork,0.94058
36,37,creative,7 Photo display Clip small lightweight photos onto the prongs of a fork and use it as a stand or display in your living room kitchen or office,photo display clip small lightweight photos onto the prongs of a fork and use it as a stand or display in your living room kitchen or office,fork,fork,1.05886
37,38,creative,8 Oil diffuser holder Attach a small piece of sponge or felt to the prongs of a fork soak it in essential oil of your choice and place it in a room to create a simple homemade oil diffuser,oil diffuser holder attach a small piece of sponge or felt to the prongs of a fork soak it in essential oil of your choice and place it in a room to create a simple homemade oil diffuser,fork,fork,1.05886
38,39,creative,9 Cord cable or wire organizer Wrap your cables cords or wires around the prongs of a fork to neatly store and prevent them from tangling,cord cable or wire organizer wrap your cables cords or wires around the prongs of a fork to neatly store and prevent them from tangling,fork,fork,1.05887
39,40,creative,10 Novelty door handle Replace a traditional doorknob with a creatively shaped fork attached to the door as a quirky and unexpected door handle,novelty door handle replace a traditional doorknob with a creatively shaped fork attached to the door as a quirky and unexpected door handle,fork,fork,0.94114
40,41,creative,1 Fork Guitar Use the tines of a fork as the strings for a mini guitar Pluck them to create unique musical sounds,fork guitar use the tines of a fork as the strings for a mini guitar pluck them to create unique musical sounds,fork,fork,1.05886
41,42,creative,2 Fork Spy Attach a small mirror onto the curve of the fork so you can use it as a periscope to spy on others discreetly,fork spy attach a small mirror onto the curve of the fork so you can use it as a periscope to spy on others discreetly,fork,fork,0.94101
42,43,creative,3 Fork Plant Support Use forks to create a DIY plant support system Stick them in the soil around a plant to provide greater stability as it grows,fork plant support use forks to create a diy plant support system stick them in the soil around a plant to provide greater stability as it grows,fork,fork,1.05892
43,44,creative,4 Fork Canvas Dip the tines of a fork in colorful paints and gently press them on a canvas to create a textured and vibrant artwork,fork canvas dip the tines of a fork in colorful paints and gently press them on a canvas to create a textured and vibrant artwork,fork,fork,1.05887
44,45,creative,5 Fork Bookmarks Attach a decorative ribbon or fabric to the handle of a fork Slide it into the pages of a book to create a unique and charming bookmark,fork bookmarks attach a decorative ribbon or fabric to the handle of a fork slide it into the pages of a book to create a unique and charming bookmark,fork,fork,1.05875
45,46,creative,6 Fork Photo Stand Bend the handle end of a fork backward to create a stand Insert a photo or a small handwritten message into the fork prongs to display it,fork photo stand bend the handle end of a fork backward to create a stand insert a photo or a small handwritten message into the fork prongs to display it,fork,fork,0.94114
46,47,creative,7 Fork Doorstop Attach a sturdy weight to the handle end of a fork creating a doorstop with a unique touch,fork doorstop attach a sturdy weight to the handle end of a fork creating a doorstop with a unique touch,fork,fork,0.94115
47,48,creative,8 Fork Pendulum Hang a fork from a string and use it as a makeshift pendulum to entertain and mesmerize others with its unpredictable movements,fork pendulum hang a fork from a string and use it as a makeshift pendulum to entertain and mesmerize others with its unpredictable movements,fork,fork,0.94114
48,49,creative,9 Fork Napkin Ring Wrap a fancy napkin around a rolledup fork and secure it with a decorative ribbon to create an elegant napkin ring for special occasions,fork napkin ring wrap a fancy napkin around a rolledup fork and secure it with a decorative ribbon to create an elegant napkin ring for special occasions,fork,fork,0.94113
49,50,creative,10 Fork Upholstery Tool Bend the tines of a fork slightly apart to create a unique upholstery tool for fastening fabric or removing staples,fork upholstery tool bend the tines of a fork slightly apart to create a unique upholstery tool for fastening fabric or removing staples,fork,fork,0.94114
50,51,creative,1 Miniature plant hangers Hang small potted plants from the tines of the fork by bending the handles to create an upsidedown forkshaped plant hanger,miniature plant hangers hang small potted plants from the tines of the fork by bending the handles to create an upsidedown forkshaped plant hanger,fork,fork,0.94112
51,52,creative,2 Photo or postcard holder Use the prongs of the fork to hold photos or postcards upright on a desk mantelpiece or bulletin board,photo or postcard holder use the prongs of the fork to hold photos or postcards upright on a desk mantelpiece or bulletin board,fork,fork,0.94114
52,53,creative,3 Cord organizer Loop your messy headphone or charging cords through the tines of a fork to keep them neatly organized and tanglefree,cord organizer loop your messy headphone or charging cords through the tines of a fork to keep them neatly organized and tanglefree,fork,fork,1.05891
53,54,creative,4 Paintbrush holder Stand up your wet paintbrushes by inserting their handles into the prongs of the fork keeping them elevated and preventing paint from smudging onto tables or drying surfaces,paintbrush holder stand up your wet paintbrushes by inserting their handles into the prongs of the fork keeping them elevated and preventing paint from smudging onto tables or drying surfaces,fork,fork,1.05807
54,55,creative,5 Hot dog or marshmallow roaster Extend the handle of a longhandled fork by wrapping it with aluminum foil then roast hot dogs marshmallows vegetables or even kebabs over a firepit or grill,hot dog or marshmallow roaster extend the handle of a longhandled fork by wrapping it with aluminum foil then roast hot dogs marshmallows vegetables or even kebabs over a firepit or grill,fork,fork,1.05887
55,56,creative,6 Fork drawer pulls Replace ordinary drawer pulls or knobs with miniature forks for an unconventional and whimsical twist in a kitchen or dining area,fork drawer pulls replace ordinary drawer pulls or knobs with miniature forks for an unconventional and whimsical twist in a kitchen or dining area,fork,fork,1.05873
56,57,creative,7 Fruit holder for a packed lunch Secure chunks or slices of fruit such as watermelon cantaloupe or pineapple between the tines of a fork to keep them neatly contained and easy to eat,fruit holder for a packed lunch secure chunks or slices of fruit such as watermelon cantaloupe or pineapple between the tines of a fork to keep them neatly contained and easy to eat,fork,fork,0.9410499999999999
57,58,creative,8 Unique wall art Spraypaint forks in various colors bend some tines or handles and arrange them in artistic patterns on a canvas or wooden board to create an eyecatching wall art piece,unique wall art spraypaint forks in various colors bend some tines or handles and arrange them in artistic patterns on a canvas or wooden board to create an eyecatching wall art piece,fork,fork,0.94113
58,59,creative,9 Cornonthecob handle Insert two forks into the ends of a corn cob to act as easytogrip handles preventing your fingers from getting messy and making it easier to eat,cornonthecob handle insert two forks into the ends of a corn cob to act as easytogrip handles preventing your fingers from getting messy and making it easier to eat,fork,fork,1.05885
59,60,creative,10 Wine glass charms Use small decorative beads or tags onto the handles of forks then hook or clamp them on the stem of wine glasses to create customized and unique wine glass charms helping distinguish between guests' glasses at gatherings,wine glass charms use small decorative beads or tags onto the handles of forks then hook or clamp them on the stem of wine glasses to create customized and unique wine glass charms helping distinguish between guests glasses at gatherings,fork,fork,1.05886
60,61,creative,1 Fork as a hair accessory Use the tines of a decorative fork to pin up a stylish updo or bun adding a quirky touch to your hairstyle,fork as a hair accessory use the tines of a decorative fork to pin up a stylish updo or bun adding a quirky touch to your hairstyle,fork,fork,1.05886
61,62,creative,2 Fork plant markers Engrave the name of plants on the forks handle and stick it into the soil of your garden or potted plants to create charming plant markers,fork plant markers engrave the name of plants on the forks handle and stick it into the soil of your garden or potted plants to create charming plant markers,fork,fork,0.94114
62,63,creative,3 Fork book holder Prop up a cookbook or a novel by sliding the bottom part of the book cover onto the tines of a fork allowing you to conveniently read or cook without needing an extra stand,fork book holder prop up a cookbook or a novel by sliding the bottom part of the book cover onto the tines of a fork allowing you to conveniently read or cook without needing an extra stand,fork,fork,0.94114
63,64,creative,4 Fork utensil organizer Hang several forks upside down on the wall or the inside of a cabinet to create a unique and functional utensil organizer,fork utensil organizer hang several forks upside down on the wall or the inside of a cabinet to create a unique and functional utensil organizer,fork,fork,0.9412
64,65,creative,5 Fork photo holder Attach photos or small notes to the tines of a decorative fork using mini clothespins It can function as a fun and personalized photo holder,fork photo holder attach photos or small notes to the tines of a decorative fork using mini clothespins it can function as a fun and personalized photo holder,fork,fork,1.05886
65,66,creative,6 Fork puzzle maker Cut a shape out of cardboard line the edges with small cuts and use the tines of forks to slide the cardboard pieces together making a quirky homemade puzzle,fork puzzle maker cut a shape out of cardboard line the edges with small cuts and use the tines of forks to slide the cardboard pieces together making a quirky homemade puzzle,fork,fork,0.94114
66,67,creative,7 Fork drawer handles Replace ordinary drawer handles with modernlooking forks by attaching them horizontally to the front of the drawers giving a distinct and playful touch to your furniture,fork drawer handles replace ordinary drawer handles with modernlooking forks by attaching them horizontally to the front of the drawers giving a distinct and playful touch to your furniture,fork,fork,0.99185
67,68,creative,8 Fork drumsticks For a humorous twist use the tines of a fork as drumsticks to create a unique percussion sound on pots pans or a drum set,fork drumsticks for a humorous twist use the tines of a fork as drumsticks to create a unique percussion sound on pots pans or a drum set,fork,fork,1.05886
68,69,creative,9 Fork wind chime Drill small holes into the entire length of several forks and hang them from a rod or string As they clink together the forks create a visually interesting and melodic wind chime,fork wind chime drill small holes into the entire length of several forks and hang them from a rod or string as they clink together the forks create a visually interesting and melodic wind chime,fork,fork,0.94115
69,70,creative,10 Fork sculpture Bend or manipulate forks into abstract or recognizable shapes to create a small sculpture or mini art piece It provides an artistic and unexpected way to showcase cutlery,fork sculpture bend or manipulate forks into abstract or recognizable shapes to create a small sculpture or mini art piece it provides an artistic and unexpected way to showcase cutlery,fork,fork,0.94114
70,71,creative,1 Homemade garden tool Assemble a few forks together with duct tape to reshape them into a handcultivator for planting small herbs and vegetables in your garden,homemade garden tool assemble a few forks together with duct tape to reshape them into a handcultivator for planting small herbs and vegetables in your garden,fork,fork,1.05886
71,72,creative,2 Cablemanagement tool Attach a small clip to the back of a fork and slide USB cables headphone cords or other wires through the prongs to keep them organized and untangled,cablemanagement tool attach a small clip to the back of a fork and slide usb cables headphone cords or other wires through the prongs to keep them organized and untangled,fork,fork,1.05886
72,73,creative,3 DIY plant potting tool Use a fork to gently untangle and aerate the roots of seedlings or transplants when replanting them into larger pots,diy plant potting tool use a fork to gently untangle and aerate the roots of seedlings or transplants when replanting them into larger pots,fork,fork,1.05886
73,74,creative,4 Fruit kebab holder Arrange several pieces of fresh fruit onto the tines of a fork making unique and easytograb fruit kebabs,fruit kebab holder arrange several pieces of fresh fruit onto the tines of a fork making unique and easytograb fruit kebabs,fork,fork,0.94113
74,75,creative,5 Creative wall décor Arrange a set of decorative forks on a wall displaying them as a quirky and entertaining art piece,creative wall décor arrange a set of decorative forks on a wall displaying them as a quirky and entertaining art piece,fork,fork,1.05886
75,76,creative,6 Fashionable jewelry display Reshape the prongs of a fork to resemble hooks then mount it on a board to create an attractive display rack for hanging necklaces or bracelets with some pizzazz,fashionable jewelry display reshape the prongs of a fork to resemble hooks then mount it on a board to create an attractive display rack for hanging necklaces or bracelets with some pizzazz,fork,fork,0.94113
76,77,creative,7 Barcode scanner accessory Attach a piece of cardboard or foam to the tines of a fork to fashion a makeshift handle transforming it into a handheld barcode scanner for personal use,barcode scanner accessory attach a piece of cardboard or foam to the tines of a fork to fashion a makeshift handle transforming it into a handheld barcode scanner for personal use,fork,fork,1.05886
77,78,creative,8 Cocktail garnish separator Use a fork to gently separate delicate or intricate garnishes such as bunched herbs or citrus twists for easy placement on top of cocktail glasses,cocktail garnish separator use a fork to gently separate delicate or intricate garnishes such as bunched herbs or citrus twists for easy placement on top of cocktail glasses,fork,fork,0.9411
78,79,creative,9 DIY stencilmaker Bend the prongs of a fork into a specific shape or design and firmly place it onto a sheet of thick paper or plastic to create your own custom stencil,diy stencilmaker bend the prongs of a fork into a specific shape or design and firmly place it onto a sheet of thick paper or plastic to create your own custom stencil,fork,fork,1.05886
79,80,creative,10 Cord control for paintings Attach a fork to the back of a canvas or frame using adhesive hooks then neatly thread the hanging wire through the prongs to keep it concealed and prevent it from tangling or scratching the wall,cord control for paintings attach a fork to the back of a canvas or frame using adhesive hooks then neatly thread the hanging wire through the prongs to keep it concealed and prevent it from tangling or scratching the wall,fork,fork,1.05885
80,81,creative,1 Utensil holder Attach several forks together with a rubber band or string creating a unique stand to hold other utensils such as spoons knives or chopsticks,utensil holder attach several forks together with a rubber band or string creating a unique stand to hold other utensils such as spoons knives or chopsticks,fork,fork,0.94116
81,82,creative,2 Jewelry display Bend the tines of a fork in different directions to form a stylish and makeshift earring or necklace holder,jewelry display bend the tines of a fork in different directions to form a stylish and makeshift earring or necklace holder,fork,fork,1.05884
82,83,creative,3 Food art tool Dip the prongs of a fork in edible paint or sauce and use them to create decorative patterns on dishes turning simple meals into edible works of art,food art tool dip the prongs of a fork in edible paint or sauce and use them to create decorative patterns on dishes turning simple meals into edible works of art,fork,fork,1.05886
83,84,creative,4 Plant markers Straighten the handle of a fork and use the tines to label different plants in a garden or indoor pots by pressing the fork into the soil next to each plant,plant markers straighten the handle of a fork and use the tines to label different plants in a garden or indoor pots by pressing the fork into the soil next to each plant,fork,fork,0.94114
84,85,creative,5 Curtain tiebacks Decorate a fork eg painting it wrapping the handle in fabric then use it as an unconventional tieback to hold curtains open,curtain tiebacks decorate a fork eg painting it wrapping the handle in fabric then use it as an unconventional tieback to hold curtains open,fork,fork,0.94115
85,86,creative,6 Cable organizer Wrap charger cables headphones or other cords around a fork handle to keep them untangled and organized when not in use,cable organizer wrap charger cables headphones or other cords around a fork handle to keep them untangled and organized when not in use,fork,fork,0.94119
86,87,creative,7 Picture frame stand Bend the handle of the fork to create a small stand that can hold lightweight picture frames upright on a shelf or desk,picture frame stand bend the handle of the fork to create a small stand that can hold lightweight picture frames upright on a shelf or desk,fork,fork,1.05884
87,88,creative,8 DIY cat toy Tie a string around the handle of the fork and dangle a small toy or a piece of string from the prongs to create an interactive toy for your cat to bat and play with,diy cat toy tie a string around the handle of the fork and dangle a small toy or a piece of string from the prongs to create an interactive toy for your cat to bat and play with,fork,fork,0.94114
88,89,creative,9 Foot massager Lay a fork sideways on the floor with the prongs upward and roll the soles of your feet over the prongs providing a DIY acupressure massage,foot massager lay a fork sideways on the floor with the prongs upward and roll the soles of your feet over the prongs providing a diy acupressure massage,fork,fork,0.94114
89,90,creative,10 Keychain pendant Attach a fork to a keychain ring decorating it with beads charms or paint and use it as a quirky pendant or accessory for keys or bags,keychain pendant attach a fork to a keychain ring decorating it with beads charms or paint and use it as a quirky pendant or accessory for keys or bags,fork,fork,1.05886
90,91,creative,1 Artistic Jewelry Turn the fork into a unique statement necklace or a funky pair of earrings,artistic jewelry turn the fork into a unique statement necklace or a funky pair of earrings,fork,fork,1.06084
91,92,creative,2 Plant Marker Use the fork as a quirky garden tool by labeling your plants and herbs You can reshape the prongs to accommodate plant names or use it as a support stake,plant marker use the fork as a quirky garden tool by labeling your plants and herbs you can reshape the prongs to accommodate plant names or use it as a support stake,fork,fork,1.05886
92,93,creative,3 Picture/Note Holder Bend the prongs in a gentle curve and attach magnets to the back to create a fun way to display small photos notes or reminders on your refrigerator,picturenote holder bend the prongs in a gentle curve and attach magnets to the back to create a fun way to display small photos notes or reminders on your refrigerator,fork,fork,1.05886
93,94,creative,4 Hanging Organizer Mount a wooden or cork base on the wall insert the fork tines into it and use it to hang keys jewelry or even kitchen utensils,hanging organizer mount a wooden or cork base on the wall insert the fork tines into it and use it to hang keys jewelry or even kitchen utensils,fork,fork,1.05886
94,95,creative,5 Cord Keeper Wrap long wires headphone cables or chargers around the handle of the fork and secure them in place by wrapping a rubber band or string around the prongs,cord keeper wrap long wires headphone cables or chargers around the handle of the fork and secure them in place by wrapping a rubber band or string around the prongs,fork,fork,0.94114
95,96,creative,6 Chip or Snack Holder Insert the fork into fruits like watermelon or cantaloupe to easily hold and enjoy bitesized pieces You can also dip the prongs into a jar of melted chocolate then set it on a tray lined with parchment paper to create chocolatedipped treats,chip or snack holder insert the fork into fruits like watermelon or cantaloupe to easily hold and enjoy bitesized pieces you can also dip the prongs into a jar of melted chocolate then set it on a tray lined with parchment paper to create chocolatedipped treats,fork,fork,1.05886
96,97,creative,7 Dinner Party Decor Decorate your dining table centerpiece by intertwining flowers or greenery around the handle and prongs of a fork creating a unique floral arrangement,dinner party decor decorate your dining table centerpiece by intertwining flowers or greenery around the handle and prongs of a fork creating a unique floral arrangement,fork,fork,0.94114
97,98,creative,8 Cheese Grater Following a similar principle to Microplane graters carefully file down one side of one prong creating fine grates on your fork that can be used for grating cheese or even garnishing with chocolate,cheese grater following a similar principle to microplane graters carefully file down one side of one prong creating fine grates on your fork that can be used for grating cheese or even garnishing with chocolate,fork,fork,1.05886
98,99,creative,9 Curtain Tiebacks With some creativity and looped drapery gently clip a fork onto your curtains to hold them back stylishly,curtain tiebacks with some creativity and looped drapery gently clip a fork onto your curtains to hold them back stylishly,fork,fork,1.05886
99,100,creative,10 Kite Decoration Attach ribbons or strings to the prongs of a fork securely tie them to a small plastic bag or paper structure and marvel as your homemade kite soars through the sky,kite decoration attach ribbons or strings to the prongs of a fork securely tie them to a small plastic bag or paper structure and marvel as your homemade kite soars through the sky,fork,fork,0.94114
100,101,creative,1 Desktop cable organizer Use the prongs of the fork to neatly thread and secure cables on your desk preventing them from getting tangled,desktop cable organizer use the prongs of the fork to neatly thread and secure cables on your desk preventing them from getting tangled,fork,fork,0.94144
101,102,creative,2 Mini plant marker Attach a small piece of paper on the prongs of a fork write the name of the plant and stick it into your potted plants to easily identify them,mini plant marker attach a small piece of paper on the prongs of a fork write the name of the plant and stick it into your potted plants to easily identify them,fork,fork,0.94114
102,103,creative,3 Hair accessory holder Decorate the handle of a fork and affix a loop of elastic to hang it on a wall Use the prongs to hold and organize hair accessories like hair ties or clips,hair accessory holder decorate the handle of a fork and affix a loop of elastic to hang it on a wall use the prongs to hold and organize hair accessories like hair ties or clips,fork,fork,1.05886
103,104,creative,4 Painting tool Dip the prongs of the fork in paint and use it as a unique stamp to create textured patterns on paper or canvas,painting tool dip the prongs of the fork in paint and use it as a unique stamp to create textured patterns on paper or canvas,fork,fork,0.94115
104,105,creative,5 Recipe card holder Attach a small clip or clip an elastic band around the prongs of a fork to prop up your recipe cards making them easily visible and preventing them from getting dirty in the kitchen,recipe card holder attach a small clip or clip an elastic band around the prongs of a fork to prop up your recipe cards making them easily visible and preventing them from getting dirty in the kitchen,fork,fork,1.05886
105,106,creative,6 Photo frame stand Bend the handle of a fork at a right angle and use it to support a small photo frame creating an unconventional display stand for your favorite pictures,photo frame stand bend the handle of a fork at a right angle and use it to support a small photo frame creating an unconventional display stand for your favorite pictures,fork,fork,0.94114
106,107,creative,7 Fruit kabob skewer Replace regular skewers with forks to create fruit kabobs making for a fun and easily platable snack,fruit kabob skewer replace regular skewers with forks to create fruit kabobs making for a fun and easily platable snack,fork,fork,0.94445
107,108,creative,8 Food portion control Keep a fork in your pantry or rice container to poke measured holes into rice sachets ensuring accurate portions for each meal,food portion control keep a fork in your pantry or rice container to poke measured holes into rice sachets ensuring accurate portions for each meal,fork,fork,1.05886
108,109,creative,9 Shoelace tightener Thread the ends of shoelaces through the prongs of a fork and clinch them to tightly secure your shoes preventing them from getting easily untied,shoelace tightener thread the ends of shoelaces through the prongs of a fork and clinch them to tightly secure your shoes preventing them from getting easily untied,fork,fork,1.05876
109,110,creative,10 Pipe cleaner Smoothen out the curve of a fork's handle and use it as a makeshift cleaner for pipes or narrow tubes thanks to its firm grip and metal structure,pipe cleaner smoothen out the curve of a forks handle and use it as a makeshift cleaner for pipes or narrow tubes thanks to its firm grip and metal structure,fork,fork,0.94099
