...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
10,11,creative,1 Fork as a hair accessory Use a fork as a makeshift hairpin or hair stick to create a unique and quirky hairstyle,fork as a hair accessory use a fork as a makeshift hairpin or hair stick to create a unique and quirky hairstyle,fork,fork,1.05886
11,12,creative,2 Fork plant markers Label your plants in the garden by attaching small tags to the prongs of a fork and sticking it into the soil,fork plant markers label your plants in the garden by attaching small tags to the prongs of a fork and sticking it into the soil,fork,fork,1.05886
12,13,creative,3 Fork picture frame holder Bend the prongs of a fork to create a stand and use it to hold small picture frames or postcards on a desk or shelf,fork picture frame holder bend the prongs of a fork to create a stand and use it to hold small picture frames or postcards on a desk or shelf,fork,fork,1.05886
13,14,creative,4 Fork book holder Prop up a recipe book or tablet by sliding the fork prongs through the pages and resting it on the countertop,fork book holder prop up a recipe book or tablet by sliding the fork prongs through the pages and resting it on the countertop,fork,fork,0.94114
14,15,creative,5 Fork keychain Attach a small fork to your keyring for a distinctive and practical accessory,fork keychain attach a small fork to your keyring for a distinctive and practical accessory,fork,fork,1.05869
15,16,creative,6 Fork garden tool Use a fork to aerate the soil in your garden or to dig small holes for planting seeds,fork garden tool use a fork to aerate the soil in your garden or to dig small holes for planting seeds,fork,fork,1.05886
16,17,creative,7 Fork jewelry Create unique earrings or pendants by bending and shaping the fork prongs into interesting designs,fork jewelry create unique earrings or pendants by bending and shaping the fork prongs into interesting designs,fork,fork,0.94095
17,18,creative,8 Fork candle holder Stick a fork into a cork or piece of foam and place a small candle on top for a charming and unconventional candle holder,fork candle holder stick a fork into a cork or piece of foam and place a small candle on top for a charming and unconventional candle holder,fork,fork,0.94114
18,19,creative,9 Fork mobile Hang forks of different sizes and lengths from a wooden dowel or a coat hanger to create a whimsical mobile for a child's room,fork mobile hang forks of different sizes and lengths from a wooden dowel or a coat hanger to create a whimsical mobile for a childs room,fork,fork,1.05886
19,20,creative,10 Fork percussion instrument Use a fork as a makeshift musical instrument by striking it against a glass or another fork to create unique sounds,fork percussion instrument use a fork as a makeshift musical instrument by striking it against a glass or another fork to create unique sounds,fork,fork,1.05886
20,21,creative,1 Musical instrument Use the tines of the fork to pluck the edge of a glass or a stringed instrument creating a unique sound,musical instrument use the tines of the fork to pluck the edge of a glass or a stringed instrument creating a unique sound,fork,fork,0.94155
21,22,creative,2 Plant marker Stick a fork into the soil next to your plants in the garden or pots and use it as a label to identify different plants or herbs,plant marker stick a fork into the soil next to your plants in the garden or pots and use it as a label to identify different plants or herbs,fork,fork,0.94114
22,23,creative,3 Hair accessory Bend the tines of the fork to create a unique hairpin or hair accessory,hair accessory bend the tines of the fork to create a unique hairpin or hair accessory,fork,fork,1.05895
23,24,creative,4 Artistic sculpture Use multiple forks to create a unique sculpture or art piece by bending and arranging them in different shapes,artistic sculpture use multiple forks to create a unique sculpture or art piece by bending and arranging them in different shapes,fork,fork,0.94122
24,25,creative,5 Cord organizer Wrap your charging cables or headphone cords around the handle of a fork to keep them organized and tanglefree,cord organizer wrap your charging cables or headphone cords around the handle of a fork to keep them organized and tanglefree,fork,fork,0.94115
25,26,creative,6 Candle holder Stick a fork into a cork or a piece of fruit and place a small candle on top of the tines to create a quirky candle holder,candle holder stick a fork into a cork or a piece of fruit and place a small candle on top of the tines to create a quirky candle holder,fork,fork,0.94114
26,27,creative,7 Egg holder Balance a boiled egg on the tines of a fork to create a fun and unusual way to serve breakfast,egg holder balance a boiled egg on the tines of a fork to create a fun and unusual way to serve breakfast,fork,fork,0.94114
27,28,creative,8 Fruit skewer Use a fork to skewer pieces of fruit creating a mini fruit kebab for a creative and healthy snack,fruit skewer use a fork to skewer pieces of fruit creating a mini fruit kebab for a creative and healthy snack,fork,fork,1.05927
28,29,creative,9 DIY stencil Bend the tines of a fork into a desired shape and use it as a stencil for painting or drawing patterns,diy stencil bend the tines of a fork into a desired shape and use it as a stencil for painting or drawing patterns,fork,fork,0.94114
29,30,creative,10 Toy for pets Attach a small toy or treat to the tines of a fork using string or rubber bands creating an interactive toy for your pets to play with,toy for pets attach a small toy or treat to the tines of a fork using string or rubber bands creating an interactive toy for your pets to play with,fork,fork,0.94114
30,31,creative,1 DIY Plant Marker Use a fork to label your plants in the garden by attaching small tags or labels to the prongs This way you'll always know which plant is which,diy plant marker use a fork to label your plants in the garden by attaching small tags or labels to the prongs this way youll always know which plant is which,fork,fork,1.05886
31,32,creative,2 Cord Organizer Wrap your tangled cords around the prongs of a fork to keep them organized and prevent them from getting tangled,cord organizer wrap your tangled cords around the prongs of a fork to keep them organized and prevent them from getting tangled,fork,fork,0.94113
32,33,creative,3 Hair Accessory Bend the prongs of a fork to create a unique hairpin or hair accessory Decorate it with beads ribbons or other materials to add a personal touch,hair accessory bend the prongs of a fork to create a unique hairpin or hair accessory decorate it with beads ribbons or other materials to add a personal touch,fork,fork,0.94114
33,34,creative,4 Picture Frame Stand Prop up small picture frames or postcards by inserting the fork prongs into the back of the frame This can create an interesting and quirky display,picture frame stand prop up small picture frames or postcards by inserting the fork prongs into the back of the frame this can create an interesting and quirky display,fork,fork,0.94114
34,35,creative,5 Fruit Holder Stick a fork into the top of a watermelon or pineapple to create a convenient handle for holding and eating the fruit,fruit holder stick a fork into the top of a watermelon or pineapple to create a convenient handle for holding and eating the fruit,fork,fork,0.94119
35,36,creative,6 Cake Decorating Tool Use the tines of a fork to create decorative patterns or texture on the icing of a cake or other baked goods,cake decorating tool use the tines of a fork to create decorative patterns or texture on the icing of a cake or other baked goods,fork,fork,0.9412
36,37,creative,7 Keychain Attach a small chain or string to the handle of a fork and use it as a unique keychain You can even add small charms or beads for extra flair,keychain attach a small chain or string to the handle of a fork and use it as a unique keychain you can even add small charms or beads for extra flair,fork,fork,0.94116
37,38,creative,8 Book Page Holder When reading a book use a fork to hold the pages open allowing you to read handsfree while enjoying a meal or drink,book page holder when reading a book use a fork to hold the pages open allowing you to read handsfree while enjoying a meal or drink,fork,fork,0.94113
38,39,creative,9 DIY Stylus Wrap the handle of a fork with aluminum foil and use it as a makeshift stylus for touchscreens such as on smartphones or tablets,diy stylus wrap the handle of a fork with aluminum foil and use it as a makeshift stylus for touchscreens such as on smartphones or tablets,fork,fork,1.05886
39,40,creative,10 Fishing Lure Paint or decorate a fork to resemble a small fish and attach a fishing line to it The fork's movement in the water can attract fish making it an unconventional fishing lure,fishing lure paint or decorate a fork to resemble a small fish and attach a fishing line to it the forks movement in the water can attract fish making it an unconventional fishing lure,fork,fork,1.05886
40,41,creative,1 Fork as a hair accessory Use a fork as a makeshift hairpin or hair stick to create a unique and quirky hairstyle,fork as a hair accessory use a fork as a makeshift hairpin or hair stick to create a unique and quirky hairstyle,fork,fork,1.05886
41,42,creative,2 Fork garden markers Attach small labels to the prongs of a fork and use it as a marker for your plants or herbs in the garden,fork garden markers attach small labels to the prongs of a fork and use it as a marker for your plants or herbs in the garden,fork,fork,0.94114
42,43,creative,3 Fork photo holder Bend the prongs of a fork slightly and use it as a stand to hold small photos or postcards on your desk or mantelpiece,fork photo holder bend the prongs of a fork slightly and use it as a stand to hold small photos or postcards on your desk or mantelpiece,fork,fork,0.94114
43,44,creative,4 Fork wind chime Attach several forks together hang them from a string or wire and create a charming wind chime for your garden or porch,fork wind chime attach several forks together hang them from a string or wire and create a charming wind chime for your garden or porch,fork,fork,1.05886
44,45,creative,5 Fork candle holder Insert a taper candle into the middle prong of a fork and place it on a plate or tray for a unique and eyecatching candle holder,fork candle holder insert a taper candle into the middle prong of a fork and place it on a plate or tray for a unique and eyecatching candle holder,fork,fork,0.94114
45,46,creative,6 Fork keychain Remove the handle of a fork and attach a keyring to the end creating a fun and distinctive keychain,fork keychain remove the handle of a fork and attach a keyring to the end creating a fun and distinctive keychain,fork,fork,1.05908
46,47,creative,7 Fork plant trellis Stick a fork into the ground next to a small climbing plant and use the prongs as a trellis to support its growth,fork plant trellis stick a fork into the ground next to a small climbing plant and use the prongs as a trellis to support its growth,fork,fork,0.94114
47,48,creative,8 Fork utensil holder Attach several forks together tines facing up and use them as a stylish and unconventional utensil holder for your kitchen countertop,fork utensil holder attach several forks together tines facing up and use them as a stylish and unconventional utensil holder for your kitchen countertop,fork,fork,0.94092
48,49,creative,9 Fork bookmark Bend the prongs of a fork slightly and use it as a bookmark adding a touch of whimsy to your reading experience,fork bookmark bend the prongs of a fork slightly and use it as a bookmark adding a touch of whimsy to your reading experience,fork,fork,1.05886
49,50,creative,10 Fork percussion instrument Hold a fork by the handle and strike the prongs against a glass or other surface to create a unique sound turning it into a makeshift percussion instrument,fork percussion instrument hold a fork by the handle and strike the prongs against a glass or other surface to create a unique sound turning it into a makeshift percussion instrument,fork,fork,1.05886
50,51,creative,1 Musical instrument Use the fork as a makeshift instrument by plucking the tines like a guitar or using it as a percussion instrument by tapping it against various surfaces,musical instrument use the fork as a makeshift instrument by plucking the tines like a guitar or using it as a percussion instrument by tapping it against various surfaces,fork,fork,1.05886
51,52,creative,2 Plant marker Stick a fork into the soil of your garden or potted plants to create a unique and decorative marker for each plant,plant marker stick a fork into the soil of your garden or potted plants to create a unique and decorative marker for each plant,fork,fork,1.05885
52,53,creative,3 Cable organizer Wrap your cables around the tines of a fork to keep them organized and prevent them from tangling,cable organizer wrap your cables around the tines of a fork to keep them organized and prevent them from tangling,fork,fork,1.05883
53,54,creative,4 Photo or card holder Bend the tines slightly and use the fork as a stand to display photos cards or small notes on your desk or shelves,photo or card holder bend the tines slightly and use the fork as a stand to display photos cards or small notes on your desk or shelves,fork,fork,1.05885
54,55,creative,5 Fruit or cheese skewer Arrange bitesized pieces of fruit or cheese on the tines of a fork to create a fun and convenient appetizer or snack,fruit or cheese skewer arrange bitesized pieces of fruit or cheese on the tines of a fork to create a fun and convenient appetizer or snack,fork,fork,0.94117
55,56,creative,6 DIY hair accessory Decorate a fork with ribbons beads or fabric to create a unique hairpin or hair accessory,diy hair accessory decorate a fork with ribbons beads or fabric to create a unique hairpin or hair accessory,fork,fork,0.94114
56,57,creative,7 DIY stamp Dip the tines of a fork into paint or ink and use it as a stamp to create interesting patterns or textures on paper or fabric,diy stamp dip the tines of a fork into paint or ink and use it as a stamp to create interesting patterns or textures on paper or fabric,fork,fork,0.9406
57,58,creative,8 Pasta portion measurer Use the tines of a fork to measure a single serving of pasta by placing the uncooked pasta against the tines,pasta portion measurer use the tines of a fork to measure a single serving of pasta by placing the uncooked pasta against the tines,fork,fork,1.05888
58,59,creative,9 DIY candle holder Stick a fork into a cork or a piece of foam and place a small tea light candle on top of the tines to create a quirky candle holder,diy candle holder stick a fork into a cork or a piece of foam and place a small tea light candle on top of the tines to create a quirky candle holder,fork,fork,0.94114
59,60,creative,10 Impromptu phone stand Balance your phone on the tines of a fork to create a makeshift stand for watching videos or video calling,impromptu phone stand balance your phone on the tines of a fork to create a makeshift stand for watching videos or video calling,fork,fork,1.05886
60,61,creative,1 Fork Plant Marker Use a fork to label your plants in the garden Simply write the name of the plant on a small piece of paper or cardboard and attach it to the prongs of the fork Stick it into the soil next to the plant for a unique and decorative marker,fork plant marker use a fork to label your plants in the garden simply write the name of the plant on a small piece of paper or cardboard and attach it to the prongs of the fork stick it into the soil next to the plant for a unique and decorative marker,fork,fork,0.94114
61,62,creative,2 Fork Picture Frame Stand If you have a small picture frame that won't stand up on its own bend the prongs of a fork slightly and use it as a stand Insert the prongs into the back of the frame and voila Your picture frame now stands upright,fork picture frame stand if you have a small picture frame that wont stand up on its own bend the prongs of a fork slightly and use it as a stand insert the prongs into the back of the frame and voila your picture frame now stands upright,fork,fork,1.05886
62,63,creative,3 Fork Book Page Holder Tired of losing your place in a book while reading Slide the tines of a fork between the pages to hold your spot This way you won't have to worry about bookmarks falling out or losing your page,fork book page holder tired of losing your place in a book while reading slide the tines of a fork between the pages to hold your spot this way you wont have to worry about bookmarks falling out or losing your page,fork,fork,0.94114
63,64,creative,4 Fork Hair Accessory Turn a plain fork into a unique hair accessory by wrapping colorful ribbons or strings around the handle You can also attach small beads or charms to the prongs for added flair It's a fun and unexpected way to style your hair,fork hair accessory turn a plain fork into a unique hair accessory by wrapping colorful ribbons or strings around the handle you can also attach small beads or charms to the prongs for added flair its a fun and unexpected way to style your hair,fork,fork,1.05886
64,65,creative,5 Fork Easel Create a mini easel for displaying small pieces of art or photos Bend the prongs of a fork to form a triangular shape with the handle serving as the base Place your artwork on the prongs and you have an instant easel,fork easel create a mini easel for displaying small pieces of art or photos bend the prongs of a fork to form a triangular shape with the handle serving as the base place your artwork on the prongs and you have an instant easel,fork,fork,1.05886
65,66,creative,6 Fork Cable Organizer Keep your cables and cords organized by using a fork as a cable holder Wrap the cables around the handle of the fork and they'll stay neatly in place preventing tangles and mess,fork cable organizer keep your cables and cords organized by using a fork as a cable holder wrap the cables around the handle of the fork and theyll stay neatly in place preventing tangles and mess,fork,fork,0.94114
66,67,creative,7 Fork Herb Garden Repurpose a fork as a hanging herb garden Attach small pots or containers to the prongs of the fork fill them with soil and plant your favorite herbs Hang the fork on a wall or fence and you'll have a unique vertical garden,fork herb garden repurpose a fork as a hanging herb garden attach small pots or containers to the prongs of the fork fill them with soil and plant your favorite herbs hang the fork on a wall or fence and youll have a unique vertical garden,fork,fork,0.94114
67,68,creative,8 Fork Utensil Holder Transform a fork into a quirky utensil holder for your kitchen Bend the prongs slightly upward and place it on your countertop or dining table It's a fun way to store your cutlery and adds a touch of whimsy to your space,fork utensil holder transform a fork into a quirky utensil holder for your kitchen bend the prongs slightly upward and place it on your countertop or dining table its a fun way to store your cutlery and adds a touch of whimsy to your space,fork,fork,0.94114
68,69,creative,9 Fork Jewelry Stand Display your favorite necklaces bracelets or rings on a forkturnedjewelry stand Stand the fork upright and hang your jewelry from the prongs It's a creative and functional way to showcase your accessories,fork jewelry stand display your favorite necklaces bracelets or rings on a forkturnedjewelry stand stand the fork upright and hang your jewelry from the prongs its a creative and functional way to showcase your accessories,fork,fork,0.94114
69,70,creative,10 Fork Drumsticks If you're feeling musical use two forks as makeshift drumsticks Tap them against various surfaces to create unique sounds and rhythms Just be mindful not to damage anything delicate,fork drumsticks if youre feeling musical use two forks as makeshift drumsticks tap them against various surfaces to create unique sounds and rhythms just be mindful not to damage anything delicate,fork,fork,1.05886
70,71,creative,1 DIY Easel Attach a small canvas or cardboard to the back of a fork and use it as a mini easel for displaying small artworks or photographs,diy easel attach a small canvas or cardboard to the back of a fork and use it as a mini easel for displaying small artworks or photographs,fork,fork,1.05886
71,72,creative,2 Plant Marker Use a fork as a plant marker by attaching a small label or tag to the prongs This can help identify different plants or herbs in your garden,plant marker use a fork as a plant marker by attaching a small label or tag to the prongs this can help identify different plants or herbs in your garden,fork,fork,0.94114
72,73,creative,3 Cord Organizer Wrap your headphone or charging cables around the prongs of a fork to keep them tanglefree and organized,cord organizer wrap your headphone or charging cables around the prongs of a fork to keep them tanglefree and organized,fork,fork,0.94114
73,74,creative,4 Hair Accessory Bend the prongs of a fork into a decorative shape and use it as a unique hairpin or hair accessory,hair accessory bend the prongs of a fork into a decorative shape and use it as a unique hairpin or hair accessory,fork,fork,1.05886
74,75,creative,5 Photo Holder Insert the base of a fork into a cork or piece of clay to create a photo holder Display your favorite pictures or postcards by attaching them to the prongs,photo holder insert the base of a fork into a cork or piece of clay to create a photo holder display your favorite pictures or postcards by attaching them to the prongs,fork,fork,1.05886
75,76,creative,6 Cake Decorating Tool Use the tines of a fork to create interesting patterns or textures on the surface of cakes cookies or pastries,cake decorating tool use the tines of a fork to create interesting patterns or textures on the surface of cakes cookies or pastries,fork,fork,0.94136
76,77,creative,7 Fruit Sculpture Carve or slice fruits into various shapes and use a fork to assemble them into a creative fruit sculpture or edible arrangement,fruit sculpture carve or slice fruits into various shapes and use a fork to assemble them into a creative fruit sculpture or edible arrangement,fork,fork,1.05886
77,78,creative,8 Cheese or Appetizer Picks Remove the handle of a fork and use the prongs as stylish picks for serving cheese cubes olives or other bitesized appetizers,cheese or appetizer picks remove the handle of a fork and use the prongs as stylish picks for serving cheese cubes olives or other bitesized appetizers,fork,fork,1.05888
78,79,creative,9 DIY Stamps Dip the prongs of a fork into paint or ink and use it as a stamp to create unique patterns or designs on paper or fabric,diy stamps dip the prongs of a fork into paint or ink and use it as a stamp to create unique patterns or designs on paper or fabric,fork,fork,1.05881
79,80,creative,10 Jewelry Stand Attach a fork to a wooden base or block and use it as a stand to hang and display necklaces bracelets or rings,jewelry stand attach a fork to a wooden base or block and use it as a stand to hang and display necklaces bracelets or rings,fork,fork,0.94113
80,81,creative,1 Musical instrument Use the tines of the fork to create a unique sound by plucking or tapping them against a glass or another surface,musical instrument use the tines of the fork to create a unique sound by plucking or tapping them against a glass or another surface,fork,fork,0.94385
81,82,creative,2 Hair accessory Bend the tines of the fork to create a decorative hairpin or hair comb,hair accessory bend the tines of the fork to create a decorative hairpin or hair comb,fork,fork,1.05883
82,83,creative,3 Plant marker Use a fork to label your plants in the garden by attaching small tags or labels to the tines,plant marker use a fork to label your plants in the garden by attaching small tags or labels to the tines,fork,fork,1.05886
83,84,creative,4 Food presentation Arrange small appetizers or desserts on the tines of a fork to create an elegant and creative food display,food presentation arrange small appetizers or desserts on the tines of a fork to create an elegant and creative food display,fork,fork,1.05942
84,85,creative,5 Artistic stamp Dip the tines of a fork in paint and use it as a stamp to create interesting patterns or textures on paper or fabric,artistic stamp dip the tines of a fork in paint and use it as a stamp to create interesting patterns or textures on paper or fabric,fork,fork,1.05794
85,86,creative,6 Cable organizer Wrap and secure cables or cords around the tines of a fork to keep them organized and prevent tangling,cable organizer wrap and secure cables or cords around the tines of a fork to keep them organized and prevent tangling,fork,fork,0.94119
86,87,creative,7 Photo holder Attach small clips or clothespins to the tines of a fork to create a unique photo or card holder,photo holder attach small clips or clothespins to the tines of a fork to create a unique photo or card holder,fork,fork,0.94114
87,88,creative,8 Cake decorating tool Use the tines of a fork to create decorative patterns or textures on the surface of a cake or dessert,cake decorating tool use the tines of a fork to create decorative patterns or textures on the surface of a cake or dessert,fork,fork,0.94113
88,89,creative,9 DIY earrings Remove the handle of a fork and attach earring hooks to the tines to create a quirky and unique pair of earrings,diy earrings remove the handle of a fork and attach earring hooks to the tines to create a quirky and unique pair of earrings,fork,fork,0.94118
89,90,creative,10 Fishing lure Attach a shiny object or bait to the tines of a fork and use it as a makeshift fishing lure,fishing lure attach a shiny object or bait to the tines of a fork and use it as a makeshift fishing lure,fork,fork,0.94114
90,91,creative,1 Fork Art Use a fork as a paintbrush to create unique textures and patterns in your artwork,fork art use a fork as a paintbrush to create unique textures and patterns in your artwork,fork,fork,0.94123
91,92,creative,2 Fork Garden Marker Attach a small label to the handle of a fork and use it to mark your plants or herbs in the garden,fork garden marker attach a small label to the handle of a fork and use it to mark your plants or herbs in the garden,fork,fork,0.94114
92,93,creative,3 Fork Book Holder Prop up a recipe book or tablet by inserting the fork tines into the pages and resting it on the countertop,fork book holder prop up a recipe book or tablet by inserting the fork tines into the pages and resting it on the countertop,fork,fork,0.94115
93,94,creative,4 Fork Cable Organizer Wrap and secure cables around the tines of a fork to keep them organized and prevent tangling,fork cable organizer wrap and secure cables around the tines of a fork to keep them organized and prevent tangling,fork,fork,1.05885
94,95,creative,5 Fork Picture Frame Stand Bend the tines of a fork to create a stand and use it to display small picture frames or postcards,fork picture frame stand bend the tines of a fork to create a stand and use it to display small picture frames or postcards,fork,fork,0.94114
95,96,creative,6 Fork Hair Accessory Decorate a fork with beads ribbons or fabric and use it as a unique hairpin or hair accessory,fork hair accessory decorate a fork with beads ribbons or fabric and use it as a unique hairpin or hair accessory,fork,fork,1.05886
96,97,creative,7 Fork Phone Stand Prop up your smartphone by inserting the fork tines into the charging port and resting it on a flat surface,fork phone stand prop up your smartphone by inserting the fork tines into the charging port and resting it on a flat surface,fork,fork,1.05812
97,98,creative,8 Fork Plant Prop Use a fork to support and prop up tall or drooping plants in your garden or indoor pots,fork plant prop use a fork to support and prop up tall or drooping plants in your garden or indoor pots,fork,fork,1.05886
98,99,creative,9 Fork Keychain Attach a small keyring to the handle of a fork and use it as a quirky keychain,fork keychain attach a small keyring to the handle of a fork and use it as a quirky keychain,fork,fork,1.0588
99,100,creative,10 Fork Easel Bend the tines of a fork to create a mini easel and use it to display small pieces of art or photos,fork easel bend the tines of a fork to create a mini easel and use it to display small pieces of art or photos,fork,fork,0.94114
100,101,creative,1 Musical instrument Use the fork as a makeshift percussion instrument by tapping it against a glass or bowl to create unique sounds and rhythms,musical instrument use the fork as a makeshift percussion instrument by tapping it against a glass or bowl to create unique sounds and rhythms,fork,fork,1.05886
101,102,creative,2 Cable organizer Wrap and secure cables or cords around the prongs of a fork to keep them organized and prevent tangling,cable organizer wrap and secure cables or cords around the prongs of a fork to keep them organized and prevent tangling,fork,fork,0.94115
102,103,creative,3 Plant marker Use a fork to label your garden plants by attaching small tags or labels to the prongs,plant marker use a fork to label your garden plants by attaching small tags or labels to the prongs,fork,fork,1.05886
103,104,creative,4 DIY hair accessory Bend the prongs of a fork to create a unique hairpin or hair accessory,diy hair accessory bend the prongs of a fork to create a unique hairpin or hair accessory,fork,fork,1.05873
104,105,creative,5 Cake decorating tool Use the tines of a fork to create decorative patterns or textures on the surface of cakes or pastries,cake decorating tool use the tines of a fork to create decorative patterns or textures on the surface of cakes or pastries,fork,fork,1.05868
105,106,creative,6 Book holder Prop up a book or tablet by placing a fork on its side and resting the device against the prongs,book holder prop up a book or tablet by placing a fork on its side and resting the device against the prongs,fork,fork,1.05885
106,107,creative,7 Picture frame stand Insert the prongs of a fork into the back of a lightweight picture frame to create a makeshift stand for displaying photos or artwork,picture frame stand insert the prongs of a fork into the back of a lightweight picture frame to create a makeshift stand for displaying photos or artwork,fork,fork,1.05886
107,108,creative,8 Fruit or cheese skewer Use a fork to skewer bitesized pieces of fruit or cheese for a fun and easy snack,fruit or cheese skewer use a fork to skewer bitesized pieces of fruit or cheese for a fun and easy snack,fork,fork,1.05888
108,109,creative,9 DIY candle holder Stick a fork into a cork or piece of foam to create a unique candle holder,diy candle holder stick a fork into a cork or piece of foam to create a unique candle holder,fork,fork,0.94115
109,110,creative,10 Artistic stamp Dip the prongs of a fork into paint and use it as a stamp to create interesting patterns or textures on paper or fabric,artistic stamp dip the prongs of a fork into paint and use it as a stamp to create interesting patterns or textures on paper or fabric,fork,fork,1.05881
110,111,creative,1 Fork Easel Use a fork as a small easel to display mini artworks or photographs,fork easel use a fork as a small easel to display mini artworks or photographs,fork,fork,0.94114
111,112,creative,2 Fork Plant Marker Label your plants by attaching small tags to the tines of a fork and sticking it into the soil,fork plant marker label your plants by attaching small tags to the tines of a fork and sticking it into the soil,fork,fork,0.94112
112,113,creative,3 Fork Cable Organizer Wrap your charging cables around the tines of a fork to keep them organized and prevent tangling,fork cable organizer wrap your charging cables around the tines of a fork to keep them organized and prevent tangling,fork,fork,1.05885
113,114,creative,4 Fork Book Holder Prop up a book or tablet by sliding the fork tines under it creating a makeshift bookstand,fork book holder prop up a book or tablet by sliding the fork tines under it creating a makeshift bookstand,fork,fork,0.94107
114,115,creative,5 Fork Hair Accessory Decorate a plain hairpin or clip by attaching small beads or trinkets to the tines of a fork and securing it in your hair,fork hair accessory decorate a plain hairpin or clip by attaching small beads or trinkets to the tines of a fork and securing it in your hair,fork,fork,0.94114
115,116,creative,6 Fork Keychain Create a unique keychain by attaching a small charm or pendant to the end of a fork handle,fork keychain create a unique keychain by attaching a small charm or pendant to the end of a fork handle,fork,fork,0.94162
116,117,creative,7 Fork Herb Garden Hang a fork on a wall or fence and use the tines to hold small pots of herbs creating a vertical garden,fork herb garden hang a fork on a wall or fence and use the tines to hold small pots of herbs creating a vertical garden,fork,fork,1.05886
117,118,creative,8 Fork Photo Frame Bend the tines of a fork to create a unique photo frame perfect for displaying small pictures or Polaroids,fork photo frame bend the tines of a fork to create a unique photo frame perfect for displaying small pictures or polaroids,fork,fork,1.05885
118,119,creative,9 Fork Napkin Rings Wrap a decorative ribbon or fabric around the tines of a fork to create personalized napkin rings for special occasions,fork napkin rings wrap a decorative ribbon or fabric around the tines of a fork to create personalized napkin rings for special occasions,fork,fork,1.05886
119,120,creative,10 Fork Wind Chime Attach small bells or decorative objects to the tines of multiple forks and hang them together to create a whimsical wind chime,fork wind chime attach small bells or decorative objects to the tines of multiple forks and hang them together to create a whimsical wind chime,fork,fork,0.94115
120,121,creative,1 DIY plant marker Use a fork to label your plants in the garden by sticking it into the soil and attaching a small tag or label to the prongs,diy plant marker use a fork to label your plants in the garden by sticking it into the soil and attaching a small tag or label to the prongs,fork,fork,0.94114
121,122,creative,2 Cord organizer Wrap your charging cables or headphones around the prongs of a fork to keep them from tangling,cord organizer wrap your charging cables or headphones around the prongs of a fork to keep them from tangling,fork,fork,0.94115
122,123,creative,3 Cake decoration tool Dip the prongs of a fork in melted chocolate or icing and create decorative patterns on cakes or cupcakes,cake decoration tool dip the prongs of a fork in melted chocolate or icing and create decorative patterns on cakes or cupcakes,fork,fork,1.05879
123,124,creative,4 Fruit skewer Thread pieces of fruit onto the prongs of a fork to create a fun and easytoeat fruit skewer,fruit skewer thread pieces of fruit onto the prongs of a fork to create a fun and easytoeat fruit skewer,fork,fork,1.05894
