...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
10,11,creative,1 Plant marker Use a fork to label your garden plants by attaching a small tag or piece of paper to the prongs This can help you remember what you've planted in each row or pot,plant marker use a fork to label your garden plants by attaching a small tag or piece of paper to the prongs this can help you remember what youve planted in each row or pot,fork,fork,0.94114
11,12,creative,2 Cord organizer Wrap your charging cables or earphones around the prongs of a fork to keep them tanglefree and organized,cord organizer wrap your charging cables or earphones around the prongs of a fork to keep them tanglefree and organized,fork,fork,0.94114
12,13,creative,3 Picture holder Bend the prongs of a fork slightly backward and use it as a stand to hold a small photo or postcard on your desk or shelf,picture holder bend the prongs of a fork slightly backward and use it as a stand to hold a small photo or postcard on your desk or shelf,fork,fork,0.94114
13,14,creative,4 DIY hair accessory Decorate a fork with ribbons beads or flowers and turn it into a unique hairpin or hair comb,diy hair accessory decorate a fork with ribbons beads or flowers and turn it into a unique hairpin or hair comb,fork,fork,0.94114
14,15,creative,5 Fruit kebab holder Slide small pieces of fruit onto the prongs of a fork to create a colorful and convenient snack holder,fruit kebab holder slide small pieces of fruit onto the prongs of a fork to create a colorful and convenient snack holder,fork,fork,1.05886
15,16,creative,6 Cake decoration tool Use a fork to create decorative patterns or textures on the icing of a cake or dessert,cake decoration tool use a fork to create decorative patterns or textures on the icing of a cake or dessert,fork,fork,0.94109
16,17,creative,7 Jewelry organizer Hang necklaces or bracelets from the prongs of a fork to prevent them from tangling and keep them easily accessible,jewelry organizer hang necklaces or bracelets from the prongs of a fork to prevent them from tangling and keep them easily accessible,fork,fork,1.05886
17,18,creative,8 Paintbrush holder Rest your paintbrushes on the prongs of a fork while working on a small art project to keep your workspace clean and organized,paintbrush holder rest your paintbrushes on the prongs of a fork while working on a small art project to keep your workspace clean and organized,fork,fork,0.94114
18,19,creative,9 DIY bookmark Attach a ribbon or string to the handle of a fork and use it as a bookmark in your favorite book,diy bookmark attach a ribbon or string to the handle of a fork and use it as a bookmark in your favorite book,fork,fork,1.05885
19,20,creative,10 BBQ skewer If you're out of traditional skewers use a fork to grill vegetables meat or marshmallows over an open flame Just be careful not to burn the handle,bbq skewer if youre out of traditional skewers use a fork to grill vegetables meat or marshmallows over an open flame just be careful not to burn the handle,fork,fork,1.05852
20,21,creative,1 Utensil Holder Attach the fork to a wall or board to create a unique and practical utensil holder in the kitchen,utensil holder attach the fork to a wall or board to create a unique and practical utensil holder in the kitchen,fork,fork,0.94052
21,22,creative,2 Plant Marker Label your plants in the garden by attaching small tags to the prongs of the fork,plant marker label your plants in the garden by attaching small tags to the prongs of the fork,fork,fork,0.94114
22,23,creative,3 Hair Accessory Use a decorative fork as a hairpin or accessory to create an unconventional and eyecatching hairstyle,hair accessory use a decorative fork as a hairpin or accessory to create an unconventional and eyecatching hairstyle,fork,fork,0.94118
23,24,creative,4 Book Stand Bend the prongs of the fork slightly to create a stand for holding a book or tablet,book stand bend the prongs of the fork slightly to create a stand for holding a book or tablet,fork,fork,1.05886
24,25,creative,5 Earring Organizer Hang your earrings on the prongs of a fork to keep them organized and easily accessible,earring organizer hang your earrings on the prongs of a fork to keep them organized and easily accessible,fork,fork,1.05886
25,26,creative,6 DIY Wind Chime Attach differentsized forks together hang them from a string and create a charming wind chime for your garden or porch,diy wind chime attach differentsized forks together hang them from a string and create a charming wind chime for your garden or porch,fork,fork,1.05886
26,27,creative,7 Photo Display Clip photos or postcards onto the prongs of a fork to create a unique display for your memories,photo display clip photos or postcards onto the prongs of a fork to create a unique display for your memories,fork,fork,0.94114
27,28,creative,8 DIY Napkin Rings Wrap a small ribbon or fabric around the prongs of a fork to create a personalized and unconventional napkin ring,diy napkin rings wrap a small ribbon or fabric around the prongs of a fork to create a personalized and unconventional napkin ring,fork,fork,0.94115
28,29,creative,9 Key Holder Attach a fork to the wall near your entrance to hang your keys on the prongs ensuring they are always within reach,key holder attach a fork to the wall near your entrance to hang your keys on the prongs ensuring they are always within reach,fork,fork,0.94114
29,30,creative,10 Cable Organizer Wrap cables around the prongs of a fork to prevent them from tangling and keep your workspace organized,cable organizer wrap cables around the prongs of a fork to prevent them from tangling and keep your workspace organized,fork,fork,0.94115
30,31,creative,1 DIY hair accessory Decorate the handle of a fork with beads ribbons or fabric to create a unique hairpin or hairpiece,diy hair accessory decorate the handle of a fork with beads ribbons or fabric to create a unique hairpin or hairpiece,fork,fork,1.05886
31,32,creative,2 Fork easel Bend the prongs of a fork backward to create a small stand Use it to display small pictures or notes on your desk or bookshelf,fork easel bend the prongs of a fork backward to create a small stand use it to display small pictures or notes on your desk or bookshelf,fork,fork,1.05886
32,33,creative,3 Garden marker Label your plants in the garden by writing the names on the handle of a fork and sticking it into the soil,garden marker label your plants in the garden by writing the names on the handle of a fork and sticking it into the soil,fork,fork,1.05886
33,34,creative,4 Fruit sculpture tool Use a fork to carve intricate designs or patterns into the skin of fruits like melons or pumpkins creating decorative and edible centerpieces,fruit sculpture tool use a fork to carve intricate designs or patterns into the skin of fruits like melons or pumpkins creating decorative and edible centerpieces,fork,fork,1.05416
34,35,creative,5 Cord organizer Wrap small cords such as earphone wires or USB cables around the prongs of a fork to keep them tanglefree and organized,cord organizer wrap small cords such as earphone wires or usb cables around the prongs of a fork to keep them tanglefree and organized,fork,fork,0.94114
35,36,creative,6 Salad spinner Hold a fork between your fingers and use it to quickly spin washed salad leaves removing excess water before dressing,salad spinner hold a fork between your fingers and use it to quickly spin washed salad leaves removing excess water before dressing,fork,fork,0.94115
36,37,creative,7 Impromptu musical instrument Tap the prongs of a fork against a glass or cup filled with water to create melodic sounds and experiment with creating unique tunes,impromptu musical instrument tap the prongs of a fork against a glass or cup filled with water to create melodic sounds and experiment with creating unique tunes,fork,fork,1.05886
37,38,creative,8 Fork stamps Dip the prongs of a fork into paint or ink and use it as a stamp to create textured patterns on paper or fabric,fork stamps dip the prongs of a fork into paint or ink and use it as a stamp to create textured patterns on paper or fabric,fork,fork,1.05885
38,39,creative,9 Fork photo frame Attach a small photo to the handle of a fork and place it in a small holder creating a fun and unconventional photo frame,fork photo frame attach a small photo to the handle of a fork and place it in a small holder creating a fun and unconventional photo frame,fork,fork,0.94114
39,40,creative,10 Fork candle holder Insert a tapered candle into the prongs of a fork allowing the handle to act as a decorative base creating a quirky candle holder,fork candle holder insert a tapered candle into the prongs of a fork allowing the handle to act as a decorative base creating a quirky candle holder,fork,fork,0.94114
40,41,creative,1 Fork as a decorative wall art Arrange multiple forks on a wooden board paint them in vibrant colors and mount it on a wall for a unique and eyecatching piece of art,fork as a decorative wall art arrange multiple forks on a wooden board paint them in vibrant colors and mount it on a wall for a unique and eyecatching piece of art,fork,fork,0.94114
41,42,creative,2 Fork garden markers Use forks as plant markers in your garden or potted plants Write the name of the plant on the handle and stick it into the soil,fork garden markers use forks as plant markers in your garden or potted plants write the name of the plant on the handle and stick it into the soil,fork,fork,0.94114
42,43,creative,3 Fork photo or card holder Bend the prongs of a fork slightly and use it as a stand to display photos or cards on a desk or shelf,fork photo or card holder bend the prongs of a fork slightly and use it as a stand to display photos or cards on a desk or shelf,fork,fork,0.94114
43,44,creative,4 Fork coat hanger Attach multiple forks to a wooden board or frame facing upward to create a quirky and functional coat hanger,fork coat hanger attach multiple forks to a wooden board or frame facing upward to create a quirky and functional coat hanger,fork,fork,1.05886
44,45,creative,5 Fork chandelier Hang forks of various lengths from a circular frame attach small tea lights or LED lights to the prongs and create an elegant and unconventional chandelier,fork chandelier hang forks of various lengths from a circular frame attach small tea lights or led lights to the prongs and create an elegant and unconventional chandelier,fork,fork,0.94114
45,46,creative,6 Fork key holder Mount a fork on the wall near your entryway and use the prongs to hang your keys ensuring you never misplace them again,fork key holder mount a fork on the wall near your entryway and use the prongs to hang your keys ensuring you never misplace them again,fork,fork,0.94114
46,47,creative,7 Fork plant pot holder Attach forks to the rim of a large plant pot with the prongs pointing outward to create a whimsical and unconventional pot holder,fork plant pot holder attach forks to the rim of a large plant pot with the prongs pointing outward to create a whimsical and unconventional pot holder,fork,fork,0.94114
47,48,creative,8 Fork wind chimes Hang forks of different sizes from a wooden or metal frame allowing them to gently clink together in the wind creating a unique and melodious wind chime,fork wind chimes hang forks of different sizes from a wooden or metal frame allowing them to gently clink together in the wind creating a unique and melodious wind chime,fork,fork,0.94063
48,49,creative,9 Fork bookends Glue or screw forks to the ends of wooden bookends creating a fun and quirky way to keep your books organized,fork bookends glue or screw forks to the ends of wooden bookends creating a fun and quirky way to keep your books organized,fork,fork,1.05822
49,50,creative,10 Fork hair accessory holder Stick forks upright into a piece of foam or Styrofoam and use them to hold hair accessories like clips hair ties or headbands in a neat and creative way,fork hair accessory holder stick forks upright into a piece of foam or styrofoam and use them to hold hair accessories like clips hair ties or headbands in a neat and creative way,fork,fork,1.05888
50,51,creative,1 Plant marker Use a fork to label your garden plants by sticking it into the soil next to each plant with a tag attached,plant marker use a fork to label your garden plants by sticking it into the soil next to each plant with a tag attached,fork,fork,1.05886
51,52,creative,2 Cord organizer Wrap your cables around the tines of a fork to keep them organized and prevent tangling,cord organizer wrap your cables around the tines of a fork to keep them organized and prevent tangling,fork,fork,1.05879
52,53,creative,3 Fruit holder Stick a fork into the top of a watermelon or pineapple to create a convenient handle while eating,fruit holder stick a fork into the top of a watermelon or pineapple to create a convenient handle while eating,fork,fork,0.94139
53,54,creative,4 DIY hair accessory Decorate a fork with ribbons beads or flowers and use it as a unique hairpin or hair comb,diy hair accessory decorate a fork with ribbons beads or flowers and use it as a unique hairpin or hair comb,fork,fork,0.94114
54,55,creative,5 Pasta portion guide Place a fork over the opening of a pot to measure out the perfect serving size of pasta,pasta portion guide place a fork over the opening of a pot to measure out the perfect serving size of pasta,fork,fork,0.94114
55,56,creative,6 Keychain Attach a small keyring to the handle of a fork to create a quirky keychain,keychain attach a small keyring to the handle of a fork to create a quirky keychain,fork,fork,0.94171
56,57,creative,7 Photo or card holder Bend the tines of a fork slightly and use it as a stand to display small photos or greeting cards,photo or card holder bend the tines of a fork slightly and use it as a stand to display small photos or greeting cards,fork,fork,0.94114
57,58,creative,8 Candle holder Insert a candle into the tines of a fork and then place the fork on a stable surface to create a unique candle holder,candle holder insert a candle into the tines of a fork and then place the fork on a stable surface to create a unique candle holder,fork,fork,0.94114
58,59,creative,9 Mini easel Stand a fork upright on a table and place a small canvas or photo frame behind it to create a mini easel,mini easel stand a fork upright on a table and place a small canvas or photo frame behind it to create a mini easel,fork,fork,1.05886
59,60,creative,10 Wall decor Arrange a collection of forks on a wall in an artistic pattern or design creating a visually appealing and unconventional wall decor,wall decor arrange a collection of forks on a wall in an artistic pattern or design creating a visually appealing and unconventional wall decor,fork,fork,1.00979
60,61,creative,1 Fork Painting Dip the tines of the fork into different colored paints and use it as a unique brush to create textured and patterned artwork,fork painting dip the tines of the fork into different colored paints and use it as a unique brush to create textured and patterned artwork,fork,fork,1.05925
61,62,creative,2 Fork Garden Markers Attach small labels to the handle of the fork and use it to mark your plants and herbs in the garden,fork garden markers attach small labels to the handle of the fork and use it to mark your plants and herbs in the garden,fork,fork,1.05886
62,63,creative,3 Fork Photo Holder Bend the tines of the fork to create a stand and use it to hold small photos or postcards on your desk or mantelpiece,fork photo holder bend the tines of the fork to create a stand and use it to hold small photos or postcards on your desk or mantelpiece,fork,fork,0.94114
63,64,creative,4 Fork Jewelry Organizer Hang your necklaces and bracelets on the tines of a fork creating a whimsical and functional jewelry holder,fork jewelry organizer hang your necklaces and bracelets on the tines of a fork creating a whimsical and functional jewelry holder,fork,fork,0.94122
64,65,creative,5 Fork Doorstop Place a fork with the tines facing upwards behind a door to prevent it from closing acting as a quirky doorstop,fork doorstop place a fork with the tines facing upwards behind a door to prevent it from closing acting as a quirky doorstop,fork,fork,1.05885
65,66,creative,6 Fork Candle Holder Melt wax and pour it into the bowl of a fork placing a wick in the center Once cooled you have a unique and unconventional candle holder,fork candle holder melt wax and pour it into the bowl of a fork placing a wick in the center once cooled you have a unique and unconventional candle holder,fork,fork,1.05885
66,67,creative,7 Fork Bookmark Bend the handle of a fork into a loop shape creating a fun and distinctive bookmark for your favorite books,fork bookmark bend the handle of a fork into a loop shape creating a fun and distinctive bookmark for your favorite books,fork,fork,1.05884
67,68,creative,8 Fork Herb Stripper Use the tines of a fork to strip leaves from herbs like thyme or rosemary by running the fork along the stem in the opposite direction,fork herb stripper use the tines of a fork to strip leaves from herbs like thyme or rosemary by running the fork along the stem in the opposite direction,fork,fork,0.94114
68,69,creative,9 Fork Pot Lid Holder Place a fork over the edge of a pot with the tines facing upwards to hold the lid slightly ajar preventing boiling liquids from overflowing,fork pot lid holder place a fork over the edge of a pot with the tines facing upwards to hold the lid slightly ajar preventing boiling liquids from overflowing,fork,fork,0.94118
69,70,creative,10 Fork Musical Instrument Attach a fork to a small wooden block or box pluck the tines with your fingers or a small stick and create a unique percussive sound,fork musical instrument attach a fork to a small wooden block or box pluck the tines with your fingers or a small stick and create a unique percussive sound,fork,fork,1.05886
70,71,creative,1 DIY Fork Easel Bend the tines of the fork slightly to create a small easel This can be used to display small cards photos or even a recipe while cooking,diy fork easel bend the tines of the fork slightly to create a small easel this can be used to display small cards photos or even a recipe while cooking,fork,fork,1.05886
71,72,creative,2 Fork Garden Markers Use a permanent marker to write the names of herbs or plants on the handle of the fork Stick the fork into the soil next to each plant to create cute and functional garden markers,fork garden markers use a permanent marker to write the names of herbs or plants on the handle of the fork stick the fork into the soil next to each plant to create cute and functional garden markers,fork,fork,1.05886
72,73,creative,3 Fork Photo Holder Attach a small binder clip to the handle of a fork This can be used to hold photos or notes on a corkboard or bulletin board,fork photo holder attach a small binder clip to the handle of a fork this can be used to hold photos or notes on a corkboard or bulletin board,fork,fork,0.94114
73,74,creative,4 Fork Bookmarks Decorate the handle of a fork with ribbons beads or charms to create unique bookmarks The tines can be slipped between the pages of a book to mark your place,fork bookmarks decorate the handle of a fork with ribbons beads or charms to create unique bookmarks the tines can be slipped between the pages of a book to mark your place,fork,fork,0.94115
74,75,creative,5 Fork Keychain Attach a small keyring to the handle of a fork to create a quirky keychain This can make it easier to find your keys in a bag or add a touch of creativity to your key collection,fork keychain attach a small keyring to the handle of a fork to create a quirky keychain this can make it easier to find your keys in a bag or add a touch of creativity to your key collection,fork,fork,1.05886
75,76,creative,6 Fork Wall Hooks Mount a few forks on a wooden board or directly on the wall with the tines facing upwards These can be used as hooks to hang lightweight items such as keys jewelry or kitchen utensils,fork wall hooks mount a few forks on a wooden board or directly on the wall with the tines facing upwards these can be used as hooks to hang lightweight items such as keys jewelry or kitchen utensils,fork,fork,0.94114
76,77,creative,7 Fork Jewelry Repurpose the handle of a fork to create unique jewelry pieces With some bending and shaping you can make rings bracelets or pendants that are sure to catch attention,fork jewelry repurpose the handle of a fork to create unique jewelry pieces with some bending and shaping you can make rings bracelets or pendants that are sure to catch attention,fork,fork,0.94114
77,78,creative,8 Fork Wind Chimes Hang several forks of different lengths from a circular frame or a tree branch The tines will clink together creating a whimsical wind chime for your garden or porch,fork wind chimes hang several forks of different lengths from a circular frame or a tree branch the tines will clink together creating a whimsical wind chime for your garden or porch,fork,fork,1.05885
78,79,creative,9 Fork Candle Holder Attach a small votive candle to the handle of a fork using a heatresistant adhesive The tines will act as a decorative holder creating an interesting centerpiece or accent for a table setting,fork candle holder attach a small votive candle to the handle of a fork using a heatresistant adhesive the tines will act as a decorative holder creating an interesting centerpiece or accent for a table setting,fork,fork,1.05886
79,80,creative,10 Fork Puppet Decorate the handle of a fork with googly eyes fabric or other craft materials to create a small puppet Use it for storytelling or imaginative play with children,fork puppet decorate the handle of a fork with googly eyes fabric or other craft materials to create a small puppet use it for storytelling or imaginative play with children,fork,fork,0.94114
80,81,creative,1 Fork as a Hair Accessory Use the tines of a fork to create a unique and funky hair accessory Twist your hair into a bun or a twist and secure it with a colorful fork for an eyecatching look,fork as a hair accessory use the tines of a fork to create a unique and funky hair accessory twist your hair into a bun or a twist and secure it with a colorful fork for an eyecatching look,fork,fork,1.05886
81,82,creative,2 Fork Plant Markers Paint the handle of a fork and use it as a plant marker in your garden or indoor plants Write the name of the plant on the handle and it will add a quirky touch to your green space,fork plant markers paint the handle of a fork and use it as a plant marker in your garden or indoor plants write the name of the plant on the handle and it will add a quirky touch to your green space,fork,fork,1.05886
82,83,creative,3 Fork Picture Frame Stand Bend the tines of a fork backward and use it as a stand for a small picture frame It will add an unexpected element to your desk or mantelpiece,fork picture frame stand bend the tines of a fork backward and use it as a stand for a small picture frame it will add an unexpected element to your desk or mantelpiece,fork,fork,0.94114
83,84,creative,4 Fork Jewelry Holder Attach a few forks to a wooden board or frame and use them as hooks to hang your necklaces bracelets and other jewelry It will create a unique and artsy display,fork jewelry holder attach a few forks to a wooden board or frame and use them as hooks to hang your necklaces bracelets and other jewelry it will create a unique and artsy display,fork,fork,0.94113
84,85,creative,5 Fork Garden Sculpture Use a collection of forks to create a whimsical garden sculpture Attach them together in different angles to form the shape of an animal or an abstract design and place it in your garden for a playful touch,fork garden sculpture use a collection of forks to create a whimsical garden sculpture attach them together in different angles to form the shape of an animal or an abstract design and place it in your garden for a playful touch,fork,fork,0.94114
85,86,creative,6 Fork Mobile Create a hanging mobile by suspending forks from different lengths of strings or wires Paint them in vibrant colors and hang them in a corner of your room for a captivating visual display,fork mobile create a hanging mobile by suspending forks from different lengths of strings or wires paint them in vibrant colors and hang them in a corner of your room for a captivating visual display,fork,fork,1.05886
86,87,creative,7 Fork Bookmarks Attach a ribbon or string to the handle of a fork and use it as a bookmark The tines can be used to mark the exact line where you left off making it a functional and fun accessory for book lovers,fork bookmarks attach a ribbon or string to the handle of a fork and use it as a bookmark the tines can be used to mark the exact line where you left off making it a functional and fun accessory for book lovers,fork,fork,1.05886
87,88,creative,8 Fork Candle Holder Stick a few forks into a block of foam or clay and place a small tea light candle on top of each fork This unconventional candle holder will cast unique shadows and create an interesting ambiance,fork candle holder stick a few forks into a block of foam or clay and place a small tea light candle on top of each fork this unconventional candle holder will cast unique shadows and create an interesting ambiance,fork,fork,1.05886
88,89,creative,9 Fork Easel Bend the handle of a fork backward and use it as a mini easel to display small paintings or photographs It's a great way to showcase your art in a quirky and unexpected manner,fork easel bend the handle of a fork backward and use it as a mini easel to display small paintings or photographs its a great way to showcase your art in a quirky and unexpected manner,fork,fork,1.05886
89,90,creative,10 Fork Drumsticks Tape or wrap the ends of a fork's tines with cloth or rubber bands and use them as unconventional drumsticks They will create a distinct sound and add a playful element to your musical endeavors,fork drumsticks tape or wrap the ends of a forks tines with cloth or rubber bands and use them as unconventional drumsticks they will create a distinct sound and add a playful element to your musical endeavors,fork,fork,0.94114
90,91,creative,1 Use the prongs of a fork as a makeshift hairpin to create unique hairstyles or hold up a bun,use the prongs of a fork as a makeshift hairpin to create unique hairstyles or hold up a bun,fork,fork,0.94114
91,92,creative,2 Transform a fork into a stylish and unconventional bookmark for your favorite novel,transform a fork into a stylish and unconventional bookmark for your favorite novel,fork,fork,0.94681
92,93,creative,3 Attach a string to a fork and you have an instant DIY fishing hook for a fun day by the lake,attach a string to a fork and you have an instant diy fishing hook for a fun day by the lake,fork,fork,1.05886
93,94,creative,4 Bend the prongs of a fork to create a stand for your smartphone or tablet allowing for handsfree use,bend the prongs of a fork to create a stand for your smartphone or tablet allowing for handsfree use,fork,fork,1.0589
94,95,creative,5 Utilize the handle of a fork as a miniature paintbrush for intricate artwork or detailing,utilize the handle of a fork as a miniature paintbrush for intricate artwork or detailing,fork,fork,1.05903
95,96,creative,6 Attach a fork to the end of a long stick or pole to create a unique and eyecatching wind chime for your garden,attach a fork to the end of a long stick or pole to create a unique and eyecatching wind chime for your garden,fork,fork,1.05886
96,97,creative,7 Repurpose a fork as a quirky door handle or drawer pull to add a touch of whimsy to your furniture,repurpose a fork as a quirky door handle or drawer pull to add a touch of whimsy to your furniture,fork,fork,1.05886
97,98,creative,8 Bend the prongs of a fork into a circular shape to create an innovative napkin holder for your dining table,bend the prongs of a fork into a circular shape to create an innovative napkin holder for your dining table,fork,fork,1.05885
98,99,creative,9 Use a fork to create textured patterns in clay or dough while baking or crafting,use a fork to create textured patterns in clay or dough while baking or crafting,fork,fork,0.94098
99,100,creative,10 Attach a fork to a wooden block or base to create a fun and unconventional photo or card holder,attach a fork to a wooden block or base to create a fun and unconventional photo or card holder,fork,fork,0.94112
100,101,creative,1 Musical instrument Pluck the tines of the fork like a guitar string to create unique sounds and melodies,musical instrument pluck the tines of the fork like a guitar string to create unique sounds and melodies,fork,fork,1.05885
101,102,creative,2 Plant marker Use a fork to label your plants in the garden by sticking it into the soil with the name written on it,plant marker use a fork to label your plants in the garden by sticking it into the soil with the name written on it,fork,fork,1.05886
102,103,creative,3 Hair accessory Decorate a plain fork handle with beads or ribbons and use it as a quirky hairpin or hair accessory,hair accessory decorate a plain fork handle with beads or ribbons and use it as a quirky hairpin or hair accessory,fork,fork,1.05886
103,104,creative,4 Key holder Attach a small hook to the handle of a fork and use it to hang your keys by the door,key holder attach a small hook to the handle of a fork and use it to hang your keys by the door,fork,fork,1.05886
104,105,creative,5 Cable organizer Wrap your charging cables or headphones around the tines of a fork to keep them untangled and organized,cable organizer wrap your charging cables or headphones around the tines of a fork to keep them untangled and organized,fork,fork,1.05875
105,106,creative,6 Napkin ring Bend the tines of a fork together to create a unique napkin ring for your dinner table,napkin ring bend the tines of a fork together to create a unique napkin ring for your dinner table,fork,fork,1.05916
106,107,creative,7 Toothpick dispenser Fill a small jar with toothpicks and use the fork to easily pick them up and distribute them,toothpick dispenser fill a small jar with toothpicks and use the fork to easily pick them up and distribute them,fork,fork,1.05886
107,108,creative,8 Easel Prop up a small painting or picture frame by wedging the fork tines behind it to create a makeshift easel,easel prop up a small painting or picture frame by wedging the fork tines behind it to create a makeshift easel,fork,fork,1.05887
108,109,creative,9 Garden tool Use the fork to aerate and loosen the soil in your garden or to help dig out stubborn weeds,garden tool use the fork to aerate and loosen the soil in your garden or to help dig out stubborn weeds,fork,fork,0.94114
109,110,creative,10 Recipe holder Place a recipe card between the tines of a fork and rest it on your kitchen counter to keep your recipe easily accessible while cooking,recipe holder place a recipe card between the tines of a fork and rest it on your kitchen counter to keep your recipe easily accessible while cooking,fork,fork,1.05886
110,111,creative,1 Fork Easel Use a fork as a miniature easel to display small artwork or photos,fork easel use a fork as a miniature easel to display small artwork or photos,fork,fork,0.94114
111,112,creative,2 Fork Garden Marker Label your plants in the garden by attaching small tags to the tines of a fork and sticking it into the soil,fork garden marker label your plants in the garden by attaching small tags to the tines of a fork and sticking it into the soil,fork,fork,1.05886
112,113,creative,3 Fork Doorstop Prop open a door by placing the handle of a fork under it,fork doorstop prop open a door by placing the handle of a fork under it,fork,fork,0.94137
113,114,creative,4 Fork Cable Organizer Wrap your charging cables around the tines of a fork to keep them neatly organized and prevent tangling,fork cable organizer wrap your charging cables around the tines of a fork to keep them neatly organized and prevent tangling,fork,fork,1.05887
114,115,creative,5 Fork Hair Accessory Create a unique hairpin by attaching decorative beads or ribbons to the tines of a fork,fork hair accessory create a unique hairpin by attaching decorative beads or ribbons to the tines of a fork,fork,fork,0.94115
115,116,creative,6 Fork Book Holder Use a fork as a book holder by sliding the handle under the pages to keep your place while reading,fork book holder use a fork as a book holder by sliding the handle under the pages to keep your place while reading,fork,fork,0.94111
116,117,creative,7 Fork Phone Stand Bend the tines of a fork slightly to create a makeshift stand for your phone or tablet,fork phone stand bend the tines of a fork slightly to create a makeshift stand for your phone or tablet,fork,fork,0.94114
117,118,creative,8 Fork Herb Garden Hang a fork on the wall and use the tines to hold small potted herbs for a creative kitchen garden display,fork herb garden hang a fork on the wall and use the tines to hold small potted herbs for a creative kitchen garden display,fork,fork,0.94114
118,119,creative,9 Fork Jewelry Stand Insert the handle of a fork into a cork or wooden base to create a stand for hanging and displaying necklaces or bracelets,fork jewelry stand insert the handle of a fork into a cork or wooden base to create a stand for hanging and displaying necklaces or bracelets,fork,fork,0.94114
119,120,creative,10 Fork Paintbrush Dip the tines of a fork into paint and use it to create unique textured patterns on paper or canvas,fork paintbrush dip the tines of a fork into paint and use it to create unique textured patterns on paper or canvas,fork,fork,0.94123
120,121,creative,1 Fork Decor Use a fork as a unique and quirky wall decoration by arranging a collection of forks in different sizes and styles in a pattern on a wooden board or frame,fork decor use a fork as a unique and quirky wall decoration by arranging a collection of forks in different sizes and styles in a pattern on a wooden board or frame,fork,fork,1.05886
121,122,creative,2 Fork Easel Bend the prongs of a fork to create a small easel perfect for holding small cards photos or even a mini canvas,fork easel bend the prongs of a fork to create a small easel perfect for holding small cards photos or even a mini canvas,fork,fork,0.94114
