id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
35,creative,Game Board  Create a game board using a large book with each page serving as a separate playing area for games like chess or checkers,game board create a game board using a large book with each page serving as a separate playing area for games like chess or checkers,book,book,0.78049
36,creative,Creative Use 4 Paperweight If you have a tendency to scatter papers all over your desk a book can come in handy as a paperweight Just place the book on top of your papers to keep them from blowing away in the wind or to prevent them from getting mixed up You can also use it to hold down a specific sheet of paper that needs extra support,creative use paperweight if you have a tendency to scatter papers all over your desk a book can come in handy as a paperweight just place the book on top of your papers to keep them from blowing away in the wind or to prevent them from getting mixed up you can also use it to hold down a specific sheet of paper that needs extra support,book,book,0.78047
37,creative,Cardholder  Stack books horizontally on top of each other and use them as holders for greeting cards business cards or other small paper items,cardholder stack books horizontally on top of each other and use them as holders for greeting cards business cards or other small paper items,book,book,0.78044
38,creative,Creative Use 5 Coaster Books can also serve as coasters for your drinks Just place an empty book on its side and set your glass or mug on top of it The book will protect your surface from water marks and stains and it will also add a touch of elegance to your table setting,creative use coaster books can also serve as coasters for your drinks just place an empty book on its side and set your glass or mug on top of it the book will protect your surface from water marks and stains and it will also add a touch of elegance to your table setting,book,book,0.78047
39,creative,As a Decoration A book can be used as an attractive decoration in a room particularly if it has an eyecatching cover design or is bound in leather It can add a touch of elegance and sophistication to a space without taking up too much space,as a decoration a book can be used as an attractive decoration in a room particularly if it has an eyecatching cover design or is bound in leather it can add a touch of elegance and sophistication to a space without taking up too much space,book,book,0.6915
40,creative,Creative Use 6 Decoration Books can be used as decorations in various ways You can display them on a shelf or in a basket or you can use them to create a unique centerpiece for your dining table You can also use books as a base for other decorative items such as cand,creative use decoration books can be used as decorations in various ways you can display them on a shelf or in a basket or you can use them to create a unique centerpiece for your dining table you can also use books as a base for other decorative items such as cand,book,book,0.78047
41,creative,As a Doorstop A book can be used as an improvised doorstop providing support for doors that tend to swing open too widely or keep closing too slowly It's especially useful for doors with heavy frames or those that are difficult to hold open due to their weight,as a doorstop a book can be used as an improvised doorstop providing support for doors that tend to swing open too widely or keep closing too slowly its especially useful for doors with heavy frames or those that are difficult to hold open due to their weight,book,book,1.21953
42,creative,1 Book Pillow  Use an old book as a pillow for reading or napping You can also add some pillows and blankets to create a cozy reading nook,book pillow use an old book as a pillow for reading or napping you can also add some pillows and blankets to create a cozy reading nook,book,book,1.2190400000000001
43,creative,2 Planter  Hollow out an old book and use it as a planter for small plants herbs or succulents You can even decorate the cover with paint or stickers to make it more visually appealing,planter hollow out an old book and use it as a planter for small plants herbs or succulents you can even decorate the cover with paint or stickers to make it more visually appealing,book,book,0.78047
44,creative,3 Decorative Art  Use books as a base for various art projects such as decoupage collages or even origami You can also use them to create 3D sculptures or installations,decorative art use books as a base for various art projects such as decoupage collages or even origami you can also use them to create d sculptures or installations,book,book,1.2194099999999999
45,creative,4 Book Light  Use an old book as a lamp by attaching a small LED light inside the cover This can provide soft and warm lighting for reading or writing,book light use an old book as a lamp by attaching a small led light inside the cover this can provide soft and warm lighting for reading or writing,book,book,0.77776
46,creative,5 Bookmarks  Use old books or book pages to create unique bookmarks You can cut out images or quotes from the book and attach them to a small piece of cardstock or ribbon,bookmarks use old books or book pages to create unique bookmarks you can cut out images or quotes from the book and attach them to a small piece of cardstock or ribbon,book,book,0.76796
47,creative,6 Journal  Use an old book as a journal by removing the pages and replacing them with blank paper This can be a great way to create a oneofakind diary or sketchbook,journal use an old book as a journal by removing the pages and replacing them with blank paper this can be a great way to create a oneofakind diary or sketchbook,book,book,0.77345
48,creative,7 Music Storage  Hollow out an old book and use it as a container for storing music CDs USB drives or even small instruments,music storage hollow out an old book and use it as a container for storing music cds usb drives or even small instruments,book,book,0.78047
49,creative,8 Photo Display  Use books as a base for displaying photographs You can attach the photos to the covers or inside the pages using adhesive or frame them in a way that creates a unique display,photo display use books as a base for displaying photographs you can attach the photos to the covers or inside the pages using adhesive or frame them in a way that creates a unique display,book,book,1.21837
50,creative,9 Kite  Cut out images or shapes from old book pages and use them to create a kite You can also decorate the kite with ribbons glitter or paint for a more festive look,kite cut out images or shapes from old book pages and use them to create a kite you can also decorate the kite with ribbons glitter or paint for a more festive look,book,book,0.78047
51,creative,10 Book Sculpture  Use books as a base for creating 3D sculptures You can glue the pages together to form a shape or cut out images and shapes to create a collagelike sculpture This can be a fun and creative way to rep,book sculpture use books as a base for creating d sculptures you can glue the pages together to form a shape or cut out images and shapes to create a collagelike sculpture this can be a fun and creative way to rep,book,book,1.2199200000000001
52,creative,1Decorative Book Art Use books as a medium for creating unique works of art by decorating them with paint markers or other materials You can create patterns designs or even collages using the pages and covers of books,decorative book art use books as a medium for creating unique works of art by decorating them with paint markers or other materials you can create patterns designs or even collages using the pages and covers of books,book,book,0.78076
53,creative,2Book Jewelry Transform old or unwanted books into beautiful pieces of jewelry like pendants earrings or bracelets You can cut out words or images from the pages and set them in resin or metal to create unique pieces,book jewelry transform old or unwanted books into beautiful pieces of jewelry like pendants earrings or bracelets you can cut out words or images from the pages and set them in resin or metal to create unique pieces,book,book,1.2163599999999999
54,creative,3Paper Mache Books Create a oneofakind piece of art by papiermaching old books You can shape the books into different forms like animals or sculptures and then decorate them with paint or other materials,paper mache books create a oneofakind piece of art by papiermaching old books you can shape the books into different forms like animals or sculptures and then decorate them with paint or other materials,book,book,0.7804800000000001
55,creative,4Book Lampshade Use an old book as a lampshade by attaching it to a lamp base and adding a fabric cover or translucent material to create a unique lighting fixture,book lampshade use an old book as a lampshade by attaching it to a lamp base and adding a fabric cover or translucent material to create a unique lighting fixture,book,book,0.7632
56,creative,5Book Planters Hollow out the pages of an old book and use it as a planter for small plants or herbs You can also glue the pages together to create a hollow book shape that can be used for a variety of purposes,book planters hollow out the pages of an old book and use it as a planter for small plants or herbs you can also glue the pages together to create a hollow book shape that can be used for a variety of purposes,book,book,1.21952
57,creative,6Book Baskets Use old books to create decorative baskets by weaving the pages together with yarn or twine You can also add other materials like buttons or ribbons to give the basket more texture and interest,book baskets use old books to create decorative baskets by weaving the pages together with yarn or twine you can also add other materials like buttons or ribbons to give the basket more texture and interest,book,book,0.7804800000000001
58,creative,7Book Covers Transform an old book into a oneofakind cover for your laptop tablet or journal You can cut out words or images from the pages and attach them to a piece of fabric or leather using glue or sewing,book covers transform an old book into a oneofakind cover for your laptop tablet or journal you can cut out words or images from the pages and attach them to a piece of fabric or leather using glue or sewing,book,book,0.6996
59,creative,8Book Wind Chimes Create a musical instrument by hollowing out old books and filling them with small objects like beads pebbles or metal washers Attach a string or twine to the top of the book and hang it in a window or outside to create so,book wind chimes create a musical instrument by hollowing out old books and filling them with small objects like beads pebbles or metal washers attach a string or twine to the top of the book and hang it in a window or outside to create so,book,book,1.21954
60,creative,1 Create a Book Shelf Clock  Instead of the traditional clocks you see on wall shelves this DIY book clock will add some personality and whimsy to your home decor You'll simply need a few books of different sizes some clock hands and a hot glue gun,create a book shelf clock instead of the traditional clocks you see on wall shelves this diy book clock will add some personality and whimsy to your home decor youll simply need a few books of different sizes some clock hands and a hot glue gun,book,book,0.78049
61,creative,2 Make Bookmarks with Photos  Who says bookmarks have to be plain Use photos from your favorite books or magazines and create unique bookmarks that reflect your personality,make bookmarks with photos who says bookmarks have to be plain use photos from your favorite books or magazines and create unique bookmarks that reflect your personality,book,book,1.2790599999999999
62,creative,3 Upcycle Old Books into Coasters  If you have old damaged or outdated books lying around why not give them new life as coasters Simply cut the pages into squares glue them to a cork backing and voila Instant book page coasters,upcycle old books into coasters if you have old damaged or outdated books lying around why not give them new life as coasters simply cut the pages into squares glue them to a cork backing and voila instant book page coasters,book,book,1.21946
63,creative,4 Create a Book Lamp  Turn your favorite book into a unique lamp by upcycling the cover and adding a lamp kit inside You can create a table or floor lamp with this DIY project,create a book lamp turn your favorite book into a unique lamp by upcycling the cover and adding a lamp kit inside you can create a table or floor lamp with this diy project,book,book,1.21953
64,creative,5 Make Paper Mache Letters  Use old books to make paper mache letters for your home decor or as a fun craft project with the kids Add paint or decoupage for an extra special touch,make paper mache letters use old books to make paper mache letters for your home decor or as a fun craft project with the kids add paint or decoupage for an extra special touch,book,book,0.78032
65,creative,6 Create a Book Tree  This creative use for books is perfect for nature lovers and book worms alike Simply stack old books in a tree shape add some twine or ribbon for a rustic look and enjoy as a piece of decor in your home,create a book tree this creative use for books is perfect for nature lovers and book worms alike simply stack old books in a tree shape add some twine or ribbon for a rustic look and enjoy as a piece of decor in your home,book,book,1.21953
66,creative,7 Use Books as Planters  If you have small plants or herbs why not use old books to give them a unique home Simply cut out the pages of an old book and create a makeshift planter around it  You can also decorate the outside of the book with paint or decoupage,use books as planters if you have small plants or herbs why not use old books to give them a unique home simply cut out the pages of an old book and create a makeshift planter around it you can also decorate the outside of the book with paint or decoupage,book,book,0.78047
67,creative,8 Make Bookmarks from Old Maps  If you love maps and books why not combine the two for a unique bookmark Simply cut out a map page and glue it to a piece of cardstock then add a magnetic strip at the top for easy retrieval,make bookmarks from old maps if you love maps and books why not combine the two for a unique bookmark simply cut out a map page and glue it to a piece of cardstock then add a magnetic strip at the top for easy retrieval,book,book,1.2207
68,creative,Creative Use 1 BookInspired Crafts Get inspired by your favorite books and create crafts that reflect the themes and characters within For example create a Harry Potterinspired wand or a Pride and Prejudiceinspired fan,creative use bookinspired crafts get inspired by your favorite books and create crafts that reflect the themes and characters within for example create a harry potterinspired wand or a pride and prejudiceinspired fan,book,book,1.21953
69,creative,Creative Use 2 Book Safe Create a unique book safe by hollowing out an old book and using it to store valuable items such as jewelry money or important documents,creative use book safe create a unique book safe by hollowing out an old book and using it to store valuable items such as jewelry money or important documents,book,book,1.23056
70,creative,Creative Use 3 Book Light Convert an old book into a unique lamp by attaching a LED light kit to the spine of the book and using it as a base for your lamp,creative use book light convert an old book into a unique lamp by attaching a led light kit to the spine of the book and using it as a base for your lamp,book,book,0.75809
71,creative,Creative Use 4 Book Marker Create a personalized book marker that reflects your reading habits such as a marker with a quirky quote from your favorite author or one that highlights your reading goals for the year,creative use book marker create a personalized book marker that reflects your reading habits such as a marker with a quirky quote from your favorite author or one that highlights your reading goals for the year,book,book,1.21952
72,creative,Creative Use 5 Book Jar Create a book jar by filling an old mason jar with books that match a particular theme or genre For example fill a jar with only nonfiction books or only mystery novels,creative use book jar create a book jar by filling an old mason jar with books that match a particular theme or genre for example fill a jar with only nonfiction books or only mystery novels,book,book,0.78047
73,creative,Creative Use 6 Book Art Create unique book art by collaging different book covers together to create a new image or by using book pages as a canvas for your artwork,creative use book art create unique book art by collaging different book covers together to create a new image or by using book pages as a canvas for your artwork,book,book,0.76466
74,creative,Creative Use 7 Book Repurposing Get creative with old books by repurposing them into something useful such as turning an old encyclopedia into a planter or an old cookbook into a decorative box,creative use book repurposing get creative with old books by repurposing them into something useful such as turning an old encyclopedia into a planter or an old cookbook into a decorative box,book,book,0.77948
75,creative,Creative Use 8 Book Journal Create a unique journal that reflects your love of reading by filling the pages with quotes from your favorite books characters you admire or themes that resonate with you,creative use book journal create a unique journal that reflects your love of reading by filling the pages with quotes from your favorite books characters you admire or themes that resonate with you,book,book,0.75326
76,creative,Creative Use 9 Book Display Create a beautiful book display by arranging your favorite books in a creative way on a shelf or in a corner of your home For example arrange books by color or size to create a visually appealing display,creative use book display create a beautiful book display by arranging your favorite books in a creative way on a shelf or in a corner of your home for example arrange books by color or size to create a visually appealing display,book,book,1.21953
77,creative,4Create a sensory bin  Fill an old book with rice beans or sand and hide small toys or objects inside for kids to discover and explore You can also add different textures like pompoms pipe cleaners or fabric scraps to make it more interesting,create a sensory bin fill an old book with rice beans or sand and hide small toys or objects inside for kids to discover and explore you can also add different textures like pompoms pipe cleaners or fabric scraps to make it more interesting,book,book,1.21896
78,creative,1 Book lamp  Instead of a traditional lamp use an old book as the base and add a lamp on top This creates a unique lighting fixture that adds character to any room,book lamp instead of a traditional lamp use an old book as the base and add a lamp on top this creates a unique lighting fixture that adds character to any room,book,book,1.21929
79,creative,2 Decorate your wall with spine art  Take a collection of books and arrange them in such a way that the spines create a pattern or design on the wall You can also use different colored book covers to add depth and interest,decorate your wall with spine art take a collection of books and arrange them in such a way that the spines create a pattern or design on the wall you can also use different colored book covers to add depth and interest,book,book,0.78028
80,creative,3 Planter  Use an old book as a planter for small plants or succulents Simply remove any pages clean the inside of the book and add soil and your chosen plant,planter use an old book as a planter for small plants or succulents simply remove any pages clean the inside of the book and add soil and your chosen plant,book,book,0.77445
81,creative,4 Book wreath  Create a unique and eyecatching wreath using old books Cut out individual pages to create a flowerlike design or cut out individual words to form a message,book wreath create a unique and eyecatching wreath using old books cut out individual pages to create a flowerlike design or cut out individual words to form a message,book,book,0.78016
82,creative,5 Coasters  Use old book pages as coasters for your coffee table or desk They add a touch of elegance and sophistication while protecting surfaces from water marks,coasters use old book pages as coasters for your coffee table or desk they add a touch of elegance and sophistication while protecting surfaces from water marks,book,book,0.68902
83,creative,6 Photo display  Use books as a unique way to display your favorite photos Simply cut out individual pages arrange them in a collagelike pattern and frame the whole thing,photo display use books as a unique way to display your favorite photos simply cut out individual pages arrange them in a collagelike pattern and frame the whole thing,book,book,1.21959
84,creative,7 Mosaic art  Create a mosaic using small pieces of book covers or pages You can create a design or simply arrange the pieces randomly to create an abstract piece of art,mosaic art create a mosaic using small pieces of book covers or pages you can create a design or simply arrange the pieces randomly to create an abstract piece of art,book,book,0.7804
85,creative,8 Book jar  Use old books as a unique container for storing small items like pens pencils or even candy Simply remove any pages and add your chosen item inside,book jar use old books as a unique container for storing small items like pens pencils or even candy simply remove any pages and add your chosen item inside,book,book,1.21947
86,creative,9 Book clock  Create a timepiece using an old book as the base Remove any pages and attach hands and numbers to create a oneofakind clock,book clock create a timepiece using an old book as the base remove any pages and attach hands and numbers to create a oneofakind clock,book,book,1.20828
87,creative,10 Writing desk organizer  Use old books as a unique way to organize your writing desk Cut out individual pages and use them as dividers for pens pencils and paper You can also add a small tray or basket to store smaller items like paper,writing desk organizer use old books as a unique way to organize your writing desk cut out individual pages and use them as dividers for pens pencils and paper you can also add a small tray or basket to store smaller items like paper,book,book,0.78055
88,creative,3Transform it into a piece of art  Get creative and turn an old book into a piece of art by cutting out the pages and arranging them in a collage or mosaic pattern You can also use the covers to create a unique piece of wall art by gluing them together with other materials like fabric paper or beads,transform it into a piece of art get creative and turn an old book into a piece of art by cutting out the pages and arranging them in a collage or mosaic pattern you can also use the covers to create a unique piece of wall art by gluing them together with other materials like fabric paper or beads,book,book,0.78047
89,creative,1 Building materials A stack of books can serve as a base for building structures like bridges towers or even buildings,building materials a stack of books can serve as a base for building structures like bridges towers or even buildings,book,book,1.22039
90,creative,2 Paper Mache project Use old books as the base for creating sculptures or other paper mache projects,paper mache project use old books as the base for creating sculptures or other paper mache projects,book,book,0.77893
91,creative,3 Bookshelf garden Turn a bookshelf into a planter by gluing flowers herbs and other plants onto its shelves,bookshelf garden turn a bookshelf into a planter by gluing flowers herbs and other plants onto its shelves,book,book,1.2196
92,creative,4 Decorative lighting Hang a string of fairy lights inside a hollowedout book to create a unique lamp or chandelier,decorative lighting hang a string of fairy lights inside a hollowedout book to create a unique lamp or chandelier,book,book,0.78241
93,creative,5 Musical instrument Use an old book as a resonator for a homemade instrument like a guitar harp or xylophone,musical instrument use an old book as a resonator for a homemade instrument like a guitar harp or xylophone,book,book,1.21947
94,creative,6 Book light Use a book as a makeshift lantern by attaching a small LED light bulb to its spine and placing it in a dark room,book light use a book as a makeshift lantern by attaching a small led light bulb to its spine and placing it in a dark room,book,book,0.80402
95,creative,7 Card holder Turn old books into unique card holders by gluing them together in a stack and attaching a small tray or board on top,card holder turn old books into unique card holders by gluing them together in a stack and attaching a small tray or board on top,book,book,0.7831
96,creative,8 Game piece storage Glue book pages together to form a set of game pieces such as checkers or chess pieces for a unique board game experience,game piece storage glue book pages together to form a set of game pieces such as checkers or chess pieces for a unique board game experience,book,book,1.21839
97,creative,9 Art journal Use old books as canvases for drawing painting and collaging,art journal use old books as canvases for drawing painting and collaging,book,book,1.23786
98,creative,10 Book fort Pile up multiple books to create an impromptu fort for kids to play in You could even add cushions or blankets inside for extra comfort These are just a few creative ways you might be able to repurpose a book beyond its traditional use as a reading material As the saying goes one man's trash is another man's treasure,book fort pile up multiple books to create an impromptu fort for kids to play in you could even add cushions or blankets inside for extra comfort these are just a few creative ways you might be able to repurpose a book beyond its traditional use as a reading material as the saying goes one mans trash is another mans treasure,book,book,0.78047
99,creative,1 A base for DIY craft project  A book can serve as the foundation for various doityourself projects like creating a coat rack out of old books or turning an old tattered book into a beautiful planter,a base for diy craft project a book can serve as the foundation for various doityourself projects like creating a coat rack out of old books or turning an old tattered book into a beautiful planter,book,book,1.23276
100,creative,2 Decorative centerpiece A stack of old books can create a unique and visually appealing centerpiece on a coffee table or sideboard This is especially effective when the books are arranged with the spines facing outward creating a colorful pattern 3 Planter for small plants  If you have a small plant that needs a cozy home consider using an old book as its planter Simply remove any pages from the book and hollow out the inside to create a space for your plant's roots,decorative centerpiece a stack of old books can create a unique and visually appealing centerpiece on a coffee table or sideboard this is especially effective when the books are arranged with the spines facing outward creating a colorful pattern planter for small plants if you have a small plant that needs a cozy home consider using an old book as its planter simply remove any pages from the book and hollow out the inside to create a space for your plants roots,book,book,0.78047
101,creative,4 Customized photo album  Cut out images of your favorite memories and arrange them within the pages of a book This makes for a creative way to display your photos in a unique and personalized format 5 Travel journal  Write down your experiences observations and thoughts from your travels inside an old book This can serve as both a personal record of your adventures and a keepsake to treasure for years to come,customized photo album cut out images of your favorite memories and arrange them within the pages of a book this makes for a creative way to display your photos in a unique and personalized format travel journal write down your experiences observations and thoughts from your travels inside an old book this can serve as both a personal record of your adventures and a keepsake to treasure for years to come,book,book,1.21953
102,creative,6 Art piece  Use books as a medium for creating a mixed media art piece Glue or staple together pages from different books adding other materials such as paint fabric or found objects to create a unique and eyecatching work of art 7 Cozy reading nook Create a cozy reading nook by stacking books horizontally on top of each other then adding pillows blankets and lamps to complete the space This makes for a comfortable spot to relax and get lost in a good book 8 Book light Hollow out an old book and use it as a lamp You can add a small LED light or candle inside the book to create a soft glow,art piece use books as a medium for creating a mixed media art piece glue or staple together pages from different books adding other materials such as paint fabric or found objects to create a unique and eyecatching work of art cozy reading nook create a cozy reading nook by stacking books horizontally on top of each other then adding pillows blankets and lamps to complete the space this makes for a comfortable spot to relax and get lost in a good book book light hollow out an old book and use it as a lamp you can add a small led light or candle inside the book to create a soft glow,book,book,1.21953
103,creative,9 Card holder  Use old books as a unique way of storing greeting cards Simply cut out pages from the book arrange the cards within and add,card holder use old books as a unique way of storing greeting cards simply cut out pages from the book arrange the cards within and add,book,book,1.21963
104,creative,1 Book Light Turn an old book into a unique lamp by hollowing out the spine and inserting a LED light source This will give your room an eclectic touch while providing warm light,book light turn an old book into a unique lamp by hollowing out the spine and inserting a led light source this will give your room an eclectic touch while providing warm light,book,book,1.21874
105,creative,2 Decoupage Book Use books as a base for decoupage art by gluing cutout images from magazines newspapers or other materials onto the pages You can create unique and eyecatching designs this way,decoupage book use books as a base for decoupage art by gluing cutout images from magazines newspapers or other materials onto the pages you can create unique and eyecatching designs this way,book,book,0.76631
106,creative,3 Herb Garden Hollow out old books and use them as planters for small herbs like basil rosemary or thyme This is a great way to reuse old books while adding some greenery to your kitchen,herb garden hollow out old books and use them as planters for small herbs like basil rosemary or thyme this is a great way to reuse old books while adding some greenery to your kitchen,book,book,0.78047
107,creative,4 Magnetic Bookshelf Attach magnets to the spines of books and use them to create a magnetic bookshelf on your refrigerator or any other metal surface This will add a fun touch to your kitchen while keeping your books within reach,magnetic bookshelf attach magnets to the spines of books and use them to create a magnetic bookshelf on your refrigerator or any other metal surface this will add a fun touch to your kitchen while keeping your books within reach,book,book,0.78188
108,creative,5 Music Instrument Use old books as makeshift instruments by filling them with sand rice or beans and using them as shakers You can also use books as drums by placing them on top of each other and hitting them with a stick or mallet,music instrument use old books as makeshift instruments by filling them with sand rice or beans and using them as shakers you can also use books as drums by placing them on top of each other and hitting them with a stick or mallet,book,book,0.78047
