id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
13,creative,1Use a tin can as a planter  Clean out the inside and outside of the tin can add some potting soil and your favorite plant and you have a cute little planter that adds a rustic touch to any room in the house,use a tin can as a planter clean out the inside and outside of the tin can add some potting soil and your favorite plant and you have a cute little planter that adds a rustic touch to any room in the house,tin can,tin can,0.36219
14,creative,2Turn it into a wind chime  Use empty tin cans of different sizes to create a unique and musical wind chime Simply attach a metal rod or string through the lid of each can then hang them from a tree branch or porch,turn it into a wind chime use empty tin cans of different sizes to create a unique and musical wind chime simply attach a metal rod or string through the lid of each can then hang them from a tree branch or porch,tin can,tin can,0.36219
15,creative,3Make it into a candle holder  Clean out an old tin can and use it as a candle holder by placing a votive candle inside and placing it on a table or mantle,make it into a candle holder clean out an old tin can and use it as a candle holder by placing a votive candle inside and placing it on a table or mantle,tin can,tin can,1.6378599999999999
16,creative,4Repurpose it into a pen holder  Collect several empty tin cans and decorate them with paint stickers or markers Use them to hold pens pencils and other office supplies,repurpose it into a pen holder collect several empty tin cans and decorate them with paint stickers or markers use them to hold pens pencils and other office supplies,tin can,tin can,1.63781
17,creative,5Create a vase out of a tin can  Clean out an old tin can and use it as a unique vase for fresh flowers or artificial flowers,create a vase out of a tin can clean out an old tin can and use it as a unique vase for fresh flowers or artificial flowers,tin can,tin can,1.64022
18,creative,6Use it as a book end  Stand up several empty tin cans to create book ends that add a touch of whimsy to any room in the house,use it as a book end stand up several empty tin cans to create book ends that add a touch of whimsy to any room in the house,tin can,tin can,1.63781
19,creative,7Make a tin can lamp  Clean out an old tin can and use it as a lamp by attaching a lamp kit inside You can find these kits at most hardware stores or online,make a tin can lamp clean out an old tin can and use it as a lamp by attaching a lamp kit inside you can find these kits at most hardware stores or online,tin can,tin can,0.36216000000000004
20,creative,8Use it as a pencil case  Decorate an empty tin can with paint stickers or markers then use it to store pens pencils and,use it as a pencil case decorate an empty tin can with paint stickers or markers then use it to store pens pencils and,tin can,tin can,1.63781
21,creative,1 DIY Planters Use tin cans as planters for small plants and herbs Decorate them with paint stickers or ribbons to add a personal touch,diy planters use tin cans as planters for small plants and herbs decorate them with paint stickers or ribbons to add a personal touch,tin can,tin can,1.63781
22,creative,2 Desk Organizers Turn tin cans into desk organizers by drilling holes in the bottom and using them to store pens pencils paper clips and other office supplies,desk organizers turn tin cans into desk organizers by drilling holes in the bottom and using them to store pens pencils paper clips and other office supplies,tin can,tin can,0.36219
23,creative,3 Craft Supplies Storage Use tin cans to store craft supplies like buttons beads embroidery floss or other small materials Label each can to keep them organized,craft supplies storage use tin cans to store craft supplies like buttons beads embroidery floss or other small materials label each can to keep them organized,tin can,tin can,0.36219
24,creative,4 Candle Holders Turn tin cans into candle holders by cutting a hole in the top and placing a votive candle inside You can also wrap the can in twine or ribbon for a more rustic look,candle holders turn tin cans into candle holders by cutting a hole in the top and placing a votive candle inside you can also wrap the can in twine or ribbon for a more rustic look,tin can,tin can,1.63781
25,creative,5 Herb Garden Use tin cans as mini herb gardens by filling them with potting soil and planting your favorite herbs such as basil or cilantro Label each can to keep track of which herb is which,herb garden use tin cans as mini herb gardens by filling them with potting soil and planting your favorite herbs such as basil or cilantro label each can to keep track of which herb is which,tin can,tin can,1.63781
26,creative,6 Kitchen Utensil Organizer Use tin cans to store kitchen utensils like spatulas spoons and whisks Attach labels to the cans to identify what's inside,kitchen utensil organizer use tin cans to store kitchen utensils like spatulas spoons and whisks attach labels to the cans to identify whats inside,tin can,tin can,0.36217
27,creative,7 Gift Boxes Turn tin cans into unique gift boxes by decorating them with paint or wrapping them in paper or fabric Use them to give homemade treats such as baked goods or jam,gift boxes turn tin cans into unique gift boxes by decorating them with paint or wrapping them in paper or fabric use them to give homemade treats such as baked goods or jam,tin can,tin can,1.63781
28,creative,8 Bird Feeders Fill tin cans with birdseed and hang them from a tree using a piece of twine or wire This makes for an easy and affordable bird feeder,bird feeders fill tin cans with birdseed and hang them from a tree using a piece of twine or wire this makes for an easy and affordable bird feeder,tin can,tin can,0.36219999999999997
29,creative,9 Wind Chimes Turn tin cans into wind chimes by filling them with rocks sand or small metal pieces and hanging them from a tree or porch Use different sizes and shapes of cans to create a unique sound,wind chimes turn tin cans into wind chimes by filling them with rocks sand or small metal pieces and hanging them from a tree or porch use different sizes and shapes of cans to create a unique sound,tin can,tin can,0.36219
30,creative,10 Vase Fill a large tin can with water and add a few flowers or branches for a rustic,vase fill a large tin can with water and add a few flowers or branches for a rustic,tin can,tin can,1.63678
31,creative,Make a wind chime by attaching a small metal ring and some pebbles inside the can to create a pleasant sound when it blows in the wind,make a wind chime by attaching a small metal ring and some pebbles inside the can to create a pleasant sound when it blows in the wind,tin can,tin can,0.39037
32,creative,Use the can as a planter to hold small plants like succulents or herbs by poking drainage holes in the bottom and adding soil around the roots of the plant,use the can as a planter to hold small plants like succulents or herbs by poking drainage holes in the bottom and adding soil around the roots of the plant,tin can,tin can,0.35678
33,creative,Transform the can into a candle holder by cutting a hole on top for the wick and placing it inside with some melted wax Decorate the outside with paint or stickers to make it look more attractive,transform the can into a candle holder by cutting a hole on top for the wick and placing it inside with some melted wax decorate the outside with paint or stickers to make it look more attractive,tin can,tin can,0.36219
34,creative,Use the can as a vase by cutting out the top and bottom of the can filling it with water and adding flowers or branches from your garden,use the can as a vase by cutting out the top and bottom of the can filling it with water and adding flowers or branches from your garden,tin can,tin can,1.6381700000000001
35,creative,Create a unique pen holder by attaching magnets to the inside of the can and placing pens or pencils on top of them This way the writing instruments will be held in place without any damage,create a unique pen holder by attaching magnets to the inside of the can and placing pens or pencils on top of them this way the writing instruments will be held in place without any damage,tin can,tin can,1.63683
36,creative,Make a small lamp by using the can as a shade and attaching a LED light source inside You can also wrap the outside of the can with electrical tape for a more finished look,make a small lamp by using the can as a shade and attaching a led light source inside you can also wrap the outside of the can with electrical tape for a more finished look,tin can,tin can,1.63789
37,creative,Use the can as a bird feeder by filling it with birdseed and hanging it from a tree using a piece of twine or fishing line,use the can as a bird feeder by filling it with birdseed and hanging it from a tree using a piece of twine or fishing line,tin can,tin can,1.63777
38,creative,Transform the can into a musical instrument by attaching a small metal ring to the inside and using it as a shaker instrument when played with a drumstick or mallet,transform the can into a musical instrument by attaching a small metal ring to the inside and using it as a shaker instrument when played with a drumstick or mallet,tin can,tin can,0.36227
39,creative,Use the can as a storage container for small items like buttons safety pins or beads by cutting out holes in the top and bottom of the can and placing them inside You can also decorate the outside of the can to make it look more attractive,use the can as a storage container for small items like buttons safety pins or beads by cutting out holes in the top and bottom of the can and placing them inside you can also decorate the outside of the can to make it look more attractive,tin can,tin can,1.63781
40,creative,1 Decorative Vase or Centerpiece Use an old tin can as a unique vase or centerpiece by adding colorful paint or ribbons,decorative vase or centerpiece use an old tin can as a unique vase or centerpiece by adding colorful paint or ribbons,tin can,tin can,1.6377899999999999
41,creative,1 Create a fairy garden Use tin cans of various sizes to create a whimsical fairy garden Decorate the cans with paint glitter and small plants to create a unique and enchanting space,create a fairy garden use tin cans of various sizes to create a whimsical fairy garden decorate the cans with paint glitter and small plants to create a unique and enchanting space,tin can,tin can,0.36219
42,creative,2 Make a wind chime Drill a hole in the top of a tin can and hang it from a tree branch or a porch Fill the can with pebbles rocks or small bells to create a soothing sound when the wind blows,make a wind chime drill a hole in the top of a tin can and hang it from a tree branch or a porch fill the can with pebbles rocks or small bells to create a soothing sound when the wind blows,tin can,tin can,1.63781
43,creative,3 Start a succulent garden Use a cleanedout tin can as a planter for your favorite succulents The can's shape and size will provide ample space for the roots of the succulents to grow,start a succulent garden use a cleanedout tin can as a planter for your favorite succulents the cans shape and size will provide ample space for the roots of the succulents to grow,tin can,tin can,0.36219999999999997
44,creative,4 Create a bird feeder Fill a tin can with birdseed and hang it from a tree using a piece of twine or fishing line The can's shape makes it easy for birds to access the seed,create a bird feeder fill a tin can with birdseed and hang it from a tree using a piece of twine or fishing line the cans shape makes it easy for birds to access the seed,tin can,tin can,1.63781
45,creative,5 Make a candle holder Clean out a tin can and place a votive candle inside Decorate the outside of the can with paint or stickers to create a unique and personalized candle holder,make a candle holder clean out a tin can and place a votive candle inside decorate the outside of the can with paint or stickers to create a unique and personalized candle holder,tin can,tin can,1.63781
46,creative,6 Use as a pencil holder Place cleanedout tin cans on your desk or table as holders for pens pencils or other office supplies The cans' shape makes them easy to stack and organize,use as a pencil holder place cleanedout tin cans on your desk or table as holders for pens pencils or other office supplies the cans shape makes them easy to stack and organize,tin can,tin can,1.6378
47,creative,7 Create a herb garden Use tin cans of various sizes to create an herb garden indoors or outdoors Fill the cans with potting soil and plant your favorite herbs such as basil or mint,create a herb garden use tin cans of various sizes to create an herb garden indoors or outdoors fill the cans with potting soil and plant your favorite herbs such as basil or mint,tin can,tin can,0.36219
48,creative,8 Make a compost bin Clean out several tin cans and use them as compost bins for food scraps and yard waste The cans' shape makes it easy to turn the compost,make a compost bin clean out several tin cans and use them as compost bins for food scraps and yard waste the cans shape makes it easy to turn the compost,tin can,tin can,1.63768
49,creative,9 Create a planter box Use a large tin can as a planter box for plants or herbs Fill the can with potting soil and plant your favorite flowers veget,create a planter box use a large tin can as a planter box for plants or herbs fill the can with potting soil and plant your favorite flowers veget,tin can,tin can,1.63781
50,creative, Use it as a mini planter Clean out the tin can and use it to plant small herbs succulents or flowers in your kitchen windowsill This is a great way to add a bit of greenery to your home without taking up too much space,use it as a mini planter clean out the tin can and use it to plant small herbs succulents or flowers in your kitchen windowsill this is a great way to add a bit of greenery to your home without taking up too much space,tin can,tin can,1.6378
51,creative, Turn it into a candle holder Cut a small hole in the top of the tin can and place a votive candle inside Use some string or twine to hang it from a hook or nail creating a warm and cozy ambiance in your home,turn it into a candle holder cut a small hole in the top of the tin can and place a votive candle inside use some string or twine to hang it from a hook or nail creating a warm and cozy ambiance in your home,tin can,tin can,0.36219
52,creative, Create a wind chime Fill the tin can with rocks sand or small pebbles and attach it to a metal rod or string Hang it in a breezy spot such as a porch or balcony and enjoy the soothing sounds of the wind chime,create a wind chime fill the tin can with rocks sand or small pebbles and attach it to a metal rod or string hang it in a breezy spot such as a porch or balcony and enjoy the soothing sounds of the wind chime,tin can,tin can,0.36219
53,creative, Make a bird feeder Clean out the tin can and fill it with birdseed Suspend it from a tree branch using a piece of twine or fishing line This is a great way to attract birds to your backyard and create a beautiful sight,make a bird feeder clean out the tin can and fill it with birdseed suspend it from a tree branch using a piece of twine or fishing line this is a great way to attract birds to your backyard and create a beautiful sight,tin can,tin can,1.63781
54,creative, Use it as a storage container Tin cans are great for storing small items such as buttons safety pins or beads Clean out the can label it and use it to store your favorite crafting supplies,use it as a storage container tin cans are great for storing small items such as buttons safety pins or beads clean out the can label it and use it to store your favorite crafting supplies,tin can,tin can,0.36219
55,creative, Create a vase Fill the tin can with water and add a few stems of cut flowers Place it on your kitchen table or countertop for a unique and eyecatching centerpiece,create a vase fill the tin can with water and add a few stems of cut flowers place it on your kitchen table or countertop for a unique and eyecatching centerpiece,tin can,tin can,0.36219
56,creative, Use it as a pen or pencil holder Clean out the tin can and use it to store pens pencils or markers This is a great way to keep your writing utensils organized and within reach,use it as a pen or pencil holder clean out the tin can and use it to store pens pencils or markers this is a great way to keep your writing utensils organized and within reach,tin can,tin can,1.63734
57,creative, Make a fun craft project Tin cans can be used as a base for a variety of creative craft projects such as making a recycled paperweight a decorative box or a oneofakind piece of jewelry Use your imagination and let your,make a fun craft project tin cans can be used as a base for a variety of creative craft projects such as making a recycled paperweight a decorative box or a oneofakind piece of jewelry use your imagination and let your,tin can,tin can,1.63781
58,creative,1 Make DIY planters Clean and decorate an old tin can then use it as a planter for small plants or herbs You can add a cute touch by painting the lid with a design that matches your home decor,make diy planters clean and decorate an old tin can then use it as a planter for small plants or herbs you can add a cute touch by painting the lid with a design that matches your home decor,tin can,tin can,0.36173999999999995
59,creative,2 Create a wind chime Drill a few holes in a tin can and attach it to a metal rod or string Add some small objects like pebbles beads or bells to create a unique wind chime that will catch the attention of passersby,create a wind chime drill a few holes in a tin can and attach it to a metal rod or string add some small objects like pebbles beads or bells to create a unique wind chime that will catch the attention of passersby,tin can,tin can,0.36219
60,creative,3 Make a candle holder Clean an old tin can and use it as a container for tea lights or votive candles You can also wrap the can in twine or ribbon for a more rustic look,make a candle holder clean an old tin can and use it as a container for tea lights or votive candles you can also wrap the can in twine or ribbon for a more rustic look,tin can,tin can,1.63781
61,creative,4 Create a storage box Clean and decorate several tin cans then stack them together to create a unique storage box for small items like buttons safety pins or paper clips,create a storage box clean and decorate several tin cans then stack them together to create a unique storage box for small items like buttons safety pins or paper clips,tin can,tin can,0.36219
62,creative,5 Make a bird feeder Clean an old tin can then fill it with birdseed and hang it from a tree using a piece of twine or wire You can also decorate the can with paint or stickers to make it more attractive to birds,make a bird feeder clean an old tin can then fill it with birdseed and hang it from a tree using a piece of twine or wire you can also decorate the can with paint or stickers to make it more attractive to birds,tin can,tin can,1.63781
63,creative,6 Use as a pen or pencil holder Clean a small tin can then use it to store pens pencils or other writing utensils You can also add some decorative touches like ribbons or stickers,use as a pen or pencil holder clean a small tin can then use it to store pens pencils or other writing utensils you can also add some decorative touches like ribbons or stickers,tin can,tin can,1.63781
64,creative,7 Create a soap dispenser Clean an old tin can then attach a pump or spout to the top Fill it with hand soap or body wash for a unique and ecofriendly way to dispense soap in the bathroom,create a soap dispenser clean an old tin can then attach a pump or spout to the top fill it with hand soap or body wash for a unique and ecofriendly way to dispense soap in the bathroom,tin can,tin can,1.6378
65,creative,8 Make a planter for small succulents or cacti Clean an old tin can then fill it with soil and add a few small succulents or cacti You can also decorate the can with paint or stickers for a more rustic look,make a planter for small succulents or cacti clean an old tin can then fill it with soil and add a few small succulents or cacti you can also decorate the can with paint or stickers for a more rustic look,tin can,tin can,0.36219
66,creative,9 Use as a seed starter for herbs or vegetables,use as a seed starter for herbs or vegetables,tin can,tin can,1.63778
67,creative,1 Make a wind chime Drill holes in the bottom of an empty tin can and add small bells to create a unique wind chime,make a wind chime drill holes in the bottom of an empty tin can and add small bells to create a unique wind chime,tin can,tin can,0.36211000000000004
68,creative,2 DIY planters Clean and cut out the top and bottom of a tin can then use it as a planter for small plants or herbs,diy planters clean and cut out the top and bottom of a tin can then use it as a planter for small plants or herbs,tin can,tin can,1.64054
69,creative,3 Pen or pencil holder Use an empty tin can as a holder for pens or pencils on your desk,pen or pencil holder use an empty tin can as a holder for pens or pencils on your desk,tin can,tin can,0.37592000000000003
70,creative,4 Herb or spice container Clean and dry an empty tin can then use it to store herbs or spices in your kitchen,herb or spice container clean and dry an empty tin can then use it to store herbs or spices in your kitchen,tin can,tin can,0.36241
71,creative,5 Art project Use empty tin cans as a base for various art projects such as making a collage or creating a mobile,art project use empty tin cans as a base for various art projects such as making a collage or creating a mobile,tin can,tin can,1.63781
72,creative,6 Candle holder Cut out the top of an empty tin can and use it as a candle holder You can also decorate the can with paint or stickers for a more personalized look,candle holder cut out the top of an empty tin can and use it as a candle holder you can also decorate the can with paint or stickers for a more personalized look,tin can,tin can,1.63781
73,creative,7 Desk organizer Use an empty tin can as a desk organizer by cutting out compartments to hold small office supplies such as paper clips or rubber bands,desk organizer use an empty tin can as a desk organizer by cutting out compartments to hold small office supplies such as paper clips or rubber bands,tin can,tin can,0.36219
74,creative,8 Bird feeder Clean and fill an empty tin can with birdseed then hang it from a tree using a piece of twine or fishing line,bird feeder clean and fill an empty tin can with birdseed then hang it from a tree using a piece of twine or fishing line,tin can,tin can,0.36219999999999997
75,creative,9 Sensory bin Use empty tin cans to create a sensory bin for young children by filling them with rice beans or sand and adding small toys or other objects for them to explore,sensory bin use empty tin cans to create a sensory bin for young children by filling them with rice beans or sand and adding small toys or other objects for them to explore,tin can,tin can,1.63781
76,creative,10 DIY photo display Clean and cut out the top of an empty tin can then use it as a unique way to display your favorite photos You can also decorate the can with paint or stickers for a more personalized look,diy photo display clean and cut out the top of an empty tin can then use it as a unique way to display your favorite photos you can also decorate the can with paint or stickers for a more personalized look,tin can,tin can,0.36219
77,creative,Creating a makeshift pencil case You may turn an old tin can into a useful and adorable container for holding pens pencils erasers and other stationery supplies by cutting a hole in the top and sewing it shut,creating a makeshift pencil case you may turn an old tin can into a useful and adorable container for holding pens pencils erasers and other stationery supplies by cutting a hole in the top and sewing it shut,tin can,tin can,0.36409
78,creative,Mini terrarium or fairy garden If you have a green thumb but don't have a lot of space to plant flowers you can use an old tin can as a miniature terrarium or fairy garden You may add soil plants decorations and small creatures like insects or tiny animals to turn it into a whimsical tiny landscape,mini terrarium or fairy garden if you have a green thumb but dont have a lot of space to plant flowers you can use an old tin can as a miniature terrarium or fairy garden you may add soil plants decorations and small creatures like insects or tiny animals to turn it into a whimsical tiny landscape,tin can,tin can,0.36219
79,creative,Utilizing them as planters Another uncomplicated yet inventive way to reuse an old tin can is to use it as a container for planting flowers or herbs Cutting holes in the bottom and sides of the can and filling it with soil and your preferred plants are all that's required,utilizing them as planters another uncomplicated yet inventive way to reuse an old tin can is to use it as a container for planting flowers or herbs cutting holes in the bottom and sides of the can and filling it with soil and your preferred plants are all thats required,tin can,tin can,0.36219
80,creative,Use an empty tin can as a fun and creative craft box You can turn an old tin can into a storage container for your art supplies by cutting holes in the top and sewing it shut,use an empty tin can as a fun and creative craft box you can turn an old tin can into a storage container for your art supplies by cutting holes in the top and sewing it shut,tin can,tin can,1.63788
81,creative,Make a wind chime You may transform an old tin can into a musical instrument by adding some metal washers pebbles or small bells and using it as the base of a wind chime To finish the task hang it up outdoors with string or twine,make a wind chime you may transform an old tin can into a musical instrument by adding some metal washers pebbles or small bells and using it as the base of a wind chime to finish the task hang it up outdoors with string or twine,tin can,tin can,1.63781
82,creative,Creating DIY wall art An old tin can may serve as the foundation for intriguing and unique wall art You may produce a threedimensional mosaic by filling the can with various colored tiles gluing them together and framing it once it's finished,creating diy wall art an old tin can may serve as the foundation for intriguing and unique wall art you may produce a threedimensional mosaic by filling the can with various colored tiles gluing them together and framing it once its finished,tin can,tin can,1.63778
83,creative,Using tin cans to make candle holders is another creative use To use an old tin can as a candle holder all you have to do is cut off both ends of the can melt some wax in a double boiler or microwave and pour it into the container Place a tealight inside once it has hardened and you're done,using tin cans to make candle holders is another creative use to use an old tin can as a candle holder all you have to do is cut off both ends of the can melt some wax in a double boiler or microwave and pour it into the container place a tealight inside once it has hardened and youre done,tin can,tin can,0.36219
84,creative,Creative Use 1 DIY Planters  Use old tin cans as planters for small plants or herbs Add some decorative paint or stickers to make them look more attractive and personalized,creative use diy planters use old tin cans as planters for small plants or herbs add some decorative paint or stickers to make them look more attractive and personalized,tin can,tin can,0.36219
85,creative,Creative Use 2 Storage Containers  Tin cans can be used to store small items like buttons safety pins or beads They are also great for organizing craft supplies like paper glue or paint,creative use storage containers tin cans can be used to store small items like buttons safety pins or beads they are also great for organizing craft supplies like paper glue or paint,tin can,tin can,0.36221000000000003
86,creative,Creative Use 3 Bird Feeders  Turn old tin cans into bird feeders by cutting a hole in the side and filling them with birdseed Hang them from trees using a piece of twine or fishing line,creative use bird feeders turn old tin cans into bird feeders by cutting a hole in the side and filling them with birdseed hang them from trees using a piece of twine or fishing line,tin can,tin can,1.6378
87,creative,Creative Use 4 Candle Holders  Clean out the inside of an old tin can and use it as a candle holder Place a votive candle inside and enjoy the warm soft light,creative use candle holders clean out the inside of an old tin can and use it as a candle holder place a votive candle inside and enjoy the warm soft light,tin can,tin can,1.6378599999999999
88,creative,Creative Use 5 Wind Chimes  Turn old tin cans into wind chimes by cleaning them out and attaching metal washers or small bells to the inside Hang them from a tree branch or porch using a piece of twine or fishing line,creative use wind chimes turn old tin cans into wind chimes by cleaning them out and attaching metal washers or small bells to the inside hang them from a tree branch or porch using a piece of twine or fishing line,tin can,tin can,1.63781
89,creative,Creative Use 6 Pencil Holders  Clean out an old tin can and use it as a pencil holder on your desk It's a great way to keep pens pencils and other office supplies organized and within reach,creative use pencil holders clean out an old tin can and use it as a pencil holder on your desk its a great way to keep pens pencils and other office supplies organized and within reach,tin can,tin can,1.63699
90,creative,Creative Use 7 Photo Display  Use old tin cans as a unique way to display family photos or artwork Clean them out and hang them from a wall using picture hooks or command strips,creative use photo display use old tin cans as a unique way to display family photos or artwork clean them out and hang them from a wall using picture hooks or command strips,tin can,tin can,1.6378300000000001
91,creative,Creative Use 8 Seed Starters  Use old tin cans as seed starters for plants Fill them with potting soil and plant the seeds When the seedlings are ready transfer them to a larger pot or garden bed,creative use seed starters use old tin cans as seed starters for plants fill them with potting soil and plant the seeds when the seedlings are ready transfer them to a larger pot or garden bed,tin can,tin can,1.63781
92,creative,Creative Use 9 Craft Supply Organizer  Use old tin cans to organize your craft supply like scrapbooking knitting or croch,creative use craft supply organizer use old tin cans to organize your craft supply like scrapbooking knitting or croch,tin can,tin can,0.36277000000000004
93,creative,4 Candle Holder Make a beautiful candle holder out of an old tin can by adding some decorative elements like beads or glitter,candle holder make a beautiful candle holder out of an old tin can by adding some decorative elements like beads or glitter,tin can,tin can,0.36228000000000005
94,creative,1 DIY Planters  Use tin cans of different sizes as planters for your plants or herbs You can decorate them with paint stickers or even add cute ceramic handles to make them more visually appealing,diy planters use tin cans of different sizes as planters for your plants or herbs you can decorate them with paint stickers or even add cute ceramic handles to make them more visually appealing,tin can,tin can,1.63781
95,creative,2 Candy Containers  Tin cans can make great containers for storing homemade candy or treats You can fill them with chocolate coins caramels or even homemade peanut brittle and decorate them with paint or ribbons to make them look festive,candy containers tin cans can make great containers for storing homemade candy or treats you can fill them with chocolate coins caramels or even homemade peanut brittle and decorate them with paint or ribbons to make them look festive,tin can,tin can,1.63781
96,creative,3 Candle Holders  Tin cans can be turned into unique candle holders by cutting out a small hole on top and placing a votive candle inside You can also wrap the outside of the can in twine burlap or fabric for a more rustic look,candle holders tin cans can be turned into unique candle holders by cutting out a small hole on top and placing a votive candle inside you can also wrap the outside of the can in twine burlap or fabric for a more rustic look,tin can,tin can,0.36219
97,creative,4 Herb Jar  Use a tin can as an herb jar by filling it with dried herbs like basil rosemary or thyme You can decorate the outside of the can with paint or labels to make it more visually appealing,herb jar use a tin can as an herb jar by filling it with dried herbs like basil rosemary or thyme you can decorate the outside of the can with paint or labels to make it more visually appealing,tin can,tin can,0.36219
98,creative,5 Gift Container  Tin cans can make great containers for gifts especially small ones like homemade baked goods or spices You can wrap them in paper or ribbon and add a tag or label to personalize them,gift container tin cans can make great containers for gifts especially small ones like homemade baked goods or spices you can wrap them in paper or ribbon and add a tag or label to personalize them,tin can,tin can,0.36219
99,creative,6 Sensory Bin  Create a sensory bin for kids by filling a tin can with rice beans or sand and adding small toys or other objects for them to discover,sensory bin create a sensory bin for kids by filling a tin can with rice beans or sand and adding small toys or other objects for them to discover,tin can,tin can,1.6378300000000001
100,creative,7 Bird Feeder  Turn a tin can into a bird feeder by cutting a small hole in the side and filling it with birdseed You can hang it from a tree using a piece of twine or fishing line,bird feeder turn a tin can into a bird feeder by cutting a small hole in the side and filling it with birdseed you can hang it from a tree using a piece of twine or fishing line,tin can,tin can,0.36219
101,creative,5 Small Plant Pot Use a tin can as a planter for small plants succulents or herbs,small plant pot use a tin can as a planter for small plants succulents or herbs,tin can,tin can,0.36138000000000003
102,creative,6 Garden Bench Turn a large tin can into a cozy garden bench by adding cushions and decorating it with ribbons or paint,garden bench turn a large tin can into a cozy garden bench by adding cushions and decorating it with ribbons or paint,tin can,tin can,0.36219
103,creative,1 Make it into a mini greenhouse  Use the tin can to start seedlings and then place them in a sunny window or under grow lights to watch them sprout and grow,make it into a mini greenhouse use the tin can to start seedlings and then place them in a sunny window or under grow lights to watch them sprout and grow,tin can,tin can,0.36307999999999996
104,creative,2 Create a wind chime  Clean out the can add some small metal washers or other objects that will produce different sounds when struck by a mallet or breeze and hang it from a tree branch or porch,create a wind chime clean out the can add some small metal washers or other objects that will produce different sounds when struck by a mallet or breeze and hang it from a tree branch or porch,tin can,tin can,1.63781
105,creative,3 Use as a pencil holder  Cut a small hole in the top of the can and insert a pencil or pen keeping it organized and within reach,use as a pencil holder cut a small hole in the top of the can and insert a pencil or pen keeping it organized and within reach,tin can,tin can,1.63818
106,creative,4 Make a bird feeder  Fill the can with birdseed and hang it from a tree using a piece of twine or fishing line,make a bird feeder fill the can with birdseed and hang it from a tree using a piece of twine or fishing line,tin can,tin can,0.36223000000000005
107,creative,5 Create a candle holder  Cut out a small hole in the top of the can and place a votive candle inside creating a rustic and earthy centerpiece for a table or mantel,create a candle holder cut out a small hole in the top of the can and place a votive candle inside creating a rustic and earthy centerpiece for a table or mantel,tin can,tin can,0.36219
108,creative,6 Use as a planter  Fill the can with soil and plant a small succulent or herb such as basil or parsley adding a touch of greenery to any room,use as a planter fill the can with soil and plant a small succulent or herb such as basil or parsley adding a touch of greenery to any room,tin can,tin can,0.36453
