...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
10,11,creative,1 Plant pot  Drill some holes in the bottom fill with soil and use it to grow small plants or herbs,plant pot drill some holes in the bottom fill with soil and use it to grow small plants or herbs,tin can,tin can,0.84806,0.9531000000000001,1.04873,0.80094,0.36214,0.80259,-0.02859
11,12,creative,2 Pencil holder  Cover the outside with colorful paper or fabric and use it to store pencils pens or other small office supplies,pencil holder cover the outside with colorful paper or fabric and use it to store pencils pens or other small office supplies,tin can,tin can,0.84971,1.05447,0.93141,0.80093,1.6287099999999999,1.05305,0.01048
12,13,creative,3 Candle holder  Clean the inside and outside then place a candle inside for a rustic industrial look,candle holder clean the inside and outside then place a candle inside for a rustic industrial look,tin can,tin can,1.0813,0.96442,0.96526,0.80094,1.63708,1.0898,0.01988
13,14,creative,4 Bird feeder  Cut out holes for bird access and fill with birdseed to attract feathered friends to your garden,bird feeder cut out holes for bird access and fill with birdseed to attract feathered friends to your garden,tin can,tin can,0.85267,0.79476,1.0296,0.80094,1.63787,1.02317,-0.0089
14,15,creative,5 Utensil holder  Clean and decorate the outside then use it to store utensils on your countertop,utensil holder clean and decorate the outside then use it to store utensils on your countertop,tin can,tin can,0.84828,0.98223,1.05731,0.80093,0.36228000000000005,0.81021,-0.02739
15,16,creative,6 Music shaker  Fill with rice or other small objects and seal the top to create a simple percussion instrument,music shaker fill with rice or other small objects and seal the top to create a simple percussion instrument,tin can,tin can,0.85337,0.96189,1.04592,0.80093,1.63773,1.05997,-3.2e-4
16,17,creative,7 Toy car  Use the can as the body of a homemade toy car adding wheels and other small decorations,toy car use the can as the body of a homemade toy car adding wheels and other small decorations,tin can,tin can,0.8440799999999999,1.12277,0.94256,0.80093,1.6378599999999999,1.06964,0.01354
17,18,creative,8 Wall art  Cut off the top and bottom of the can leaving just the middle section Cut out a design and mount it on a canvas or frame for unique wall art,wall art cut off the top and bottom of the can leaving just the middle section cut out a design and mount it on a canvas or frame for unique wall art,tin can,tin can,0.8560099999999999,0.86849,1.03191,0.80093,0.36140000000000005,0.78375,-0.03193
18,19,creative,9 Gift holder  Fill with tissue paper and small gifts then wrap with ribbon or wrapping paper for a fun creative way to present gifts,gift holder fill with tissue paper and small gifts then wrap with ribbon or wrapping paper for a fun creative way to present gifts,tin can,tin can,0.84868,1.00413,1.05756,0.80093,0.35661,0.81358,-0.02627
19,20,creative,10 DIY drum set  Fill cans of different sizes with varying amounts of water to create a set of drums perfect for kids' music time,diy drum set fill cans of different sizes with varying amounts of water to create a set of drums perfect for kids music time,tin can,tin can,1.15112,1.0039,1.05025,0.80093,1.63781,1.1288,0.02247
20,21,creative,1 Turn a tin can into a planter for small plants herbs or succulents,turn a tin can into a planter for small plants herbs or succulents,tin can,tin can,1.1468099999999999,0.94674,0.96689,0.80082,1.6461700000000001,1.10149,0.02348
21,22,creative,2 Transform a tin can into a tea light holder for a rustic or industrial decor look,transform a tin can into a tea light holder for a rustic or industrial decor look,tin can,tin can,1.11463,1.1259000000000001,0.93683,0.80094,0.45996000000000004,0.88765,0.00762
22,23,creative,3 Use a tin can as a pencil or pen holder to keep your desk or workspace organized,use a tin can as a pencil or pen holder to keep your desk or workspace organized,tin can,tin can,1.10642,0.94565,0.97082,0.80094,0.32249000000000005,0.82926,-0.00782
23,24,creative,4 Create a DIY bird feeder by adding birdseed to a tin can and attaching it outside with a string or wire,create a diy bird feeder by adding birdseed to a tin can and attaching it outside with a string or wire,tin can,tin can,1.03117,1.2005,0.93203,0.80094,0.35963999999999996,0.86486,0.00413
24,25,creative,5 Make a DIY wind chime with a series of tin cans of different sizes shapes and colors strung together,make a diy wind chime with a series of tin cans of different sizes shapes and colors strung together,tin can,tin can,1.14645,1.07168,1.06993,0.80093,0.36224,0.89025,-0.00234
25,26,creative,6 Convert a tin can into a small coin bank or donation box,convert a tin can into a small coin bank or donation box,tin can,tin can,0.87612,1.17045,0.88478,0.80106,0.34348999999999996,0.81518,-0.0061
26,27,creative,7 Turn a tin can into a rustic candle holder by wrapping it with twine lace or burlap,turn a tin can into a rustic candle holder by wrapping it with twine lace or burlap,tin can,tin can,0.89977,1.11048,0.97482,0.80093,0.36461,0.83012,-0.01221
27,28,creative,8 Use several tin cans and some paint to make fun and colorful decorative vases,use several tin cans and some paint to make fun and colorful decorative vases,tin can,tin can,0.84455,1.07481,0.96129,0.80101,1.61145,1.05862,0.00936
28,29,creative,9 Create a kitchen utensil holder by attaching several tin cans together with screws or wire,create a kitchen utensil holder by attaching several tin cans together with screws or wire,tin can,tin can,1.13741,1.1201,1.02818,0.75781,0.41186,0.89107,-0.02089
29,30,creative,10 Make a DIY grill from a tin can by cutting off the top and drilling holes in the sides to add ventilation,make a diy grill from a tin can by cutting off the top and drilling holes in the sides to add ventilation,tin can,tin can,0.9448300000000001,1.04979,1.04382,0.80093,1.63805,1.09548,0.01108
30,31,creative,1 Use it as a flower vase by painting it in a bright color and filling it with water and flowers,use it as a flower vase by painting it in a bright color and filling it with water and flowers,tin can,tin can,0.84971,1.02249,1.01139,0.80093,1.6339000000000001,1.06368,0.00457
31,32,creative,2 Turn it into a wind chime by punching holes in the bottom and hanging it outside with some string and small bells attached,turn it into a wind chime by punching holes in the bottom and hanging it outside with some string and small bells attached,tin can,tin can,1.15126,0.9621999999999999,0.95857,0.80093,1.63771,1.10213,0.02497
32,33,creative,3 Cut off the top and bottom to make plant markers by writing the name of the plant on the can with a marker,cut off the top and bottom to make plant markers by writing the name of the plant on the can with a marker,tin can,tin can,1.15139,0.96819,0.98694,0.80093,1.6392600000000002,1.10934,0.02385
33,34,creative,4 Upcycle it into a pen holder by gluing decorative paper around the outside and storing pens pencils and markers inside,upcycle it into a pen holder by gluing decorative paper around the outside and storing pens pencils and markers inside,tin can,tin can,0.81323,0.85907,1.02322,0.80093,1.63574,1.02644,-0.00773
34,35,creative,5 Use it as a birdhouse by drilling a small hole in the side and hanging it outside with a bit of twine,use it as a birdhouse by drilling a small hole in the side and hanging it outside with a bit of twine,tin can,tin can,1.15611,1.03286,0.97355,0.80093,0.36114,0.86492,0.00121
35,36,creative,6 Make an emergency stove by filling it with charcoal lighting it aflame and placing your pot on top,make an emergency stove by filling it with charcoal lighting it aflame and placing your pot on top,tin can,tin can,0.8465199999999999,0.96946,1.01771,0.80098,1.6378300000000001,1.0545,0.00115
36,37,creative,7 Transform it into a lampshade by punching holes in the sides and hanging it over a lightbulb,transform it into a lampshade by punching holes in the sides and hanging it over a lightbulb,tin can,tin can,1.07272,1.03721,1.02276,0.80093,1.63948,1.11462,0.02039
37,38,creative,8 Make it into a game by cutting off the top and using it as a target for shooting rubber bands,make it into a game by cutting off the top and using it as a target for shooting rubber bands,tin can,tin can,0.71665,0.95947,1.01389,0.80093,0.36219,0.77063,-0.03552
38,39,creative,9 Create a DIY cookie cutter by cutting out a desired shape from the bottom and using the sharp edge to cut cookies,create a diy cookie cutter by cutting out a desired shape from the bottom and using the sharp edge to cut cookies,tin can,tin can,0.93215,1.08393,0.9281699999999999,0.80093,0.6853,0.8861,-0.00213
39,40,creative,10 Cut off the top and use it as a funnel for pouring liquids from one container to another,cut off the top and use it as a funnel for pouring liquids from one container to another,tin can,tin can,0.84845,1.07002,1.05538,0.80093,0.35579000000000005,0.82611,-0.02248
40,41,creative,1 Use a tin can as a rusticlooking vase for flowers or plants,use a tin can as a rusticlooking vase for flowers or plants,tin can,tin can,1.14789,0.97966,1.06871,0.80106,0.34745000000000004,0.86895,-0.0076
41,42,creative,2 Turn a tin can into a pencil or pen holder for a desk,turn a tin can into a pencil or pen holder for a desk,tin can,tin can,0.89384,1.12928,0.99812,0.80094,1.67317,1.09907,0.01518
42,43,creative,3 Cut out shapes in the sides of a tin can and use it as a lantern,cut out shapes in the sides of a tin can and use it as a lantern,tin can,tin can,1.05597,0.8732,1.0265,0.80093,0.38809000000000005,0.82894,-0.01694
43,44,creative,4 Use tin cans to create a unique set of wind chimes with different pitches,use tin cans to create a unique set of wind chimes with different pitches,tin can,tin can,0.99446,0.9486,1.05908,0.80095,0.35929999999999995,0.83248,-0.01929
44,45,creative,5 Glue multiple tin cans together to create a miniature bookshelf,glue multiple tin cans together to create a miniature bookshelf,tin can,tin can,1.04178,0.96133,1.07389,0.94517,1.62351,1.12914,0.0909
45,46,creative,6 Fill a tin can with soil and create a mini garden with succulents,fill a tin can with soil and create a mini garden with succulents,tin can,tin can,0.95668,0.8426,1.06454,0.8009,0.36088,0.80512,-0.02815
46,47,creative,7 Turn a tin can into a birdhouse with a little bit of paint and some twine,turn a tin can into a birdhouse with a little bit of paint and some twine,tin can,tin can,0.88541,0.99498,1.03256,0.80093,0.35811000000000004,0.8144,-0.02288
47,48,creative,8 Place a tin can on a string of lights to create a unique lampshade,place a tin can on a string of lights to create a unique lampshade,tin can,tin can,0.9171,1.00916,0.94331,0.80093,1.6402999999999999,1.06216,0.01223
48,49,creative,9 Use a tin can as a mold for homemade candles,use a tin can as a mold for homemade candles,tin can,tin can,0.77128,0.87049,0.98479,0.80065,0.36202,0.75785,-0.03535
49,50,creative,10 Fill a tin can with ice and use it as a rustic cooler for drinks,fill a tin can with ice and use it as a rustic cooler for drinks,tin can,tin can,0.94592,0.96752,0.94574,0.80093,1.63293,1.05861,0.0116
50,51,creative,1 A pencil or pen holder You can use a tin can to store your writing utensils in an organized manner,a pencil or pen holder you can use a tin can to store your writing utensils in an organized manner,tin can,tin can,0.9686,0.94045,1.01836,0.80093,0.35531,0.81673,-0.01949
51,52,creative,2 A flowerpot Add soil and a small plant to the can and decorate the exterior to use it as a bright and colorful flowerpot,a flowerpot add soil and a small plant to the can and decorate the exterior to use it as a bright and colorful flowerpot,tin can,tin can,0.84997,1.04666,1.01826,0.80093,0.36224999999999996,0.81561,-0.02159
52,53,creative,3 A lantern Punch holes all over the can and place a candle inside to light up the night,a lantern punch holes all over the can and place a candle inside to light up the night,tin can,tin can,0.85216,1.05391,0.97043,0.80093,0.36178999999999994,0.80784,-0.01852
53,54,creative,4 A birdhouse Cut a small hole in the side of the can and add a roof to make a tiny birdhouse,a birdhouse cut a small hole in the side of the can and add a roof to make a tiny birdhouse,tin can,tin can,1.15276,0.96379,0.99097,0.80093,1.63983,1.10966,0.0235
54,55,creative,5 A wind chime Cut off the top and bottom of the can then add strings of beads or bells to create a peaceful wind chime,a wind chime cut off the top and bottom of the can then add strings of beads or bells to create a peaceful wind chime,tin can,tin can,1.14494,0.91533,1.05745,0.80093,1.63803,1.11134,0.01669
55,56,creative,6 A cookie cutter Clean out the can and use the open side to cut out cookie dough,a cookie cutter clean out the can and use the open side to cut out cookie dough,tin can,tin can,0.8318,0.81435,0.95688,0.80093,1.30189,0.94117,-0.01259
56,57,creative,7 A kitchen utensil holder Attach the can to the wall and use it to store utensils like spoons spatulas and whisks,a kitchen utensil holder attach the can to the wall and use it to store utensils like spoons spatulas and whisks,tin can,tin can,1.1509,1.03872,1.05823,0.80093,0.56073,0.9219,9.7e-4
57,58,creative,8 A musical instrument Use the empty can to make music by tapping it with a drumstick or rhythmically shaking it,a musical instrument use the empty can to make music by tapping it with a drumstick or rhythmically shaking it,tin can,tin can,0.85961,0.9619800000000001,0.94774,0.80093,0.35707999999999995,0.78547,-0.02207
58,59,creative,9 A vase Add a large bouquet of flowers to the can and use as a makeshift vase,a vase add a large bouquet of flowers to the can and use as a makeshift vase,tin can,tin can,1.16075,0.97375,0.98313,0.80094,0.37929999999999997,0.85957,-0.0019
59,60,creative,10 A message holder Write a note and place it inside the can then use it to leave messages for family or friends,a message holder write a note and place it inside the can then use it to leave messages for family or friends,tin can,tin can,0.84868,1.03854,0.94219,0.80093,0.36066,0.7982,-0.01816
60,61,creative,1 Create a tin can wind chime by painting and stringing together several cans of different sizes,create a tin can wind chime by painting and stringing together several cans of different sizes,tin can,tin can,0.84948,1.18158,1.01558,0.80094,1.63801,1.09712,0.01337
61,62,creative,2 Use a can as a minimalist flower vase by placing a small bouquet of flowers inside,use a can as a minimalist flower vase by placing a small bouquet of flowers inside,tin can,tin can,0.96461,1.05521,1.02893,0.80097,1.6476600000000001,1.09948,0.01377
62,63,creative,3 Cut off the top and bottom of a can then decorate and turn it into a pencil holder,cut off the top and bottom of a can then decorate and turn it into a pencil holder,tin can,tin can,0.81298,1.03771,0.98704,0.80094,0.36297999999999997,0.80033,-0.02299
63,64,creative,4 Make a DIY birdhouse by attaching a can to a wooden board and cutting out a small entrance hole,make a diy birdhouse by attaching a can to a wooden board and cutting out a small entrance hole,tin can,tin can,1.15128,0.99036,1.01713,0.80093,1.6350500000000001,1.11895,0.02341
64,65,creative,5 Create a unique table centerpiece by filling a can with water and floating candles and flowers inside,create a unique table centerpiece by filling a can with water and floating candles and flowers inside,tin can,tin can,1.15128,1.09916,1.03175,0.80093,1.63781,1.14419,0.02881
65,66,creative,6 Use a can as a small planter for succulents or herbs,use a can as a small planter for succulents or herbs,tin can,tin can,1.15326,1.03628,0.94748,0.80093,1.66187,1.11996,0.03038
66,67,creative,7 Create a unique lampshade by using a can as a base and drilling small holes in the metal for a unique pattern,create a unique lampshade by using a can as a base and drilling small holes in the metal for a unique pattern,tin can,tin can,0.94943,1.14387,1.02056,0.80093,1.6431499999999999,1.11159,0.01803
67,68,creative,8 Create tin can lanterns by removing one side of the can painting it and placing a tea light or candle inside,create tin can lanterns by removing one side of the can painting it and placing a tea light or candle inside,tin can,tin can,0.8662,1.02874,0.96471,0.80093,1.6385,1.05982,0.00863
68,69,creative,9 Cut off both ends of a can and use it as a mold for homemade candles,cut off both ends of a can and use it as a mold for homemade candles,tin can,tin can,0.77311,1.12117,0.95405,0.80093,0.3621,0.80227,-0.01935
69,70,creative,10 Create a festive game by stacking and painting several cans for a DIY tin can toss,create a festive game by stacking and painting several cans for a diy tin can toss,tin can,tin can,0.84703,1.23975,0.90165,0.80094,1.6378300000000001,1.08544,0.02248
70,71,creative,1 DIY birdfeeder  punch holes in the can and attach a wire to hang it from a tree,diy birdfeeder punch holes in the can and attach a wire to hang it from a tree,tin can,tin can,0.83728,0.9619,1.05992,0.80094,1.63449,1.05891,-0.00224
71,72,creative,2 Pen or pencil holder  decorate the can and use it to organize your desk supplies,pen or pencil holder decorate the can and use it to organize your desk supplies,tin can,tin can,1.1118999999999999,0.9668,1.03232,0.80096,1.63647,1.10969,0.0186
72,73,creative,3 Flower vase  paint the can and fill with your favorite blooms,flower vase paint the can and fill with your favorite blooms,tin can,tin can,1.15196,1.03386,0.95074,0.80114,0.35924999999999996,0.85939,0.00226
73,74,creative,4 Candle holder  place a candle inside the can for a rustic glow,candle holder place a candle inside the can for a rustic glow,tin can,tin can,0.85194,1.12052,1.07854,0.80144,0.36544,0.84358,-0.02014
74,75,creative,5 Mini zen garden  fill the can with sand and arrange rocks and small plants on top,mini zen garden fill the can with sand and arrange rocks and small plants on top,tin can,tin can,0.86534,1.01537,0.93552,0.80091,0.36206000000000005,0.79584,-0.01793
75,76,creative,6 Wall art  cut out shapes from the can and arrange them into a unique design on the wall,wall art cut out shapes from the can and arrange them into a unique design on the wall,tin can,tin can,1.14687,1.0608,0.9721,0.80094,0.34114999999999995,0.86437,0.00179
76,77,creative,7 Music shaker  fill the can with beans or rice and use it as a percussion instrument,music shaker fill the can with beans or rice and use it as a percussion instrument,tin can,tin can,0.804,0.96209,0.94453,0.80094,0.36226,0.77476,-0.02564
77,78,creative,8 Piggy bank  cut a small slot in the top and use it to save loose change,piggy bank cut a small slot in the top and use it to save loose change,tin can,tin can,1.09275,0.96201,1.01397,0.80093,0.37926000000000004,0.84978,-0.00892
78,79,creative,9 Kitchen utensil holder  decorate the can and use it to store your cooking utensils on the counter,kitchen utensil holder decorate the can and use it to store your cooking utensils on the counter,tin can,tin can,1.1510799999999999,1.05313,1.00384,0.80094,0.36267000000000005,0.87433,4.4e-4
79,80,creative,10 Mini herb garden  drill holes in the bottom of the can and use it to grow herbs on your windowsill,mini herb garden drill holes in the bottom of the can and use it to grow herbs on your windowsill,tin can,tin can,0.99104,0.95148,0.98892,0.80093,1.63742,1.07396,0.01165
80,81,creative,1 Turn it into a birdhouse by punching holes in the sides and threading a rope through the top to hang it from a tree,turn it into a birdhouse by punching holes in the sides and threading a rope through the top to hang it from a tree,tin can,tin can,1.13618,1.03758,0.99207,0.80093,0.36239,0.86583,-8.6e-4
81,82,creative,2 Plant herbs or small flowers in it and use it as a mini garden on your windowsill,plant herbs or small flowers in it and use it as a mini garden on your windowsill,tin can,tin can,1.05665,1.07041,0.98740000000000006,0.80093,0.36217,0.85551,-0.00429
82,83,creative,3 Cut out the ends and decorate the sides to create a fun and funky pencil holder,cut out the ends and decorate the sides to create a fun and funky pencil holder,tin can,tin can,0.84533,1.01593,0.9965,0.80095,0.36168999999999996,0.80408,-0.02249
83,84,creative,4 Use it as a condiment caddy for outdoor picnics or barbecues,use it as a condiment caddy for outdoor picnics or barbecues,tin can,tin can,1.09088,1.0018,1.04782,0.80079,1.6442,1.1171,0.01836
84,85,creative,5 Turn it into a DIY flashlight by poking holes in the bottom and inserting a candle or small flashlight,turn it into a diy flashlight by poking holes in the bottom and inserting a candle or small flashlight,tin can,tin can,1.15199,0.94596,1.01494,0.80093,0.35475,0.85371,-0.00628
85,86,creative,6 Create a mini drum by stretching a piece of fabric over one end and tapping on it with sticks,create a mini drum by stretching a piece of fabric over one end and tapping on it with sticks,tin can,tin can,0.97745,0.96165,1.01065,0.80093,1.6429,1.07872,0.01024
86,87,creative,7 Fill it with water and let it freeze to create a simple and classic ice bucket for your drinks,fill it with water and let it freeze to create a simple and classic ice bucket for your drinks,tin can,tin can,0.92715,0.96165,0.94156,0.80093,1.6376,1.05378,0.01029
87,88,creative,8 Cut off the top and use it as a funnel to pour liquids into other containers,cut off the top and use it as a funnel to pour liquids into other containers,tin can,tin can,0.84927,0.93863,1.05729,0.80094,0.33995,0.79722,-0.03025
88,89,creative,9 Fill it with sand and turn it into a DIY doorstop,fill it with sand and turn it into a diy doorstop,tin can,tin can,1.11676,1.16845,1.04412,0.80094,1.6387800000000001,1.15381,0.02969
89,90,creative,10 Create a tin can telephone by tying a string on each end and speaking into it with a friend on the other side,create a tin can telephone by tying a string on each end and speaking into it with a friend on the other side,tin can,tin can,1.02507,1.02456,1.07484,0.80093,1.63764,1.11261,0.01358
90,91,creative,1 Pencil holder  Cut the top off a tin can and use it to hold your pens and pencils,pencil holder cut the top off a tin can and use it to hold your pens and pencils,tin can,tin can,0.85734,0.9314,1.05662,0.80093,1.6183800000000002,1.05293,-0.00274
91,92,creative,2 Herb garden  Drill some holes in the bottom fill with soil and plant herbs inside,herb garden drill some holes in the bottom fill with soil and plant herbs inside,tin can,tin can,1.15476,0.98344,1.04863,0.80131,1.6375899999999999,1.12515,0.02186
92,93,creative,3 Candle holder  Decorate the outside of a tin can and place a candle inside,candle holder decorate the outside of a tin can and place a candle inside,tin can,tin can,0.82996,1.0647,1.07362,0.80087,0.36221000000000003,0.82627,-0.02492
93,94,creative,4 Birdhouse  Punch out a hole for the entrance and hang from a tree branch,birdhouse punch out a hole for the entrance and hang from a tree branch,tin can,tin can,0.90343,0.96121,1.08037,0.80094,1.63958,1.07711,0.00134
94,95,creative,5 Wind chime  Cut strips of tin and attach them to the sides with string or fishing line,wind chime cut strips of tin and attach them to the sides with string or fishing line,tin can,tin can,0.80313,0.99872,0.9358299999999999,0.80093,1.6258,1.03288,0.00382
95,96,creative,6 Coin bank  Cut a slot in the top and use as a piggy bank,coin bank cut a slot in the top and use as a piggy bank,tin can,tin can,0.95849,0.97262,0.98248,0.80061,0.42118,0.82708,-0.01525
96,97,creative,7 Vase  Paint the outside and fill with fresh flowers,vase paint the outside and fill with fresh flowers,tin can,tin can,1.16548,0.93688,1.01658,0.80098,0.34319,0.85262,-0.00617
97,98,creative,8 Desk organizer  Separate your office supplies into different cans,desk organizer separate your office supplies into different cans,tin can,tin can,1.19518,1.133,0.97058,0.92719,1.64241,1.17367,0.10708
98,99,creative,9 Lantern  Fill with sand and add a candle for a rustic outdoor lighting option,lantern fill with sand and add a candle for a rustic outdoor lighting option,tin can,tin can,0.94546,1.03431,0.94685,0.80096,0.36256999999999995,0.81803,-0.01187
99,100,creative,10 Planter  Fill with soil and plant a small flower or succulent,planter fill with soil and plant a small flower or succulent,tin can,tin can,1.15056,0.9543,1.0197,0.80311,1.58691,1.10292,0.02138
100,101,creative,1 Turn a tin can into a bird feeder by punching holes in the sides and attaching a string for hanging,turn a tin can into a bird feeder by punching holes in the sides and attaching a string for hanging,tin can,tin can,1.1332,0.98578,0.99739,0.80094,1.63731,1.11092,0.02299
101,102,creative,2 Use tin cans as planters by punching drainage holes in the bottom and painting them with bright colors,use tin cans as planters by punching drainage holes in the bottom and painting them with bright colors,tin can,tin can,0.84924,0.85582,0.96673,0.80094,0.34569000000000005,0.76368,-0.03
102,103,creative,3 Turn a tin can into a pencil holder by wrapping it in colorful washi tape or painting it with chalkboard paint,turn a tin can into a pencil holder by wrapping it in colorful washi tape or painting it with chalkboard paint,tin can,tin can,0.8403700000000001,0.9354,0.98976,0.80093,1.64368,1.04203,3.8e-4
103,104,creative,4 Use tin cans as DIY lanterns by poking holes in the sides and placing a lit candle inside,use tin cans as diy lanterns by poking holes in the sides and placing a lit candle inside,tin can,tin can,1.15114,1.10662,1.00835,0.80098,1.6379299999999999,1.141,0.03049
104,105,creative,5 Create a tin can wind chime by attaching several cans of different sizes to a dowel or stick and hanging them,create a tin can wind chime by attaching several cans of different sizes to a dowel or stick and hanging them,tin can,tin can,0.84863,1.04979,1.05651,0.80094,0.36155000000000004,0.82348,-0.02354
105,106,creative,6 Use tin cans as weights for outdoor tablecloths by filling them with sand or gravel and attaching them to the corners of the cloth,use tin cans as weights for outdoor tablecloths by filling them with sand or gravel and attaching them to the corners of the cloth,tin can,tin can,1.15244,0.95992,1.05527,0.80093,1.63781,1.12127,0.01982
106,107,creative,7 Make a tin can wreath by covering several cans in fabric or ribbon and arranging them in a circular shape,make a tin can wreath by covering several cans in fabric or ribbon and arranging them in a circular shape,tin can,tin can,0.84867,0.84736,0.9531000000000001,0.80093,0.36192,0.7624,-0.02945
107,108,creative,8 Use tin cans as decorative vases by wrapping them in decorative paper or fabric and filling them with fresh or fake flowers,use tin cans as decorative vases by wrapping them in decorative paper or fabric and filling them with fresh or fake flowers,tin can,tin can,0.84867,0.99351,1.11712,0.80094,1.5139399999999998,1.05484,-0.00527
108,109,creative,9 Turn tin cans into tin can phones by poking holes in the bottom and attaching string,turn tin cans into tin can phones by poking holes in the bottom and attaching string,tin can,tin can,0.84886,0.86371,1.091,0.80093,0.36538000000000004,0.79398,-0.03573
109,110,creative,10 Use tin cans as miniature drums by attaching balloons to the top and using drumsticks to play,use tin cans as miniature drums by attaching balloons to the top and using drumsticks to play,tin can,tin can,0.85112,0.918,1.03249,0.80094,0.36212,0.79293,-0.02949
110,111,creative,1 A flower vase  simply paint the tin can in your favorite color or decorate it with stickers or washi tape fill it with water and add some fresh cut flowers,a flower vase simply paint the tin can in your favorite color or decorate it with stickers or washi tape fill it with water and add some fresh cut flowers,tin can,tin can,0.84875,1.05878,0.98461,0.80093,0.36219,0.81105,-0.01922
111,112,creative,2 A pencil holder  wrap the tin can with pretty patterned paper or fabric and use it to store your pens pencils and markers,a pencil holder wrap the tin can with pretty patterned paper or fabric and use it to store your pens pencils and markers,tin can,tin can,0.8197,0.95118,1.05799,0.80093,1.26388,0.97874,-0.01189
112,113,creative,3 A birdhouse  nail the tin can to a tree trunk or post and fill it with birdseed for feathered friends to enjoy,a birdhouse nail the tin can to a tree trunk or post and fill it with birdseed for feathered friends to enjoy,tin can,tin can,0.84937,0.96387,1.00889,0.80093,0.37842,0.8003,-0.02545
113,114,creative,4 A lantern  poke holes in the tin can in the shape of stars or moons place a tea light candle inside and watch the light illuminate the cutouts,a lantern poke holes in the tin can in the shape of stars or moons place a tea light candle inside and watch the light illuminate the cutouts,tin can,tin can,1.15116,1.06337,0.91482,0.80093,1.6392600000000002,1.11391,0.033
114,115,creative,5 A wind chime  cut out small circles from the tin can thread them onto string or fishing line and use them to make a tinkling sound in the breeze,a wind chime cut out small circles from the tin can thread them onto string or fishing line and use them to make a tinkling sound in the breeze,tin can,tin can,0.85728,0.96199,1.05422,0.80093,0.36584000000000005,0.80805,-0.02767
115,116,creative,6 A cookie cutter  flatten the tin can with a mallet and use cookie cutters to shape your favorite baked goods,a cookie cutter flatten the tin can with a mallet and use cookie cutters to shape your favorite baked goods,tin can,tin can,0.9128000000000001,0.84796,0.94233,0.80094,1.6373600000000001,1.02828,0.00286
116,117,creative,7 A soap dispenser  cut off the top of the tin can and use it as a holder for a pumpstyle soap dispenser,a soap dispenser cut off the top of the tin can and use it as a holder for a pumpstyle soap dispenser,tin can,tin can,1.14836,0.81976,0.94251,0.80093,1.6379700000000001,1.06991,0.01762
