...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
21,22,creative,2 Use a fork to comb through tangled hair,use a fork to comb through tangled hair,fork,fork,1.00214,0.95518,0.92164,0.98921,1.05724,0.98508,-0.00523
22,23,creative,3 Use a fork to skewer and serve small appetizers,use a fork to skewer and serve small appetizers,fork,fork,0.89603,0.96758,1.07829,0.96856,1.04608,0.99131,0.00638
23,24,creative,4 Use a fork to scratch an itch in a hardtoreach spot,use a fork to scratch an itch in a hardtoreach spot,fork,fork,1.1412,0.88396,1.1316,0.9678599999999999,0.98455,1.02183,0.05232
24,25,creative,5 Use a fork to create a makeshift lock pick in an emergency,use a fork to create a makeshift lock pick in an emergency,fork,fork,0.88004,0.88271,1.06723,0.96782,1.05886,0.97133,0.00798
25,26,creative,6 Use a fork to aerate and loosen compacted soil in a garden,use a fork to aerate and loosen compacted soil in a garden,fork,fork,0.81365,0.91973,1.07309,0.9677,1.05893,0.96662,-9.8e-4
26,27,creative,7 Use a fork to create a textured paint finish on a wall or canvas,use a fork to create a textured paint finish on a wall or canvas,fork,fork,1.06479,0.96476,0.93638,0.9678599999999999,0.94118,0.97499,-8.6e-4
27,28,creative,8 Use a fork to reach food stuck in a hardtoreach spot in the kitchen sink,use a fork to reach food stuck in a hardtoreach spot in the kitchen sink,fork,fork,1.0625,0.89148,1.00317,0.96787,1.05899,0.9968,0.01437
28,29,creative,9 Use a fork as a stylus for a touchscreen device,use a fork as a stylus for a touchscreen device,fork,fork,0.8463499999999999,0.98613,0.9707,0.9678599999999999,0.9411,0.94243,-0.01957
29,30,creative,10 Use a fork to create a DIY string instrument by stretching rubber bands across the fork,use a fork to create a diy string instrument by stretching rubber bands across the fork,fork,fork,1.16925,0.99334,0.90972,0.96789,0.94114,0.99627,0.0031
30,31,creative,1 Use a fork to create decorative patterns in pottery clay before firing,use a fork to create decorative patterns in pottery clay before firing,fork,fork,1.05632,1.0459,0.96069,0.96783,1.05886,1.01792,-0.00657
31,32,creative,2 Use a fork as a makeshift compass when drawing circles or arcs,use a fork as a makeshift compass when drawing circles or arcs,fork,fork,1.06687,0.91753,1.0592,0.96635,1.05883,1.01376,0.02381
32,33,creative,3 Use a fork to help create perfectly spaced slats when building a fence or trellis,use a fork to help create perfectly spaced slats when building a fence or trellis,fork,fork,0.88708,0.9365600000000001,1.10833,0.96791,0.94109,0.96819,0.0169
33,34,creative,4 Use a fork to make a unique design on cakes or other baked goods with powdered sugar or cocoa powder,use a fork to make a unique design on cakes or other baked goods with powdered sugar or cocoa powder,fork,fork,0.96105,1.11296,1.07393,0.96785,0.94076,1.01131,0.00485
34,35,creative,5 Use a fork to make divided sections in a garden for planting different types of vegetables,use a fork to make divided sections in a garden for planting different types of vegetables,fork,fork,0.8062199999999999,0.88937,1.07114,0.96782,1.05886,0.95868,1.2e-4
35,36,creative,6 Use a fork to create textured prints in plaster or paper mache by pressing it in and lifting it out,use a fork to create textured prints in plaster or paper mache by pressing it in and lifting it out,fork,fork,1.06834,0.88941,0.93687,0.9678599999999999,1.0587,0.98424,0.00157
36,37,creative,7 Use a fork to create a makeshift hair curling tool by turning it around strands of hair and heating it with a hair dryer,use a fork to create a makeshift hair curling tool by turning it around strands of hair and heating it with a hair dryer,fork,fork,0.87664,1.02393,0.96697,0.9678599999999999,1.05938,0.97896,-0.02352
37,38,creative,8 Use a fork to hang earrings or necklaces from when jewelry holders are unavailable,use a fork to hang earrings or necklaces from when jewelry holders are unavailable,fork,fork,0.93358,0.98258,0.96166,0.96796,1.0588899999999999,0.98093,-0.01517
38,39,creative,9 Use a fork to scrape off stuckon food from pots and pans,use a fork to scrape off stuckon food from pots and pans,fork,fork,0.93865,1.14256,0.96175,0.96795,0.94114,0.99041,-0.02284
39,40,creative,10 Use a fork as a tool for mixing paint or glue when working on a small project,use a fork as a tool for mixing paint or glue when working on a small project,fork,fork,1.05163,0.94775,1.07481,0.9678599999999999,0.94095,0.9966,0.02737
40,41,creative,1 Use a fork to hold a teabag while stirring your tea,use a fork to hold a teabag while stirring your tea,fork,fork,0.9212400000000001,1.069,1.09183,0.96787,1.0589,1.02177,0.0037
41,42,creative,2 Create a piece of art by dipping the tines of a fork in paint and dragging it across a canvas,create a piece of art by dipping the tines of a fork in paint and dragging it across a canvas,fork,fork,1.166,0.94065,0.96113,0.9678599999999999,0.9411,0.99535,0.01721
42,43,creative,3 Use a fork to press ridges into cookie dough or pastry crust before baking,use a fork to press ridges into cookie dough or pastry crust before baking,fork,fork,0.94038,1.06177,0.88306,0.96988,1.08504,0.98803,-0.03651
43,44,creative,4 Use a fork to make a small garden by scratching seedlings into soil,use a fork to make a small garden by scratching seedlings into soil,fork,fork,0.94067,0.94249,0.9133,0.96787,0.94108,0.94108,-0.01766
44,45,creative,5 Place a fork over a bowl or pot to prevent boiling liquids from overflowing,place a fork over a bowl or pot to prevent boiling liquids from overflowing,fork,fork,0.92517,0.8466400000000001,1.12687,0.96788,1.05883,0.98508,0.02792
45,46,creative,6 Use a fork to aerate soil in a potted plant,use a fork to aerate soil in a potted plant,fork,fork,0.94565,0.91445,1.07462,0.96653,0.94436,0.96912,0.01746
46,47,creative,7 Use a fork to create texture in playdoh or clay,use a fork to create texture in playdoh or clay,fork,fork,0.84033,0.88927,0.8363700000000001,0.96681,1.05869,0.91829,-0.04468
47,48,creative,8 Use a fork to make a DIY stencil for decorating cakes or cookies with powdered sugar,use a fork to make a diy stencil for decorating cakes or cookies with powdered sugar,fork,fork,1.12074,1.02738,0.92778,0.96781,0.94097,0.99694,-0.00113
48,49,creative,9 Create a musical instrument by attaching a fork to a piece of cardboard or metal and plucking the tines,create a musical instrument by attaching a fork to a piece of cardboard or metal and plucking the tines,fork,fork,1.05045,1.01262,0.92648,0.9678599999999999,1.05914,1.00331,-0.01175
49,50,creative,10 Use a fork to make a small fence or trellis for a miniature garden or terrarium,use a fork to make a small fence or trellis for a miniature garden or terrarium,fork,fork,0.83258,1.07178,0.93264,0.9678599999999999,1.05886,0.97274,-0.03899
50,51,creative,1 Use the prongs of a fork to comb through tangled hair,use the prongs of a fork to comb through tangled hair,fork,fork,0.80417,1.09429,1.06917,0.968,1.04776,0.99668,-0.01539
51,52,creative,2 Use a fork to create unique patterns in pottery or clay,use a fork to create unique patterns in pottery or clay,fork,fork,1.02806,0.88537,0.95347,0.96665,0.94104,0.95492,0.00403
52,53,creative,3 Use a fork to pierce and tenderize tough cuts of meat before cooking,use a fork to pierce and tenderize tough cuts of meat before cooking,fork,fork,0.90312,0.89457,0.93071,0.96778,1.05883,0.951,-0.01839
53,54,creative,4 Use the tines of a fork to create a decorative border on pie crust,use the tines of a fork to create a decorative border on pie crust,fork,fork,1.10235,0.93966,1.07291,0.96787,1.05887,1.02833,0.0295
54,55,creative,5 Use a fork to cultivate and aerate soil in a small garden or container,use a fork to cultivate and aerate soil in a small garden or container,fork,fork,1.06351,1.00882,0.93183,0.96777,0.94113,0.98261,-0.00526
55,56,creative,6 Use a fork to pry open a stubborn lid or tab on a can or jar,use a fork to pry open a stubborn lid or tab on a can or jar,fork,fork,0.85449,1.00247,0.86297,0.9678599999999999,0.94088,0.92573,-0.04199
56,57,creative,7 Use a fork as a makeshift back scratcher,use a fork as a makeshift back scratcher,fork,fork,1.05088,0.91108,1.0306,0.96969,0.9411,0.98067,0.02168
57,58,creative,8 Use a fork to retrieve small items from hardtoreach places such as a coin or key from a tight space,use a fork to retrieve small items from hardtoreach places such as a coin or key from a tight space,fork,fork,1.06781,0.9864,1.09392,0.9678599999999999,0.94113,1.01142,0.03019
58,59,creative,9 Use a fork to flip and turn delicate items in a frying pan such as thin fillets of fish,use a fork to flip and turn delicate items in a frying pan such as thin fillets of fish,fork,fork,0.90097,1.00181,0.98592,0.9678599999999999,1.05912,0.98314,-0.01528
59,60,creative,10 Use a fork as a percussion instrument tapping the tines on a hard surface for a unique sound,use a fork as a percussion instrument tapping the tines on a hard surface for a unique sound,fork,fork,1.06493,1.01115,1.08138,0.9678599999999999,0.94119,1.0133,0.02545
60,61,creative,1 Use a fork to create a pattern on a clay sculpture or pottery piece,use a fork to create a pattern on a clay sculpture or pottery piece,fork,fork,0.90699,1.11392,1.07217,0.9678599999999999,1.05887,1.02396,-0.00527
61,62,creative,2 Use a fork as a makeshift hairbrush or comb,use a fork as a makeshift hairbrush or comb,fork,fork,0.9504900000000001,0.97024,0.9255,0.9640299999999999,1.05885,0.97382,-0.02136
62,63,creative,3 Use a fork to hang jewelry on to keep it separate and untangled,use a fork to hang jewelry on to keep it separate and untangled,fork,fork,0.89144,0.96772,0.95885,0.9678599999999999,1.059,0.96897,-0.01934
63,64,creative,4 Use a fork to create a decorative border on a cake or other dessert,use a fork to create a decorative border on a cake or other dessert,fork,fork,1.10123,1.16391,1.07048,0.96787,1.05885,1.07247,0.01214
64,65,creative,5 Use a fork as a guide to cut uniform vegetables or fruits,use a fork as a guide to cut uniform vegetables or fruits,fork,fork,1.13062,1.00602,0.94652,0.9679,1.05887,1.02199,0.00174
65,66,creative,6 Use a fork to hold a book or recipe open while cooking or reading,use a fork to hold a book or recipe open while cooking or reading,fork,fork,0.8973,1.114,0.91306,0.9678599999999999,1.05888,0.99022,-0.039
66,67,creative,7 Use a fork to create texture on a painting or drawing,use a fork to create texture on a painting or drawing,fork,fork,0.8624499999999999,1.07712,0.92415,0.96781,1.05862,0.97803,-0.03784
67,68,creative,8 Use a fork as a tool to pick up small objects like beads or screws,use a fork as a tool to pick up small objects like beads or screws,fork,fork,1.05747,1.00243,1.05334,0.96785,0.94114,1.00445,0.01952
68,69,creative,9 Use a fork as a mini plant stake to support small plants,use a fork as a mini plant stake to support small plants,fork,fork,1.17158,0.89821,1.09579,0.96795,1.05892,1.03849,0.04497
69,70,creative,10 Use a fork as a tool to blend small amounts of food or ingredients,use a fork as a tool to blend small amounts of food or ingredients,fork,fork,0.89558,0.8995299999999999,1.03384,0.96805,1.05892,0.97118,0.00168
70,71,creative,1 Use a fork to create decorative impressions on fondantcovered cakes,use a fork to create decorative impressions on fondantcovered cakes,fork,fork,0.93549,0.96149,1.08479,0.96835,0.93646,0.97732,0.01588
71,72,creative,2 Use a fork as a makeshift hairbrush to create a tousled beachy look,use a fork as a makeshift hairbrush to create a tousled beachy look,fork,fork,1.09151,0.96918,1.12944,0.96782,1.05885,1.04336,0.03768
72,73,creative,3 Use a fork to create a homemade potato stamp for crafting,use a fork to create a homemade potato stamp for crafting,fork,fork,0.9052,1.10824,0.92259,0.96774,0.94117,0.96899,-0.0321
73,74,creative,4 Use a fork as a makeshift back scratcher,use a fork as a makeshift back scratcher,fork,fork,1.05088,0.91108,1.0306,0.96969,0.9411,0.98067,0.02168
74,75,creative,5 Use a fork to shred cooked chicken for tacos or sandwiches,use a fork to shred cooked chicken for tacos or sandwiches,fork,fork,0.94765,1.0647,1.05469,0.96766,1.0486,1.01666,-4.4e-4
75,76,creative,6 Use a fork to create texture in paint or clay for art projects,use a fork to create texture in paint or clay for art projects,fork,fork,0.91365,0.99282,0.92785,0.96794,1.05884,0.97222,-0.02508
76,77,creative,7 Use a fork to separate tangled necklaces or jewelry,use a fork to separate tangled necklaces or jewelry,fork,fork,0.8685,1.03812,1.01223,0.96547,0.94496,0.96586,-0.01355
77,78,creative,8 Use a fork to aerate soil for planting,use a fork to aerate soil for planting,fork,fork,0.99137,1.04121,1.08609,0.96399,0.94097,1.00473,0.0145
78,79,creative,9 Use a fork to create a fun and unique cheeseboard for entertaining,use a fork to create a fun and unique cheeseboard for entertaining,fork,fork,1.0514000000000001,0.91894,0.90546,0.96785,0.94109,0.95695,-0.00527
79,80,creative,10 Use a fork to create a funky pattern on a stamped envelope or card,use a fork to create a funky pattern on a stamped envelope or card,fork,fork,0.94435,0.88957,0.99717,0.96785,1.05787,0.97136,2.4e-4
80,81,creative,1 Use a fork as a mini rake to create intricate patterns in sand or dirt,use a fork as a mini rake to create intricate patterns in sand or dirt,fork,fork,1.1027,1.11833,0.95332,0.9678599999999999,1.05903,1.04025,-0.00835
81,82,creative,2 Use a fork to help thread a needle by holding the thread taut,use a fork to help thread a needle by holding the thread taut,fork,fork,0.88441,1.1856,0.94348,0.96722,1.0528,1.0067,-0.03959
82,83,creative,3 Use a fork to whisk eggs or to mix small portions of ingredients,use a fork to whisk eggs or to mix small portions of ingredients,fork,fork,1.07214,0.93769,1.0642,0.96787,0.94113,0.99661,0.02821
83,84,creative,4 Use a fork as a makeshift guitar pick to play a few tunes,use a fork as a makeshift guitar pick to play a few tunes,fork,fork,0.92876,0.81122,0.87908,0.96787,0.94114,0.90561,-0.0162
84,85,creative,5 Use a fork to pry open a stuck zipper,use a fork to pry open a stuck zipper,fork,fork,0.86785,0.92237,0.85975,0.96875,0.94056,0.91186,-0.03483
85,86,creative,6 Use a fork as a miniature easel to display small pictures or notes,use a fork as a miniature easel to display small pictures or notes,fork,fork,1.01827,1.09143,0.8673,0.96787,1.05887,1.00075,-0.03333
86,87,creative,7 Use a fork to hold a book open while reading without having to use your hands,use a fork to hold a book open while reading without having to use your hands,fork,fork,1.00211,1.01814,1.05375,0.9678599999999999,1.0589,1.02015,0.00862
87,88,creative,8 Use a fork to clean out small crevices and hardtoreach places,use a fork to clean out small crevices and hardtoreach places,fork,fork,1.04758,1.20184,0.92915,0.96785,0.94114,1.01751,-0.02194
88,89,creative,9 Use a fork to create prints in clay or playdough,use a fork to create prints in clay or playdough,fork,fork,1.00961,0.89024,1.09795,0.9673,0.94112,0.98124,0.03154
89,90,creative,10 Use a fork to stir a hot beverage without burning your fingers,use a fork to stir a hot beverage without burning your fingers,fork,fork,1.00078,0.97346,1.09584,0.96933,1.05887,1.01966,0.02103
90,91,creative,1 Use the tines of a fork to create a unique pattern on pottery or clay,use the tines of a fork to create a unique pattern on pottery or clay,fork,fork,0.83415,0.8896,0.92713,0.96787,1.05888,0.93553,-0.02635
91,92,creative,2 Use a fork to comb through wet hair for a unique texture,use a fork to comb through wet hair for a unique texture,fork,fork,1.12661,0.88733,1.07318,0.96795,0.98567,1.00815,0.03847
92,93,creative,3 Wrap yarn or string around the tines to create a fun and whimsical decoration,wrap yarn or string around the tines to create a fun and whimsical decoration,fork,fork,0.8452999999999999,1.0981,0.90876,0.96785,0.96444,0.95689,-0.04149
93,94,creative,4 Use a fork to hold a vegetable steady while peeling,use a fork to hold a vegetable steady while peeling,fork,fork,1.06449,0.96432,1.07929,0.96771,1.0590600000000001,1.02697,0.02471
94,95,creative,5 Turn a fork upside down and use the handle as a miniature easel for a small painting,turn a fork upside down and use the handle as a miniature easel for a small painting,fork,fork,0.95407,0.89263,1.0259,0.9678599999999999,1.0588899999999999,0.97987,0.00696
95,96,creative,6 Use a fork to create a rustic decorative border around a homemade pie,use a fork to create a rustic decorative border around a homemade pie,fork,fork,0.89668,0.87793,0.9087,0.96783,0.94114,0.91846,-0.01867
96,97,creative,7 Use a fork to make mini meatballs pressing down with the tines to create the perfect shape,use a fork to make mini meatballs pressing down with the tines to create the perfect shape,fork,fork,0.89149,0.88955,0.90347,0.9678599999999999,0.94101,0.91868,-0.02117
97,98,creative,8 Insert a fork into a cork and turn it into a fun and functional makeshift handle for a knife or other kitchen tool,insert a fork into a cork and turn it into a fun and functional makeshift handle for a knife or other kitchen tool,fork,fork,0.94481,1.14444,0.9263399999999999,0.9678599999999999,1.05886,1.00846,-0.03329
98,99,creative,9 Use a fork to create a fun and unique texture on frosting for cupcakes or cakes,use a fork to create a fun and unique texture on frosting for cupcakes or cakes,fork,fork,1.12179,0.89745,1.07336,0.96787,0.94113,1.00032,0.03858
99,100,creative,10 Turn a fork into a makeshift screwdriver in a pinch,turn a fork into a makeshift screwdriver in a pinch,fork,fork,1.07367,0.93761,0.98058,0.96784,0.94087,0.98011,0.01122
100,101,creative,1 Use a fork as a hair accessory by weaving it into a braid or using it to secure a messy bun,use a fork as a hair accessory by weaving it into a braid or using it to secure a messy bun,fork,fork,1.08584,0.92474,1.07382,0.9678599999999999,0.94112,0.99868,0.03266
101,102,creative,2 Turn a fork into a plant marker by writing the name of the plant on the handle and sticking it in the soil,turn a fork into a plant marker by writing the name of the plant on the handle and sticking it in the soil,fork,fork,1.06587,0.99071,1.00558,0.9678599999999999,0.94112,0.99423,0.01153
102,103,creative,3 Use a fork to create textured patterns on clay or play dough,use a fork to create textured patterns on clay or play dough,fork,fork,0.9368,1.05369,1.07023,0.96811,1.05891,1.01755,0.00222
103,104,creative,4 Create a unique piece of jewelry by wrapping wire around the tines of a fork to make a pendant or bracelet,create a unique piece of jewelry by wrapping wire around the tines of a fork to make a pendant or bracelet,fork,fork,0.89274,0.88492,1.06209,0.9678599999999999,0.94118,0.94976,0.01187
104,105,creative,5 Use a fork as a tool to create perfect grill marks on meat or vegetables,use a fork as a tool to create perfect grill marks on meat or vegetables,fork,fork,0.891,1.08852,0.94156,0.9678599999999999,0.94115,0.96602,-0.02825
105,106,creative,6 Create a DIY chandelier by hanging forks upside down from a ceiling fixture and attaching lights to the tines,create a diy chandelier by hanging forks upside down from a ceiling fixture and attaching lights to the tines,fork,fork,1.00214,1.11412,0.96465,0.9678599999999999,1.0584,1.02143,-0.01681
106,107,creative,7 Use a fork to create a cheese and fruit display by using the tines as skewers,use a fork to create a cheese and fruit display by using the tines as skewers,fork,fork,1.09869,1.07806,1.07293,0.9678599999999999,1.05904,1.05532,0.01876
107,108,creative,8 Turn a fork into a unique door handle by attaching it to a door with screws,turn a fork into a unique door handle by attaching it to a door with screws,fork,fork,1.09697,0.94426,0.94707,0.96787,1.05948,1.00313,0.00271
108,109,creative,9 Use the tines of a fork to carve intricate designs into a pumpkin or watermelon,use the tines of a fork to carve intricate designs into a pumpkin or watermelon,fork,fork,0.98073,0.88966,0.92574,0.9678599999999999,1.0206,0.95692,-0.00923
109,110,creative,10 Make a fork into a reusable stencil by cutting out shapes in the tines and using it to paint on fabric or paper,make a fork into a reusable stencil by cutting out shapes in the tines and using it to paint on fabric or paper,fork,fork,0.98577,0.98499,0.92488,0.9678599999999999,0.94098,0.9609,-0.01347
110,111,creative,1 Use it as a mini rake to cultivate a small indoor plant,use it as a mini rake to cultivate a small indoor plant,fork,fork,0.9398,0.96643,1.01043,0.9678599999999999,0.94092,0.96509,4e-4
111,112,creative,2 Create a fork puppet by drawing a face on the back of the prongs and using it to entertain children,create a fork puppet by drawing a face on the back of the prongs and using it to entertain children,fork,fork,1.11697,0.951,1.00751,0.9678599999999999,0.94114,0.9969,0.02054
112,113,creative,3 Use it to pierce and serve bitesized appetizers at a party,use it to pierce and serve bitesized appetizers at a party,fork,fork,0.85709,0.98899,1.05136,0.96787,1.05909,0.98488,-0.00574
113,114,creative,4 Use it as a hair accessory by weaving it deeply into the hair bun or updo,use it as a hair accessory by weaving it deeply into the hair bun or updo,fork,fork,0.96325,1.04791,0.93037,0.9678599999999999,1.05926,0.99373,-0.02324
114,115,creative,5 Use it to prepare scrambled eggs in a nonstick pan without scratching the surface,use it to prepare scrambled eggs in a nonstick pan without scratching the surface,fork,fork,0.90717,1.00824,1.1127,0.9678599999999999,0.94125,0.98744,0.01465
115,116,creative,6 Use it as a makeshift lockpick in an emergency situation,use it as a makeshift lockpick in an emergency situation,fork,fork,0.84043,0.90086,1.00134,0.96792,0.94147,0.9304,-0.00756
116,117,creative,7 Use it to make fork prints on art or craft projects,use it to make fork prints on art or craft projects,fork,fork,0.99565,0.98415,0.93201,0.96754,0.94082,0.96403,-0.01097
117,118,creative,8 Use it as a tool to scratch a hardtoreach itch on your back,use it as a tool to scratch a hardtoreach itch on your back,fork,fork,0.9575899999999999,1.02188,0.99431,0.9678599999999999,0.98844,0.98602,-0.00657
118,119,creative,9 Use it to create interesting textures on clay sculptures,use it to create interesting textures on clay sculptures,fork,fork,0.90694,1.10167,0.96178,0.96991,1.05854,0.99977,-0.02619
119,120,creative,10 Use it to create a cool abstract design on a cake or other dessert by dragging it through frosting or sauce,use it to create a cool abstract design on a cake or other dessert by dragging it through frosting or sauce,fork,fork,1.04155,0.91839,1.03797,0.9678599999999999,1.05884,1.00492,0.01719
120,121,creative,1 Creating art by dipping the tines of the fork in different colored ink or paint and pressing it onto a surface,creating art by dipping the tines of the fork in different colored ink or paint and pressing it onto a surface,fork,fork,1.16907,0.9007000000000001,1.13765,0.9678599999999999,1.05923,1.0469,0.05306
121,122,creative,2 Using the fork as a hair accessory by twisting hair around the tines and securing with bobby pins,using the fork as a hair accessory by twisting hair around the tines and securing with bobby pins,fork,fork,1.10009,0.87695,1.07344,0.9678599999999999,0.97723,0.99911,0.03659
122,123,creative,3 Creating a homemade colander by piercing holes into the bottom of a plastic container with a fork,creating a homemade colander by piercing holes into the bottom of a plastic container with a fork,fork,fork,0.92672,1.11372,0.92874,0.96788,1.05891,0.99919,-0.0325
123,124,creative,4 Using the fork to stir and mix ingredients in a cocktail or mocktail,using the fork to stir and mix ingredients in a cocktail or mocktail,fork,fork,0.81762,0.89025,0.97768,0.96787,1.0588899999999999,0.94246,-0.01785
124,125,creative,5 Using the tines of the fork to create unique patterns on homemade cookies brownies or cakes,using the tines of the fork to create unique patterns on homemade cookies brownies or cakes,fork,fork,1.10212,0.88808,0.92682,0.96777,1.05884,0.98873,0.0033
125,126,creative,6 Creating a DIY herb garden by using the fork to poke holes into the soil and then planting the herbs,creating a diy herb garden by using the fork to poke holes into the soil and then planting the herbs,fork,fork,1.11867,0.88339,1.02739,0.9678599999999999,0.94114,0.98769,0.02985
126,127,creative,7 Using a fork to play a musical instrument such as a washboard to create a unique sound,using a fork to play a musical instrument such as a washboard to create a unique sound,fork,fork,0.89658,1.01198,0.87877,0.9678599999999999,1.0588899999999999,0.96282,-0.03851
127,128,creative,8 Using a fork as a tool to scoop out the pulp from a pumpkin or other squash when carving,using a fork as a tool to scoop out the pulp from a pumpkin or other squash when carving,fork,fork,1.07977,1.01094,1.02056,0.9678599999999999,1.05887,1.0276,0.01093
128,129,creative,9 Using a fork to create small holes in the pie crust before baking to ensure even cooking and prevent air pockets,using a fork to create small holes in the pie crust before baking to ensure even cooking and prevent air pockets,fork,fork,0.89527,0.91138,0.98825,0.9678599999999999,1.05887,0.96433,-0.00867
129,130,creative,10 Creating a unique piece of jewelry by bending the tines of a fork and attaching to a chain or cord,creating a unique piece of jewelry by bending the tines of a fork and attaching to a chain or cord,fork,fork,0.88295,1.00574,0.95242,0.9678599999999999,0.94064,0.94992,-0.02072
130,131,creative,1 Use a fork to separate an avocado from its skin before slicing it,use a fork to separate an avocado from its skin before slicing it,fork,fork,1.0628,0.91111,0.92006,0.9678599999999999,1.03843,0.98005,-0.00348
131,132,creative,2 Use a fork to create textured designs in cookie dough or pie crust,use a fork to create textured designs in cookie dough or pie crust,fork,fork,0.91738,0.88772,0.97512,0.96921,1.04221,0.95833,-0.0061
132,133,creative,3 Use a fork to hold a small roast or chicken in place while carving it,use a fork to hold a small roast or chicken in place while carving it,fork,fork,1.02657,1.14938,1.00454,0.9678599999999999,0.94115,1.0179,-0.00488
